source,path,wall_us,file_bytes
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secmb/3.8.37,29176.45,569851
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c4per/7.15.51,22925.23,9742
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f624834,1305.76,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primf/4.0.39,14732.14,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secma/4.14.5,21433.16,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/pastr/9.35.3,13031.69,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f292683,641.85,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3nfx/3.26.36,21610.33,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f114975,11110.07,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primf/1.0.29,19988.43,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c4per/12.8.15,12628.16,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primf/11.22.66,14730.53,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f705477,20438.88,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/kg_class/12.18.54,13418.22,8872
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f116739,18575.13,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f360663,20072.01,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secma/6.5.67,25633.35,251563
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primf/14.19.38,17396.99,292750
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f917202,418.88,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f445798,24387.79,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/urban/2.17.24,21804.06,153300
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f531756,17861.41,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/range/6.24.32,12177.22,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f841204,1264.89,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f504740,15504.11,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3per/4.11.26,15809.53,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f484714,517.53,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f72132,546.60,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/pastr/15.23.39,19190.56,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f735392,456.27,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secdf/4.20.46,12710.15,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f356699,658.24,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f569605,18035.94,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f795667,792.86,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f130679,311.66,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f52578,288.76,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f224082,18318.23,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f243962,17389.01,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f450770,16447.93,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3ann/4.6.56,18126.41,270816
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f692094,14586.19,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f46542,317.96,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/pastr/11.9.34,22949.93,502993
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f235552,19207.97,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/pastr/12.20.61,19499.78,46321
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f382364,20874.65,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/LULC_states/3.12.2,20049.55,4260
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f721590,837.60,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f764544,450.22,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f229258,429.17,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secdn/5.13.65,19324.38,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secmb/6.21.53,18642.21,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f685743,19993.96,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c4per/1.27.5,17365.33,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primn/14.1.51,14666.51,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3per/15.28.7,16183.45,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3nfx/11.17.63,15623.15,10600
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f165080,23735.24,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3per/14.22.40,16255.17,566762
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f687277,13488.58,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f731076,604.93,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/urban/10.24.3,32667.93,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f329445,16049.28,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f556932,743.47,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f439898,14875.61,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f368845,12667.47,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secmb/13.34.13,17452.63,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f588508,21061.60,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f577057,21494.65,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3nfx/11.14.36,26930.97,490901
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f785884,763.82,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f898348,101.41,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/LULC_states/1.11.8,17006.08,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/pastr/1.13.4,20009.64,38305
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/range/11.27.12,16219.10,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f277312,449.94,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f95325,13798.10,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/number_of_people/11.35.62,13040.12,4258
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primf/10.28.23,16135.23,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secmb/3.16.14,15085.17,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f914533,279.73,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f103198,532.66,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/kg_class/8.9.52,17074.26,21663
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f947837,132.93,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f259249,20990.10,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/urban/4.10.6,20019.57,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3nfx/10.16.25,24841.22,6364
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f670487,885.97,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f958972,115.48,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f810620,476.81,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f968114,92.48,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f712526,429.34,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3per/6.21.17,15659.58,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f805934,310.17,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f255836,20594.58,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c4ann/5.7.28,21758.68,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f397542,25835.52,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secma/5.35.44,21391.20,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f98246,634.93,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f534150,27584.97,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f170555,715.49,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c4ann/13.30.63,8534.55,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f84491,14059.14,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3nfx/15.18.7,17895.35,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f798975,795.70,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primn/13.32.17,23798.09,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f848749,609.96,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f805635,444.14,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f426833,460.25,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f969395,380.84,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/urban/2.10.14,15254.13,142750
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f927767,384.18,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/urban/14.29.60,15893.72,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f408930,11828.30,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f833980,731.80,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f346954,20006.76,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f285577,19977.35,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3ann/10.26.2,21339.01,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3ann/4.18.51,15732.31,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f273432,675.78,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c4ann/14.10.51,18562.79,213690
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primn/8.18.42,25099.89,694841
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f27824,17525.73,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secdn/6.26.47,7454.83,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f844151,222.75,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secdn/13.35.31,12230.13,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3ann/13.25.11,14566.46,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/LULC_states/6.17.64,32874.74,4914
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c4per/10.25.22,15746.27,114613
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/number_of_people/15.28.25,12411.40,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f455673,902.62,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secdf/1.2.53,23637.09,6496
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primf/4.15.37,19823.66,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f249565,12996.95,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secdf/6.30.48,19255.75,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/pastr/9.30.18,23677.27,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3ann/5.28.34,33379.25,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f523481,11022.45,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/primf/5.15.45,17567.77,4454
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f455884,19949.14,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/pastr/14.1.14,15284.32,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3ann/1.10.66,17587.26,4248
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/secdf/11.20.30,18122.66,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f498216,609.50,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3nfx/9.20.49,14284.90,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f351470,20193.49,10240
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f992842,234.43,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/range/0.18.31,11358.12,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f442374,1145.79,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/range/2.23.12,16673.65,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f419093,733.64,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3nfx/4.33.8,10528.17,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f964047,429.23,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/urban/3.16.10,19497.36,4248
synth,/gpfs/scratch/bsc32/bsc096444/ai4land-tfm/tmp/synth_vs_real/synth/f496171,15481.28,10240
real,/gpfs/scratch/ehpc736/data/AI4LAND_NON_preprocessed-data-2000-2015.zarr/c3nfx/8.3.61,17801.08,5484
