2026-06-14 19:35:33,737 - INFO - Recurrent UNet Model Successfully Configured and Initialized.
2026-06-14 19:35:33,760 - INFO - Starting from scratch (no valid checkpoint provided).
2026-06-14 19:35:39,030 - INFO - Train: 4480000 samples, Val: 640000 samples
2026-06-14 19:35:43,997 - INFO - Starting training from epoch 1
2026-06-14 19:36:08,455 - INFO - Epoch [1/5], Batch [1/300], Loss: 2.1551 (Overall: 2.1241, Change: 2.1862), TF Ratio: 1.000
2026-06-14 19:36:08,608 - INFO - Epoch [1/5], Batch [2/300], Loss: 2.2219 (Overall: 2.1525, Change: 2.4248), TF Ratio: 1.000
2026-06-14 19:36:08,759 - INFO - Epoch [1/5], Batch [3/300], Loss: 2.1870 (Overall: 2.1244, Change: 2.1102), TF Ratio: 0.999
2026-06-14 19:36:14,366 - INFO - Epoch [1/5], Batch [4/300], Loss: 2.1463 (Overall: 2.0804, Change: 1.9675), TF Ratio: 0.999
2026-06-14 19:36:14,522 - INFO - Epoch [1/5], Batch [5/300], Loss: 2.1028 (Overall: 1.7407, Change: 2.1171), TF Ratio: 0.999
2026-06-14 19:36:14,675 - INFO - Epoch [1/5], Batch [6/300], Loss: 2.0753 (Overall: 1.9286, Change: 1.9468), TF Ratio: 0.999
2026-06-14 19:36:14,827 - INFO - Epoch [1/5], Batch [7/300], Loss: 2.0427 (Overall: 1.8369, Change: 1.8569), TF Ratio: 0.999
2026-06-14 19:36:26,612 - INFO - Epoch [1/5], Batch [8/300], Loss: 2.0174 (Overall: 1.6856, Change: 1.9949), TF Ratio: 0.998
2026-06-14 19:36:28,330 - INFO - Epoch [1/5], Batch [9/300], Loss: 1.9927 (Overall: 1.6633, Change: 1.9279), TF Ratio: 0.998
2026-06-14 19:36:28,482 - INFO - Epoch [1/5], Batch [10/300], Loss: 1.9561 (Overall: 1.4774, Change: 1.7755), TF Ratio: 0.998
2026-06-14 19:36:28,636 - INFO - Epoch [1/5], Batch [11/300], Loss: 1.9345 (Overall: 1.5266, Change: 1.9105), TF Ratio: 0.998
2026-06-14 19:36:31,013 - INFO - Epoch [1/5], Batch [12/300], Loss: 1.9059 (Overall: 1.4690, Change: 1.7130), TF Ratio: 0.998
2026-06-14 19:36:31,169 - INFO - Epoch [1/5], Batch [13/300], Loss: 1.8935 (Overall: 1.5147, Change: 1.9756), TF Ratio: 0.997
2026-06-14 19:36:31,322 - INFO - Epoch [1/5], Batch [14/300], Loss: 1.8637 (Overall: 1.3181, Change: 1.6332), TF Ratio: 0.997
2026-06-14 19:36:31,474 - INFO - Epoch [1/5], Batch [15/300], Loss: 1.8572 (Overall: 1.5681, Change: 1.9659), TF Ratio: 0.997
2026-06-14 19:36:40,025 - INFO - Epoch [1/5], Batch [16/300], Loss: 1.8493 (Overall: 1.5144, Change: 1.9470), TF Ratio: 0.997
2026-06-14 19:36:44,657 - INFO - Epoch [1/5], Batch [17/300], Loss: 1.8252 (Overall: 1.2662, Change: 1.6140), TF Ratio: 0.997
2026-06-14 19:36:44,810 - INFO - Epoch [1/5], Batch [18/300], Loss: 1.8115 (Overall: 1.4575, Change: 1.6985), TF Ratio: 0.996
2026-06-14 19:36:44,963 - INFO - Epoch [1/5], Batch [19/300], Loss: 1.8010 (Overall: 1.4958, Change: 1.7266), TF Ratio: 0.996
2026-06-14 19:36:46,257 - INFO - Epoch [1/5], Batch [20/300], Loss: 1.7905 (Overall: 1.4103, Change: 1.7747), TF Ratio: 0.996
2026-06-14 19:36:46,411 - INFO - Epoch [1/5], Batch [21/300], Loss: 1.7698 (Overall: 1.1284, Change: 1.5796), TF Ratio: 0.996
2026-06-14 19:36:46,563 - INFO - Epoch [1/5], Batch [22/300], Loss: 1.7576 (Overall: 1.1933, Change: 1.8102), TF Ratio: 0.996
2026-06-14 19:36:46,717 - INFO - Epoch [1/5], Batch [23/300], Loss: 1.7387 (Overall: 1.1656, Change: 1.4837), TF Ratio: 0.995
2026-06-14 19:36:54,951 - INFO - Epoch [1/5], Batch [24/300], Loss: 1.7359 (Overall: 1.1813, Change: 2.1586), TF Ratio: 0.995
2026-06-14 19:37:10,488 - INFO - Epoch [1/5], Batch [25/300], Loss: 1.7297 (Overall: 1.3198, Change: 1.8410), TF Ratio: 0.995
2026-06-14 19:37:10,640 - INFO - Epoch [1/5], Batch [26/300], Loss: 1.7214 (Overall: 1.3533, Change: 1.6767), TF Ratio: 0.995
2026-06-14 19:37:10,792 - INFO - Epoch [1/5], Batch [27/300], Loss: 1.7131 (Overall: 1.5613, Change: 1.4314), TF Ratio: 0.995
2026-06-14 19:37:10,964 - INFO - Epoch [1/5], Batch [28/300], Loss: 1.7042 (Overall: 1.1862, Change: 1.7435), TF Ratio: 0.994
2026-06-14 19:37:11,117 - INFO - Epoch [1/5], Batch [29/300], Loss: 1.7028 (Overall: 1.1778, Change: 2.1488), TF Ratio: 0.994
2026-06-14 19:37:11,269 - INFO - Epoch [1/5], Batch [30/300], Loss: 1.6893 (Overall: 1.1377, Change: 1.4604), TF Ratio: 0.994
2026-06-14 19:37:11,424 - INFO - Epoch [1/5], Batch [31/300], Loss: 1.6819 (Overall: 1.3699, Change: 1.5477), TF Ratio: 0.994
2026-06-14 19:37:15,059 - INFO - Epoch [1/5], Batch [32/300], Loss: 1.6713 (Overall: 1.1191, Change: 1.5684), TF Ratio: 0.994
2026-06-14 19:37:23,664 - INFO - Epoch [1/5], Batch [33/300], Loss: 1.6653 (Overall: 1.3451, Change: 1.6026), TF Ratio: 0.993
2026-06-14 19:37:23,818 - INFO - Epoch [1/5], Batch [34/300], Loss: 1.6574 (Overall: 1.1166, Change: 1.6746), TF Ratio: 0.993
2026-06-14 19:37:23,972 - INFO - Epoch [1/5], Batch [35/300], Loss: 1.6465 (Overall: 1.2944, Change: 1.2538), TF Ratio: 0.993
2026-06-14 19:37:24,134 - INFO - Epoch [1/5], Batch [36/300], Loss: 1.6380 (Overall: 0.9625, Change: 1.7242), TF Ratio: 0.993
2026-06-14 19:37:24,291 - INFO - Epoch [1/5], Batch [37/300], Loss: 1.6270 (Overall: 0.9503, Change: 1.5122), TF Ratio: 0.993
2026-06-14 19:37:24,444 - INFO - Epoch [1/5], Batch [38/300], Loss: 1.6246 (Overall: 1.3169, Change: 1.7487), TF Ratio: 0.992
2026-06-14 19:37:24,596 - INFO - Epoch [1/5], Batch [39/300], Loss: 1.6148 (Overall: 1.0734, Change: 1.4175), TF Ratio: 0.992
2026-06-14 19:37:30,448 - INFO - Epoch [1/5], Batch [40/300], Loss: 1.6090 (Overall: 1.1503, Change: 1.6097), TF Ratio: 0.992
2026-06-14 19:37:37,897 - INFO - Epoch [1/5], Batch [41/300], Loss: 1.5996 (Overall: 1.0660, Change: 1.3833), TF Ratio: 0.992
2026-06-14 19:37:38,049 - INFO - Epoch [1/5], Batch [42/300], Loss: 1.5962 (Overall: 1.0748, Change: 1.8398), TF Ratio: 0.992
2026-06-14 19:37:38,201 - INFO - Epoch [1/5], Batch [43/300], Loss: 1.5897 (Overall: 1.0479, Change: 1.5802), TF Ratio: 0.991
