arm,store,sample_idx,chunk_key,wall_us
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,kg_class/10.6.53,17628.08
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,pastr/11.7.52,20080.81
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secdf/11.7.52,22979.02
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secdn/11.7.52,18298.24
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c4per/11.7.53,23151.01
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,primf/11.7.52,24442.87
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,primn/11.6.53,19254.89
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,primn/11.7.53,25034.90
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,primn/11.7.52,27156.67
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,urban/11.7.52,25297.49
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secdf/11.6.53,23795.98
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,range/11.6.53,21909.77
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,pastr/11.7.53,28108.51
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3per/11.6.53,20767.62
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c4ann/11.7.52,29062.31
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secmb/11.7.52,27694.77
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c4per/11.7.52,30486.16
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3nfx/11.7.52,26840.44
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secdf/11.7.53,32851.84
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c4ann/11.6.53,25119.04
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3ann/11.6.53,22286.15
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,pastr/11.6.52,20734.42
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c4ann/11.7.53,31687.20
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secdn/11.6.53,24672.31
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3per/11.7.53,33673.69
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secma/11.6.53,26725.08
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,range/11.7.53,35977.96
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,primf/11.7.53,35695.19
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3nfx/11.7.53,34557.23
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c4per/11.6.53,29911.04
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,pastr/11.6.53,31397.69
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secma/11.7.52,35723.32
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secma/11.7.53,35751.74
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3ann/11.7.53,32499.67
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,primf/11.6.52,27563.06
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3nfx/11.6.53,30476.75
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,range/11.7.52,41563.36
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,urban/11.6.52,26048.13
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secdf/11.6.52,30365.90
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,urban/11.6.53,33124.76
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,primf/11.6.53,35328.54
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secmb/11.7.53,40439.99
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secdn/11.6.52,31625.69
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,primn/11.6.52,37446.32
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secmb/11.6.52,36683.46
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,range/11.6.52,40640.09
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3per/11.7.52,50701.23
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3per/11.6.52,38989.38
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c4ann/11.6.52,38939.63
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c4per/11.6.52,39059.63
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secmb/11.6.53,43814.46
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3ann/11.6.52,37342.46
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secma/11.6.52,39206.66
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3ann/11.7.52,50813.50
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,urban/11.7.53,50545.25
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,c3nfx/11.6.52,40999.34
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,secdn/11.7.53,55526.66
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,number_of_people/11.6.53,18881.98
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,number_of_people/11.7.52,28815.60
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,number_of_people/11.7.53,25861.07
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,number_of_people/11.6.52,41591.28
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,kg_class/11.6.52,16511.39
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,kg_class/11.6.53,23277.76
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,kg_class/11.7.53,19406.84
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,kg_class/11.7.52,29872.97
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,elevation/7.53,24639.32
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,elevation/7.52,23526.55
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,SLOPE/7.53,27090.20
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_PCT_SAND/7.53,28354.84
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,SLOPE/7.52,26830.44
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,ASPECT/6.53,24098.04
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_PCT_SAND/7.52,30112.34
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_ORGANIC/6.53,26635.77
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,ASPECT/7.52,27167.91
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_ORGANIC/7.52,30308.74
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_PCT_CLAY/7.52,31337.06
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,elevation/6.53,28321.14
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,elevation/6.52,26751.79
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_PCT_SAND/6.52,27905.21
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_ORGANIC/7.53,42233.02
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,ASPECT/6.52,33113.79
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,ASPECT/7.53,41675.21
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,SLOPE/6.53,39210.29
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,SLOPE/6.52,41001.90
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_PCT_CLAY/6.53,46610.42
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_PCT_CLAY/7.53,52937.94
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_PCT_CLAY/6.52,45820.62
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_ORGANIC/6.52,47591.15
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,weighted_PCT_SAND/6.53,55126.15
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/9.7.53,16521.12
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/9.6.52,21128.33
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/9.7.52,28527.31
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/9.6.53,24353.97
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/10.6.52,18066.17
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/10.6.53,19648.63
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/11.7.53,22094.03
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/10.7.53,21727.62
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/11.6.53,24310.54
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/11.7.52,26874.83
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/11.6.52,26635.46
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,1,LULC_states/10.7.52,27554.25
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c3per/5.33.24,5452.99
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,secmb/5.33.24,8289.33
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,secdn/5.34.24,13333.99
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c4per/5.34.24,19893.73
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c3nfx/5.34.24,15204.23
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,pastr/5.34.24,18542.95
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c4ann/5.34.24,16938.27
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,range/5.34.24,16965.32
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,range/5.33.24,16207.70
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,urban/5.34.24,18492.26
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,primf/5.34.24,20160.23
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,primn/5.33.24,17955.81
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,secdn/5.33.24,14820.16
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,urban/5.33.24,19731.83
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,primf/5.33.24,17932.21
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,secma/5.34.24,23957.20
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c3per/5.34.24,23058.31
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,secdf/5.33.24,21111.72
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c3ann/5.34.24,23292.65
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,primn/5.34.24,26110.38
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c4ann/5.33.24,21712.55
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,secma/5.33.24,22439.47
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c3ann/5.33.24,21534.74
single_14,AI4LAND_NON_preprocessed-data-2000-2015.zarr,2,c3nfx/5.33.24,22255.76
