index,tensor,candidate,shape,ok,max_diff,mean_diff,n_mismatched,cand_min,cand_max,ref_min,ref_max,cand_uniq,ref_uniq
3268144,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,0.20083749883923174,393216,-0.5877994298934937,6.091306686401367,-18.42068099975586,6.089041709899902,,
3268144,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,27.0,27.0,27.0,27.0,[27.0],[27.0]
3268144,x_static,preprocessed,"(6, 256, 256)",False,3.188306987285614,0.20105603907198022,131227,-1.0005946159362793,3.3643991947174072,-2.188307285308838,3.3643991947174072,,
3268144,x_hilda_prior,preprocessed,"(1, 256, 256)",False,6.0,2.8621673583984375,62662,7.0,7.0,1.0,7.0,,
3268144,hilda_target,preprocessed,"(2, 256, 256)",False,6.0,2.8614730834960938,125324,7.0,7.0,1.0,7.0,[7.0],"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2832573,x_continuous,new,"(2, 15, 256, 256)",True,9.5367431640625e-07,1.1265147629539267e-09,0,-18.42068099975586,9.132272720336914,-18.42068099975586,9.132272720336914,,
2832573,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,11.0,26.0,11.0,26.0,"[11.0, 14.0, 21.0, 22.0, 25.0, 26.0]","[11.0, 14.0, 21.0, 22.0, 25.0, 26.0]"
2832573,x_static,new,"(6, 256, 256)",False,1942.5515230894089,84.99837609081324,392983,0.0,1944.0,-2.6365113258361816,6.761064529418945,,
2832573,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,,
2832573,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,"[1.0, 2.0, 3.0, 4.0, 6.0, 7.0]","[1.0, 2.0, 3.0, 4.0, 6.0, 7.0]"
2832573,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,0.01708284161791925,393216,-0.43614792823791504,9.132380485534668,-18.42068099975586,9.132272720336914,,
2832573,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,11.0,26.0,11.0,26.0,"[11.0, 14.0, 21.0, 22.0, 25.0, 26.0]","[11.0, 14.0, 21.0, 22.0, 25.0, 26.0]"
2832573,x_static,preprocessed,"(6, 256, 256)",False,3.188119113445282,0.2054737433305851,131176,-2.6365113258361816,6.761064529418945,-2.6365113258361816,6.761064529418945,,
2832573,x_hilda_prior,preprocessed,"(1, 256, 256)",False,6.0,4.1020660400390625,63848,7.0,7.0,1.0,7.0,,
2832573,hilda_target,preprocessed,"(2, 256, 256)",False,6.0,4.102752685546875,127696,7.0,7.0,1.0,7.0,[7.0],"[1.0, 2.0, 3.0, 4.0, 6.0, 7.0]"
2435439,x_continuous,new,"(2, 15, 256, 256)",True,4.76837158203125e-07,7.781235568498264e-10,0,-18.42068099975586,4.473850250244141,-18.42068099975586,4.473850250244141,,
2435439,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,4.0,5.0,4.0,5.0,"[4.0, 5.0]","[4.0, 5.0]"
2435439,x_static,new,"(6, 256, 256)",False,2876.1994010210037,84.779227459112,393216,0.0014957492239773273,2878.0,-2.132110118865967,8.918915748596191,,
2435439,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,1.0,6.0,1.0,6.0,,
2435439,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,1.0,6.0,1.0,6.0,"[1.0, 2.0, 3.0, 6.0]","[1.0, 2.0, 3.0, 6.0]"
2435439,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,0.06804405214710606,393216,-0.5308730006217957,4.485188961029053,-18.42068099975586,4.473850250244141,,
2435439,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,4.0,5.0,4.0,5.0,"[4.0, 5.0]","[4.0, 5.0]"
2435439,x_static,preprocessed,"(6, 256, 256)",False,3.128917694091797,0.2141666128157589,131072,-1.296210765838623,8.918915748596191,-2.132110118865967,8.918915748596191,,
2435439,x_hilda_prior,preprocessed,"(1, 256, 256)",False,6.0,1.107025146484375,65536,7.0,7.0,1.0,6.0,,
2435439,hilda_target,preprocessed,"(2, 256, 256)",False,6.0,1.1062164306640625,131072,7.0,7.0,1.0,6.0,[7.0],"[1.0, 2.0, 3.0, 6.0]"
2508430,x_continuous,new,"(2, 15, 256, 256)",True,9.5367431640625e-07,1.502234818947142e-09,0,-18.42068099975586,3.8884499073028564,-18.42068099975586,3.8884499073028564,,
2508430,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,7.0,27.0,7.0,27.0,"[7.0, 22.0, 26.0, 27.0]","[7.0, 22.0, 26.0, 27.0]"
2508430,x_static,new,"(6, 256, 256)",False,1458.7339932918549,176.89377336402762,393216,0.006840804126113653,1460.0,-2.716872453689575,3.470590353012085,,
2508430,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,,
2508430,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2508430,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,0.29563105528382755,393216,-0.6988344788551331,3.908720016479492,-18.42068099975586,3.8884499073028564,,
2508430,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,7.0,27.0,7.0,27.0,"[7.0, 22.0, 26.0, 27.0]","[7.0, 22.0, 26.0, 27.0]"
2508430,x_static,preprocessed,"(6, 256, 256)",False,3.1264986991882324,0.18789486262209618,131072,-2.716872453689575,3.470590353012085,-2.716872453689575,3.470590353012085,,
2508430,x_hilda_prior,preprocessed,"(1, 256, 256)",False,6.0,4.506256103515625,65182,7.0,7.0,1.0,7.0,,
2508430,hilda_target,preprocessed,"(2, 256, 256)",False,6.0,4.500877380371094,130364,7.0,7.0,1.0,7.0,[7.0],"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
4189124,x_continuous,new,"(2, 15, 256, 256)",True,1.9073486328125e-06,1.6383855457509829e-09,0,-18.42068099975586,5.078672885894775,-18.42068099975586,5.078672885894775,,
4189124,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,1.0,1.0,1.0,1.0,[1.0],[1.0]
4189124,x_static,new,"(6, 256, 256)",False,836.9684901237488,69.05471250287111,393216,0.002505854470655322,838.0,-2.101503849029541,3.459496259689331,,
4189124,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,3.0,7.0,3.0,7.0,,
4189124,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,3.0,7.0,3.0,7.0,"[3.0, 4.0, 5.0, 7.0]","[3.0, 4.0, 5.0, 7.0]"
4189124,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,0.33664434088464823,393216,-0.6884216666221619,5.084881782531738,-18.42068099975586,5.078672885894775,,
4189124,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,1.0,1.0,1.0,1.0,[1.0],[1.0]
4189124,x_static,preprocessed,"(6, 256, 256)",False,3.093945264816284,0.20860789401470292,131072,-1.6087394952774048,3.459496259689331,-2.101503849029541,3.459496259689331,,
4189124,x_hilda_prior,preprocessed,"(1, 256, 256)",False,4.0,2.978271484375,65070,7.0,7.0,3.0,7.0,,
4189124,hilda_target,preprocessed,"(2, 256, 256)",False,4.0,2.978179931640625,130140,7.0,7.0,3.0,7.0,[7.0],"[3.0, 4.0, 5.0, 7.0]"
1242514,x_continuous,new,"(2, 15, 256, 256)",True,1.9073486328125e-06,5.661868011467656e-10,0,-18.42068099975586,6.917191028594971,-18.42068099975586,6.917191028594971,,
1242514,x_kg,new,"(2, 1, 256, 256)",False,31.0,11.637298583984375,49204,0.0,29.0,1.0,31.0,"[0.0, 1.0, 2.0, 3.0, 15.0, 29.0]","[1.0, 2.0, 3.0, 15.0, 29.0, 31.0]"
1242514,x_static,new,"(6, 256, 256)",False,5553.621319890022,229.82552908809325,271530,-5555.0,3830.0,-2.1886231899261475,7.732402801513672,,
1242514,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,0.0,7.0,0.0,7.0,,
1242514,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,0.0,7.0,0.0,7.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
1242514,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,0.4098717692859441,393216,-0.7534939646720886,6.918181419372559,-18.42068099975586,6.917191028594971,,
1242514,x_kg,preprocessed,"(2, 1, 256, 256)",False,31.0,11.637298583984375,49204,0.0,29.0,1.0,31.0,"[0.0, 1.0, 2.0, 3.0, 15.0, 29.0]","[1.0, 2.0, 3.0, 15.0, 29.0, 31.0]"
1242514,x_static,preprocessed,"(6, 256, 256)",False,3.296881675720215,0.7269302532678078,228643,-3.296881675720215,7.732402801513672,-2.1886231899261475,7.732402801513672,,
1242514,x_hilda_prior,preprocessed,"(1, 256, 256)",False,6.0,1.7467041015625,40834,0.0,7.0,0.0,7.0,,
1242514,hilda_target,preprocessed,"(2, 256, 256)",False,6.0,1.74639892578125,81668,0.0,7.0,0.0,7.0,"[0.0, 7.0]","[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
3655023,x_continuous,new,"(2, 15, 256, 256)",True,0.0,0.0,0,-18.42068099975586,0.0,-18.42068099975586,0.0,,
3655023,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,30.0,30.0,30.0,30.0,[30.0],[30.0]
3655023,x_static,new,"(6, 256, 256)",False,2857.2065640687943,464.43482290006403,65536,0.0,2859.0,0.0,1.7934359312057495,,
3655023,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,,
3655023,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,[0.0],[0.0]
3655023,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,1.23418843348821,393216,-0.7534939646720886,0.0,-18.42068099975586,0.0,,
3655023,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,30.0,30.0,30.0,30.0,[30.0],[30.0]
3655023,x_static,preprocessed,"(6, 256, 256)",False,3.296881675720215,1.5672822425437214,393216,-3.296881675720215,2.0,0.0,1.7934359312057495,,
3655023,x_hilda_prior,preprocessed,"(1, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,,
3655023,hilda_target,preprocessed,"(2, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,[0.0],[0.0]
3005526,x_continuous,new,"(2, 15, 256, 256)",True,4.76837158203125e-07,9.462382877245546e-10,0,-0.6796961426734924,7.3853912353515625,-0.6796961426734924,7.385390758514404,,
3005526,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,3.0,29.0,3.0,29.0,"[3.0, 4.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 29.0]","[3.0, 4.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 29.0]"
3005526,x_static,new,"(6, 256, 256)",False,4100.737570524216,284.07418724397564,390494,-118.0,4103.0,-2.2104034423828125,8.020771980285645,,
3005526,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,,
3005526,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
3005526,x_continuous,preprocessed,"(2, 15, 256, 256)",False,0.29802417755126953,0.00900096083376649,393216,-0.7413374185562134,7.386011123657227,-0.6796961426734924,7.385390758514404,,
3005526,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,3.0,29.0,3.0,29.0,"[3.0, 4.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 29.0]","[3.0, 4.0, 6.0, 7.0, 8.0, 9.0, 11.0, 12.0, 13.0, 29.0]"
3005526,x_static,preprocessed,"(6, 256, 256)",False,3.1884074807167053,0.2298890407947093,132428,-2.2104032039642334,8.020771980285645,-2.2104034423828125,8.020771980285645,,
3005526,x_hilda_prior,preprocessed,"(1, 256, 256)",False,6.0,2.764495849609375,65276,7.0,7.0,1.0,7.0,,
3005526,hilda_target,preprocessed,"(2, 256, 256)",False,6.0,2.771026611328125,130552,7.0,7.0,1.0,7.0,[7.0],"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
12268,x_continuous,new,"(2, 15, 256, 256)",True,0.0,0.0,0,-18.42068099975586,0.0,-18.42068099975586,0.0,,
12268,x_kg,new,"(2, 1, 256, 256)",False,31.0,30.995742797851562,131054,0.0,1.0,1.0,31.0,"[0.0, 1.0]","[1.0, 31.0]"
12268,x_static,new,"(6, 256, 256)",False,5804.526691794395,536.9481286219612,65510,-5806.0,99.0,-1.4733082056045532,0.7529035210609436,,
12268,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,0.0,6.0,0.0,6.0,,
12268,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,0.0,6.0,0.0,6.0,"[0.0, 6.0]","[0.0, 6.0]"
12268,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,1.23418843348821,393216,-0.7534939646720886,0.0,-18.42068099975586,0.0,,
12268,x_kg,preprocessed,"(2, 1, 256, 256)",False,31.0,30.995742797851562,131054,0.0,1.0,1.0,31.0,"[0.0, 1.0]","[1.0, 31.0]"
12268,x_static,preprocessed,"(6, 256, 256)",False,3.296881675720215,1.5705619078682034,393216,-3.296881675720215,1.0,-1.4733082056045532,0.7529035210609436,,
12268,x_hilda_prior,preprocessed,"(1, 256, 256)",False,1.0,0.0001068115234375,7,0.0,7.0,0.0,6.0,,
12268,hilda_target,preprocessed,"(2, 256, 256)",False,1.0,0.0001068115234375,14,0.0,7.0,0.0,6.0,"[0.0, 7.0]","[0.0, 6.0]"
1765788,x_continuous,new,"(2, 15, 256, 256)",True,9.5367431640625e-07,1.0245253090346295e-09,0,-18.42068099975586,5.753518104553223,-18.42068099975586,5.753518104553223,,
1765788,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,4.0,5.0,4.0,5.0,"[4.0, 5.0]","[4.0, 5.0]"
1765788,x_static,new,"(6, 256, 256)",False,1800.6050577163696,62.09620891986086,375229,-37.0,1802.0,-2.188615322113037,6.3469624519348145,,
1765788,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,,
1765788,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,"[1.0, 2.0, 3.0, 4.0, 6.0, 7.0]","[1.0, 2.0, 3.0, 4.0, 6.0, 7.0]"
1765788,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,0.07997090781941646,393216,-0.7289667129516602,5.756684303283691,-18.42068099975586,5.753518104553223,,
1765788,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,4.0,5.0,4.0,5.0,"[4.0, 5.0]","[4.0, 5.0]"
1765788,x_static,preprocessed,"(6, 256, 256)",False,3.296881675720215,0.29864788199588294,143321,-3.296881675720215,6.3469624519348145,-2.188615322113037,6.3469624519348145,,
1765788,x_hilda_prior,preprocessed,"(1, 256, 256)",False,6.0,3.026123046875,62510,7.0,7.0,1.0,7.0,,
1765788,hilda_target,preprocessed,"(2, 256, 256)",False,6.0,3.0258026123046875,125020,7.0,7.0,1.0,7.0,[7.0],"[1.0, 2.0, 3.0, 4.0, 6.0, 7.0]"
3841171,x_continuous,new,"(2, 15, 256, 256)",True,0.0,0.0,0,-18.42068099975586,0.0,-18.42068099975586,0.0,,
3841171,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,30.0,30.0,30.0,30.0,[30.0],[30.0]
3841171,x_static,new,"(6, 256, 256)",False,1228.8207043409348,137.02725984985776,65545,0.0,1230.0,-0.7684932351112366,1.1792956590652466,,
3841171,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,,
3841171,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,[0.0],[0.0]
3841171,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,1.23418843348821,393216,-0.7534939646720886,0.0,-18.42068099975586,0.0,,
3841171,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,30.0,30.0,30.0,30.0,[30.0],[30.0]
3841171,x_static,preprocessed,"(6, 256, 256)",False,3.296881675720215,1.537714421862044,393207,-3.296881675720215,1.0,-0.7684932351112366,1.1792956590652466,,
3841171,x_hilda_prior,preprocessed,"(1, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,,
3841171,hilda_target,preprocessed,"(2, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,[0.0],[0.0]
2483330,x_continuous,new,"(2, 15, 256, 256)",True,0.0,0.0,0,-18.42068099975586,0.0,-18.42068099975586,0.0,,
2483330,x_kg,new,"(2, 1, 256, 256)",False,31.0,7.7911529541015625,32942,0.0,30.0,30.0,31.0,"[0.0, 30.0]","[30.0, 31.0]"
2483330,x_static,new,"(6, 256, 256)",False,2130.480646252632,24.506065997866944,65893,0.0,2132.0,-0.7684932351112366,1.5193537473678589,,
2483330,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2483330,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,[0.0],[0.0]
2483330,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,1.23418843348821,393216,-0.7534939646720886,0.0,-18.42068099975586,0.0,,
2483330,x_kg,preprocessed,"(2, 1, 256, 256)",False,31.0,7.7911529541015625,32942,0.0,30.0,30.0,31.0,"[0.0, 30.0]","[30.0, 31.0]"
2483330,x_static,preprocessed,"(6, 256, 256)",False,3.296881675720215,1.5651047569738996,392859,-3.296881675720215,2.0,-0.7684932351112366,1.5193537473678589,,
2483330,x_hilda_prior,preprocessed,"(1, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,,
2483330,hilda_target,preprocessed,"(2, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,[0.0],[0.0]
150463,x_continuous,new,"(2, 15, 256, 256)",True,9.5367431640625e-07,1.193810339472634e-09,0,-18.42068099975586,6.105546474456787,-18.42068099975586,6.105546474456787,,
150463,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,4.0,7.0,4.0,7.0,"[4.0, 5.0, 7.0]","[4.0, 5.0, 7.0]"
150463,x_static,new,"(6, 256, 256)",False,1162.845586657524,166.5825818509791,393216,0.009024354629218578,1164.0,-2.9676437377929688,3.5070443153381348,,
150463,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,2.0,7.0,2.0,7.0,,
150463,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,2.0,7.0,2.0,7.0,"[2.0, 3.0, 6.0, 7.0]","[2.0, 3.0, 6.0, 7.0]"
150463,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,0.4156803471569281,393216,-0.5308730006217957,6.107774257659912,-18.42068099975586,6.105546474456787,,
150463,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,4.0,7.0,4.0,7.0,"[4.0, 5.0, 7.0]","[4.0, 5.0, 7.0]"
150463,x_static,preprocessed,"(6, 256, 256)",False,3.1380149722099304,0.1984835224396538,131072,-2.9676434993743896,3.5070440769195557,-2.9676437377929688,3.5070443153381348,,
150463,x_hilda_prior,preprocessed,"(1, 256, 256)",False,5.0,1.050445556640625,65532,7.0,7.0,2.0,7.0,,
150463,hilda_target,preprocessed,"(2, 256, 256)",False,5.0,1.05169677734375,131064,7.0,7.0,2.0,7.0,[7.0],"[2.0, 3.0, 6.0, 7.0]"
3426706,x_continuous,new,"(2, 15, 256, 256)",True,9.5367431640625e-07,2.46291165240109e-10,0,-18.42068099975586,3.5449912548065186,-18.42068099975586,3.5449912548065186,,
3426706,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,27.0,27.0,27.0,27.0,[27.0],[27.0]
3426706,x_static,new,"(6, 256, 256)",False,769.9937493801117,111.00034519409529,393216,0.07468792796134949,771.0,-2.095134735107422,3.333176612854004,,
3426706,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,3.0,7.0,3.0,7.0,,
3426706,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,3.0,7.0,3.0,7.0,"[3.0, 4.0, 5.0, 6.0, 7.0]","[3.0, 4.0, 5.0, 6.0, 7.0]"
3426706,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,1.142274759422289,393216,-0.6074102520942688,3.426170825958252,-18.42068099975586,3.5449912548065186,,
3426706,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,27.0,27.0,27.0,27.0,[27.0],[27.0]
3426706,x_static,preprocessed,"(6, 256, 256)",False,3.0864354968070984,0.19922649640282866,131072,-1.7261621952056885,3.333176612854004,-2.095134735107422,3.333176612854004,,
3426706,x_hilda_prior,preprocessed,"(1, 256, 256)",False,4.0,2.95562744140625,65234,7.0,7.0,3.0,7.0,,
3426706,hilda_target,preprocessed,"(2, 256, 256)",False,4.0,2.9577178955078125,130468,7.0,7.0,3.0,7.0,[7.0],"[3.0, 4.0, 5.0, 6.0, 7.0]"
3268856,x_continuous,new,"(2, 15, 256, 256)",True,4.76837158203125e-07,8.858431978694033e-10,0,-2.0644736289978027,5.452919006347656,-2.0644736289978027,5.452919006347656,,
3268856,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,23.0,30.0,23.0,30.0,"[23.0, 29.0, 30.0]","[23.0, 29.0, 30.0]"
3268856,x_static,new,"(6, 256, 256)",False,6116.977152347565,862.6190348179125,391525,0.0,6120.0,-2.1878726482391357,5.203858852386475,,
3268856,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,,
3268856,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,1.0,7.0,1.0,7.0,"[1.0, 3.0, 6.0, 7.0]","[1.0, 3.0, 6.0, 7.0]"
3268856,x_continuous,preprocessed,"(2, 15, 256, 256)",False,2.183930866420269,0.049270190355303785,393216,-0.4653126299381256,5.457193374633789,-2.0644736289978027,5.452919006347656,,
3268856,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,23.0,30.0,23.0,30.0,"[23.0, 29.0, 30.0]","[23.0, 29.0, 30.0]"
3268856,x_static,preprocessed,"(6, 256, 256)",False,3.296881675720215,0.2585881174537353,132696,-3.296881675720215,5.203858852386475,-2.1878726482391357,5.203858852386475,,
3268856,x_hilda_prior,preprocessed,"(1, 256, 256)",False,6.0,3.94219970703125,65066,7.0,7.0,1.0,7.0,,
3268856,hilda_target,preprocessed,"(2, 256, 256)",False,6.0,3.9422607421875,130132,7.0,7.0,1.0,7.0,[7.0],"[1.0, 3.0, 6.0, 7.0]"
3792657,x_continuous,new,"(2, 15, 256, 256)",True,0.0,0.0,0,-18.42068099975586,0.0,-18.42068099975586,0.0,,
3792657,x_kg,new,"(2, 1, 256, 256)",True,0.0,0.0,0,30.0,30.0,30.0,30.0,[30.0],[30.0]
3792657,x_static,new,"(6, 256, 256)",False,3243.0610402822495,517.9222084953495,65536,0.0,3245.0,0.0,1.9389597177505493,,
3792657,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,,
3792657,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,[0.0],[0.0]
3792657,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,1.23418843348821,393216,-0.7534939646720886,0.0,-18.42068099975586,0.0,,
3792657,x_kg,preprocessed,"(2, 1, 256, 256)",True,0.0,0.0,0,30.0,30.0,30.0,30.0,[30.0],[30.0]
3792657,x_static,preprocessed,"(6, 256, 256)",False,3.296881675720215,1.5471096509803222,393216,-3.296881675720215,2.0,0.0,1.9389597177505493,,
3792657,x_hilda_prior,preprocessed,"(1, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,,
3792657,hilda_target,preprocessed,"(2, 256, 256)",True,0.0,0.0,0,0.0,0.0,0.0,0.0,[0.0],[0.0]
786937,x_continuous,new,"(2, 15, 256, 256)",True,1.9073486328125e-06,6.947054487227434e-10,0,-18.42068099975586,7.246561527252197,-18.42068099975586,7.246561527252197,,
786937,x_kg,new,"(2, 1, 256, 256)",False,31.0,9.21636962890625,38968,0.0,29.0,7.0,31.0,"[0.0, 7.0, 8.0, 9.0, 14.0, 15.0, 17.0, 18.0, 19.0, 25.0, 26.0, 27.0, 29.0]","[7.0, 8.0, 9.0, 14.0, 15.0, 17.0, 18.0, 19.0, 25.0, 26.0, 27.0, 29.0, 31.0]"
786937,x_static,new,"(6, 256, 256)",False,3673.898551464081,313.61359871338544,296388,-2043.0,3676.0,-2.99269437789917,7.390949249267578,,
786937,x_hilda_prior,new,"(1, 256, 256)",True,0.0,0.0,0,0.0,7.0,0.0,7.0,,
786937,hilda_target,new,"(2, 256, 256)",True,0.0,0.0,0,0.0,7.0,0.0,7.0,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]","[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
786937,x_continuous,preprocessed,"(2, 15, 256, 256)",False,18.42068099975586,0.3103950899697458,393216,-0.7534939646720886,7.247273921966553,-18.42068099975586,7.246561527252197,,
786937,x_kg,preprocessed,"(2, 1, 256, 256)",False,31.0,9.21636962890625,38968,0.0,29.0,7.0,31.0,"[0.0, 7.0, 8.0, 9.0, 14.0, 15.0, 17.0, 18.0, 19.0, 25.0, 26.0, 27.0, 29.0]","[7.0, 8.0, 9.0, 14.0, 15.0, 17.0, 18.0, 19.0, 25.0, 26.0, 27.0, 29.0, 31.0]"
786937,x_static,preprocessed,"(6, 256, 256)",False,3.296881675720215,0.6224351881143387,208589,-3.296881675720215,7.390949249267578,-2.99269437789917,7.390949249267578,,
786937,x_hilda_prior,preprocessed,"(1, 256, 256)",False,6.0,2.463714599609375,45835,0.0,7.0,0.0,7.0,,
786937,hilda_target,preprocessed,"(2, 256, 256)",False,6.0,2.4423751831054688,91670,0.0,7.0,0.0,7.0,"[0.0, 7.0]","[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
