index,tensor,dataset,shape,dtype,min,max,mean,median,std,p25,p75,n_unique,uniq
2853588,x_kg,preprocessed,"(2, 1, 256, 256)",torch.uint8,0.0,29.0,12.9991455078125,0.0,13.701868858201172,0.0,27.0,4,"[0.0, 19.0, 27.0, 29.0]"
2853588,x_static,preprocessed,"(6, 256, 256)",torch.float32,-3.296881675720215,2.5680623054504395,-0.338154225670592,-0.49134622514247894,1.5974291812921213,-1.3161131143569946,1.0,157456,
2853588,x_hilda_prior,preprocessed,"(1, 256, 256)",torch.float32,0.0,7.0,2.16644287109375,0.0,2.3815136097441147,0.0,5.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2853588,hilda_target,preprocessed,"(2, 256, 256)",torch.float32,0.0,7.0,2.16644287109375,0.0,2.3815136097441147,0.0,5.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2853588,x_continuous,legacy,"(2, 15, 256, 256)",torch.float32,-18.42068099975586,2.6867246627807617,-1.2146424913660978,0.0,4.4426264219274785,0.0,0.0,95730,
2853588,x_kg,legacy,"(2, 1, 256, 256)",torch.uint8,19.0,31.0,29.3013916015625,31.0,1.8753861625696162,27.0,31.0,4,"[19.0, 27.0, 29.0, 31.0]"
2853588,x_static,legacy,"(6, 256, 256)",torch.float32,-2.188459873199463,2.5680625438690186,0.2615783011110291,0.0,0.7728063935668088,0.0,0.7178421020507812,157329,
2853588,x_hilda_prior,legacy,"(1, 256, 256)",torch.float32,0.0,7.0,2.16644287109375,0.0,2.3815136097441147,0.0,5.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2853588,hilda_target,legacy,"(2, 256, 256)",torch.float32,0.0,7.0,2.16644287109375,0.0,2.3815136097441147,0.0,5.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2289891,x_continuous,new,"(2, 15, 256, 256)",torch.float32,-0.692019522190094,8.001702308654785,0.22979535134658677,0.0016159459482878447,0.8524657493017578,0.0,0.05451865494251251,1356058,
2289891,x_kg,new,"(2, 1, 256, 256)",torch.uint8,0.0,29.0,9.346481323242188,9.0,7.09295025842037,0.0,15.0,10,"[0.0, 9.0, 10.0, 15.0, 16.0, 18.0, 19.0, 26.0, 27.0, 29.0]"
2289891,x_static,new,"(6, 256, 256)",torch.float32,-3.296881675720215,7.9950385093688965,-0.09156698678351838,0.04852805659174919,1.4082740693956683,-0.8785489946603775,0.8200103044509888,248843,
2289891,x_hilda_prior,new,"(1, 256, 256)",torch.float32,0.0,7.0,2.807647705078125,4.0,1.8755663490782026,0.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2289891,hilda_target,new,"(2, 256, 256)",torch.uint8,0.0,7.0,2.8089675903320312,4.0,1.876882476831023,0.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2289891,x_continuous,preprocessed,"(2, 15, 256, 256)",torch.float32,-0.7534939646720886,8.001702308654785,0.2179000527456003,0.0016088091069832444,0.8477735109888533,0.0,0.05431835353374481,1358261,
2289891,x_kg,preprocessed,"(2, 1, 256, 256)",torch.uint8,0.0,29.0,9.346481323242188,9.0,7.09295025842037,0.0,15.0,10,"[0.0, 9.0, 10.0, 15.0, 16.0, 18.0, 19.0, 26.0, 27.0, 29.0]"
2289891,x_static,preprocessed,"(6, 256, 256)",torch.float32,-3.296881675720215,7.9950385093688965,-0.05860556119255895,0.04849856346845627,1.4296995562567154,-0.8785489946603775,1.0,246555,
2289891,x_hilda_prior,preprocessed,"(1, 256, 256)",torch.float32,0.0,7.0,2.807647705078125,4.0,1.8755663490782026,0.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2289891,hilda_target,preprocessed,"(2, 256, 256)",torch.float32,0.0,7.0,2.8089675903320312,4.0,1.876882476831023,0.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2289891,x_continuous,legacy,"(2, 15, 256, 256)",torch.float32,-18.42068099975586,8.001367568969727,-0.05100614803548939,0.001245122984983027,2.2982071704751927,0.0,0.04883350897580385,1356182,
2289891,x_kg,legacy,"(2, 1, 256, 256)",torch.uint8,9.0,31.0,17.26629638671875,15.0,9.222577326750756,9.0,31.0,10,"[9.0, 10.0, 15.0, 16.0, 18.0, 19.0, 26.0, 27.0, 29.0, 31.0]"
2289891,x_static,legacy,"(6, 256, 256)",torch.float32,-2.3945300579071045,7.9950385093688965,0.2582784904702201,0.0,1.0035939789736836,-0.24181503802537918,0.7947510480880737,248651,
2289891,x_hilda_prior,legacy,"(1, 256, 256)",torch.float32,0.0,7.0,2.807647705078125,4.0,1.8755663490782026,0.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
2289891,hilda_target,legacy,"(2, 256, 256)",torch.float32,0.0,7.0,2.8089675903320312,4.0,1.876882476831023,0.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
1208644,x_continuous,new,"(2, 15, 256, 256)",torch.float32,-0.692019522190094,3.0773983001708984,-0.04643803830940396,0.0,0.27980360930174364,0.0,0.0,36910,
1208644,x_kg,new,"(2, 1, 256, 256)",torch.uint8,0.0,29.0,13.94134521484375,27.0,13.57326296714105,0.0,27.0,4,"[0.0, 19.0, 27.0, 29.0]"
1208644,x_static,new,"(6, 256, 256)",torch.float32,-3.296881675720215,6.852814197540283,-0.44308041135707743,-0.5736155807971954,1.5547536515950096,-1.3161131143569946,0.7594115734100342,170454,
1208644,x_hilda_prior,new,"(1, 256, 256)",torch.float32,0.0,7.0,1.6274261474609375,3.0,1.6384652089702008,0.0,3.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
1208644,hilda_target,new,"(2, 256, 256)",torch.uint8,0.0,7.0,1.6273345947265625,3.0,1.6383326284294184,0.0,3.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
1208644,x_continuous,preprocessed,"(2, 15, 256, 256)",torch.float32,-0.7534939646720886,3.0773983001708984,-0.052660083457358446,0.0,0.29277487801137514,0.0,0.0,36949,
1208644,x_kg,preprocessed,"(2, 1, 256, 256)",torch.uint8,0.0,29.0,13.94134521484375,27.0,13.57326296714105,0.0,27.0,4,"[0.0, 19.0, 27.0, 29.0]"
1208644,x_static,preprocessed,"(6, 256, 256)",torch.float32,-3.296881675720215,6.852814197540283,-0.40222729346931363,-0.5736155807971954,1.5883432401800046,-1.3161131143569946,1.0,169502,
1208644,x_hilda_prior,preprocessed,"(1, 256, 256)",torch.float32,0.0,7.0,1.6274261474609375,3.0,1.6384652089702008,0.0,3.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
1208644,hilda_target,preprocessed,"(2, 256, 256)",torch.float32,0.0,7.0,1.6273345947265625,3.0,1.6383326284294184,0.0,3.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
1208644,x_continuous,legacy,"(2, 15, 256, 256)",torch.float32,-18.42068099975586,3.030223846435547,-1.200069437778836,0.0,4.430442398013557,0.0,0.0,36882,
1208644,x_kg,legacy,"(2, 1, 256, 256)",torch.uint8,19.0,31.0,29.018463134765625,29.0,1.9783899485278114,27.0,31.0,4,"[19.0, 27.0, 29.0, 31.0]"
1208644,x_static,legacy,"(6, 256, 256)",torch.float32,-2.188382625579834,6.852814197540283,0.1684192196911801,0.0,0.897228751510709,0.0,0.7103020548820496,170298,
1208644,x_hilda_prior,legacy,"(1, 256, 256)",torch.float32,0.0,7.0,1.6274261474609375,3.0,1.6384652089702008,0.0,3.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
1208644,hilda_target,legacy,"(2, 256, 256)",torch.float32,0.0,7.0,1.6273345947265625,3.0,1.6383326284294184,0.0,3.0,7,"[0.0, 1.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
1379075,x_continuous,new,"(2, 15, 256, 256)",torch.float32,-0.6864386200904846,1.0626699924468994,-0.0025085193761026888,0.0,0.32554768119875716,0.0,0.0,272327,
1379075,x_kg,new,"(2, 1, 256, 256)",torch.uint8,23.0,28.0,26.999977111816406,27.0,0.03876841754298596,27.0,27.0,3,"[23.0, 27.0, 28.0]"
1379075,x_static,new,"(6, 256, 256)",torch.float32,-1.2691315412521362,2.381718158721924,0.19859283196139713,0.14104542136192322,0.75838844161327,-0.48294559121131897,0.8211413621902466,326564,
1379075,x_hilda_prior,new,"(1, 256, 256)",torch.float32,3.0,7.0,4.0587005615234375,4.0,0.2714542738432582,4.0,4.0,4,"[3.0, 4.0, 5.0, 7.0]"
1379075,hilda_target,new,"(2, 256, 256)",torch.uint8,3.0,7.0,4.058952331542969,4.0,0.27186314817590973,4.0,4.0,4,"[3.0, 4.0, 5.0, 7.0]"
1379075,x_continuous,preprocessed,"(2, 15, 256, 256)",torch.float32,-0.7479886412620544,1.0626699924468994,-0.008883054731854844,0.0,0.33717301704388347,0.0,0.0,272354,
1379075,x_kg,preprocessed,"(2, 1, 256, 256)",torch.uint8,23.0,28.0,26.999977111816406,27.0,0.03876841754298596,27.0,27.0,3,"[23.0, 27.0, 28.0]"
1379075,x_static,preprocessed,"(6, 256, 256)",torch.float32,-1.2691315412521362,2.381718158721924,0.22852366445296993,0.14104542136192322,0.7853308953371408,-0.48294559121131897,1.0,326139,
1379075,x_hilda_prior,preprocessed,"(1, 256, 256)",torch.float32,3.0,7.0,4.0587005615234375,4.0,0.2714542738432582,4.0,4.0,4,"[3.0, 4.0, 5.0, 7.0]"
1379075,hilda_target,preprocessed,"(2, 256, 256)",torch.float32,3.0,7.0,4.058952331542969,4.0,0.27186314817590973,4.0,4.0,4,"[3.0, 4.0, 5.0, 7.0]"
1379075,x_continuous,legacy,"(2, 15, 256, 256)",torch.float32,-18.42068099975586,1.0,-0.32512819463786813,0.0,1.8335091467592606,0.0,0.0,272087,
1379075,x_kg,legacy,"(2, 1, 256, 256)",torch.uint8,23.0,28.0,26.999977111816406,27.0,0.03876841754298596,27.0,27.0,3,"[23.0, 27.0, 28.0]"
1379075,x_static,legacy,"(6, 256, 256)",torch.float32,-2.184677839279175,2.381718158721924,0.24242010524827787,0.22308064997196198,0.7950567627236005,-0.4694036692380905,0.8358445167541504,324424,
1379075,x_hilda_prior,legacy,"(1, 256, 256)",torch.float32,3.0,7.0,4.0587005615234375,4.0,0.2714542738432582,4.0,4.0,4,"[3.0, 4.0, 5.0, 7.0]"
1379075,hilda_target,legacy,"(2, 256, 256)",torch.float32,3.0,7.0,4.058952331542969,4.0,0.27186314817590973,4.0,4.0,4,"[3.0, 4.0, 5.0, 7.0]"
183561,x_continuous,new,"(2, 15, 256, 256)",torch.float32,-0.692019522190094,0.0,-0.08157697121302286,0.0,0.21003250665057457,0.0,0.0,3,"[-0.692019522190094, -0.531635046005249, 0.0]"
183561,x_kg,new,"(2, 1, 256, 256)",torch.uint8,30.0,30.0,30.0,30.0,0.0,30.0,30.0,1,[30.0]
183561,x_static,new,"(6, 256, 256)",torch.float32,-3.296881675720215,1.9502698183059692,-0.9331586872189254,-0.6146390438079834,1.8245231133095274,-2.9428699016571045,1.0,2651,
183561,x_hilda_prior,new,"(1, 256, 256)",torch.float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[0.0]
183561,hilda_target,new,"(2, 256, 256)",torch.uint8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[0.0]
183561,x_continuous,preprocessed,"(2, 15, 256, 256)",torch.float32,-0.7534939646720886,0.0,-0.08772000471750895,0.0,0.2263506606027288,0.0,0.0,3,"[-0.7534939646720886, -0.5623061060905457, 0.0]"
183561,x_kg,preprocessed,"(2, 1, 256, 256)",torch.uint8,30.0,30.0,30.0,30.0,0.0,30.0,30.0,1,[30.0]
183561,x_static,preprocessed,"(6, 256, 256)",torch.float32,-3.296881675720215,2.0,-0.9191174275338767,-0.6146390438079834,1.8496633779331157,-2.9428699016571045,1.0,9,"[-3.296881675720215, -2.9428699016571045, -1.3161131143569946, -0.7684932351112366, -0.6146390438079834, -0.0760815367102623, 0.844852864742279, 1.0, 2.0]"
183561,x_hilda_prior,preprocessed,"(1, 256, 256)",torch.float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[0.0]
183561,hilda_target,preprocessed,"(2, 256, 256)",torch.float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[0.0]
183561,x_continuous,legacy,"(2, 15, 256, 256)",torch.float32,-18.42068099975586,0.0,-1.3096223711967467,0.0,4.577891465212015,0.0,0.0,4,"[-18.42068099975586, -0.692019522190094, -0.531635046005249, 0.0]"
183561,x_kg,legacy,"(2, 1, 256, 256)",torch.uint8,30.0,30.0,30.0,30.0,0.0,30.0,30.0,1,[30.0]
183561,x_static,legacy,"(6, 256, 256)",torch.float32,-0.7684932351112366,1.9502698183059692,0.26159860005776636,0.0,0.5990386374606099,0.0,0.0,2647,
183561,x_hilda_prior,legacy,"(1, 256, 256)",torch.float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[0.0]
183561,hilda_target,legacy,"(2, 256, 256)",torch.float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,[0.0]
337075,x_continuous,new,"(2, 15, 256, 256)",torch.float32,-0.6327868103981018,8.365937232971191,0.10910921401445257,0.0,0.4891034366029366,0.0,0.09926360473036766,1038119,
337075,x_kg,new,"(2, 1, 256, 256)",torch.uint8,7.0,26.0,7.115242004394531,7.0,1.4752346809640915,7.0,7.0,2,"[7.0, 26.0]"
337075,x_static,new,"(6, 256, 256)",torch.float32,-1.336203932762146,1.99836003780365,0.13696297055579107,0.3450867831707001,0.5929865609670766,-0.4987125024199486,0.7276487499475479,325083,
337075,x_hilda_prior,new,"(1, 256, 256)",torch.float32,1.0,7.0,2.4979095458984375,2.0,0.7177484700992224,2.0,3.0,7,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
337075,hilda_target,new,"(2, 256, 256)",torch.uint8,1.0,7.0,2.4981918334960938,2.0,0.7219568589049014,2.0,3.0,7,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
337075,x_continuous,preprocessed,"(2, 15, 256, 256)",torch.float32,-0.6950629353523254,8.365937232971191,0.10217725456417297,0.0,0.4965877582228818,0.0,0.09926360473036766,1041402,
337075,x_kg,preprocessed,"(2, 1, 256, 256)",torch.uint8,7.0,26.0,7.115242004394531,7.0,1.4752346809640915,7.0,7.0,2,"[7.0, 26.0]"
337075,x_static,preprocessed,"(6, 256, 256)",torch.float32,-1.336203932762146,1.99836003780365,0.1703716796496345,0.3450867831707001,0.6336106611964615,-0.4987125024199486,0.7277196645736694,324885,
337075,x_hilda_prior,preprocessed,"(1, 256, 256)",torch.float32,1.0,7.0,2.4979095458984375,2.0,0.7177484700992224,2.0,3.0,7,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
337075,hilda_target,preprocessed,"(2, 256, 256)",torch.float32,1.0,7.0,2.4981918334960938,2.0,0.7219568589049014,2.0,3.0,7,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
337075,x_continuous,legacy,"(2, 15, 256, 256)",torch.float32,-2.267634153366089,8.365704536437988,0.07713954046523533,0.0,0.4768028226833723,0.0,0.08338785916566849,1038165,
337075,x_kg,legacy,"(2, 1, 256, 256)",torch.uint8,7.0,26.0,7.115242004394531,7.0,1.4752346809640915,7.0,7.0,2,"[7.0, 26.0]"
337075,x_static,legacy,"(6, 256, 256)",torch.float32,-2.12347412109375,2.195103406906128,0.15841004530867656,0.39363402128219604,0.6750052152601874,-0.512233093380928,0.7845719456672668,323286,
337075,x_hilda_prior,legacy,"(1, 256, 256)",torch.float32,1.0,7.0,2.4979095458984375,2.0,0.7177484700992224,2.0,3.0,7,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
337075,hilda_target,legacy,"(2, 256, 256)",torch.float32,1.0,7.0,2.4981918334960938,2.0,0.7219568589049014,2.0,3.0,7,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
74043,x_continuous,new,"(2, 15, 256, 256)",torch.float32,-0.692019522190094,9.255478858947754,0.3849646723489049,0.018753626383841038,1.088070040956564,0.0,0.16002075374126434,1302616,
74043,x_kg,new,"(2, 1, 256, 256)",torch.uint8,0.0,19.0,8.753974914550781,8.0,3.8018985914941874,8.0,8.0,9,"[0.0, 4.0, 6.0, 7.0, 8.0, 9.0, 17.0, 18.0, 19.0]"
74043,x_static,new,"(6, 256, 256)",torch.float32,-3.296881675720215,7.174021244049072,0.14261131731738005,0.16832788288593292,1.1838871824974233,-0.5467336028814316,0.8841010928153992,322859,
74043,x_hilda_prior,new,"(1, 256, 256)",torch.float32,0.0,7.0,3.0046234130859375,2.0,1.4478946481486055,2.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
74043,hilda_target,new,"(2, 256, 256)",torch.uint8,0.0,7.0,2.9812698364257812,2.0,1.4373222372479064,2.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
74043,x_continuous,preprocessed,"(2, 15, 256, 256)",torch.float32,-0.7534939646720886,9.255478858947754,0.3762342756851568,0.018480375409126282,1.084954046717273,0.0,0.15916964784264565,1302508,
74043,x_kg,preprocessed,"(2, 1, 256, 256)",torch.uint8,0.0,19.0,8.753974914550781,8.0,3.8018985914941874,8.0,8.0,9,"[0.0, 4.0, 6.0, 7.0, 8.0, 9.0, 17.0, 18.0, 19.0]"
74043,x_static,preprocessed,"(6, 256, 256)",torch.float32,-3.296881675720215,7.174021244049072,0.1494619447529769,0.16832788288593292,1.1872503717450829,-0.5467336028814316,1.0,320299,
74043,x_hilda_prior,preprocessed,"(1, 256, 256)",torch.float32,0.0,7.0,3.0046234130859375,2.0,1.4478946481486055,2.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
74043,hilda_target,preprocessed,"(2, 256, 256)",torch.float32,0.0,7.0,2.9812698364257812,2.0,1.4373222372479064,2.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
74043,x_continuous,legacy,"(2, 15, 256, 256)",torch.float32,-18.42068099975586,9.255383491516113,0.3722503410135574,0.018618976697325706,1.1664089889398126,0.0,0.15951187536120415,1302645,
74043,x_kg,legacy,"(2, 1, 256, 256)",torch.uint8,4.0,31.0,9.340049743652344,8.0,4.6923661614198515,8.0,8.0,9,"[4.0, 6.0, 7.0, 8.0, 9.0, 17.0, 18.0, 19.0, 31.0]"
74043,x_static,legacy,"(6, 256, 256)",torch.float32,-2.7121522426605225,7.174021244049072,0.2291527980902571,0.26012022793293,1.1742404668703834,-0.46125225722789764,0.9263256192207336,322593,
74043,x_hilda_prior,legacy,"(1, 256, 256)",torch.float32,0.0,7.0,3.0046234130859375,2.0,1.4478946481486055,2.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
74043,hilda_target,legacy,"(2, 256, 256)",torch.float32,0.0,7.0,2.9812698364257812,2.0,1.4373222372479064,2.0,4.0,8,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]"
785197,x_continuous,new,"(2, 15, 256, 256)",torch.float32,-0.6864386200904846,4.524604797363281,0.2759247045002419,8.46370584728362e-10,0.8554447799576574,0.0,0.017163177020847797,804061,
785197,x_kg,new,"(2, 1, 256, 256)",torch.uint8,2.0,3.0,2.0116729736328125,2.0,0.10740910259088922,2.0,2.0,2,"[2.0, 3.0]"
785197,x_static,new,"(6, 256, 256)",torch.float32,-1.4187732934951782,2.341301679611206,0.13802122816107157,0.19058691710233688,0.6060174094006436,-0.4062165692448616,0.7510185241699219,326676,
785197,x_hilda_prior,new,"(1, 256, 256)",torch.float32,1.0,7.0,4.0073089599609375,4.0,0.1933297407917414,4.0,4.0,5,"[1.0, 3.0, 4.0, 5.0, 7.0]"
785197,hilda_target,new,"(2, 256, 256)",torch.uint8,1.0,7.0,4.0069580078125,4.0,0.19432669766184005,4.0,4.0,5,"[1.0, 3.0, 4.0, 5.0, 7.0]"
785197,x_continuous,preprocessed,"(2, 15, 256, 256)",torch.float32,-0.7479886412620544,4.214568614959717,0.25659132972548554,7.10876579823605e-10,0.8011989200102151,0.0,0.016926146112382412,804280,
785197,x_kg,preprocessed,"(2, 1, 256, 256)",torch.uint8,2.0,3.0,2.0116729736328125,2.0,0.10740910259088922,2.0,2.0,2,"[2.0, 3.0]"
785197,x_static,preprocessed,"(6, 256, 256)",torch.float32,-1.4187732934951782,2.341301679611206,0.17645197017284087,0.19058691710233688,0.6504685788651331,-0.4062165692448616,0.8897995203733444,326350,
785197,x_hilda_prior,preprocessed,"(1, 256, 256)",torch.float32,1.0,7.0,4.0073089599609375,4.0,0.1933297407917414,4.0,4.0,5,"[1.0, 3.0, 4.0, 5.0, 7.0]"
785197,hilda_target,preprocessed,"(2, 256, 256)",torch.float32,1.0,7.0,4.0069580078125,4.0,0.19432669766184005,4.0,4.0,5,"[1.0, 3.0, 4.0, 5.0, 7.0]"
785197,x_continuous,legacy,"(2, 15, 256, 256)",torch.float32,-3.365819215774536,4.524604797363281,0.14479669418634908,5.336293375147774e-24,1.0157290723362555,0.0,0.003280826786067337,803871,
785197,x_kg,legacy,"(2, 1, 256, 256)",torch.uint8,2.0,3.0,2.0116729736328125,2.0,0.10740910259088922,2.0,2.0,2,"[2.0, 3.0]"
785197,x_static,legacy,"(6, 256, 256)",torch.float32,-2.0760159492492676,2.341301441192627,0.21399261287871696,0.23828765004873276,0.6394362862343836,-0.35773591697216034,0.7623286247253418,324869,
785197,x_hilda_prior,legacy,"(1, 256, 256)",torch.float32,1.0,7.0,4.0073089599609375,4.0,0.1933297407917414,4.0,4.0,5,"[1.0, 3.0, 4.0, 5.0, 7.0]"
785197,hilda_target,legacy,"(2, 256, 256)",torch.float32,1.0,7.0,4.0069580078125,4.0,0.19432669766184005,4.0,4.0,5,"[1.0, 3.0, 4.0, 5.0, 7.0]"
3643450,x_continuous,new,"(2, 15, 256, 256)",torch.float32,-0.6864386200904846,3.2052767276763916,0.03462057535373287,0.0,0.37309596366041,0.0,1.241836997678547e-06,527899,
3643450,x_kg,new,"(2, 1, 256, 256)",torch.uint8,5.0,29.0,7.4175262451171875,5.0,5.275562692947215,5.0,7.0,4,"[5.0, 7.0, 23.0, 29.0]"
3643450,x_static,new,"(6, 256, 256)",torch.float32,-1.7849615812301636,4.205671787261963,0.06243026874407299,-0.15698684006929398,0.689847989947287,-0.3813977688550949,0.38683807104825974,328112,
3643450,x_hilda_prior,new,"(1, 256, 256)",torch.float32,2.0,7.0,3.567047119140625,3.0,1.1830547127441708,3.0,3.0,5,"[2.0, 3.0, 4.0, 6.0, 7.0]"
3643450,hilda_target,new,"(2, 256, 256)",torch.uint8,2.0,7.0,3.6070556640625,3.0,1.213536132205027,3.0,3.0,5,"[2.0, 3.0, 4.0, 6.0, 7.0]"
3643450,x_continuous,preprocessed,"(2, 15, 256, 256)",torch.float32,-0.7479886412620544,3.2052767276763916,0.02808207898821928,0.0,0.38259288407026537,0.0,1.1362775182988116e-06,528009,
