[2026-06-15 21:00:11,845][root][INFO] - Recurrent UNet Model Successfully Configured and Initialized.
[2026-06-15 21:00:11,870][root][INFO] - Starting from scratch (no valid checkpoint provided).
[2026-06-15 21:00:16,799][root][INFO] - Train: 4480000 samples, Val: 640000 samples
[2026-06-15 21:00:16,801][root][INFO] - Starting training from epoch 1
[2026-06-15 21:00:33,261][root][INFO] - Epoch [1/5], Batch [1/300], Loss: 2.2372 (Overall: 2.0668, Change: 2.4075), TF Ratio: 1.000
[2026-06-15 21:00:33,413][root][INFO] - Epoch [1/5], Batch [2/300], Loss: 2.1699 (Overall: 2.1219, Change: 2.0833), TF Ratio: 1.000
[2026-06-15 21:00:33,563][root][INFO] - Epoch [1/5], Batch [3/300], Loss: 2.2926 (Overall: 2.1360, Change: 2.9399), TF Ratio: 0.999
[2026-06-15 21:00:33,753][root][INFO] - Epoch [1/5], Batch [4/300], Loss: 2.2507 (Overall: 2.0788, Change: 2.1710), TF Ratio: 0.999
[2026-06-15 21:00:33,904][root][INFO] - Epoch [1/5], Batch [5/300], Loss: 2.1924 (Overall: 1.8856, Change: 2.0329), TF Ratio: 0.999
[2026-06-15 21:00:34,055][root][INFO] - Epoch [1/5], Batch [6/300], Loss: 2.1693 (Overall: 1.9960, Change: 2.1119), TF Ratio: 0.999
[2026-06-15 21:00:34,206][root][INFO] - Epoch [1/5], Batch [7/300], Loss: 2.1442 (Overall: 1.9236, Change: 2.0635), TF Ratio: 0.999
[2026-06-15 21:00:34,357][root][INFO] - Epoch [1/5], Batch [8/300], Loss: 2.1186 (Overall: 1.9504, Change: 1.9289), TF Ratio: 0.998
[2026-06-15 21:00:34,507][root][INFO] - Epoch [1/5], Batch [9/300], Loss: 2.0871 (Overall: 1.8046, Change: 1.8658), TF Ratio: 0.998
[2026-06-15 21:00:34,658][root][INFO] - Epoch [1/5], Batch [10/300], Loss: 2.0682 (Overall: 1.8522, Change: 1.9427), TF Ratio: 0.998
[2026-06-15 21:00:34,809][root][INFO] - Epoch [1/5], Batch [11/300], Loss: 2.0767 (Overall: 1.9939, Change: 2.3300), TF Ratio: 0.998
[2026-06-15 21:00:44,106][root][INFO] - Epoch [1/5], Batch [12/300], Loss: 2.0615 (Overall: 1.8207, Change: 1.9672), TF Ratio: 0.998
[2026-06-15 21:00:44,257][root][INFO] - Epoch [1/5], Batch [13/300], Loss: 2.0395 (Overall: 1.6779, Change: 1.8748), TF Ratio: 0.997
[2026-06-15 21:00:44,409][root][INFO] - Epoch [1/5], Batch [14/300], Loss: 2.0163 (Overall: 1.5753, Change: 1.8524), TF Ratio: 0.997
[2026-06-15 21:00:44,560][root][INFO] - Epoch [1/5], Batch [15/300], Loss: 2.0076 (Overall: 1.8412, Change: 1.9302), TF Ratio: 0.997
[2026-06-15 21:00:44,712][root][INFO] - Epoch [1/5], Batch [16/300], Loss: 1.9961 (Overall: 1.6999, Change: 1.9468), TF Ratio: 0.997
[2026-06-15 21:00:44,861][root][INFO] - Epoch [1/5], Batch [17/300], Loss: 1.9915 (Overall: 1.8163, Change: 2.0224), TF Ratio: 0.997
[2026-06-15 21:00:45,185][root][INFO] - Epoch [1/5], Batch [18/300], Loss: 1.9816 (Overall: 1.7956, Change: 1.8294), TF Ratio: 0.996
[2026-06-15 21:00:45,335][root][INFO] - Epoch [1/5], Batch [19/300], Loss: 1.9761 (Overall: 1.7051, Change: 2.0478), TF Ratio: 0.996
[2026-06-15 21:00:45,486][root][INFO] - Epoch [1/5], Batch [20/300], Loss: 1.9627 (Overall: 1.6312, Change: 1.7847), TF Ratio: 0.996
[2026-06-15 21:00:45,636][root][INFO] - Epoch [1/5], Batch [21/300], Loss: 1.9503 (Overall: 1.5466, Change: 1.8603), TF Ratio: 0.996
[2026-06-15 21:00:45,787][root][INFO] - Epoch [1/5], Batch [22/300], Loss: 1.9427 (Overall: 1.5301, Change: 2.0365), TF Ratio: 0.996
