arm,store,sample_idx,chunk_key,wall_us
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,range/9.5.38,25046.87
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c4per/9.5.38,24049.78
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c4ann/9.5.38,19702.66
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,primn/9.5.37,15379.34
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,primf/9.5.38,28026.54
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secdf/9.5.38,30354.42
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,pastr/9.5.38,29632.67
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,primn/9.5.38,32345.88
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c3nfx/9.5.38,26888.44
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secma/9.5.38,28366.24
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secmb/9.5.38,30136.60
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secdn/9.5.37,17098.50
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,range/9.5.37,22699.61
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c4per/9.5.37,20167.36
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c3ann/9.5.38,28331.82
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c3per/9.5.37,23604.64
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c4ann/9.5.37,24142.81
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,urban/9.5.37,25895.92
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,primf/9.5.37,27691.69
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,pastr/9.5.37,27761.59
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,urban/9.5.38,30163.31
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secmb/9.5.37,27066.45
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secdn/9.5.38,39446.08
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c3nfx/9.5.37,30227.56
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secdf/9.5.37,41778.10
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c3per/9.5.38,48241.79
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secma/9.5.37,47636.10
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c3ann/9.5.37,41749.38
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,number_of_people/9.5.37,20038.67
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,number_of_people/9.5.38,45127.82
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,kg_class/9.5.38,20224.29
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,kg_class/9.5.37,20294.99
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,primn/10.5.38,15940.61
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c4ann/10.5.38,15813.34
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secdf/10.5.38,18075.51
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,primf/10.5.37,21036.59
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secma/10.5.38,21576.09
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,primn/10.5.37,20318.44
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c4per/10.5.38,24043.21
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,primf/10.5.38,22897.59
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,pastr/10.5.38,27945.92
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c4ann/10.5.37,22638.77
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,secmb/10.5.38,26412.61
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c3nfx/10.5.38,26718.90
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,c3per/10.5.38,28888.87
single_match,AI4LAND_NON_preprocessed-data-2000-2015.zarr,0,urban/10.5.37,23621.30
