[2026-06-14 21:22:29,879][root][INFO] - Recurrent UNet Model Successfully Configured and Initialized.
[2026-06-14 21:22:29,881][root][INFO] - Starting from scratch (no valid checkpoint provided).
[2026-06-14 21:22:30,426][root][INFO] - Train: 4480000 samples, Val: 640000 samples
[2026-06-14 21:22:35,939][root][INFO] - Starting training from epoch 1
[2026-06-14 21:22:50,938][root][INFO] - Epoch [1/5], Batch [1/300], Loss: 2.3373 (Overall: 2.1800, Change: 2.4946), TF Ratio: 1.000
[2026-06-14 21:22:51,125][root][INFO] - Epoch [1/5], Batch [2/300], Loss: 2.3154 (Overall: 2.2320, Change: 2.3551), TF Ratio: 1.000
[2026-06-14 21:22:51,283][root][INFO] - Epoch [1/5], Batch [3/300], Loss: 2.2655 (Overall: 2.1728, Change: 2.1587), TF Ratio: 0.999
[2026-06-14 21:22:51,513][root][INFO] - Epoch [1/5], Batch [4/300], Loss: 1.9594 (Overall: 2.0822, Change: 0.0000), TF Ratio: 0.999
[2026-06-14 21:22:51,667][root][INFO] - Epoch [1/5], Batch [5/300], Loss: 1.9909 (Overall: 1.9992, Change: 2.2340), TF Ratio: 0.999
[2026-06-14 21:22:51,819][root][INFO] - Epoch [1/5], Batch [6/300], Loss: 2.0104 (Overall: 1.9013, Change: 2.3145), TF Ratio: 0.999
[2026-06-14 21:22:51,970][root][INFO] - Epoch [1/5], Batch [7/300], Loss: 2.0030 (Overall: 1.8821, Change: 2.0361), TF Ratio: 0.999
[2026-06-14 21:22:52,149][root][INFO] - Epoch [1/5], Batch [8/300], Loss: 2.0056 (Overall: 1.8308, Change: 2.2169), TF Ratio: 0.998
[2026-06-14 21:22:52,303][root][INFO] - Epoch [1/5], Batch [9/300], Loss: 1.9999 (Overall: 1.7404, Change: 2.1678), TF Ratio: 0.998
[2026-06-14 21:22:52,455][root][INFO] - Epoch [1/5], Batch [10/300], Loss: 1.9910 (Overall: 1.6067, Change: 2.2149), TF Ratio: 0.998
[2026-06-14 21:22:52,607][root][INFO] - Epoch [1/5], Batch [11/300], Loss: 1.9910 (Overall: 1.7811, Change: 2.2011), TF Ratio: 0.998
[2026-06-14 21:22:52,770][root][INFO] - Epoch [1/5], Batch [12/300], Loss: 1.9773 (Overall: 1.7985, Change: 1.8551), TF Ratio: 0.998
[2026-06-14 21:22:52,922][root][INFO] - Epoch [1/5], Batch [13/300], Loss: 1.9618 (Overall: 1.7501, Change: 1.8018), TF Ratio: 0.997
[2026-06-14 21:22:53,077][root][INFO] - Epoch [1/5], Batch [14/300], Loss: 1.9557 (Overall: 1.8862, Change: 1.8656), TF Ratio: 0.997
[2026-06-14 21:22:53,247][root][INFO] - Epoch [1/5], Batch [15/300], Loss: 1.9301 (Overall: 1.5681, Change: 1.5760), TF Ratio: 0.997
[2026-06-14 21:22:53,412][root][INFO] - Epoch [1/5], Batch [16/300], Loss: 1.9238 (Overall: 1.6513, Change: 2.0059), TF Ratio: 0.997
[2026-06-14 21:22:53,567][root][INFO] - Epoch [1/5], Batch [17/300], Loss: 1.9107 (Overall: 1.4990, Change: 1.9043), TF Ratio: 0.997
