2026-06-14 16:13:14,178 - INFO - Recurrent UNet Model Successfully Configured and Initialized.
2026-06-14 16:13:14,181 - INFO - Starting from scratch (no valid checkpoint provided).
2026-06-14 16:13:14,695 - INFO - Train: 4480000 samples, Val: 640000 samples
2026-06-14 16:13:15,818 - INFO - Starting training from epoch 1
2026-06-14 16:13:25,733 - INFO - Epoch [1/5], Batch [1/300], Loss: 2.2198 (Overall: 2.1423, Change: 2.2973), TF Ratio: 1.000
2026-06-14 16:13:25,899 - INFO - Epoch [1/5], Batch [2/300], Loss: 2.1754 (Overall: 2.1318, Change: 2.1301), TF Ratio: 1.000
2026-06-14 16:13:26,102 - INFO - Epoch [1/5], Batch [3/300], Loss: 2.1854 (Overall: 2.3286, Change: 2.0825), TF Ratio: 0.999
2026-06-14 16:13:28,577 - INFO - Epoch [1/5], Batch [4/300], Loss: 2.1844 (Overall: 2.0703, Change: 2.2922), TF Ratio: 0.999
2026-06-14 16:13:28,772 - INFO - Epoch [1/5], Batch [5/300], Loss: 2.0693 (Overall: 1.7918, Change: 1.4265), TF Ratio: 0.999
2026-06-14 16:13:28,927 - INFO - Epoch [1/5], Batch [6/300], Loss: 2.0142 (Overall: 1.6526, Change: 1.8248), TF Ratio: 0.999
2026-06-14 16:13:29,120 - INFO - Epoch [1/5], Batch [7/300], Loss: 1.9908 (Overall: 1.7748, Change: 1.9251), TF Ratio: 0.999
2026-06-14 16:13:29,594 - INFO - Epoch [1/5], Batch [8/300], Loss: 1.9734 (Overall: 1.7295, Change: 1.9735), TF Ratio: 0.998
2026-06-14 16:13:29,751 - INFO - Epoch [1/5], Batch [9/300], Loss: 1.9476 (Overall: 1.5575, Change: 1.9262), TF Ratio: 0.998
2026-06-14 16:13:29,942 - INFO - Epoch [1/5], Batch [10/300], Loss: 1.9114 (Overall: 1.7488, Change: 1.4208), TF Ratio: 0.998
2026-06-14 16:13:30,106 - INFO - Epoch [1/5], Batch [11/300], Loss: 1.8986 (Overall: 1.6227, Change: 1.9201), TF Ratio: 0.998
2026-06-14 16:13:30,345 - INFO - Epoch [1/5], Batch [12/300], Loss: 1.8925 (Overall: 1.5642, Change: 2.0861), TF Ratio: 0.998
2026-06-14 16:13:30,524 - INFO - Epoch [1/5], Batch [13/300], Loss: 1.8850 (Overall: 1.4581, Change: 2.1328), TF Ratio: 0.997
2026-06-14 16:13:30,688 - INFO - Epoch [1/5], Batch [14/300], Loss: 1.8779 (Overall: 1.4634, Change: 2.1055), TF Ratio: 0.997
2026-06-14 16:13:30,853 - INFO - Epoch [1/5], Batch [15/300], Loss: 1.8812 (Overall: 1.8204, Change: 2.0359), TF Ratio: 0.997
2026-06-14 16:13:31,111 - INFO - Epoch [1/5], Batch [16/300], Loss: 1.8631 (Overall: 1.5706, Change: 1.6108), TF Ratio: 0.997
2026-06-14 16:13:31,314 - INFO - Epoch [1/5], Batch [17/300], Loss: 1.8474 (Overall: 1.3872, Change: 1.8076), TF Ratio: 0.997
2026-06-14 16:13:31,491 - INFO - Epoch [1/5], Batch [18/300], Loss: 1.8259 (Overall: 1.4241, Change: 1.4962), TF Ratio: 0.996
2026-06-14 16:13:31,664 - INFO - Epoch [1/5], Batch [19/300], Loss: 1.8294 (Overall: 1.8815, Change: 1.9016), TF Ratio: 0.996
2026-06-14 16:13:31,840 - INFO - Epoch [1/5], Batch [20/300], Loss: 1.8258 (Overall: 1.4288, Change: 2.0872), TF Ratio: 0.996
2026-06-14 16:13:31,993 - INFO - Epoch [1/5], Batch [21/300], Loss: 1.8177 (Overall: 1.2890, Change: 2.0238), TF Ratio: 0.996
2026-06-14 16:13:32,153 - INFO - Epoch [1/5], Batch [22/300], Loss: 1.7982 (Overall: 1.3157, Change: 1.4602), TF Ratio: 0.996
2026-06-14 16:13:32,305 - INFO - Epoch [1/5], Batch [23/300], Loss: 1.7969 (Overall: 1.6462, Change: 1.8925), TF Ratio: 0.995
2026-06-14 16:13:32,513 - INFO - Epoch [1/5], Batch [24/300], Loss: 1.7907 (Overall: 1.3752, Change: 1.9175), TF Ratio: 0.995
2026-06-14 16:13:32,669 - INFO - Epoch [1/5], Batch [25/300], Loss: 1.7751 (Overall: 1.4398, Change: 1.3608), TF Ratio: 0.995
2026-06-14 16:13:32,825 - INFO - Epoch [1/5], Batch [26/300], Loss: 1.7670 (Overall: 1.3246, Change: 1.8074), TF Ratio: 0.995
2026-06-14 16:13:32,977 - INFO - Epoch [1/5], Batch [27/300], Loss: 1.7597 (Overall: 1.2700, Change: 1.8703), TF Ratio: 0.995
2026-06-14 16:13:33,170 - INFO - Epoch [1/5], Batch [28/300], Loss: 1.7609 (Overall: 1.2281, Change: 2.3560), TF Ratio: 0.994
2026-06-14 16:13:33,325 - INFO - Epoch [1/5], Batch [29/300], Loss: 1.7490 (Overall: 1.1914, Change: 1.6427), TF Ratio: 0.994
2026-06-14 16:13:33,481 - INFO - Epoch [1/5], Batch [30/300], Loss: 1.7414 (Overall: 1.3522, Change: 1.6885), TF Ratio: 0.994
2026-06-14 16:13:33,636 - INFO - Epoch [1/5], Batch [31/300], Loss: 1.7331 (Overall: 1.2398, Change: 1.7314), TF Ratio: 0.994
2026-06-14 16:13:33,822 - INFO - Epoch [1/5], Batch [32/300], Loss: 1.7205 (Overall: 1.3300, Change: 1.3282), TF Ratio: 0.994
2026-06-14 16:13:33,978 - INFO - Epoch [1/5], Batch [33/300], Loss: 1.7066 (Overall: 1.2372, Change: 1.2865), TF Ratio: 0.993
2026-06-14 16:13:34,131 - INFO - Epoch [1/5], Batch [34/300], Loss: 1.6969 (Overall: 1.2642, Change: 1.4857), TF Ratio: 0.993
2026-06-14 16:13:34,291 - INFO - Epoch [1/5], Batch [35/300], Loss: 1.6871 (Overall: 1.2435, Change: 1.4655), TF Ratio: 0.993
2026-06-14 16:13:34,471 - INFO - Epoch [1/5], Batch [36/300], Loss: 1.6806 (Overall: 1.5308, Change: 1.3767), TF Ratio: 0.993
2026-06-14 16:13:34,642 - INFO - Epoch [1/5], Batch [37/300], Loss: 1.6762 (Overall: 1.4183, Change: 1.6151), TF Ratio: 0.993
2026-06-14 16:13:34,797 - INFO - Epoch [1/5], Batch [38/300], Loss: 1.6742 (Overall: 1.2523, Change: 1.9484), TF Ratio: 0.992
2026-06-14 16:13:34,950 - INFO - Epoch [1/5], Batch [39/300], Loss: 1.6721 (Overall: 1.2210, Change: 1.9667), TF Ratio: 0.992
2026-06-14 16:13:35,137 - INFO - Epoch [1/5], Batch [40/300], Loss: 1.6672 (Overall: 1.6627, Change: 1.2864), TF Ratio: 0.992
2026-06-14 16:13:35,299 - INFO - Epoch [1/5], Batch [41/300], Loss: 1.6635 (Overall: 1.6866, Change: 1.3436), TF Ratio: 0.992
2026-06-14 16:13:35,453 - INFO - Epoch [1/5], Batch [42/300], Loss: 1.6598 (Overall: 1.6409, Change: 1.3774), TF Ratio: 0.992
2026-06-14 16:13:35,608 - INFO - Epoch [1/5], Batch [43/300], Loss: 1.6540 (Overall: 1.1689, Change: 1.6506), TF Ratio: 0.991
2026-06-14 16:13:35,784 - INFO - Epoch [1/5], Batch [44/300], Loss: 1.6483 (Overall: 1.1025, Change: 1.7096), TF Ratio: 0.991
2026-06-14 16:13:35,943 - INFO - Epoch [1/5], Batch [45/300], Loss: 1.6447 (Overall: 1.2633, Change: 1.7018), TF Ratio: 0.991
2026-06-14 16:13:36,103 - INFO - Epoch [1/5], Batch [46/300], Loss: 1.6345 (Overall: 1.0936, Change: 1.2565), TF Ratio: 0.991
2026-06-14 16:13:36,256 - INFO - Epoch [1/5], Batch [47/300], Loss: 1.6275 (Overall: 1.0711, Change: 1.5461), TF Ratio: 0.991
2026-06-14 16:13:36,426 - INFO - Epoch [1/5], Batch [48/300], Loss: 1.6245 (Overall: 1.4932, Change: 1.4760), TF Ratio: 0.990
2026-06-14 16:13:36,579 - INFO - Epoch [1/5], Batch [49/300], Loss: 1.6205 (Overall: 1.1750, Change: 1.6826), TF Ratio: 0.990
