[2026-06-16 09:34:54,349][root][INFO] - Recurrent UNet Model Successfully Configured and Initialized.
[2026-06-16 09:34:54,350][root][INFO] - Starting from scratch (no valid checkpoint provided).
[2026-06-16 09:34:59,895][root][INFO] - Train: 4480000 samples, Val: 640000 samples
[2026-06-16 09:35:01,326][root][INFO] - Starting training from epoch 1
[2026-06-16 09:35:18,870][root][INFO] - Epoch [1/5], Batch [1/300], Loss: 2.2802 (Overall: 2.2974, Change: 2.2630), TF Ratio: 1.000
[2026-06-16 09:35:19,024][root][INFO] - Epoch [1/5], Batch [2/300], Loss: 2.2398 (Overall: 2.2062, Change: 2.1924), TF Ratio: 1.000
[2026-06-16 09:35:19,176][root][INFO] - Epoch [1/5], Batch [3/300], Loss: 2.2484 (Overall: 2.2765, Change: 2.2546), TF Ratio: 0.999
[2026-06-16 09:35:19,526][root][INFO] - Epoch [1/5], Batch [4/300], Loss: 2.2170 (Overall: 2.2134, Change: 2.0327), TF Ratio: 0.999
[2026-06-16 09:35:19,679][root][INFO] - Epoch [1/5], Batch [5/300], Loss: 2.1585 (Overall: 1.9297, Change: 1.9191), TF Ratio: 0.999
[2026-06-16 09:35:19,831][root][INFO] - Epoch [1/5], Batch [6/300], Loss: 2.1366 (Overall: 1.9649, Change: 2.0886), TF Ratio: 0.999
[2026-06-16 09:35:19,985][root][INFO] - Epoch [1/5], Batch [7/300], Loss: 2.1296 (Overall: 2.0756, Change: 2.1008), TF Ratio: 0.999
[2026-06-16 09:35:20,146][root][INFO] - Epoch [1/5], Batch [8/300], Loss: 2.1170 (Overall: 2.0245, Change: 2.0321), TF Ratio: 0.998
[2026-06-16 09:35:20,298][root][INFO] - Epoch [1/5], Batch [9/300], Loss: 2.0839 (Overall: 1.8719, Change: 1.7671), TF Ratio: 0.998
[2026-06-16 09:35:20,451][root][INFO] - Epoch [1/5], Batch [10/300], Loss: 2.0590 (Overall: 1.7978, Change: 1.8724), TF Ratio: 0.998
[2026-06-16 09:35:20,603][root][INFO] - Epoch [1/5], Batch [11/300], Loss: 2.0530 (Overall: 1.8445, Change: 2.1399), TF Ratio: 0.998
[2026-06-16 09:35:31,749][root][INFO] - Epoch [1/5], Batch [12/300], Loss: 2.0443 (Overall: 1.8147, Change: 2.0821), TF Ratio: 0.998
[2026-06-16 09:35:31,913][root][INFO] - Epoch [1/5], Batch [13/300], Loss: 2.0074 (Overall: 1.7758, Change: 1.3542), TF Ratio: 0.997
[2026-06-16 09:35:32,076][root][INFO] - Epoch [1/5], Batch [14/300], Loss: 1.9896 (Overall: 1.6948, Change: 1.8226), TF Ratio: 0.997
[2026-06-16 09:35:32,228][root][INFO] - Epoch [1/5], Batch [15/300], Loss: 1.9726 (Overall: 1.7165, Change: 1.7513), TF Ratio: 0.997
[2026-06-16 09:35:33,647][root][INFO] - Epoch [1/5], Batch [16/300], Loss: 1.9613 (Overall: 1.6801, Change: 1.9050), TF Ratio: 0.997
[2026-06-16 09:35:33,800][root][INFO] - Epoch [1/5], Batch [17/300], Loss: 1.9556 (Overall: 1.7599, Change: 1.9689), TF Ratio: 0.997
[2026-06-16 09:35:33,952][root][INFO] - Epoch [1/5], Batch [18/300], Loss: 1.9403 (Overall: 1.6345, Change: 1.7247), TF Ratio: 0.996
[2026-06-16 09:35:34,104][root][INFO] - Epoch [1/5], Batch [19/300], Loss: 1.9380 (Overall: 1.8658, Change: 1.9272), TF Ratio: 0.996
[2026-06-16 09:35:34,260][root][INFO] - Epoch [1/5], Batch [20/300], Loss: 1.9243 (Overall: 1.7409, Change: 1.5874), TF Ratio: 0.996
[2026-06-16 09:35:34,414][root][INFO] - Epoch [1/5], Batch [21/300], Loss: 1.9206 (Overall: 1.9255, Change: 1.7694), TF Ratio: 0.996
[2026-06-16 09:35:34,566][root][INFO] - Epoch [1/5], Batch [22/300], Loss: 1.9134 (Overall: 1.5543, Change: 1.9681), TF Ratio: 0.996
[2026-06-16 09:35:34,719][root][INFO] - Epoch [1/5], Batch [23/300], Loss: 1.9051 (Overall: 1.6205, Change: 1.8270), TF Ratio: 0.995
[2026-06-16 09:35:45,241][root][INFO] - Epoch [1/5], Batch [24/300], Loss: 1.8902 (Overall: 1.6492, Change: 1.4436), TF Ratio: 0.995
[2026-06-16 09:35:45,529][root][INFO] - Epoch [1/5], Batch [25/300], Loss: 1.8800 (Overall: 1.3956, Change: 1.8758), TF Ratio: 0.995
[2026-06-16 09:35:45,682][root][INFO] - Epoch [1/5], Batch [26/300], Loss: 1.8673 (Overall: 1.4474, Change: 1.6508), TF Ratio: 0.995
[2026-06-16 09:35:45,834][root][INFO] - Epoch [1/5], Batch [27/300], Loss: 1.8542 (Overall: 1.5276, Change: 1.4978), TF Ratio: 0.995
[2026-06-16 09:35:48,588][root][INFO] - Epoch [1/5], Batch [28/300], Loss: 1.8437 (Overall: 1.5212, Change: 1.6012), TF Ratio: 0.994
[2026-06-16 09:35:48,745][root][INFO] - Epoch [1/5], Batch [29/300], Loss: 1.8397 (Overall: 1.4917, Change: 1.9647), TF Ratio: 0.994
[2026-06-16 09:35:48,897][root][INFO] - Epoch [1/5], Batch [30/300], Loss: 1.8315 (Overall: 1.4325, Change: 1.7515), TF Ratio: 0.994
[2026-06-16 09:35:49,083][root][INFO] - Epoch [1/5], Batch [31/300], Loss: 1.8269 (Overall: 1.5454, Change: 1.8355), TF Ratio: 0.994
[2026-06-16 09:35:49,238][root][INFO] - Epoch [1/5], Batch [32/300], Loss: 1.8200 (Overall: 1.5534, Change: 1.6572), TF Ratio: 0.994
[2026-06-16 09:35:49,392][root][INFO] - Epoch [1/5], Batch [33/300], Loss: 1.8149 (Overall: 1.5052, Change: 1.7985), TF Ratio: 0.993
[2026-06-16 09:35:49,544][root][INFO] - Epoch [1/5], Batch [34/300], Loss: 1.8083 (Overall: 1.3591, Change: 1.8254), TF Ratio: 0.993
[2026-06-16 09:35:49,697][root][INFO] - Epoch [1/5], Batch [35/300], Loss: 1.8010 (Overall: 1.4489, Change: 1.6542), TF Ratio: 0.993
[2026-06-16 09:36:00,552][root][INFO] - Epoch [1/5], Batch [36/300], Loss: 1.7940 (Overall: 1.3742, Change: 1.7271), TF Ratio: 0.993
[2026-06-16 09:36:00,706][root][INFO] - Epoch [1/5], Batch [37/300], Loss: 1.7926 (Overall: 1.5632, Change: 1.9159), TF Ratio: 0.993
[2026-06-16 09:36:00,859][root][INFO] - Epoch [1/5], Batch [38/300], Loss: 1.7879 (Overall: 1.4575, Change: 1.7701), TF Ratio: 0.992
[2026-06-16 09:36:01,010][root][INFO] - Epoch [1/5], Batch [39/300], Loss: 1.7848 (Overall: 1.5096, Change: 1.8255), TF Ratio: 0.992
[2026-06-16 09:36:04,310][root][INFO] - Epoch [1/5], Batch [40/300], Loss: 1.7804 (Overall: 1.5134, Change: 1.7056), TF Ratio: 0.992
[2026-06-16 09:36:04,466][root][INFO] - Epoch [1/5], Batch [41/300], Loss: 1.7748 (Overall: 1.4034, Change: 1.6991), TF Ratio: 0.992
[2026-06-16 09:36:04,620][root][INFO] - Epoch [1/5], Batch [42/300], Loss: 1.7749 (Overall: 1.3959, Change: 2.1582), TF Ratio: 0.992
