2026-06-14 15:52:07,366 - INFO - Recurrent UNet Model Successfully Configured and Initialized.
2026-06-14 15:52:07,369 - INFO - Starting from scratch (no valid checkpoint provided).
2026-06-14 15:52:07,865 - INFO - Train: 4480000 samples, Val: 640000 samples
2026-06-14 15:52:14,606 - INFO - Starting training from epoch 1
2026-06-14 15:52:21,795 - INFO - Epoch [1/5], Batch [1/300], Loss: 2.2549 (Overall: 2.1628, Change: 2.3469), TF Ratio: 1.000
2026-06-14 15:52:22,013 - INFO - Epoch [1/5], Batch [2/300], Loss: 2.2346 (Overall: 2.2159, Change: 2.2128), TF Ratio: 1.000
2026-06-14 15:52:22,173 - INFO - Epoch [1/5], Batch [3/300], Loss: 2.2414 (Overall: 2.1964, Change: 2.3135), TF Ratio: 0.999
2026-06-14 15:52:22,645 - INFO - Epoch [1/5], Batch [4/300], Loss: 2.2286 (Overall: 2.1255, Change: 2.2547), TF Ratio: 0.999
2026-06-14 15:52:22,820 - INFO - Epoch [1/5], Batch [5/300], Loss: 2.1431 (Overall: 1.7002, Change: 1.9020), TF Ratio: 0.999
2026-06-14 15:52:22,975 - INFO - Epoch [1/5], Batch [6/300], Loss: 2.1296 (Overall: 1.9376, Change: 2.1869), TF Ratio: 0.999
2026-06-14 15:52:23,131 - INFO - Epoch [1/5], Batch [7/300], Loss: 2.1000 (Overall: 1.7399, Change: 2.1053), TF Ratio: 0.999
2026-06-14 15:52:23,308 - INFO - Epoch [1/5], Batch [8/300], Loss: 2.0766 (Overall: 1.8241, Change: 2.0016), TF Ratio: 0.998
2026-06-14 15:52:23,476 - INFO - Epoch [1/5], Batch [9/300], Loss: 2.0449 (Overall: 1.7237, Change: 1.8582), TF Ratio: 0.998
2026-06-14 15:52:23,628 - INFO - Epoch [1/5], Batch [10/300], Loss: 2.0298 (Overall: 1.6888, Change: 2.0994), TF Ratio: 0.998
2026-06-14 15:52:23,781 - INFO - Epoch [1/5], Batch [11/300], Loss: 1.9943 (Overall: 1.5199, Change: 1.7591), TF Ratio: 0.998
2026-06-14 15:52:23,960 - INFO - Epoch [1/5], Batch [12/300], Loss: 1.9738 (Overall: 1.5621, Change: 1.9344), TF Ratio: 0.998
2026-06-14 15:52:24,113 - INFO - Epoch [1/5], Batch [13/300], Loss: 1.9512 (Overall: 1.4752, Change: 1.8845), TF Ratio: 0.997
2026-06-14 15:52:24,267 - INFO - Epoch [1/5], Batch [14/300], Loss: 1.9298 (Overall: 1.5387, Change: 1.7633), TF Ratio: 0.997
2026-06-14 15:52:24,424 - INFO - Epoch [1/5], Batch [15/300], Loss: 1.9250 (Overall: 1.4774, Change: 2.2398), TF Ratio: 0.997
2026-06-14 15:52:24,603 - INFO - Epoch [1/5], Batch [16/300], Loss: 1.9130 (Overall: 1.5885, Change: 1.8768), TF Ratio: 0.997
2026-06-14 15:52:24,757 - INFO - Epoch [1/5], Batch [17/300], Loss: 1.8906 (Overall: 1.4533, Change: 1.6098), TF Ratio: 0.997
2026-06-14 15:52:24,913 - INFO - Epoch [1/5], Batch [18/300], Loss: 1.8785 (Overall: 1.3804, Change: 1.9664), TF Ratio: 0.996
2026-06-14 15:52:25,067 - INFO - Epoch [1/5], Batch [19/300], Loss: 1.8706 (Overall: 1.4959, Change: 1.9600), TF Ratio: 0.996
2026-06-14 15:52:25,235 - INFO - Epoch [1/5], Batch [20/300], Loss: 1.8560 (Overall: 1.3898, Change: 1.7699), TF Ratio: 0.996
2026-06-14 15:52:25,400 - INFO - Epoch [1/5], Batch [21/300], Loss: 1.8374 (Overall: 1.2921, Change: 1.6364), TF Ratio: 0.996
2026-06-14 15:52:25,553 - INFO - Epoch [1/5], Batch [22/300], Loss: 1.8288 (Overall: 1.3846, Change: 1.9112), TF Ratio: 0.996
2026-06-14 15:52:25,706 - INFO - Epoch [1/5], Batch [23/300], Loss: 1.8153 (Overall: 1.5033, Change: 1.5351), TF Ratio: 0.995
2026-06-14 15:52:26,001 - INFO - Epoch [1/5], Batch [24/300], Loss: 1.8061 (Overall: 1.3597, Change: 1.8289), TF Ratio: 0.995
2026-06-14 15:52:26,155 - INFO - Epoch [1/5], Batch [25/300], Loss: 1.8085 (Overall: 1.9503, Change: 1.7816), TF Ratio: 0.995
2026-06-14 15:52:26,317 - INFO - Epoch [1/5], Batch [26/300], Loss: 1.8012 (Overall: 1.3070, Change: 1.9316), TF Ratio: 0.995
2026-06-14 15:52:26,470 - INFO - Epoch [1/5], Batch [27/300], Loss: 1.7942 (Overall: 1.3407, Change: 1.8831), TF Ratio: 0.995
2026-06-14 15:52:26,635 - INFO - Epoch [1/5], Batch [28/300], Loss: 1.7942 (Overall: 1.4167, Change: 2.1694), TF Ratio: 0.994
2026-06-14 15:52:26,788 - INFO - Epoch [1/5], Batch [29/300], Loss: 1.7882 (Overall: 1.1716, Change: 2.0682), TF Ratio: 0.994
