START TIME: Tue Jun 23 16:11:03 CEST 2026
arm,sample_idx,wall_ms
single_small,0,3990.968
single_small,1,1377.085
single_small,2,1487.817
single_small,3,1393.966
single_small,4,1783.967
single_small,5,1339.028
single_small,6,1363.904
single_small,7,1475.714
single_small,8,1327.579
single_small,9,1184.106
single_small,10,1323.326
single_small,11,1320.246
single_small,12,1253.163
single_small,13,1343.128
single_small,14,1343.207
single_small,15,1332.769
single_small,16,1339.075
single_small,17,1194.967
single_small,18,1831.502
single_small,19,1250.381
single_small,20,1255.705
single_small,21,1343.902
single_small,22,1361.043
single_small,23,1379.102
single_small,24,1292.964
single_small,25,1325.769
single_small,26,1265.153
single_small,27,1213.488
single_small,28,1252.706
single_small,29,1265.367
single_small,30,1521.869
single_small,31,1416.608
single_small,32,1318.076
single_small,33,1595.133
single_small,34,1339.470
single_small,35,1078.748
single_small,36,1459.789
single_small,37,1444.437
single_small,38,1287.183
single_small,39,1237.492
single_small,40,1278.160
single_small,41,1252.339
single_small,42,1371.545
single_small,43,1299.324
single_small,44,1316.980
single_small,45,1327.401
single_small,46,1338.299
single_small,47,1232.994
single_small,48,1321.486
single_small,49,1810.309
single_small,50,1331.759
single_small,51,1379.858
single_small,52,1424.388
single_small,53,1382.755
single_small,54,1371.899
single_small,55,1329.770
single_small,56,1292.579
single_small,57,1329.555
single_small,58,1457.254
single_small,59,1222.441
single_small,60,1304.981
single_small,61,2658.301
single_small,62,1648.006
single_small,63,1334.277
single_small,64,1319.407
single_small,65,1324.322
single_small,66,1358.373
single_small,67,1315.614
single_small,68,1253.361
single_small,69,1287.629
single_small,70,1227.112
single_small,71,1293.781
single_small,72,1301.105
single_small,73,1486.066
single_small,74,1283.392
single_small,75,1364.563
single_small,76,1276.588
single_small,77,1209.525
single_small,78,1200.392
single_small,79,1637.413
single_small,80,1470.057
single_small,81,1264.262
single_small,82,1460.589
single_small,83,1359.681
single_small,84,1266.364
single_small,85,1281.762
single_small,86,1308.869
single_small,87,1355.926
single_small,88,1200.921
single_small,89,1240.790
single_small,90,1326.259
single_small,91,1374.664
single_small,92,1299.013
single_small,93,1209.769
single_small,94,1890.787
single_small,95,1401.202
single_small,96,1416.031
single_small,97,1209.461
single_small,98,1226.948
single_small,99,1474.611
single_big,0,5738.272
single_big,1,5693.806
single_big,2,5888.855
single_big,3,5579.751
single_big,4,6396.326
single_big,5,5657.257
single_big,6,5895.837
single_big,7,5774.675
single_big,8,5397.824
single_big,9,5508.070
single_big,10,5198.684
single_big,11,5799.566
single_big,12,5593.080
single_big,13,5551.117
single_big,14,5460.140
single_big,15,5422.511
single_big,16,5277.416
single_big,17,5266.364
single_big,18,5941.540
single_big,19,5279.197
single_big,20,5356.315
single_big,21,5462.531
single_big,22,5772.975
single_big,23,5555.499
single_big,24,5523.769
single_big,25,5792.204
single_big,26,5732.129
single_big,27,5809.199
single_big,28,5429.276
single_big,29,5510.817
single_big,30,5675.385
single_big,31,5777.436
single_big,32,6226.936
single_big,33,5758.788
single_big,34,5715.723
single_big,35,5266.152
single_big,36,5691.640
single_big,37,5894.284
single_big,38,5611.103
single_big,39,5728.249
single_big,40,5405.558
single_big,41,5790.585
single_big,42,5654.028
single_big,43,5560.106
single_big,44,5714.862
single_big,45,5950.486
single_big,46,5671.451
single_big,47,5444.091
single_big,48,5439.853
single_big,49,5634.640
single_big,50,5576.931
single_big,51,5794.544
single_big,52,5255.359
single_big,53,5412.964
single_big,54,5696.471
single_big,55,5320.383
single_big,56,5490.030
single_big,57,5593.446
single_big,58,5780.094
single_big,59,6288.491
single_big,60,5665.111
single_big,61,5771.680
single_big,62,5624.129
single_big,63,5260.990
single_big,64,5573.305
single_big,65,5604.810
single_big,66,5750.347
single_big,67,5399.452
single_big,68,5516.038
single_big,69,5768.331
single_big,70,5674.001
single_big,71,5850.374
single_big,72,5514.542
single_big,73,6327.565
single_big,74,5466.545
single_big,75,5635.525
single_big,76,5722.479
