job_id	dataset	ranks	num_workers	seed	step
41817507	merged	1	12	profile	1
41817508	single	1	12	profile	2
41817509	merged	1	12	profile	3
41817510	single	1	12	profile	4
41817511	merged	1	12	profile	5
41817512	single	1	12	profile	6
