2026-05-29 11:05:34,479 - INFO - Recurrent UNet Model Successfully Configured and Initialized.
2026-05-29 11:05:34,498 - INFO - Starting from scratch (no valid checkpoint provided).
2026-05-29 11:05:41,624 - INFO - Train: 6272000 samples, Val: 896000 samples
2026-05-29 11:05:43,206 - INFO - Starting training from epoch 1
2026-05-29 11:06:23,651 - INFO - Epoch [1/1], Batch [1/50], Loss: 1.0925 (Overall: 2.1850, Change: 0.0000), TF Ratio: 1.000
2026-05-29 11:06:23,804 - INFO - Epoch [1/1], Batch [2/50], Loss: 1.0916 (Overall: 2.1814, Change: 0.0000), TF Ratio: 1.000
2026-05-29 11:06:23,956 - INFO - Epoch [1/1], Batch [3/50], Loss: 1.0924 (Overall: 2.1878, Change: 0.0000), TF Ratio: 0.999
2026-05-29 11:06:24,167 - INFO - Epoch [1/1], Batch [4/50], Loss: 1.0914 (Overall: 2.1768, Change: 0.0000), TF Ratio: 0.999
2026-05-29 11:06:25,235 - INFO - Epoch [1/1], Batch [5/50], Loss: 1.0816 (Overall: 2.0855, Change: 0.0000), TF Ratio: 0.999
2026-05-29 11:06:25,388 - INFO - Epoch [1/1], Batch [6/50], Loss: 1.0739 (Overall: 2.0708, Change: 0.0000), TF Ratio: 0.999
2026-05-29 11:06:25,540 - INFO - Epoch [1/1], Batch [7/50], Loss: 1.0679 (Overall: 2.0640, Change: 0.0000), TF Ratio: 0.999
2026-05-29 11:06:25,696 - INFO - Epoch [1/1], Batch [8/50], Loss: 1.0659 (Overall: 2.1035, Change: 0.0000), TF Ratio: 0.998
2026-05-29 11:06:25,850 - INFO - Epoch [1/1], Batch [9/50], Loss: 1.0563 (Overall: 1.9590, Change: 0.0000), TF Ratio: 0.998
2026-05-29 11:06:26,002 - INFO - Epoch [1/1], Batch [10/50], Loss: 1.0475 (Overall: 1.9361, Change: 0.0000), TF Ratio: 0.998
2026-05-29 11:06:26,154 - INFO - Epoch [1/1], Batch [11/50], Loss: 1.0422 (Overall: 1.9782, Change: 0.0000), TF Ratio: 0.998
2026-05-29 11:06:54,205 - INFO - Epoch [1/1], Batch [12/50], Loss: 1.0371 (Overall: 1.9628, Change: 0.0000), TF Ratio: 0.998
2026-05-29 11:06:56,931 - INFO - Epoch [1/1], Batch [13/50], Loss: 1.0279 (Overall: 1.8342, Change: 0.0000), TF Ratio: 0.997
2026-05-29 11:06:57,084 - INFO - Epoch [1/1], Batch [14/50], Loss: 1.0208 (Overall: 1.8586, Change: 0.0000), TF Ratio: 0.997
2026-05-29 11:06:57,238 - INFO - Epoch [1/1], Batch [15/50], Loss: 1.0142 (Overall: 1.8432, Change: 0.0000), TF Ratio: 0.997
2026-05-29 11:07:00,201 - INFO - Epoch [1/1], Batch [16/50], Loss: 1.0090 (Overall: 1.8623, Change: 0.0000), TF Ratio: 0.997
2026-05-29 11:07:04,816 - INFO - Epoch [1/1], Batch [17/50], Loss: 1.0005 (Overall: 1.7271, Change: 0.0000), TF Ratio: 0.997
2026-05-29 11:07:04,969 - INFO - Epoch [1/1], Batch [18/50], Loss: 0.9930 (Overall: 1.7306, Change: 0.0000), TF Ratio: 0.996
2026-05-29 11:07:05,123 - INFO - Epoch [1/1], Batch [19/50], Loss: 0.9866 (Overall: 1.7447, Change: 0.0000), TF Ratio: 0.996
2026-05-29 11:07:05,277 - INFO - Epoch [1/1], Batch [20/50], Loss: 0.9801 (Overall: 1.7112, Change: 0.0000), TF Ratio: 0.996
2026-05-29 11:07:05,431 - INFO - Epoch [1/1], Batch [21/50], Loss: 0.9728 (Overall: 1.6542, Change: 0.0000), TF Ratio: 0.996
2026-05-29 11:07:05,584 - INFO - Epoch [1/1], Batch [22/50], Loss: 0.9683 (Overall: 1.7485, Change: 0.0000), TF Ratio: 0.996
2026-05-29 11:07:05,736 - INFO - Epoch [1/1], Batch [23/50], Loss: 0.9619 (Overall: 1.6436, Change: 0.0000), TF Ratio: 0.995
2026-05-29 11:07:30,695 - INFO - Epoch [1/1], Batch [24/50], Loss: 0.9563 (Overall: 1.6536, Change: 0.0000), TF Ratio: 0.995
2026-05-29 11:07:33,354 - INFO - Epoch [1/1], Batch [25/50], Loss: 0.9508 (Overall: 1.6379, Change: 0.0000), TF Ratio: 0.995
2026-05-29 11:07:33,507 - INFO - Epoch [1/1], Batch [26/50], Loss: 0.9450 (Overall: 1.5993, Change: 0.0000), TF Ratio: 0.995
2026-05-29 11:07:33,659 - INFO - Epoch [1/1], Batch [27/50], Loss: 0.9399 (Overall: 1.6128, Change: 0.0000), TF Ratio: 0.995
2026-05-29 11:07:38,034 - INFO - Epoch [1/1], Batch [28/50], Loss: 0.9353 (Overall: 1.6254, Change: 0.0000), TF Ratio: 0.994
2026-05-29 11:07:42,268 - INFO - Epoch [1/1], Batch [29/50], Loss: 0.9300 (Overall: 1.5594, Change: 0.0000), TF Ratio: 0.994
2026-05-29 11:07:42,420 - INFO - Epoch [1/1], Batch [30/50], Loss: 0.9253 (Overall: 1.5805, Change: 0.0000), TF Ratio: 0.994
2026-05-29 11:07:42,575 - INFO - Epoch [1/1], Batch [31/50], Loss: 0.9210 (Overall: 1.5869, Change: 0.0000), TF Ratio: 0.994
2026-05-29 11:07:42,729 - INFO - Epoch [1/1], Batch [32/50], Loss: 0.9166 (Overall: 1.5547, Change: 0.0000), TF Ratio: 0.994
2026-05-29 11:07:42,881 - INFO - Epoch [1/1], Batch [33/50], Loss: 0.9125 (Overall: 1.5621, Change: 0.0000), TF Ratio: 0.993
2026-05-29 11:07:43,033 - INFO - Epoch [1/1], Batch [34/50], Loss: 0.9083 (Overall: 1.5451, Change: 0.0000), TF Ratio: 0.993
2026-05-29 11:07:43,185 - INFO - Epoch [1/1], Batch [35/50], Loss: 0.9047 (Overall: 1.5632, Change: 0.0000), TF Ratio: 0.993
2026-05-29 11:08:04,189 - INFO - Epoch [1/1], Batch [36/50], Loss: 0.9012 (Overall: 1.5546, Change: 0.0000), TF Ratio: 0.993
2026-05-29 11:08:06,593 - INFO - Epoch [1/1], Batch [37/50], Loss: 0.8976 (Overall: 1.5350, Change: 0.0000), TF Ratio: 0.993
2026-05-29 11:08:06,747 - INFO - Epoch [1/1], Batch [38/50], Loss: 0.8939 (Overall: 1.5200, Change: 0.0000), TF Ratio: 0.992
2026-05-29 11:08:07,016 - INFO - Epoch [1/1], Batch [39/50], Loss: 0.8904 (Overall: 1.5148, Change: 0.0000), TF Ratio: 0.992
2026-05-29 11:08:13,691 - INFO - Epoch [1/1], Batch [40/50], Loss: 0.8873 (Overall: 1.5326, Change: 0.0000), TF Ratio: 0.992
2026-05-29 11:08:15,922 - INFO - Epoch [1/1], Batch [41/50], Loss: 0.8843 (Overall: 1.5286, Change: 0.0000), TF Ratio: 0.992
2026-05-29 11:08:16,074 - INFO - Epoch [1/1], Batch [42/50], Loss: 0.8812 (Overall: 1.5052, Change: 0.0000), TF Ratio: 0.992
2026-05-29 11:08:16,226 - INFO - Epoch [1/1], Batch [43/50], Loss: 0.8782 (Overall: 1.5030, Change: 0.0000), TF Ratio: 0.991
2026-05-29 11:08:16,384 - INFO - Epoch [1/1], Batch [44/50], Loss: 0.8748 (Overall: 1.4594, Change: 0.0000), TF Ratio: 0.991
2026-05-29 11:08:16,536 - INFO - Epoch [1/1], Batch [45/50], Loss: 0.8715 (Overall: 1.4554, Change: 0.0000), TF Ratio: 0.991
