dataset,num_workers,batch_idx,wall_ms
single,12,23,0.13
single,12,24,10871.63
single,12,25,0.25
single,12,26,0.14
single,12,27,0.12
single,12,28,770.41
single,12,29,410.26
single,12,30,0.24
single,12,31,0.30
single,12,32,0.23
single,12,33,0.09
single,12,34,0.12
single,12,35,0.22
single,12,36,11356.12
single,12,37,405.35
single,12,38,0.30
single,12,39,0.16
single,20,0,16005.20
single,20,1,4331.25
single,20,2,0.23
single,20,3,0.39
single,20,4,0.21
single,20,5,0.12
single,20,6,0.05
single,20,7,0.14
single,20,8,0.05
single,20,9,0.24
single,20,10,0.22
single,20,11,0.05
single,20,12,0.20
single,20,13,0.04
single,20,14,0.16
single,20,15,0.11
single,20,16,0.10
single,20,17,0.09
single,20,18,0.12
single,20,19,0.07
single,20,20,9285.60
single,20,21,5256.19
single,20,22,0.20
single,20,23,0.12
single,20,24,0.04
single,20,25,0.14
single,20,26,0.03
single,20,27,0.12
single,20,28,0.14
single,20,29,0.03
single,20,30,0.11
single,20,31,0.08
single,20,32,0.08
single,20,33,0.06
single,20,34,0.22
single,20,35,0.12
single,20,36,0.09
single,20,37,0.09
single,20,38,0.15
single,20,39,0.11
merged,1,0,1319.44
merged,1,1,1212.02
merged,1,2,931.80
merged,1,3,1407.53
merged,1,4,1017.64
merged,1,5,856.72
merged,1,6,1000.57
merged,1,7,1082.46
merged,1,8,997.19
merged,1,9,1322.54
merged,1,10,5239.58
merged,1,11,944.93
merged,1,12,888.84
merged,1,13,1038.22
merged,1,14,876.44
merged,1,15,892.90
merged,1,16,2430.17
merged,1,17,863.18
merged,1,18,1195.74
merged,1,19,4160.87
merged,1,20,816.21
merged,1,21,819.20
merged,1,22,2924.03
merged,1,23,917.37
merged,1,24,872.93
merged,1,25,2297.59
merged,1,26,1041.54
merged,1,27,912.82
merged,1,28,893.29
merged,1,29,991.92
merged,1,30,915.04
merged,1,31,736.28
merged,1,32,980.27
merged,1,33,10033.54
merged,1,34,807.66
merged,1,35,14997.53
merged,1,36,860.67
merged,1,37,1174.42
merged,1,38,1538.73
merged,1,39,1502.87
merged,4,0,918.69
merged,4,1,166.49
merged,4,2,30.83
merged,4,3,0.08
merged,4,4,569.59
merged,4,5,238.92
merged,4,6,0.11
merged,4,7,0.05
merged,4,8,534.99
merged,4,9,480.20
merged,4,10,2914.89
merged,4,11,0.24
merged,4,12,0.05
merged,4,13,0.18
merged,4,14,736.89
merged,4,15,0.19
merged,4,16,0.04
merged,4,17,0.13
merged,4,18,890.50
merged,4,19,0.08
merged,4,20,0.03
merged,4,21,0.02
merged,4,22,1017.13
merged,4,23,0.09
merged,4,24,0.17
merged,4,25,0.23
merged,4,26,2541.58
merged,4,27,0.20
merged,4,28,0.15
merged,4,29,0.11
merged,4,30,1034.68
merged,4,31,0.11
merged,4,32,0.05
merged,4,33,0.18
merged,4,34,771.68
merged,4,35,0.21
merged,4,36,0.10
merged,4,37,0.05
merged,4,38,761.53
merged,4,39,0.12
merged,8,0,1209.01
merged,8,1,211.10
merged,8,2,566.53
merged,8,3,529.20
merged,8,4,0.12
merged,8,5,0.04
merged,8,6,0.27
merged,8,7,442.63
merged,8,8,0.19
merged,8,9,1354.90
merged,8,10,2611.81
merged,8,11,0.08
merged,8,12,0.19
merged,8,13,0.08
merged,8,14,0.13
merged,8,15,0.03
merged,8,16,1305.27
merged,8,17,0.09
merged,8,18,0.18
merged,8,19,0.05
merged,8,20,0.05
merged,8,21,0.09
merged,8,22,0.26
merged,8,23,0.04
merged,8,24,950.47
merged,8,25,6484.53
merged,8,26,477.58
merged,8,27,0.26
merged,8,28,0.12
merged,8,29,0.31
merged,8,30,0.08
merged,8,31,0.18
merged,8,32,0.30
merged,8,33,678.49
merged,8,34,1548.55
merged,8,35,0.21
merged,8,36,0.16
merged,8,37,0.03
merged,8,38,0.19
merged,8,39,0.03
merged,12,0,1789.95
merged,12,1,72.49
merged,12,2,0.14
merged,12,3,163.63
merged,12,4,0.19
merged,12,5,0.15
merged,12,6,0.18
merged,12,7,88.17
merged,12,8,0.19
merged,12,9,173.86
merged,12,10,0.26
merged,12,11,0.18
merged,12,12,771.93
merged,12,13,2836.91
merged,12,14,0.10
merged,12,15,884.70
merged,12,16,4780.39
merged,12,17,0.16
merged,12,18,0.04
merged,12,19,0.28
merged,12,20,0.12
merged,12,21,0.11
merged,12,22,0.44
merged,12,23,0.17
merged,12,24,0.12
merged,12,25,0.20
merged,12,26,0.32
merged,12,27,0.10
merged,12,28,1119.46
merged,12,29,0.20
merged,12,30,0.13
merged,12,31,0.11
merged,12,32,0.10
merged,12,33,0.07
merged,12,34,0.13
merged,12,35,0.11
merged,12,36,0.06
merged,12,37,0.22
merged,12,38,0.15
merged,12,39,0.03
merged,20,0,1349.99
merged,20,1,307.32
merged,20,2,1286.19
merged,20,3,835.24
merged,20,4,0.18
merged,20,5,0.12
merged,20,6,0.03
merged,20,7,0.03
merged,20,8,0.09
merged,20,9,0.13
merged,20,10,0.18
merged,20,11,0.04
merged,20,12,0.06
merged,20,13,0.27
merged,20,14,0.22
merged,20,15,0.03
merged,20,16,0.14
merged,20,17,0.06
merged,20,18,0.07
merged,20,19,0.07
merged,20,20,59.35
merged,20,21,12536.15
merged,20,22,0.38
merged,20,23,0.13
merged,20,24,0.12
merged,20,25,0.27
merged,20,26,0.22
merged,20,27,0.16
merged,20,28,0.23
merged,20,29,0.05
merged,20,30,0.28
merged,20,31,0.25
merged,20,32,0.04
merged,20,33,0.04
merged,20,34,0.74
merged,20,35,0.04
merged,20,36,0.12
merged,20,37,0.03
merged,20,38,0.02
merged,20,39,0.25
