dataset,num_workers,batch_idx,wall_ms
single,1,0,15756.06
single,1,1,10993.67
single,1,2,10700.07
single,1,3,13176.81
single,1,4,10604.35
single,1,5,12435.21
single,1,6,10107.30
single,1,7,10192.47
single,1,8,10126.43
single,1,9,10853.82
single,1,10,10694.54
single,1,11,20284.08
single,1,12,11457.42
single,1,13,18195.29
single,1,14,14392.95
single,1,15,11117.37
single,1,16,19746.15
single,1,17,9483.46
single,1,18,11368.44
single,1,19,9430.65
single,1,20,11023.41
single,1,21,15927.81
single,1,22,10258.97
single,1,23,12146.05
single,1,24,10116.96
single,1,25,9734.11
single,1,26,9599.77
single,1,27,9356.75
single,1,28,15644.39
single,1,29,10487.99
single,1,30,10214.05
single,1,31,11749.16
single,1,32,10186.24
single,1,33,12799.86
single,1,34,17390.78
single,1,35,12360.93
single,1,36,9211.14
single,1,37,9430.64
single,1,38,9280.11
single,1,39,17581.38
single,4,0,11612.25
single,4,1,0.08
single,4,2,9054.85
single,4,3,0.08
single,4,4,1332.01
single,4,5,0.16
single,4,6,8466.53
single,4,7,0.14
single,4,8,2409.89
single,4,9,0.17
single,4,10,7575.51
single,4,11,0.26
single,4,12,2623.08
single,4,13,0.28
single,4,14,7948.15
single,4,15,0.18
single,4,16,2791.53
single,4,17,0.24
single,4,18,7326.72
single,4,19,0.37
single,4,20,2854.08
single,4,21,0.10
single,4,22,7814.49
single,4,23,0.26
single,4,24,2745.47
single,4,25,0.08
single,4,26,9279.14
single,4,27,0.19
single,4,28,3157.36
single,4,29,0.19
single,4,30,7354.08
single,4,31,0.34
single,4,32,3785.07
single,4,33,0.10
single,4,34,6686.95
single,4,35,0.24
single,4,36,3795.53
single,4,37,0.09
single,4,38,6540.61
single,4,39,0.21
single,8,0,11520.22
single,8,1,888.62
single,8,2,0.13
single,8,3,155.99
single,8,4,570.01
single,8,5,0.08
single,8,6,0.11
single,8,7,0.09
single,8,8,9245.88
single,8,9,503.32
single,8,10,505.50
single,8,11,664.55
single,8,12,392.48
single,8,13,0.09
single,8,14,0.13
single,8,15,0.35
single,8,16,9740.01
single,8,17,346.21
single,8,18,68.19
single,8,19,355.14
single,8,20,1238.16
single,8,21,0.15
single,8,22,0.05
single,8,23,0.12
single,8,24,10458.77
single,8,25,308.64
single,8,26,324.39
single,8,27,0.21
single,8,28,2831.42
single,8,29,0.10
single,8,30,0.18
single,8,31,0.15
single,8,32,9859.00
single,8,33,0.19
single,8,34,0.11
single,8,35,0.05
single,8,36,3445.37
single,8,37,0.25
single,8,38,0.12
single,8,39,0.30
single,12,0,12971.63
single,12,1,2351.86
single,12,2,0.12
single,12,3,0.16
single,12,4,0.12
single,12,5,0.06
single,12,6,0.16
single,12,7,0.18
single,12,8,0.03
single,12,9,0.18
single,12,10,0.08
single,12,11,0.09
single,12,12,9085.19
single,12,13,2194.60
single,12,14,0.32
single,12,15,658.98
single,12,16,0.16
single,12,17,0.12
single,12,18,0.07
single,12,19,0.15
single,12,20,0.04
single,12,21,0.14
single,12,22,0.03
single,12,23,0.06
single,12,24,8975.53
single,12,25,3160.08
single,12,26,0.17
single,12,27,764.35
single,12,28,0.13
single,12,29,0.04
single,12,30,0.28
single,12,31,0.28
single,12,32,0.14
single,12,33,0.11
single,12,34,0.08
single,12,35,0.10
single,12,36,7417.72
single,12,37,4475.26
single,12,38,0.24
single,12,39,352.58
single,20,0,14081.12
single,20,1,1041.15
single,20,2,0.13
single,20,3,0.22
single,20,4,0.13
single,20,5,0.10
single,20,6,553.92
single,20,7,0.37
single,20,8,2315.09
single,20,9,0.10
single,20,10,0.15
single,20,11,0.15
single,20,12,0.22
single,20,13,0.06
single,20,14,0.10
single,20,15,0.10
single,20,16,0.15
single,20,17,0.07
single,20,18,0.07
single,20,19,0.07
single,20,20,12578.73
single,20,21,0.27
single,20,22,0.06
single,20,23,0.21
single,20,24,0.09
single,20,25,0.04
single,20,26,0.22
single,20,27,0.11
single,20,28,1628.10
single,20,29,0.27
single,20,30,0.06
single,20,31,0.28
single,20,32,0.14
single,20,33,0.09
single,20,34,0.12
single,20,35,368.78
single,20,36,0.10
single,20,37,0.15
single,20,38,0.20
single,20,39,0.10
merged,1,0,2041.48
merged,1,1,1445.24
merged,1,2,1595.29
merged,1,3,1359.94
merged,1,4,1472.10
merged,1,5,1552.01
merged,1,6,2177.42
merged,1,7,1363.10
merged,1,8,1494.84
merged,1,9,1452.36
merged,1,10,1327.10
merged,1,11,2665.71
merged,1,12,1266.82
merged,1,13,1272.38
merged,1,14,1264.94
merged,1,15,1334.80
merged,1,16,1293.93
merged,1,17,1358.91
merged,1,18,1137.74
merged,1,19,1233.23
merged,1,20,1151.73
merged,1,21,1635.65
merged,1,22,1176.74
merged,1,23,2797.40
merged,1,24,1049.63
merged,1,25,1067.01
merged,1,26,1055.36
merged,1,27,1029.06
merged,1,28,880.53
merged,1,29,3387.82
merged,1,30,935.88
merged,1,31,933.92
merged,1,32,2090.70
merged,1,33,897.45
merged,1,34,1820.52
merged,1,35,830.22
merged,1,36,708.01
merged,1,37,874.14
merged,1,38,718.31
merged,1,39,752.51
merged,4,0,1020.37
merged,4,1,0.25
merged,4,2,62.59
merged,4,3,0.09
merged,4,4,769.28
merged,4,5,93.30
merged,4,6,0.19
merged,4,7,0.04
merged,4,8,852.94
merged,4,9,0.16
merged,4,10,0.03
merged,4,11,0.02
merged,4,12,831.90
merged,4,13,0.16
merged,4,14,0.13
merged,4,15,0.12
merged,4,16,763.50
merged,4,17,0.19
merged,4,18,0.03
merged,4,19,0.03
merged,4,20,765.52
merged,4,21,0.07
merged,4,22,0.11
merged,4,23,0.21
merged,4,24,791.27
merged,4,25,0.07
merged,4,26,0.02
merged,4,27,0.05
merged,4,28,722.54
merged,4,29,0.22
merged,4,30,0.06
merged,4,31,729.75
merged,4,32,93.35
merged,4,33,0.17
merged,4,34,0.03
merged,4,35,712.69
merged,4,36,0.08
merged,4,37,0.03
merged,4,38,0.03
merged,4,39,803.09
merged,8,0,1177.19
merged,8,1,0.26
merged,8,2,0.07
merged,8,3,0.42
merged,8,4,39.33
merged,8,5,0.19
merged,8,6,0.03
merged,8,7,0.02
merged,8,8,685.34
merged,8,9,0.19
merged,8,10,17614.15
merged,8,11,0.21
merged,8,12,0.23
merged,8,13,0.07
merged,8,14,0.03
merged,8,15,0.04
merged,8,16,0.02
merged,8,17,0.02
merged,8,18,9286.36
merged,8,19,0.09
merged,8,20,0.06
merged,8,21,0.03
merged,8,22,0.11
merged,8,23,0.13
merged,8,24,0.14
merged,8,25,0.44
merged,8,26,1082.83
merged,8,27,0.16
merged,8,28,0.05
merged,8,29,0.25
merged,8,30,0.06
merged,8,31,0.10
merged,8,32,0.13
merged,8,33,0.10
merged,8,34,1538.86
merged,8,35,0.17
merged,8,36,0.07
merged,8,37,0.28
merged,8,38,0.16
merged,8,39,0.28
merged,12,0,1642.49
merged,12,1,0.15
merged,12,2,0.05
merged,12,3,0.17
merged,12,4,1423.05
merged,12,5,0.12
merged,12,6,0.04
merged,12,7,0.10
merged,12,8,0.04
merged,12,9,0.20
merged,12,10,0.04
merged,12,11,0.30
merged,12,12,0.09
merged,12,13,0.02
merged,12,14,0.24
merged,12,15,0.06
merged,12,16,993.94
merged,12,17,0.25
merged,12,18,0.78
merged,12,19,0.37
merged,12,20,0.09
merged,12,21,7882.99
merged,12,22,0.48
merged,12,23,0.06
merged,12,24,0.05
merged,12,25,0.03
merged,12,26,0.14
merged,12,27,0.37
merged,12,28,0.15
merged,12,29,0.06
merged,12,30,0.05
merged,12,31,0.18
merged,12,32,0.24
merged,12,33,895.49
merged,12,34,0.14
merged,12,35,0.13
merged,12,36,0.04
merged,12,37,0.11
merged,12,38,0.13
merged,12,39,0.30
merged,20,0,2235.83
merged,20,1,771.85
merged,20,2,0.27
merged,20,3,0.12
merged,20,4,6254.83
merged,20,5,0.11
merged,20,6,0.03
merged,20,7,0.31
merged,20,8,0.07
merged,20,9,0.03
merged,20,10,0.03
merged,20,11,0.56
merged,20,12,0.06
merged,20,13,0.46
merged,20,14,0.05
merged,20,15,0.09
merged,20,16,0.13
merged,20,17,0.17
merged,20,18,0.03
merged,20,19,0.03
merged,20,20,0.21
merged,20,21,0.11
merged,20,22,0.07
merged,20,23,0.06
merged,20,24,1959.94
merged,20,25,0.09
merged,20,26,0.02
merged,20,27,0.11
merged,20,28,0.04
merged,20,29,0.40
merged,20,30,0.09
merged,20,31,0.03
merged,20,32,0.23
merged,20,33,0.07
merged,20,34,2160.25
merged,20,35,0.15
merged,20,36,0.15
merged,20,37,0.09
merged,20,38,0.06
merged,20,39,0.26
