dataset,num_workers,batch_idx,wall_ms
single,12,21,0.04
single,12,22,0.20
single,12,23,0.04
single,12,24,10002.17
single,12,25,376.76
single,12,26,0.16
single,12,27,0.16
single,12,28,0.07
single,12,29,2104.36
single,12,30,0.08
single,12,31,0.10
single,12,32,0.13
single,12,33,0.16
single,12,34,0.06
single,12,35,0.19
single,12,36,9769.81
single,12,37,1684.15
single,12,38,0.19
single,12,39,0.11
single,20,0,14533.54
single,20,1,2804.04
single,20,2,0.37
single,20,3,0.05
single,20,4,0.27
single,20,5,1113.40
single,20,6,0.22
single,20,7,0.14
single,20,8,0.11
single,20,9,0.03
single,20,10,0.14
single,20,11,0.24
single,20,12,0.03
single,20,13,0.15
single,20,14,0.04
single,20,15,0.34
single,20,16,0.35
single,20,17,0.21
single,20,18,0.11
single,20,19,0.06
single,20,20,10915.43
single,20,21,984.40
single,20,22,0.21
single,20,23,0.12
single,20,24,0.13
single,20,25,2820.75
single,20,26,0.29
single,20,27,0.13
single,20,28,0.04
single,20,29,0.12
single,20,30,0.38
single,20,31,0.14
single,20,32,0.04
single,20,33,0.19
single,20,34,0.10
single,20,35,0.09
single,20,36,228.01
single,20,37,0.21
single,20,38,0.06
single,20,39,0.11
merged,1,0,1801.05
merged,1,1,2056.42
merged,1,2,1475.29
merged,1,3,1199.44
merged,1,4,1226.47
merged,1,5,1108.70
merged,1,6,1149.96
merged,1,7,1083.88
merged,1,8,2825.70
merged,1,9,1076.35
merged,1,10,1087.55
merged,1,11,1105.93
merged,1,12,1082.81
merged,1,13,971.28
merged,1,14,2948.37
merged,1,15,1055.91
merged,1,16,959.85
merged,1,17,6227.59
merged,1,18,965.26
merged,1,19,953.41
merged,1,20,1023.70
merged,1,21,5189.47
merged,1,22,764.21
merged,1,23,816.21
merged,1,24,912.08
merged,1,25,4270.82
merged,1,26,940.57
merged,1,27,842.91
merged,1,28,996.27
merged,1,29,863.84
merged,1,30,797.19
merged,1,31,903.13
merged,1,32,946.22
merged,1,33,1059.40
merged,1,34,3105.49
merged,1,35,911.86
merged,1,36,1080.17
merged,1,37,993.36
merged,1,38,1158.65
merged,1,39,1080.12
merged,4,0,973.82
merged,4,1,0.10
merged,4,2,5348.41
merged,4,3,0.26
merged,4,4,0.08
merged,4,5,0.06
merged,4,6,868.47
merged,4,7,0.28
merged,4,8,0.13
merged,4,9,0.14
merged,4,10,797.59
merged,4,11,0.19
merged,4,12,0.15
merged,4,13,0.09
merged,4,14,851.96
merged,4,15,0.17
merged,4,16,0.29
merged,4,17,0.03
merged,4,18,733.44
merged,4,19,0.20
merged,4,20,0.09
merged,4,21,0.19
merged,4,22,654.94
merged,4,23,0.07
merged,4,24,0.07
merged,4,25,0.02
merged,4,26,17897.63
merged,4,27,0.11
merged,4,28,0.21
merged,4,29,0.08
merged,4,30,891.26
merged,4,31,0.08
merged,4,32,0.07
merged,4,33,0.03
merged,4,34,907.68
merged,4,35,0.18
merged,4,36,0.09
merged,4,37,0.05
merged,4,38,1121.06
merged,4,39,0.19
merged,8,0,1143.61
merged,8,1,121.20
merged,8,2,0.27
merged,8,3,54.39
merged,8,4,0.08
merged,8,5,0.03
merged,8,6,0.19
merged,8,7,0.29
merged,8,8,713.94
merged,8,9,184.46
merged,8,10,0.22
merged,8,11,0.03
merged,8,12,53.32
merged,8,13,0.16
merged,8,14,0.03
merged,8,15,0.03
merged,8,16,561.30
merged,8,17,17926.49
merged,8,18,0.11
merged,8,19,0.23
merged,8,20,0.03
merged,8,21,0.12
merged,8,22,0.10
merged,8,23,0.03
merged,8,24,0.32
merged,8,25,1037.99
merged,8,26,0.17
merged,8,27,0.07
merged,8,28,0.24
merged,8,29,0.11
merged,8,30,0.32
merged,8,31,0.05
merged,8,32,0.09
merged,8,33,3542.81
merged,8,34,0.10
merged,8,35,0.15
merged,8,36,0.12
merged,8,37,0.13
merged,8,38,0.05
merged,8,39,0.24
merged,12,0,1712.89
merged,12,1,1511.52
merged,12,2,0.30
merged,12,3,0.06
merged,12,4,0.13
merged,12,5,0.11
merged,12,6,0.12
merged,12,7,0.05
merged,12,8,367.57
merged,12,9,0.09
merged,12,10,0.04
merged,12,11,0.25
merged,12,12,2308.04
merged,12,13,3556.30
merged,12,14,0.10
merged,12,15,0.11
merged,12,16,0.18
merged,12,17,2476.92
merged,12,18,0.19
merged,12,19,0.08
merged,12,20,0.13
merged,12,21,0.16
merged,12,22,0.34
merged,12,23,0.08
merged,12,24,0.16
merged,12,25,0.06
merged,12,26,0.20
merged,12,27,0.10
merged,12,28,0.14
merged,12,29,1137.83
merged,12,30,0.09
merged,12,31,0.13
merged,12,32,0.24
merged,12,33,0.06
merged,12,34,0.12
merged,12,35,0.11
merged,12,36,2169.24
merged,12,37,0.19
merged,12,38,0.09
merged,12,39,0.03
merged,20,0,5124.65
merged,20,1,0.24
merged,20,2,2190.29
merged,20,3,0.08
merged,20,4,0.04
merged,20,5,0.04
merged,20,6,0.29
merged,20,7,0.07
merged,20,8,0.03
merged,20,9,0.17
merged,20,10,0.39
merged,20,11,0.03
merged,20,12,0.08
merged,20,13,0.12
merged,20,14,0.16
merged,20,15,5565.82
merged,20,16,0.41
merged,20,17,0.08
merged,20,18,0.20
merged,20,19,0.03
merged,20,20,0.19
merged,20,21,0.05
merged,20,22,0.19
merged,20,23,0.10
merged,20,24,0.18
merged,20,25,0.13
merged,20,26,0.10
merged,20,27,0.11
merged,20,28,0.06
merged,20,29,0.15
merged,20,30,0.10
merged,20,31,0.03
merged,20,32,0.02
merged,20,33,0.28
merged,20,34,0.10
merged,20,35,3480.32
merged,20,36,0.15
merged,20,37,0.10
merged,20,38,0.09
merged,20,39,0.11
