dataset,num_workers,batch_idx,wall_ms
merged,12,30,0.33
merged,12,31,0.26
merged,12,32,0.23
merged,12,33,0.08
merged,12,34,0.03
merged,12,35,0.19
merged,12,36,0.13
merged,12,37,0.06
merged,12,38,0.23
merged,12,39,0.10
merged,20,0,2665.71
merged,20,1,0.20
merged,20,2,0.17
merged,20,3,0.04
merged,20,4,4192.73
merged,20,5,0.30
merged,20,6,0.15
merged,20,7,0.37
merged,20,8,0.16
merged,20,9,0.18
merged,20,10,0.07
merged,20,11,0.23
merged,20,12,0.05
merged,20,13,0.12
merged,20,14,0.27
merged,20,15,0.06
merged,20,16,0.33
merged,20,17,0.09
merged,20,18,0.13
merged,20,19,0.13
merged,20,20,0.13
merged,20,21,0.11
merged,20,22,0.03
merged,20,23,0.13
merged,20,24,3617.91
merged,20,25,0.08
merged,20,26,0.03
merged,20,27,0.03
merged,20,28,0.12
merged,20,29,0.27
merged,20,30,0.15
merged,20,31,0.10
merged,20,32,0.04
merged,20,33,0.18
merged,20,34,0.10
merged,20,35,0.31
merged,20,36,0.10
merged,20,37,0.07
merged,20,38,0.06
merged,20,39,0.09
