dataset,num_workers,batch_idx,wall_ms
single,1,0,19377.25
single,1,1,12526.50
single,1,2,13063.87
single,1,3,10594.74
single,1,4,10331.09
single,1,5,10163.31
single,1,6,10599.49
single,1,7,9855.13
single,1,8,10949.27
single,1,9,11262.72
single,1,10,11567.79
single,1,11,22572.50
single,1,12,10479.01
single,1,13,24758.78
single,1,14,14997.49
single,1,15,16861.80
single,1,16,9893.20
single,1,17,10057.32
single,1,18,18235.29
single,1,19,9662.04
single,1,20,9580.31
single,1,21,16906.79
single,1,22,9671.69
single,1,23,21207.03
single,1,24,9942.64
single,1,25,21125.59
single,1,26,9856.99
single,1,27,9573.98
single,1,28,10075.08
single,1,29,15784.79
single,1,30,16199.69
single,1,31,15263.55
single,1,32,13844.61
single,1,33,9680.95
single,1,34,9816.78
single,1,35,9438.30
single,1,36,12025.93
single,1,37,10256.47
single,1,38,10595.10
single,1,39,11132.51
single,4,0,10836.23
single,4,1,248.71
single,4,2,0.14
single,4,3,216.07
single,4,4,9640.26
single,4,5,410.35
single,4,6,0.21
single,4,7,167.74
single,4,8,10352.71
single,4,9,0.10
single,4,10,0.10
single,4,11,0.12
single,4,12,10707.12
single,4,13,0.21
single,4,14,0.06
single,4,15,0.21
single,4,16,9911.86
single,4,17,1162.76
single,4,18,0.15
single,4,19,0.05
single,4,20,9193.45
single,4,21,1318.78
single,4,22,0.15
single,4,23,0.05
single,4,24,8564.24
single,4,25,1277.69
single,4,26,0.19
single,4,27,0.11
single,4,28,9346.81
single,4,29,927.11
single,4,30,0.17
single,4,31,0.11
single,4,32,9019.06
single,4,33,897.48
single,4,34,0.08
single,4,35,0.12
single,4,36,9062.15
single,4,37,2086.20
single,4,38,0.15
single,4,39,0.14
single,8,0,11850.24
single,8,1,1273.02
single,8,2,0.21
single,8,3,590.08
single,8,4,0.24
single,8,5,0.12
single,8,6,716.22
single,8,7,0.24
single,8,8,10868.50
single,8,9,0.44
single,8,10,196.52
single,8,11,1489.62
single,8,12,0.19
single,8,13,0.08
single,8,14,307.04
single,8,15,0.19
single,8,16,9389.98
single,8,17,187.15
single,8,18,949.60
single,8,19,1055.10
single,8,20,0.28
single,8,21,0.11
single,8,22,273.33
single,8,23,0.16
single,8,24,8989.95
single,8,25,308.48
single,8,26,1623.14
single,8,27,284.10
single,8,28,78.99
single,8,29,0.20
single,8,30,0.04
single,8,31,0.03
single,8,32,8372.13
single,8,33,750.25
single,8,34,2358.41
single,8,35,0.32
single,8,36,234.47
single,8,37,0.09
single,8,38,0.24
single,8,39,0.05
single,12,0,13824.54
single,12,1,936.33
single,12,2,0.19
single,12,3,0.11
single,12,4,0.10
single,12,5,0.11
single,12,6,0.08
single,12,7,0.07
single,12,8,0.10
single,12,9,0.12
single,12,10,143.87
single,12,11,0.20
single,12,12,11309.69
single,12,13,3022.11
single,12,14,0.11
single,12,15,0.23
single,12,16,0.12
single,12,17,0.04
single,12,18,0.17
single,12,19,0.17
single,12,20,0.17
single,12,21,0.04
single,12,22,0.04
single,12,23,0.31
single,12,24,8910.45
single,12,25,3131.28
single,12,26,0.23
single,12,27,0.18
single,12,28,0.20
single,12,29,0.06
single,12,30,0.22
single,12,31,0.19
single,12,32,0.12
single,12,33,683.36
single,12,34,1062.95
single,12,35,0.19
single,12,36,6621.95
single,12,37,4464.84
single,12,38,0.40
single,12,39,0.21
single,20,0,14617.97
single,20,1,0.21
single,20,2,0.09
single,20,3,1505.56
single,20,4,0.28
single,20,5,0.35
single,20,6,1052.44
single,20,7,0.19
single,20,8,0.15
single,20,9,0.21
single,20,10,0.11
single,20,11,0.14
single,20,12,0.11
single,20,13,130.32
single,20,14,0.23
single,20,15,0.06
single,20,16,0.29
single,20,17,0.25
single,20,18,0.13
single,20,19,0.09
single,20,20,10833.43
single,20,21,1625.43
single,20,22,0.22
single,20,23,2186.71
single,20,24,0.18
single,20,25,0.51
single,20,26,258.02
single,20,27,0.24
single,20,28,0.14
single,20,29,0.13
single,20,30,0.06
single,20,31,0.10
single,20,32,0.43
single,20,33,536.01
single,20,34,0.20
single,20,35,0.10
single,20,36,0.41
single,20,37,0.10
single,20,38,0.12
single,20,39,0.10
merged,1,0,1839.23
merged,1,1,1441.86
merged,1,2,1296.43
merged,1,3,1652.44
merged,1,4,1448.13
merged,1,5,2371.27
merged,1,6,1148.62
merged,1,7,1154.37
merged,1,8,1316.96
merged,1,9,1079.97
merged,1,10,1225.72
merged,1,11,1094.63
merged,1,12,1173.59
merged,1,13,1141.32
merged,1,14,985.52
merged,1,15,1036.80
merged,1,16,5441.25
merged,1,17,1005.43
merged,1,18,1006.96
merged,1,19,893.97
merged,1,20,703.01
merged,1,21,861.43
merged,1,22,886.66
merged,1,23,865.53
merged,1,24,942.44
merged,1,25,924.40
merged,1,26,882.04
merged,1,27,829.40
merged,1,28,947.05
merged,1,29,868.60
merged,1,30,816.84
merged,1,31,851.99
merged,1,32,841.84
merged,1,33,25247.79
merged,1,34,8275.91
merged,1,35,1250.83
merged,1,36,999.88
merged,1,37,1159.56
merged,1,38,1025.66
merged,1,39,1000.96
merged,4,0,1780.17
merged,4,1,349.67
merged,4,2,465.29
merged,4,3,0.09
merged,4,4,707.82
merged,4,5,0.11
merged,4,6,282.87
merged,4,7,0.13
merged,4,8,1214.05
merged,4,9,0.14
merged,4,10,15332.14
merged,4,11,0.09
merged,4,12,0.05
merged,4,13,0.12
merged,4,14,1414.35
merged,4,15,0.20
merged,4,16,0.12
merged,4,17,0.16
merged,4,18,1371.17
merged,4,19,0.20
merged,4,20,0.15
merged,4,21,0.11
merged,4,22,830.11
merged,4,23,0.18
merged,4,24,0.03
merged,4,25,0.08
merged,4,26,4943.01
merged,4,27,0.22
merged,4,28,0.05
merged,4,29,0.10
merged,4,30,1470.67
merged,4,31,0.18
merged,4,32,0.04
merged,4,33,0.03
merged,4,34,5156.76
merged,4,35,0.21
merged,4,36,0.04
merged,4,37,155.89
merged,4,38,703.06
merged,4,39,0.11
merged,8,0,2380.50
merged,8,1,133.95
merged,8,2,0.19
merged,8,3,0.05
merged,8,4,20480.29
merged,8,5,0.11
merged,8,6,0.09
merged,8,7,0.33
merged,8,8,0.65
merged,8,9,0.11
merged,8,10,0.05
merged,8,11,0.23
merged,8,12,1043.69
merged,8,13,0.20
merged,8,14,0.14
merged,8,15,0.14
merged,8,16,0.21
merged,8,17,0.12
merged,8,18,0.11
merged,8,19,0.11
merged,8,20,1014.85
merged,8,21,0.18
merged,8,22,0.05
merged,8,23,0.13
merged,8,24,0.14
merged,8,25,0.12
merged,8,26,0.17
merged,8,27,0.21
merged,8,28,1263.17
merged,8,29,0.19
merged,8,30,0.03
merged,8,31,0.26
merged,8,32,0.15
merged,8,33,0.03
merged,8,34,0.03
merged,8,35,0.10
merged,8,36,876.85
merged,8,37,0.21
merged,8,38,0.04
merged,8,39,0.30
merged,12,0,2694.54
merged,12,1,0.21
merged,12,2,0.12
merged,12,3,2607.54
merged,12,4,4698.21
merged,12,5,0.22
merged,12,6,0.10
merged,12,7,0.13
merged,12,8,0.23
merged,12,9,0.03
merged,12,10,0.22
merged,12,11,0.05
merged,12,12,0.10
merged,12,13,0.22
merged,12,14,0.13
merged,12,15,0.13
merged,12,16,907.65
merged,12,17,0.29
merged,12,18,0.18
merged,12,19,0.16
merged,12,20,0.06
merged,12,21,0.22
merged,12,22,0.13
merged,12,23,0.08
merged,12,24,0.12
merged,12,25,0.03
merged,12,26,0.21
merged,12,27,0.11
merged,12,28,1008.15
merged,12,29,0.10
