dataset,num_workers,batch_idx,wall_ms
merged,8,25,0.21
merged,8,26,0.03
merged,8,27,0.03
merged,8,28,0.42
merged,8,29,0.06
merged,8,30,1133.79
merged,8,31,0.20
merged,8,32,0.18
merged,8,33,0.03
merged,8,34,0.02
merged,8,35,0.02
merged,8,36,0.31
merged,8,37,0.02
merged,8,38,4702.49
merged,8,39,0.12
merged,12,0,10624.11
merged,12,1,0.11
merged,12,2,0.04
merged,12,3,0.04
merged,12,4,0.24
merged,12,5,0.09
merged,12,6,0.48
merged,12,7,0.04
merged,12,8,0.04
merged,12,9,0.04
merged,12,10,0.29
merged,12,11,0.03
merged,12,12,2198.44
merged,12,13,0.16
merged,12,14,627.86
merged,12,15,0.30
merged,12,16,0.17
merged,12,17,0.10
merged,12,18,29.20
merged,12,19,0.15
merged,12,20,0.05
merged,12,21,0.03
merged,12,22,0.03
merged,12,23,0.10
merged,12,24,5137.80
merged,12,25,0.18
merged,12,26,0.14
merged,12,27,0.21
merged,12,28,0.41
merged,12,29,0.31
merged,12,30,0.20
merged,12,31,0.14
merged,12,32,0.05
merged,12,33,0.21
merged,12,34,0.03
merged,12,35,0.18
merged,12,36,2321.59
merged,12,37,0.13
merged,12,38,0.04
merged,12,39,0.02
merged,20,0,6365.47
merged,20,1,0.09
merged,20,2,0.21
merged,20,3,0.08
merged,20,4,0.07
merged,20,5,0.07
merged,20,6,0.06
merged,20,7,0.03
merged,20,8,0.09
merged,20,9,0.05
merged,20,10,0.03
merged,20,11,0.13
merged,20,12,0.06
merged,20,13,0.06
merged,20,14,0.06
merged,20,15,0.07
merged,20,16,0.06
merged,20,17,0.07
merged,20,18,0.06
merged,20,19,0.07
merged,20,20,3988.00
merged,20,21,0.22
merged,20,22,0.21
merged,20,23,0.13
merged,20,24,0.13
merged,20,25,0.07
merged,20,26,0.07
merged,20,27,0.03
merged,20,28,0.06
merged,20,29,0.08
merged,20,30,0.10
merged,20,31,0.02
merged,20,32,0.16
merged,20,33,0.12
merged,20,34,0.08
merged,20,35,0.07
merged,20,36,0.05
merged,20,37,0.03
merged,20,38,491.73
merged,20,39,0.28
