dataset,num_workers,batch_idx,wall_ms
merged,4,7,0.21
merged,4,8,0.03
merged,4,9,0.08
merged,4,10,998.20
merged,4,11,0.22
merged,4,12,0.03
merged,4,13,0.03
merged,4,14,1030.16
merged,4,15,0.38
merged,4,16,0.45
merged,4,17,0.10
merged,4,18,847.21
merged,4,19,0.20
merged,4,20,0.11
merged,4,21,0.12
merged,4,22,3274.44
merged,4,23,0.24
merged,4,24,0.12
merged,4,25,0.15
merged,4,26,2994.70
merged,4,27,0.26
merged,4,28,0.11
merged,4,29,0.22
merged,4,30,5975.67
merged,4,31,0.16
merged,4,32,0.17
merged,4,33,0.23
merged,4,34,799.31
merged,4,35,0.20
merged,4,36,0.11
merged,4,37,0.09
merged,4,38,883.95
merged,4,39,0.11
merged,8,0,1488.26
merged,8,1,0.17
merged,8,2,8877.63
merged,8,3,0.17
merged,8,4,0.03
merged,8,5,0.16
merged,8,6,0.04
merged,8,7,0.12
merged,8,8,0.04
merged,8,9,0.22
merged,8,10,4208.39
merged,8,11,0.21
merged,8,12,0.04
merged,8,13,0.12
merged,8,14,0.03
merged,8,15,0.23
merged,8,16,0.09
merged,8,17,0.17
merged,8,18,1666.68
merged,8,19,0.10
merged,8,20,0.10
merged,8,21,0.05
merged,8,22,0.03
merged,8,23,0.02
merged,8,24,0.10
merged,8,25,0.62
merged,8,26,3618.06
merged,8,27,0.09
merged,8,28,0.03
merged,8,29,0.03
merged,8,30,0.02
merged,8,31,0.02
merged,8,32,0.02
merged,8,33,0.04
merged,8,34,1302.99
merged,8,35,0.20
merged,8,36,0.10
merged,8,37,0.22
merged,8,38,0.03
merged,8,39,0.17
merged,12,0,3723.84
merged,12,1,0.32
merged,12,2,0.10
merged,12,3,0.15
merged,12,4,0.16
merged,12,5,0.19
merged,12,6,0.25
merged,12,7,0.04
merged,12,8,0.10
merged,12,9,0.17
merged,12,10,435.86
merged,12,11,0.24
merged,12,12,976.95
merged,12,13,0.08
merged,12,14,0.11
merged,12,15,0.20
merged,12,16,0.15
merged,12,17,0.03
merged,12,18,0.10
merged,12,19,0.18
merged,12,20,13474.90
merged,12,21,0.13
merged,12,22,0.20
merged,12,23,0.12
merged,12,24,0.05
merged,12,25,0.14
merged,12,26,0.14
merged,12,27,0.07
merged,12,28,0.16
merged,12,29,0.34
merged,12,30,0.05
merged,12,31,0.12
merged,12,32,1104.98
merged,12,33,0.20
merged,12,34,0.11
merged,12,35,0.09
merged,12,36,0.26
merged,12,37,0.16
merged,12,38,0.05
merged,12,39,0.08
merged,20,0,5347.36
merged,20,1,0.20
merged,20,2,864.69
merged,20,3,0.19
merged,20,4,0.06
merged,20,5,0.17
merged,20,6,0.33
merged,20,7,0.14
merged,20,8,8780.46
merged,20,9,0.11
merged,20,10,0.03
merged,20,11,0.02
merged,20,12,0.02
merged,20,13,0.13
merged,20,14,0.54
merged,20,15,0.08
merged,20,16,0.11
merged,20,17,0.03
merged,20,18,0.12
merged,20,19,0.16
merged,20,20,0.14
merged,20,21,0.10
merged,20,22,0.02
merged,20,23,0.09
merged,20,24,44.56
merged,20,25,0.23
merged,20,26,0.11
merged,20,27,0.14
merged,20,28,828.27
merged,20,29,0.12
merged,20,30,0.05
merged,20,31,0.13
merged,20,32,0.23
merged,20,33,0.11
merged,20,34,0.19
merged,20,35,0.03
merged,20,36,0.17
merged,20,37,0.07
merged,20,38,0.06
merged,20,39,0.03
