dataset,num_workers,batch_idx,wall_ms
single,1,0,17820.36
single,1,1,11474.66
single,1,2,12907.51
single,1,3,10623.51
single,1,4,10911.30
single,1,5,10599.45
single,1,6,10410.57
single,1,7,10737.29
single,1,8,10535.33
single,1,9,12122.17
single,1,10,12687.12
single,1,11,13060.61
single,1,12,14729.51
single,1,13,10546.23
single,1,14,21590.13
single,1,15,10413.92
single,1,16,13072.52
single,1,17,10203.27
single,1,18,9841.14
single,1,19,10489.15
single,1,20,12210.70
single,1,21,12710.93
single,1,22,10163.94
single,1,23,30709.98
single,1,24,10864.85
single,1,25,9678.18
single,1,26,9834.71
single,1,27,15292.74
single,1,28,10184.04
single,1,29,9142.70
single,1,30,12942.94
single,1,31,17076.28
single,1,32,13138.75
single,1,33,9476.99
single,1,34,16210.44
single,1,35,22920.85
single,1,36,26084.87
single,1,37,11667.92
single,1,38,9928.74
single,1,39,10494.53
single,4,0,11457.52
single,4,1,116.99
single,4,2,449.96
single,4,3,0.20
single,4,4,9851.40
single,4,5,578.62
single,4,6,351.77
single,4,7,0.14
single,4,8,9396.29
single,4,9,333.83
single,4,10,782.75
single,4,11,0.18
single,4,12,9525.48
single,4,13,368.32
single,4,14,1212.54
single,4,15,0.19
single,4,16,9605.60
single,4,17,0.09
single,4,18,633.20
single,4,19,0.17
single,4,20,9983.00
single,4,21,0.12
single,4,22,872.65
single,4,23,0.09
single,4,24,9514.63
single,4,25,0.08
single,4,26,746.85
single,4,27,0.16
single,4,28,9925.04
single,4,29,0.08
single,4,30,1109.19
single,4,31,0.09
single,4,32,10892.46
single,4,33,0.16
single,4,34,1083.48
single,4,35,0.10
single,4,36,9879.46
single,4,37,0.18
single,4,38,1166.43
single,4,39,0.13
single,8,0,12171.11
single,8,1,1461.76
single,8,2,449.24
single,8,3,0.08
single,8,4,0.04
single,8,5,0.04
single,8,6,0.28
single,8,7,0.18
single,8,8,10353.18
single,8,9,789.79
single,8,10,558.44
single,8,11,0.08
single,8,12,0.18
single,8,13,0.09
single,8,14,0.11
single,8,15,0.09
single,8,16,10328.15
single,8,17,201.08
single,8,18,1282.56
single,8,19,0.18
single,8,20,0.12
single,8,21,0.16
single,8,22,0.08
single,8,23,0.03
single,8,24,10683.11
single,8,25,0.30
single,8,26,333.94
single,8,27,645.30
single,8,28,0.09
single,8,29,0.03
single,8,30,0.24
single,8,31,0.06
single,8,32,10851.55
single,8,33,0.26
single,8,34,680.69
single,8,35,669.15
single,8,36,0.11
single,8,37,0.05
single,8,38,0.19
single,8,39,0.13
single,12,0,13262.28
single,12,1,747.06
single,12,2,1127.70
single,12,3,0.21
single,12,4,0.29
single,12,5,0.12
single,12,6,0.06
single,12,7,0.20
single,12,8,0.18
single,12,9,0.04
single,12,10,0.03
single,12,11,0.04
single,12,12,10487.02
single,12,13,2306.54
single,12,14,4182.72
single,12,15,0.19
single,12,16,0.04
single,12,17,0.10
single,12,18,0.13
single,12,19,0.13
single,12,20,0.18
single,12,21,0.03
single,12,22,0.09
single,12,23,0.02
single,12,24,8558.08
single,12,25,0.25
single,12,26,4663.40
single,12,27,0.18
single,12,28,0.03
single,12,29,0.13
single,12,30,0.19
single,12,31,0.05
single,12,32,0.17
single,12,33,0.03
single,12,34,0.17
single,12,35,1830.73
single,12,36,6474.54
single,12,37,0.12
single,12,38,4599.04
single,12,39,0.13
single,20,0,15167.04
single,20,1,0.25
single,20,2,2361.64
single,20,3,0.22
single,20,4,0.18
single,20,5,0.17
single,20,6,262.10
single,20,7,291.04
single,20,8,0.24
single,20,9,0.13
single,20,10,0.12
single,20,11,0.09
single,20,12,0.25
single,20,13,0.13
single,20,14,0.12
single,20,15,0.13
single,20,16,0.05
single,20,17,0.22
single,20,18,0.13
single,20,19,0.10
single,20,20,11863.29
single,20,21,0.24
single,20,22,1557.20
single,20,23,0.11
single,20,24,0.16
single,20,25,0.13
single,20,26,0.03
single,20,27,235.62
single,20,28,0.20
single,20,29,0.08
single,20,30,0.04
single,20,31,701.81
single,20,32,0.21
single,20,33,0.16
single,20,34,0.12
single,20,35,0.11
single,20,36,0.11
single,20,37,0.14
single,20,38,0.11
single,20,39,0.05
merged,1,0,1404.22
merged,1,1,1126.43
merged,1,2,1017.83
merged,1,3,1013.23
merged,1,4,960.19
merged,1,5,2742.71
merged,1,6,886.05
merged,1,7,5162.44
merged,1,8,943.45
merged,1,9,994.21
merged,1,10,936.30
merged,1,11,843.84
merged,1,12,860.23
merged,1,13,2157.09
merged,1,14,1064.82
merged,1,15,959.47
merged,1,16,883.06
merged,1,17,1101.58
merged,1,18,972.28
merged,1,19,755.12
merged,1,20,924.53
merged,1,21,914.01
merged,1,22,886.90
merged,1,23,857.33
merged,1,24,841.15
merged,1,25,859.64
merged,1,26,754.44
merged,1,27,858.99
merged,1,28,859.96
merged,1,29,2307.29
merged,1,30,1432.03
merged,1,31,833.34
merged,1,32,821.85
merged,1,33,758.02
merged,1,34,713.72
merged,1,35,967.79
merged,1,36,907.60
merged,1,37,900.52
merged,1,38,822.20
merged,1,39,816.46
merged,4,0,1153.68
merged,4,1,0.11
merged,4,2,13925.89
merged,4,3,0.11
merged,4,4,0.13
merged,4,5,0.14
merged,4,6,1406.76
