dataset,num_workers,batch_idx,wall_ms
merged,4,15,0.02
merged,4,16,730.20
merged,4,17,0.26
merged,4,18,0.03
merged,4,19,0.03
merged,4,20,670.56
merged,4,21,0.08
merged,4,22,0.02
merged,4,23,0.07
merged,4,24,658.84
merged,4,25,0.13
merged,4,26,0.05
merged,4,27,0.26
merged,4,28,792.12
merged,4,29,0.11
merged,4,30,0.03
merged,4,31,0.26
merged,4,32,767.86
merged,4,33,1.93
merged,4,34,0.24
merged,4,35,0.06
merged,4,36,654.85
merged,4,37,0.19
merged,4,38,0.20
merged,4,39,0.09
merged,8,0,1142.66
merged,8,1,36.22
merged,8,2,0.19
merged,8,3,33.49
merged,8,4,0.17
merged,8,5,0.04
merged,8,6,0.10
merged,8,7,0.14
merged,8,8,600.06
merged,8,9,151.48
merged,8,10,0.17
merged,8,11,35.28
merged,8,12,0.09
merged,8,13,0.03
merged,8,14,0.02
merged,8,15,0.10
merged,8,16,627.70
merged,8,17,123.95
merged,8,18,0.17
merged,8,19,83.97
merged,8,20,0.19
merged,8,21,0.14
merged,8,22,0.13
merged,8,23,0.03
merged,8,24,393.58
merged,8,25,337.06
merged,8,26,0.27
merged,8,27,0.19
merged,8,28,0.09
merged,8,29,0.03
merged,8,30,0.15
merged,8,31,0.11
merged,8,32,469.59
merged,8,33,363.08
merged,8,34,0.09
merged,8,35,0.03
merged,8,36,0.15
merged,8,37,0.04
merged,8,38,0.34
merged,8,39,0.24
merged,12,0,1009.85
merged,12,1,33.49
merged,12,2,227.04
merged,12,3,128.64
merged,12,4,0.12
merged,12,5,0.04
merged,12,6,229.40
merged,12,7,0.22
merged,12,8,0.05
merged,12,9,0.12
merged,12,10,0.19
merged,12,11,0.03
merged,12,12,186.31
merged,12,13,71.64
merged,12,14,102.64
merged,12,15,176.21
merged,12,16,0.18
merged,12,17,0.10
merged,12,18,94.06
merged,12,19,0.27
merged,12,20,0.12
merged,12,21,0.06
merged,12,22,0.18
merged,12,23,36.10
merged,12,24,414.70
merged,12,25,0.26
merged,12,26,66.95
merged,12,27,329.59
merged,12,28,82.44
merged,12,29,0.18
merged,12,30,68.99
merged,12,31,0.12
merged,12,32,0.52
merged,12,33,0.41
merged,12,34,0.11
merged,12,35,44.10
merged,12,36,215.90
merged,12,37,31.10
merged,12,38,92.80
merged,12,39,335.13
merged,20,0,1199.16
merged,20,1,796.78
merged,20,2,42.15
merged,20,3,0.30
merged,20,4,0.09
merged,20,5,0.06
merged,20,6,0.24
merged,20,7,0.08
merged,20,8,0.03
merged,20,9,0.17
merged,20,10,0.12
merged,20,11,0.20
merged,20,12,0.03
merged,20,13,0.27
merged,20,14,83.47
merged,20,15,59.41
merged,20,16,0.10
merged,20,17,0.15
merged,20,18,0.06
merged,20,19,42.72
merged,20,20,41.70
merged,20,21,483.20
merged,20,22,127.95
merged,20,23,0.16
merged,20,24,0.15
merged,20,25,0.11
merged,20,26,0.23
merged,20,27,207.77
merged,20,28,0.25
merged,20,29,0.07
merged,20,30,0.15
merged,20,31,0.11
merged,20,32,0.33
merged,20,33,0.06
merged,20,34,107.95
merged,20,35,40.82
merged,20,36,0.10
merged,20,37,0.04
merged,20,38,0.48
merged,20,39,37.00
