dataset,num_workers,batch_idx,wall_ms
single,1,0,13027.29
single,1,1,13246.53
single,1,2,11915.64
single,1,3,17832.86
single,1,4,10683.29
single,1,5,11167.76
single,1,6,10633.31
single,1,7,10685.03
single,1,8,10560.50
single,1,9,11293.20
single,1,10,10869.96
single,1,11,10816.30
single,1,12,14103.07
single,1,13,10503.00
single,1,14,14342.91
single,1,15,10614.31
single,1,16,22780.10
single,1,17,11967.32
single,1,18,10968.08
single,1,19,10468.36
single,1,20,10259.79
single,1,21,9788.06
single,1,22,15083.54
single,1,23,14257.14
single,1,24,10783.89
single,1,25,15200.96
single,1,26,12878.18
single,1,27,11519.33
single,1,28,10624.70
single,1,29,9588.87
single,1,30,10653.26
single,1,31,10274.36
single,1,32,14991.78
single,1,33,9971.43
single,1,34,20754.98
single,1,35,11824.01
single,1,36,10338.08
single,1,37,10246.89
single,1,38,23992.40
single,1,39,10234.61
single,4,0,23124.90
single,4,1,0.14
single,4,2,0.05
single,4,3,0.03
single,4,4,13955.63
single,4,5,0.11
single,4,6,0.09
single,4,7,0.04
single,4,8,10991.77
single,4,9,0.13
single,4,10,0.10
single,4,11,0.10
single,4,12,10788.13
single,4,13,0.17
single,4,14,0.12
single,4,15,0.03
single,4,16,11067.57
single,4,17,0.22
single,4,18,0.12
single,4,19,0.11
single,4,20,10240.76
single,4,21,0.17
single,4,22,0.10
single,4,23,0.08
single,4,24,11273.76
single,4,25,0.36
single,4,26,0.05
single,4,27,0.11
single,4,28,10287.11
single,4,29,0.08
single,4,30,0.14
single,4,31,0.13
single,4,32,11283.66
single,4,33,0.08
single,4,34,0.02
single,4,35,0.09
single,4,36,10950.54
single,4,37,0.19
single,4,38,0.11
single,4,39,0.11
single,8,0,12724.72
single,8,1,0.10
single,8,2,55.77
single,8,3,117.64
single,8,4,0.10
single,8,5,565.46
single,8,6,0.13
single,8,7,0.03
single,8,8,11757.30
single,8,9,0.10
single,8,10,0.14
single,8,11,0.16
single,8,12,0.13
single,8,13,0.11
single,8,14,0.07
single,8,15,0.02
single,8,16,14105.34
single,8,17,0.18
single,8,18,0.05
single,8,19,0.09
single,8,20,0.22
single,8,21,0.07
single,8,22,0.05
single,8,23,0.03
single,8,24,11836.30
single,8,25,0.17
single,8,26,0.13
single,8,27,0.10
single,8,28,0.09
single,8,29,0.03
single,8,30,0.13
single,8,31,1185.46
single,8,32,10547.62
single,8,33,0.18
single,8,34,0.09
single,8,35,0.12
single,8,36,0.03
single,8,37,0.13
single,8,38,0.03
single,8,39,1820.58
single,12,0,15009.56
single,12,1,339.82
single,12,2,0.22
single,12,3,0.09
single,12,4,0.04
single,12,5,0.44
single,12,6,0.07
single,12,7,0.06
single,12,8,0.32
single,12,9,0.07
single,12,10,0.15
single,12,11,0.39
single,12,12,11222.01
single,12,13,1718.97
single,12,14,0.22
single,12,15,0.14
single,12,16,0.13
single,12,17,0.07
single,12,18,0.13
single,12,19,0.18
single,12,20,0.15
single,12,21,0.11
single,12,22,0.09
single,12,23,0.16
single,12,24,11546.08
single,12,25,2578.89
