dataset,num_workers,batch_idx,wall_ms
single,12,26,0.13
single,12,27,0.18
single,12,28,0.16
single,12,29,0.26
single,12,30,0.04
single,12,31,0.03
single,12,32,0.32
single,12,33,0.29
single,12,34,0.04
single,12,35,0.12
single,12,36,10650.76
single,12,37,3796.36
single,12,38,0.25
single,12,39,0.05
single,20,0,16681.63
single,20,1,0.23
single,20,2,0.20
single,20,3,125.60
single,20,4,113.38
single,20,5,43.03
single,20,6,667.92
single,20,7,0.25
single,20,8,0.08
single,20,9,0.21
single,20,10,0.10
single,20,11,0.04
single,20,12,0.18
single,20,13,0.08
single,20,14,0.07
single,20,15,0.10
single,20,16,145.86
single,20,17,0.16
single,20,18,0.12
single,20,19,0.04
single,20,20,12803.25
single,20,21,1397.41
single,20,22,0.36
single,20,23,0.07
single,20,24,0.29
single,20,25,0.10
single,20,26,364.06
single,20,27,0.20
single,20,28,0.14
single,20,29,0.12
single,20,30,0.12
single,20,31,0.03
single,20,32,0.16
single,20,33,0.07
single,20,34,0.04
single,20,35,0.11
single,20,36,0.03
single,20,37,0.22
single,20,38,0.06
single,20,39,0.03
merged,1,0,1493.91
merged,1,1,1267.98
merged,1,2,1139.89
merged,1,3,1397.07
merged,1,4,1069.16
merged,1,5,951.69
merged,1,6,1286.97
merged,1,7,1022.75
merged,1,8,2223.06
merged,1,9,1060.87
merged,1,10,1564.88
merged,1,11,813.24
merged,1,12,816.92
merged,1,13,939.64
merged,1,14,1097.52
merged,1,15,1064.81
merged,1,16,986.68
merged,1,17,1145.00
merged,1,18,973.54
merged,1,19,1039.45
merged,1,20,904.58
merged,1,21,787.68
merged,1,22,840.80
merged,1,23,1015.40
merged,1,24,4587.72
merged,1,25,902.33
merged,1,26,972.31
merged,1,27,3493.31
merged,1,28,994.75
merged,1,29,717.30
merged,1,30,915.65
merged,1,31,945.98
merged,1,32,887.72
merged,1,33,928.58
merged,1,34,895.84
merged,1,35,1034.19
merged,1,36,869.88
merged,1,37,623.44
merged,1,38,857.15
merged,1,39,925.65
merged,4,0,1143.15
merged,4,1,0.10
merged,4,2,0.17
merged,4,3,0.03
merged,4,4,867.76
merged,4,5,0.23
merged,4,6,0.03
merged,4,7,0.03
merged,4,8,746.27
merged,4,9,1151.05
merged,4,10,0.14
merged,4,11,0.25
merged,4,12,0.11
merged,4,13,706.37
merged,4,14,0.25
merged,4,15,0.03
merged,4,16,0.02
merged,4,17,712.59
merged,4,18,0.27
merged,4,19,0.03
merged,4,20,611.45
merged,4,21,100.24
merged,4,22,0.23
merged,4,23,0.05
merged,4,24,1701.60
merged,4,25,0.09
merged,4,26,0.03
merged,4,27,0.03
merged,4,28,772.48
merged,4,29,0.18
merged,4,30,0.13
merged,4,31,0.05
merged,4,32,740.76
merged,4,33,0.35
merged,4,34,0.09
merged,4,35,0.10
merged,4,36,734.56
merged,4,37,0.15
merged,4,38,0.06
merged,4,39,3931.95
merged,8,0,4483.60
merged,8,1,0.07
merged,8,2,0.02
merged,8,3,0.03
merged,8,4,0.02
merged,8,5,0.20
merged,8,6,0.29
merged,8,7,0.24
merged,8,8,1064.56
merged,8,9,4453.38
merged,8,10,0.09
merged,8,11,0.03
merged,8,12,0.03
merged,8,13,0.08
merged,8,14,0.38
merged,8,15,0.02
merged,8,16,0.02
merged,8,17,918.08
merged,8,18,0.23
merged,8,19,0.19
merged,8,20,0.03
merged,8,21,0.31
merged,8,22,0.16
merged,8,23,0.03
merged,8,24,0.03
merged,8,25,812.32
merged,8,26,0.18
merged,8,27,0.11
merged,8,28,0.03
merged,8,29,0.12
merged,8,30,0.10
merged,8,31,0.07
merged,8,32,0.25
merged,8,33,801.95
merged,8,34,0.20
merged,8,35,0.03
merged,8,36,0.12
merged,8,37,0.12
merged,8,38,0.17
merged,8,39,0.14
merged,12,0,23662.53
merged,12,1,0.13
merged,12,2,0.03
merged,12,3,0.04
merged,12,4,0.11
merged,12,5,0.29
merged,12,6,0.31
merged,12,7,0.18
merged,12,8,0.09
merged,12,9,0.10
merged,12,10,0.09
merged,12,11,0.16
merged,12,12,766.31
merged,12,13,0.17
merged,12,14,0.09
merged,12,15,0.03
merged,12,16,0.02
merged,12,17,0.03
merged,12,18,0.03
merged,12,19,0.45
merged,12,20,0.07
merged,12,21,0.07
merged,12,22,0.06
merged,12,23,0.06
merged,12,24,1535.30
merged,12,25,0.10
merged,12,26,0.12
merged,12,27,0.13
merged,12,28,0.10
merged,12,29,0.31
merged,12,30,0.09
merged,12,31,0.03
merged,12,32,0.08
merged,12,33,0.17
merged,12,34,0.13
merged,12,35,0.15
merged,12,36,2371.26
merged,12,37,0.09
merged,12,38,0.08
merged,12,39,0.17
merged,20,0,2164.42
merged,20,1,0.09
merged,20,2,8624.78
merged,20,3,0.21
merged,20,4,0.14
merged,20,5,0.24
merged,20,6,247.09
merged,20,7,0.23
merged,20,8,0.09
merged,20,9,0.14
merged,20,10,0.26
merged,20,11,0.13
merged,20,12,0.13
merged,20,13,0.10
merged,20,14,0.12
merged,20,15,0.08
merged,20,16,0.06
merged,20,17,0.08
merged,20,18,0.05
merged,20,19,0.07
merged,20,20,0.03
merged,20,21,0.15
merged,20,22,746.27
merged,20,23,0.20
merged,20,24,0.14
merged,20,25,0.27
merged,20,26,245.57
merged,20,27,0.17
merged,20,28,0.04
merged,20,29,0.12
merged,20,30,0.12
merged,20,31,0.15
merged,20,32,0.04
merged,20,33,0.21
merged,20,34,0.03
merged,20,35,18709.98
merged,20,36,0.21
merged,20,37,0.04
merged,20,38,0.09
merged,20,39,0.04
