var,chunk_file,size_bytes
dynamic/data,0.5.22.30,71960
dynamic/data,0.3.14.64,71960
dynamic/data,0.4.8.18,4882517
dynamic/data,0.2.10.29,86856
dynamic/data,0.2.5.26,499416
dynamic/data,0.11.23.56,71960
dynamic/data,0.12.22.60,968581
dynamic/data,0.14.19.44,137957
dynamic/data,0.5.23.3,71960
dynamic/data,0.12.6.33,1857460
dynamic/data,0.6.22.41,7003905
dynamic/data,0.2.27.3,71960
dynamic/data,0.10.15.27,71960
dynamic/data,0.14.24.20,754541
dynamic/data,0.5.3.33,73408
dynamic/data,0.12.4.0,839890
dynamic/data,0.10.30.52,75372
dynamic/data,0.11.9.66,71960
dynamic/data,0.2.31.36,78530
dynamic/data,0.8.24.28,71960
dynamic/data,0.2.6.53,6993021
dynamic/data,0.15.17.10,71960
dynamic/data,0.15.27.22,155360
dynamic/data,0.10.14.45,2004146
dynamic/data,0.11.24.24,2649271
dynamic/data,0.0.28.0,71960
dynamic/data,0.6.10.33,2565990
dynamic/data,0.1.20.37,3624351
dynamic/data,0.14.11.48,7490842
dynamic/data,0.2.16.8,71960
dynamic/data,0.6.14.51,1473271
dynamic/data,0.15.25.10,71960
dynamic/data,0.14.4.58,1227080
dynamic/data,0.11.12.47,4916102
dynamic/data,0.14.35.66,71980
dynamic/data,0.12.13.29,71960
dynamic/data,0.4.22.53,71960
dynamic/data,0.10.13.0,71960
dynamic/data,0.10.3.47,83923
dynamic/data,0.10.20.44,6000726
dynamic/data,0.5.8.70,72152
dynamic/data,0.5.17.62,346905
dynamic/data,0.9.33.0,71960
dynamic/data,0.7.35.7,71980
dynamic/data,0.9.26.10,71960
dynamic/data,0.7.32.0,71960
dynamic/data,0.9.34.46,71960
dynamic/data,0.4.16.24,3303804
dynamic/data,0.5.18.38,9215698
dynamic/data,0.9.1.46,138821
dynamic/data,0.13.3.14,674006
dynamic/data,0.1.31.53,71960
dynamic/data,0.4.24.32,72369
dynamic/data,0.11.12.13,3887612
dynamic/data,0.6.32.4,83706
dynamic/data,0.8.20.31,71960
dynamic/data,0.2.9.24,71960
dynamic/data,0.5.26.34,71960
dynamic/data,0.12.12.42,4090339
dynamic/data,0.15.16.57,2966831
dynamic/data,0.8.24.49,71960
dynamic/data,0.10.21.3,78655
dynamic/data,0.4.34.60,71960
dynamic/data,0.8.6.54,6389211
dynamic/data,0.15.31.28,71960
dynamic/data,0.11.34.60,71960
dynamic/data,0.13.35.5,71980
dynamic/data,0.0.13.17,3326383
dynamic/data,0.14.17.13,71960
dynamic/data,0.0.24.2,71960
dynamic/data,0.9.31.61,71960
dynamic/data,0.3.24.17,71960
dynamic/data,0.9.18.63,4324518
dynamic/data,0.7.28.69,71960
dynamic/data,0.12.3.46,421355
dynamic/data,0.7.16.67,75254
dynamic/data,0.4.9.3,71960
dynamic/data,0.13.31.1,71960
dynamic/data,0.14.30.51,78652
dynamic/data,0.13.35.23,71980
dynamic/data,0.5.32.14,74144
dynamic/data,0.9.25.29,71960
dynamic/data,0.8.22.7,71960
dynamic/data,0.15.28.60,71960
dynamic/data,0.15.0.64,71960
dynamic/data,0.10.18.61,3609516
dynamic/data,0.9.18.52,71960
dynamic/data,0.1.35.63,71980
dynamic/data,0.15.9.12,6073742
dynamic/data,0.7.26.18,71960
dynamic/data,0.0.21.44,6530391
dynamic/data,0.7.34.24,71960
dynamic/data,0.8.6.68,72279
dynamic/data,0.5.26.2,71960
dynamic/data,0.2.15.53,257938
dynamic/data,0.3.30.42,71960
dynamic/data,0.4.23.30,71960
dynamic/data,0.6.10.49,8586153
dynamic/data,0.14.23.21,6180044
dynamic/data,0.8.16.28,71960
dynamic/data,0.1.22.45,71960
dynamic/data,0.7.17.0,72032
dynamic/data,0.11.10.69,71960
dynamic/data,0.13.3.41,382518
dynamic/data,0.6.29.68,71960
dynamic/data,0.6.24.46,71960
dynamic/data,0.9.21.55,71960
dynamic/data,0.8.23.15,71960
dynamic/data,0.12.25.52,71960
dynamic/data,0.14.15.51,148844
dynamic/data,0.14.24.59,376327
dynamic/data,0.13.16.36,5472409
dynamic/data,0.4.14.21,369561
dynamic/data,0.1.19.31,71960
dynamic/data,0.4.32.22,81842
dynamic/data,0.3.6.4,921909
dynamic/data,0.3.10.33,2544676
dynamic/data,0.15.13.16,2560743
dynamic/data,0.11.8.52,6737556
dynamic/data,0.11.24.12,71960
dynamic/data,0.1.0.7,71960
dynamic/data,0.2.28.43,71960
dynamic/data,0.10.23.63,7285561
dynamic/data,0.4.16.45,71960
dynamic/data,0.9.19.60,605151
dynamic/data,0.9.32.48,71960
dynamic/data,0.6.11.35,3776725
dynamic/data,0.3.16.57,2954561
dynamic/data,0.4.24.31,71960
dynamic/data,0.3.30.35,71960
dynamic/data,0.12.19.15,71960
dynamic/data,0.4.29.41,71960
dynamic/data,0.9.6.39,5592966
dynamic/data,0.14.14.22,373850
dynamic/data,0.0.33.7,71960
dynamic/data,0.12.19.37,2205126
dynamic/data,0.10.9.60,4648805
dynamic/data,0.6.13.61,71960
dynamic/data,0.15.11.56,8953921
dynamic/data,0.15.5.46,3839129
dynamic/data,0.1.20.59,2603349
dynamic/data,0.0.8.0,71960
dynamic/data,0.11.16.40,8512585
dynamic/data,0.15.11.48,7502409
dynamic/data,0.1.25.5,71960
dynamic/data,0.10.33.9,71960
dynamic/data,0.11.14.24,71960
dynamic/data,0.15.33.52,71960
dynamic/data,0.9.32.21,78086
dynamic/data,0.7.23.23,9019349
dynamic/data,0.5.4.36,71960
dynamic/data,0.13.19.59,1708782
dynamic/data,0.14.29.24,79714
dynamic/data,0.1.0.17,71960
dynamic/data,0.8.10.46,7889837
dynamic/data,0.5.33.53,71960
dynamic/data,0.10.4.53,1413155
dynamic/data,0.10.2.33,71960
dynamic/data,0.8.34.42,71960
dynamic/data,0.0.0.34,71960
dynamic/data,0.7.0.38,71960
dynamic/data,0.3.11.41,3975862
dynamic/data,0.8.27.24,71960
dynamic/data,0.0.31.13,71960
dynamic/data,0.5.16.5,71960
dynamic/data,0.8.6.53,6982822
dynamic/data,0.6.22.53,71960
dynamic/data,0.0.2.13,434949
dynamic/data,0.11.9.5,71960
dynamic/data,0.0.24.41,71960
dynamic/data,0.4.30.1,71960
dynamic/data,0.13.19.9,71960
dynamic/data,0.10.15.51,149054
dynamic/data,0.12.22.51,71960
dynamic/data,0.14.23.28,71960
dynamic/data,0.8.2.59,71960
dynamic/data,0.9.3.62,757682
dynamic/data,0.9.16.37,9514024
dynamic/data,0.15.21.54,71960
dynamic/data,0.14.12.13,3905440
dynamic/data,0.3.30.60,77674
dynamic/data,0.7.11.18,6268346
dynamic/data,0.5.33.23,84876
dynamic/data,0.8.27.50,71960
dynamic/data,0.14.19.26,8755439
dynamic/data,0.12.14.0,71960
dynamic/data,0.4.25.40,71960
dynamic/data,0.12.0.55,71960
dynamic/data,0.9.15.7,71960
dynamic/data,0.11.1.4,71960
dynamic/data,0.13.2.39,313836
dynamic/data,0.1.35.40,71980
dynamic/data,0.1.25.56,71960
dynamic/data,0.8.22.6,77524
dynamic/data,0.13.34.29,71960
dynamic/data,0.0.25.14,71960
dynamic/data,0.1.29.43,71960
dynamic/data,0.13.2.12,453749
dynamic/data,0.8.15.36,8197723
dynamic/data,0.14.5.67,1654724
dynamic/data,0.1.18.11,71960
dynamic/data,0.6.25.21,8180306
dynamic/data,0.6.34.70,77640
dynamic/data,0.3.22.59,1150032
dynamic/data,0.1.18.39,9067015
dynamic/data,0.15.24.41,71960
dynamic/data,0.7.30.69,71960
dynamic/data,0.11.22.59,1074667
dynamic/data,0.11.26.36,71960
dynamic/data,0.15.5.18,252009
dynamic/data,0.11.34.32,71960
dynamic/data,0.12.29.5,71960
dynamic/data,0.15.24.68,214651
dynamic/data,0.2.1.52,73727
dynamic/data,0.15.0.70,72152
dynamic/data,0.4.26.34,71960
dynamic/data,0.8.6.67,201072
dynamic/data,0.8.24.43,71960
dynamic/data,0.4.13.53,7690574
dynamic/data,0.5.32.60,71960
dynamic/data,0.1.2.11,213246
dynamic/data,0.5.25.60,71960
dynamic/data,0.14.28.4,71960
dynamic/data,0.13.26.30,71960
dynamic/data,0.5.10.6,71960
dynamic/data,0.4.5.42,4978317
dynamic/data,0.8.29.48,71960
dynamic/data,0.13.29.66,71960
dynamic/data,0.4.21.51,71960
dynamic/data,0.13.19.20,8751451
dynamic/data,0.2.13.22,117338
dynamic/data,0.14.21.16,71960
dynamic/data,0.11.4.36,71960
dynamic/data,0.12.24.60,71960
dynamic/data,0.0.28.5,71960
dynamic/data,0.8.19.68,73124
dynamic/data,0.5.16.68,73964
dynamic/data,0.4.6.45,8779920
dynamic/data,0.14.8.58,6848860
dynamic/data,0.4.21.52,71960
dynamic/data,0.3.35.5,71980
dynamic/data,0.4.18.38,9212309
dynamic/data,0.14.22.1,71960
dynamic/data,0.12.11.63,71960
dynamic/data,0.14.24.40,887017
dynamic/data,0.1.20.36,71960
dynamic/data,0.12.23.22,8038129
dynamic/data,0.10.19.22,7696068
dynamic/data,0.4.1.33,71960
dynamic/data,0.12.30.21,83082
dynamic/data,0.7.8.4,71960
dynamic/data,0.5.33.30,73874
dynamic/data,0.1.35.45,71980
dynamic/data,0.15.32.67,96120
dynamic/data,0.11.21.52,71960
dynamic/data,0.2.17.0,72032
dynamic/data,0.0.18.41,8783499
dynamic/data,0.11.35.38,71980
dynamic/data,0.15.30.20,71960
dynamic/data,0.15.8.33,71960
dynamic/data,0.14.3.62,671358
dynamic/data,0.8.34.1,72850
dynamic/data,0.11.19.40,9310792
dynamic/data,0.15.28.24,71960
dynamic/data,0.5.32.64,71960
dynamic/data,0.4.2.36,71960
dynamic/data,0.10.20.13,71960
dynamic/data,0.9.8.8,71960
dynamic/data,0.12.13.25,71960
dynamic/data,0.10.35.66,71980
dynamic/data,0.2.5.50,3727911
dynamic/data,0.0.19.57,1717965
dynamic/data,0.4.30.39,71960
dynamic/data,0.15.16.61,81999
dynamic/data,0.6.15.7,71960
dynamic/data,0.3.22.9,72078
dynamic/data,0.12.17.0,72032
dynamic/data,0.5.19.4,72182
dynamic/data,0.2.17.21,6104062
dynamic/data,0.10.5.61,2142067
dynamic/data,0.10.2.26,71960
dynamic/data,0.9.8.55,5524894
dynamic/data,0.14.10.21,71960
dynamic/data,0.4.3.39,1688860
dynamic/data,0.8.33.37,71960
dynamic/data,0.0.24.7,71960
dynamic/data,0.6.1.70,72152
dynamic/data,0.6.34.43,71960
dynamic/data,0.8.6.52,7040721
dynamic/data,0.1.29.36,71960
dynamic/data,0.10.32.56,71960
dynamic/data,0.6.2.50,72998
dynamic/data,0.0.13.20,2140345
dynamic/data,0.9.24.7,71960
dynamic/data,0.8.2.58,71982
dynamic/data,0.6.3.30,1036032
dynamic/data,0.12.26.53,71960
dynamic/data,0.2.8.21,7503858
dynamic/data,0.6.14.40,5008981
dynamic/data,0.6.20.33,71960
dynamic/data,0.5.30.65,74100
dynamic/data,0.5.5.39,4907625
dynamic/data,0.13.28.28,77760
dynamic/data,0.6.4.10,1209722
dynamic/data,0.9.26.27,71960
dynamic/data,0.1.11.18,6259665
dynamic/data,0.4.31.26,71960
dynamic/data,0.8.22.5,75649
dynamic/data,0.6.28.24,71960
dynamic/data,0.14.22.19,72053
dynamic/data,0.0.11.56,8943377
dynamic/data,0.6.33.21,81604
dynamic/data,0.10.30.25,71960
dynamic/data,0.11.17.32,71960
dynamic/data,0.11.14.56,3002654
dynamic/data,0.1.7.56,7449277
dynamic/data,0.6.29.19,71960
dynamic/data,0.2.0.6,71960
dynamic/data,0.7.24.8,71960
dynamic/data,0.12.27.70,72564
dynamic/data,0.4.19.22,7986026
dynamic/data,0.7.21.1,98893
dynamic/data,0.8.20.18,71960
dynamic/data,0.6.35.12,71980
dynamic/data,0.15.33.57,71960
dynamic/data,0.2.7.59,7604462
dynamic/data,0.1.12.55,9472966
dynamic/data,0.0.31.61,71960
dynamic/data,0.12.13.64,71960
dynamic/data,0.14.3.31,133101
dynamic/data,0.12.28.20,271017
dynamic/data,0.4.8.6,71960
dynamic/data,0.15.5.66,693409
dynamic/data,0.5.25.68,1537429
dynamic/data,0.15.19.39,8807245
dynamic/data,0.12.33.62,71960
dynamic/data,0.12.18.44,71960
dynamic/data,0.7.0.19,71960
dynamic/data,0.13.29.59,71960
dynamic/data,0.3.15.7,71960
dynamic/data,0.4.30.31,71960
dynamic/data,0.14.15.39,7941395
dynamic/data,0.1.3.28,74278
dynamic/data,0.13.18.28,1345432
dynamic/data,0.11.35.42,71980
dynamic/data,0.15.32.3,73038
dynamic/data,0.2.35.33,71980
dynamic/data,0.14.30.31,71960
dynamic/data,0.6.29.36,71960
dynamic/data,0.8.33.41,71960
dynamic/data,0.3.25.2,71960
dynamic/data,0.10.9.9,71960
dynamic/data,0.15.14.55,9409004
dynamic/data,0.0.29.11,71960
dynamic/data,0.1.10.70,72152
dynamic/data,0.4.19.25,8836505
dynamic/data,0.9.2.42,71960
dynamic/data,0.13.28.29,72728
dynamic/data,0.15.25.20,2317871
dynamic/data,0.7.1.20,658601
dynamic/data,0.13.11.22,76293
dynamic/data,0.9.23.31,71960
dynamic/data,0.14.15.24,71960
dynamic/data,0.8.2.43,71960
dynamic/data,0.12.23.6,71960
dynamic/data,0.12.17.63,156673
dynamic/data,0.14.27.13,71960
dynamic/data,0.3.12.15,7687391
dynamic/data,0.8.20.67,581953
dynamic/data,0.5.20.9,71960
dynamic/data,0.2.14.61,71960
dynamic/data,0.6.20.46,72082
dynamic/data,0.8.34.0,84890
dynamic/data,0.8.16.53,779932
dynamic/data,0.0.19.5,72110
dynamic/data,0.12.31.14,74794
dynamic/data,0.10.13.45,2079136
dynamic/data,0.1.9.50,7381203
dynamic/data,0.13.30.34,71960
dynamic/data,0.5.7.39,8507132
dynamic/data,0.0.0.39,71960
dynamic/data,0.14.30.28,71960
dynamic/data,0.12.21.49,71960
dynamic/data,0.0.13.21,2199101
dynamic/data,0.3.12.6,71960
dynamic/data,0.15.22.66,71960
dynamic/data,0.3.22.39,5928696
dynamic/data,0.0.2.18,919931
dynamic/data,0.1.15.30,71960
dynamic/data,0.9.33.7,71960
dynamic/data,0.6.12.13,3900401
dynamic/data,0.3.24.49,71960
dynamic/data,0.7.34.62,71960
dynamic/data,0.0.32.14,74144
dynamic/data,0.3.14.14,90794
dynamic/data,0.12.9.51,4881393
dynamic/data,0.15.34.40,71960
dynamic/data,0.12.32.68,73348
dynamic/data,0.7.0.66,71960
dynamic/data,0.3.6.0,71960
dynamic/data,0.9.31.39,77992
dynamic/data,0.4.13.10,71960
dynamic/data,0.13.20.64,71998
dynamic/data,0.8.2.57,178833
dynamic/data,0.3.12.38,1679966
dynamic/data,0.12.16.46,71960
dynamic/data,0.8.12.21,71960
dynamic/data,0.12.20.16,71960
dynamic/data,0.7.18.13,71960
dynamic/data,0.2.12.31,180787
dynamic/data,0.1.5.22,711441
dynamic/data,0.15.15.19,2014312
dynamic/data,0.11.25.61,71960
dynamic/data,0.5.19.42,8463508
dynamic/data,0.3.30.41,72232
dynamic/data,0.2.32.38,71960
dynamic/data,0.9.13.65,71960
dynamic/data,0.5.29.7,71960
dynamic/data,0.15.10.20,2658812
dynamic/data,0.15.26.29,71960
dynamic/data,0.5.23.17,71960
dynamic/data,0.7.2.61,105907
dynamic/data,0.1.22.28,71960
dynamic/data,0.5.27.54,71960
dynamic/data,0.13.10.64,71960
dynamic/data,0.9.35.54,71980
dynamic/data,0.9.0.23,71960
dynamic/data,0.11.3.41,380990
dynamic/data,0.7.33.13,71960
dynamic/data,0.0.14.18,4519722
dynamic/data,0.15.5.14,1443656
dynamic/data,0.14.13.0,71960
dynamic/data,0.11.9.50,7409782
dynamic/data,0.11.12.12,606689
dynamic/data,0.13.32.2,71960
dynamic/data,0.13.18.7,71960
dynamic/data,0.9.17.16,71960
dynamic/data,0.0.17.53,119848
dynamic/data,0.15.16.48,71960
dynamic/data,0.10.14.58,3443763
dynamic/data,0.9.7.6,71960
dynamic/data,0.0.25.57,71960
dynamic/data,0.12.10.64,71960
dynamic/data,0.14.7.57,7491230
dynamic/data,0.7.27.70,72564
dynamic/data,0.15.34.57,71960
dynamic/data,0.12.4.7,774771
dynamic/data,0.15.23.18,71960
dynamic/data,0.11.14.19,186775
dynamic/data,0.12.22.30,71960
dynamic/data,0.0.32.32,74758
dynamic/data,0.14.13.38,692285
dynamic/data,0.3.35.68,71980
dynamic/data,0.9.7.35,4482429
dynamic/data,0.15.31.70,72152
dynamic/data,0.13.11.45,8071651
dynamic/data,0.13.7.32,71960
dynamic/data,0.11.7.57,7464419
dynamic/data,0.13.29.69,71960
dynamic/data,0.11.2.9,71960
dynamic/data,0.15.35.14,71990
dynamic/data,0.2.24.12,71960
dynamic/data,0.11.16.23,6933246
dynamic/data,0.1.29.13,71960
dynamic/data,0.1.31.26,71960
dynamic/data,0.8.29.41,71960
dynamic/data,0.3.35.42,71980
dynamic/data,0.9.12.58,6055311
dynamic/data,0.7.25.58,71960
dynamic/data,0.10.5.37,7879039
dynamic/data,0.7.35.33,71980
dynamic/data,0.15.10.27,71960
dynamic/data,0.6.34.36,71960
dynamic/data,0.8.2.42,71960
dynamic/data,0.14.15.58,1341482
dynamic/data,0.3.29.35,71960
dynamic/data,0.11.33.28,80302
dynamic/data,0.0.8.62,2526210
dynamic/data,0.0.26.15,71960
dynamic/data,0.15.31.19,77352
dynamic/data,0.11.13.49,6867944
dynamic/data,0.12.35.0,73748
dynamic/data,0.12.21.66,71984
dynamic/data,0.8.35.46,71980
dynamic/data,0.14.16.30,71960
dynamic/data,0.1.27.40,71960
dynamic/data,0.9.18.34,71960
dynamic/data,0.14.10.3,71960
dynamic/data,0.11.18.49,72442
dynamic/data,0.14.32.12,82316
dynamic/data,0.8.20.30,71960
dynamic/data,0.6.12.62,82705
dynamic/data,0.12.17.2,71960
dynamic/data,0.13.17.50,71960
dynamic/data,0.13.6.34,5059043
dynamic/data,0.4.0.63,71960
dynamic/data,0.15.25.25,71960
dynamic/data,0.9.25.3,71960
dynamic/data,0.5.18.67,71960
dynamic/data,0.0.30.66,72814
dynamic/data,0.7.21.16,71960
dynamic/data,0.10.5.63,1705824
dynamic/data,0.11.34.64,71960
dynamic/data,0.11.35.52,71980
dynamic/data,0.8.32.14,74144
dynamic/data,0.14.23.37,71960
dynamic/data,0.13.13.41,5238241
dynamic/data,0.13.24.39,2002846
dynamic/data,0.4.1.66,71960
dynamic/data,0.2.2.58,71982
dynamic/data,0.11.19.6,71960
dynamic/data,0.14.27.67,75724
dynamic/data,0.8.29.56,71960
dynamic/data,0.4.31.60,71960
dynamic/data,0.0.34.59,71960
dynamic/data,0.9.5.16,1028233
dynamic/data,0.1.15.2,71960
dynamic/data,0.10.29.0,71960
dynamic/data,0.5.28.57,71960
dynamic/data,0.5.23.38,3439535
dynamic/data,0.3.2.2,71960
dynamic/data,0.10.32.12,82316
dynamic/data,0.4.2.69,71960
dynamic/data,0.9.3.69,180581
dynamic/data,0.10.34.28,71960
dynamic/data,0.11.9.32,71960
dynamic/data,0.13.34.6,71960
dynamic/data,0.6.31.23,102486
dynamic/data,0.0.16.28,71960
dynamic/data,0.5.12.54,9443500
dynamic/data,0.5.13.54,9899664
dynamic/data,0.4.25.21,8213423
dynamic/data,0.1.6.39,5569087
dynamic/data,0.13.4.40,5913106
dynamic/data,0.6.17.20,8534405
dynamic/data,0.4.7.0,100329
dynamic/data,0.3.8.60,8701342
dynamic/data,0.10.28.63,71960
dynamic/data,0.12.7.49,6543050
dynamic/data,0.0.27.55,71960
dynamic/data,0.10.34.57,71960
dynamic/data,0.2.5.29,71960
dynamic/data,0.14.19.20,8773961
dynamic/data,0.2.14.12,71960
dynamic/data,0.2.27.6,71960
dynamic/data,0.5.0.3,71960
dynamic/data,0.4.26.48,71960
dynamic/data,0.6.3.53,675485
dynamic/data,0.15.34.48,71960
dynamic/data,0.5.24.55,71960
dynamic/data,0.4.11.32,179261
dynamic/data,0.5.15.32,6782040
dynamic/data,0.1.30.14,71960
dynamic/data,0.15.27.53,71960
dynamic/data,0.13.0.46,71960
dynamic/data,0.0.12.51,9018771
dynamic/data,0.6.4.33,71960
dynamic/data,0.12.29.48,71960
dynamic/data,0.2.6.56,5081026
dynamic/data,0.2.23.27,71960
dynamic/data,0.7.0.47,71960
dynamic/data,0.14.13.12,72083
dynamic/data,0.9.25.31,71960
dynamic/data,0.6.5.13,1554037
dynamic/data,0.5.26.54,71960
dynamic/data,0.14.33.2,77618
dynamic/data,0.1.28.28,77737
dynamic/data,0.11.17.4,78850
dynamic/data,0.0.32.35,71960
dynamic/data,0.4.7.9,1129168
dynamic/data,0.4.31.31,75942
dynamic/data,0.8.2.41,72246
dynamic/data,0.0.25.46,71960
dynamic/data,0.9.9.51,4967870
dynamic/data,0.13.29.45,71960
dynamic/data,0.7.2.42,71960
dynamic/data,0.11.1.59,71960
dynamic/data,0.7.32.38,71960
dynamic/data,0.11.12.8,71960
dynamic/data,0.1.8.33,71960
dynamic/data,0.11.19.66,852008
dynamic/data,0.4.19.51,71960
dynamic/data,0.6.34.7,71960
dynamic/data,0.1.24.66,71960
dynamic/data,0.7.29.59,71960
dynamic/data,0.1.28.29,72728
dynamic/data,0.9.34.3,75444
dynamic/data,0.12.12.61,71960
dynamic/data,0.13.23.53,71960
dynamic/data,0.2.1.12,71960
dynamic/data,0.2.9.27,71960
dynamic/data,0.11.30.10,71960
dynamic/data,0.9.16.0,71960
dynamic/data,0.6.20.61,4068510
dynamic/data,0.12.32.13,79284
dynamic/data,0.4.31.12,71960
dynamic/data,0.13.29.12,71960
dynamic/data,0.2.12.26,71960
dynamic/data,0.3.29.30,72032
dynamic/data,0.9.33.17,71960
dynamic/data,0.2.11.36,2889748
dynamic/data,0.6.22.70,72152
dynamic/data,0.12.27.40,71960
dynamic/data,0.13.19.68,73134
dynamic/data,0.10.17.40,9148486
dynamic/data,0.0.10.55,7744085
dynamic/data,0.15.12.38,1570742
dynamic/data,0.15.22.58,5021989
dynamic/data,0.5.13.70,72152
dynamic/data,0.8.31.65,77702
dynamic/data,0.2.14.45,2100236
dynamic/data,0.9.16.47,71960
dynamic/data,0.11.25.7,71960
dynamic/data,0.13.0.68,71960
dynamic/data,0.0.1.6,71960
dynamic/data,0.4.9.44,6136755
dynamic/data,0.15.4.61,1318512
dynamic/data,0.14.32.20,84546
dynamic/data,0.2.34.19,71960
dynamic/data,0.11.30.11,71960
dynamic/data,0.9.22.35,71960
dynamic/data,0.1.2.68,71960
dynamic/data,0.9.34.42,71960
dynamic/data,0.0.34.65,71960
dynamic/data,0.7.16.40,8817453
dynamic/data,0.7.18.67,71960
dynamic/data,0.7.25.62,257488
dynamic/data,0.4.21.66,71984
dynamic/data,0.15.11.51,4854061
dynamic/data,0.12.29.36,71960
dynamic/data,0.5.15.56,2510273
dynamic/data,0.8.15.55,5355271
dynamic/data,0.10.16.48,71960
dynamic/data,0.7.27.34,71960
dynamic/data,0.9.24.37,71960
dynamic/data,0.5.26.66,71960
dynamic/data,0.2.5.10,1045372
dynamic/data,0.13.20.19,71960
dynamic/data,0.15.27.34,71960
dynamic/data,0.5.31.44,71960
dynamic/data,0.11.6.58,3670690
dynamic/data,0.5.17.69,73725
dynamic/data,0.14.16.48,71960
dynamic/data,0.5.13.22,117095
dynamic/data,0.5.14.66,71960
dynamic/data,0.1.29.66,71960
dynamic/data,0.6.21.2,72396
dynamic/data,0.1.15.70,72152
dynamic/data,0.1.28.17,71960
dynamic/data,0.2.13.33,1326117
dynamic/data,0.15.16.28,71960
dynamic/data,0.11.11.62,75921
dynamic/data,0.15.3.38,431704
dynamic/data,0.13.11.6,71960
dynamic/data,0.0.1.10,71960
dynamic/data,0.13.8.15,7717271
dynamic/data,0.14.14.67,71960
dynamic/data,0.4.32.50,71960
dynamic/data,0.4.12.70,72152
dynamic/data,0.15.19.64,1543755
dynamic/data,0.10.5.6,2736556
dynamic/data,0.5.34.51,71960
dynamic/data,0.7.18.14,71960
dynamic/data,0.11.16.18,73023
dynamic/data,0.9.22.22,8621404
dynamic/data,0.13.8.39,9149835
dynamic/data,0.8.30.42,71960
dynamic/data,0.9.31.68,88006
dynamic/data,0.4.3.12,647375
dynamic/data,0.6.24.48,71960
dynamic/data,0.9.29.18,71960
dynamic/data,0.11.29.62,71960
dynamic/data,0.14.27.63,71960
dynamic/data,0.6.5.67,1784147
dynamic/data,0.10.4.31,1885096
dynamic/data,0.2.10.52,4133908
dynamic/data,0.11.25.21,8019810
dynamic/data,0.4.30.29,71960
dynamic/data,0.12.2.4,71960
dynamic/data,0.6.6.47,8436578
dynamic/data,0.14.10.23,71960
dynamic/data,0.15.14.66,71960
dynamic/data,0.6.1.62,71960
dynamic/data,0.4.31.44,71960
dynamic/data,0.9.17.11,71960
dynamic/data,0.13.4.61,1312458
dynamic/data,0.7.11.9,71960
dynamic/data,0.8.7.56,7572145
dynamic/data,0.15.18.50,71960
dynamic/data,0.6.7.27,71960
dynamic/data,0.10.16.59,2529200
dynamic/data,0.13.7.17,5291546
dynamic/data,0.9.2.49,71960
dynamic/data,0.6.2.42,71960
dynamic/data,0.1.32.6,94330
dynamic/data,0.3.27.12,71960
dynamic/data,0.7.35.19,71980
dynamic/data,0.13.11.70,72152
dynamic/data,0.3.9.23,71960
dynamic/data,0.12.13.51,8375890
dynamic/data,0.11.3.8,83158
dynamic/data,0.6.3.22,72958
dynamic/data,0.8.28.60,71960
dynamic/data,0.1.2.25,71960
dynamic/data,0.11.34.34,71960
dynamic/data,0.15.21.58,2848923
dynamic/data,0.12.24.66,71960
dynamic/data,0.7.31.4,71960
dynamic/data,0.0.2.26,71960
dynamic/data,0.8.32.9,75504
dynamic/data,0.3.15.64,72068
dynamic/data,0.6.24.60,71960
dynamic/data,0.5.6.7,72285
dynamic/data,0.3.11.44,6587486
dynamic/data,0.15.19.53,71960
dynamic/data,0.14.17.61,1466069
dynamic/data,0.5.9.40,6480398
dynamic/data,0.0.18.2,71960
dynamic/data,0.14.31.17,81504
dynamic/data,0.3.7.41,8903528
dynamic/data,0.1.15.59,4840586
dynamic/data,0.14.5.40,7213876
dynamic/data,0.11.22.7,71960
dynamic/data,0.7.0.28,71960
dynamic/data,0.15.22.42,407039
dynamic/data,0.13.0.8,71960
dynamic/data,0.4.19.50,71960
dynamic/data,0.12.29.7,71960
dynamic/data,0.9.11.40,1970401
dynamic/data,0.9.34.15,71960
dynamic/data,0.3.22.51,71960
dynamic/data,0.5.14.16,4940257
dynamic/data,0.12.0.29,71960
dynamic/data,0.6.21.34,71960
dynamic/data,0.13.16.70,72152
dynamic/data,0.11.20.10,71960
dynamic/data,0.2.1.55,71960
dynamic/data,0.9.14.31,934203
dynamic/data,0.7.3.17,419711
dynamic/data,0.7.22.46,71960
dynamic/data,0.7.2.23,161688
dynamic/data,0.8.17.27,71960
dynamic/data,0.13.22.31,71960
dynamic/data,0.12.15.22,4573445
dynamic/data,0.10.8.10,1217125
dynamic/data,0.9.32.34,71960
dynamic/data,0.10.5.22,712396
dynamic/data,0.3.33.16,71960
dynamic/data,0.10.24.37,71960
dynamic/data,0.14.19.43,467044
dynamic/data,0.13.28.25,71960
dynamic/data,0.8.28.28,77725
dynamic/data,0.4.22.63,7245394
dynamic/data,0.0.14.4,71960
dynamic/data,0.7.15.16,71960
dynamic/data,0.8.17.13,71960
dynamic/data,0.4.22.15,71960
dynamic/data,0.3.25.67,71960
dynamic/data,0.7.16.4,74747
dynamic/data,0.12.23.60,349110
dynamic/data,0.7.34.52,71960
dynamic/data,0.14.18.5,71960
dynamic/data,0.4.26.41,71960
dynamic/data,0.0.21.48,71960
dynamic/data,0.14.0.37,71960
dynamic/data,0.12.15.21,6222314
