START TIME: Wed Jun 24 22:33:09 CEST 2026
arm,sample_idx,wall_ms
single_small,0,3478.961
single_small,1,1295.872
single_small,2,1281.603
single_small,3,1302.265
single_small,4,1735.270
single_small,5,1216.379
single_small,6,1292.000
single_small,7,1408.265
single_small,8,1347.806
single_small,9,1184.150
single_small,10,1259.487
single_small,11,1265.971
single_small,12,1285.069
single_small,13,1306.681
single_small,14,1302.369
single_small,15,1243.266
single_small,16,1298.907
single_small,17,1238.792
single_small,18,1792.245
single_small,19,1175.121
single_small,20,1317.184
single_small,21,1255.195
single_small,22,1305.231
single_small,23,1218.760
single_small,24,1238.543
single_small,25,1254.358
single_small,26,1314.506
single_small,27,1167.937
single_small,28,1252.410
single_small,29,1204.797
single_small,30,1390.215
single_small,31,1440.789
single_small,32,1315.571
single_small,33,1397.308
single_small,34,1596.186
single_small,35,1072.036
single_small,36,1353.183
single_small,37,1325.290
single_small,38,1157.756
single_small,39,1315.741
single_small,40,1270.097
single_small,41,1317.878
single_small,42,1370.947
single_small,43,1299.505
single_small,44,1331.174
single_small,45,1331.822
single_small,46,1325.841
single_small,47,1345.613
single_small,48,1342.231
single_small,49,1626.610
single_small,50,1315.417
single_small,51,1331.828
single_small,52,1337.407
single_small,53,1485.159
single_small,54,1351.269
single_small,55,1277.537
single_small,56,1230.133
single_small,57,1236.960
single_small,58,1343.054
single_small,59,1220.969
single_small,60,1234.683
single_small,61,1215.482
single_small,62,1632.998
single_small,63,1239.901
single_small,64,1236.802
single_small,65,1341.290
single_small,66,1241.690
single_small,67,1221.863
single_small,68,1148.135
single_small,69,1253.291
single_small,70,1218.360
single_small,71,1285.740
single_small,72,1307.119
single_small,73,1352.122
single_small,74,1168.868
single_small,75,1273.172
single_small,76,1192.664
single_small,77,1186.048
single_small,78,1144.459
single_small,79,1276.066
single_small,80,1668.998
single_small,81,1229.976
single_small,82,1403.077
single_small,83,1280.201
single_small,84,1228.691
single_small,85,1232.383
single_small,86,1309.454
single_small,87,1348.543
single_small,88,1263.333
single_small,89,1328.227
single_small,90,1335.539
single_small,91,1394.988
single_small,92,1267.164
single_small,93,1169.346
single_small,94,1437.372
single_small,95,1308.425
single_small,96,1575.154
single_small,97,1232.945
single_small,98,1218.686
single_small,99,1448.840
single_big,0,5497.719
single_big,1,5488.804
single_big,2,5553.716
single_big,3,5642.991
single_big,4,5609.314
single_big,5,5515.718
single_big,6,5783.004
single_big,7,5685.344
single_big,8,6371.331
single_big,9,5406.014
