store,worker,sample,wall_ms
B,1,89,2.91
B,1,90,2.15
B,1,91,16.41
B,1,92,4.62
B,1,93,4.04
B,1,94,1.27
B,1,95,8.60
B,1,96,34.38
B,1,97,1.93
B,1,98,2.50
B,1,99,2.87
B,2,0,11.76
B,2,1,10.02
B,2,2,31.66
B,2,3,19.93
B,2,4,13.76
B,2,5,6.37
B,2,6,9.62
B,2,7,45.12
B,2,8,5.26
B,2,9,5.75
B,2,10,6.16
B,2,11,9.17
B,2,12,20.27
B,2,13,25.61
B,2,14,37.06
B,2,15,16.08
B,2,16,12.20
B,2,17,8.66
B,2,18,6.98
B,2,19,12.16
B,2,20,51.10
B,2,21,7.43
B,2,22,29.91
B,2,23,3.23
B,2,24,73.16
B,2,25,12.51
B,2,26,29.39
B,2,27,34.32
B,2,28,33.08
B,2,29,7.63
B,2,30,9.40
B,2,31,7.58
B,2,32,3.76
B,2,33,42.70
B,2,34,13.10
B,2,35,7.40
B,2,36,8.82
B,2,37,12.68
B,2,38,7.98
B,2,39,5.27
B,2,40,3.67
B,2,41,4.63
B,2,42,2.15
B,2,43,31.63
B,2,44,4.55
B,2,45,5.71
B,2,46,11.51
B,2,47,9.06
B,2,48,5.34
B,2,49,1.83
B,2,50,3.32
B,2,51,2.62
B,2,52,31.82
B,2,53,8.65
B,2,54,7.52
B,2,55,2.37
B,2,56,5.07
B,2,57,3.80
B,2,58,3.57
B,2,59,30.81
B,2,60,2.68
B,2,61,76.23
B,2,62,3.52
B,2,63,2.74
B,2,64,1.70
B,2,65,2.55
B,2,66,2.08
B,2,67,43.01
B,2,68,24.52
B,2,69,3.08
B,2,70,27.15
B,2,71,6.94
B,2,72,4.93
B,2,73,6.31
B,2,74,5.17
B,2,75,11.24
B,2,76,35.10
B,2,77,1.57
B,2,78,3.15
B,2,79,2.85
B,2,80,3.42
B,2,81,49.83
B,2,82,57.33
B,2,83,20.69
B,2,84,38.18
B,2,85,29.70
B,2,86,39.50
B,2,87,7.76
B,2,88,10.54
B,2,89,44.63
B,2,90,8.95
B,2,91,36.37
B,2,92,37.01
B,2,93,10.51
B,2,94,12.47
B,2,95,4.19
B,2,96,6.34
B,2,97,18.67
B,2,98,26.96
B,2,99,1.43
B,3,0,25.93
B,3,1,27.79
B,3,2,18.85
B,3,3,51.45
B,3,4,15.83
B,3,5,18.02
B,3,6,7.80
B,3,7,24.90
B,3,8,36.83
B,3,9,19.23
B,3,10,33.38
B,3,11,11.89
B,3,12,14.53
B,3,13,17.19
B,3,14,29.31
B,3,15,15.89
B,3,16,12.22
B,3,17,12.11
B,3,18,8.61
B,3,19,3.91
B,3,20,3.20
B,3,21,2.75
B,3,22,8.70
B,3,23,4.16
B,3,24,2.29
B,3,25,15.94
B,3,26,7.79
B,3,27,10.31
B,3,28,8.07
B,3,29,39.90
B,3,30,38.08
B,3,31,10.80
B,3,32,21.88
B,3,33,15.88
B,3,34,2.64
B,3,35,7.50
B,3,36,5.39
B,3,37,23.78
B,3,38,24.25
B,3,39,8.61
B,3,40,19.95
B,3,41,21.05
B,3,42,2.50
B,3,43,3.03
B,3,44,3.05
B,3,45,4.13
B,3,46,2.21
B,3,47,1.97
B,3,48,1.01
B,3,49,3.49
B,3,50,2.05
B,3,51,2.15
B,3,52,3.19
B,3,53,6.13
B,3,54,1.33
B,3,55,11.49
B,3,56,3.97
B,3,57,2.17
B,3,58,9.74
B,3,59,1.26
B,3,60,5.92
B,3,61,12.42
B,3,62,4.00
B,3,63,2.41
B,3,64,3.11
B,3,65,2.62
B,3,66,34.76
B,3,67,7.88
B,3,68,3.73
B,3,69,2.24
B,3,70,3.27
B,3,71,4.54
B,3,72,2.12
B,3,73,1.07
B,3,74,1.61
B,3,75,2.50
B,3,76,3.16
B,3,77,4.12
B,3,78,25.75
B,3,79,3.28
B,3,80,23.81
B,3,81,2.58
B,3,82,2.63
B,3,83,3.10
B,3,84,3.06
B,3,85,7.91
B,3,86,7.87
B,3,87,3.32
B,3,88,3.74
B,3,89,17.63
B,3,90,2.40
B,3,91,54.13
B,3,92,2.13
B,3,93,2.02
B,3,94,2.39
B,3,95,2.78
B,3,96,1.71
B,3,97,29.63
B,3,98,1.92
B,3,99,22.69
B,4,0,20.94
B,4,1,7.35
B,4,2,52.36
B,4,3,14.13
B,4,4,23.16
B,4,5,32.30
B,4,6,4.91
B,4,7,6.12
B,4,8,3.47
B,4,9,31.61
B,4,10,2.60
B,4,11,13.86
B,4,12,14.79
B,4,13,8.94
B,4,14,46.21
B,4,15,10.20
B,4,16,8.55
B,4,17,22.46
B,4,18,27.86
B,4,19,5.21
B,4,20,16.67
B,4,21,16.49
B,4,22,34.81
B,4,23,2.82
B,4,24,1.47
B,4,25,3.64
B,4,26,2.34
B,4,27,2.88
B,4,28,3.13
B,4,29,8.04
B,4,30,15.89
B,4,31,55.04
B,4,32,17.10
B,4,33,12.69
B,4,34,8.73
B,4,35,36.08
B,4,36,10.84
B,4,37,3.37
B,4,38,23.93
B,4,39,3.12
B,4,40,2.11
B,4,41,16.80
B,4,42,29.49
B,4,43,13.87
B,4,44,35.13
B,4,45,2.28
B,4,46,1.83
B,4,47,2.82
B,4,48,11.97
B,4,49,4.24
B,4,50,3.11
B,4,51,2.21
B,4,52,5.42
B,4,53,10.75
B,4,54,2.34
B,4,55,66.69
B,4,56,2.17
B,4,57,4.23
B,4,58,4.01
B,4,59,3.30
B,4,60,3.57
B,4,61,2.67
B,4,62,1.87
B,4,63,4.21
B,4,64,1.59
B,4,65,1.44
B,4,66,22.84
B,4,67,30.23
B,4,68,4.18
B,4,69,1.77
B,4,70,2.62
B,4,71,15.87
B,4,72,1.46
B,4,73,4.13
B,4,74,36.59
B,4,75,4.09
B,4,76,2.39
B,4,77,40.81
B,4,78,35.12
B,4,79,29.48
B,4,80,3.62
B,4,81,8.12
B,4,82,4.60
B,4,83,15.13
B,4,84,10.62
B,4,85,1.51
B,4,86,30.92
B,4,87,2.30
B,4,88,46.59
B,4,89,25.63
B,4,90,44.22
B,4,91,18.22
B,4,92,20.65
B,4,93,32.14
B,4,94,41.48
B,4,95,11.67
B,4,96,3.07
B,4,97,9.65
B,4,98,13.46
B,4,99,4.63
B,5,0,38.11
B,5,1,38.54
B,5,2,29.29
B,5,3,37.03
B,5,4,6.48
B,5,5,10.72
B,5,6,31.60
B,5,7,40.46
B,5,8,20.72
B,5,9,17.46
B,5,10,17.61
B,5,11,50.87
B,5,12,14.64
B,5,13,9.04
B,5,14,11.95
B,5,15,31.94
B,5,16,3.27
B,5,17,7.01
B,5,18,8.31
B,5,19,4.00
B,5,20,2.90
B,5,21,3.47
B,5,22,1.66
B,5,23,2.20
B,5,24,51.37
B,5,25,1.11
B,5,26,22.93
B,5,27,10.94
B,5,28,6.57
B,5,29,18.48
B,5,30,12.78
B,5,31,12.61
B,5,32,6.78
B,5,33,9.09
B,5,34,11.92
B,5,35,7.15
B,5,36,2.67
B,5,37,2.30
B,5,38,3.68
B,5,39,4.41
B,5,40,2.78
B,5,41,32.11
B,5,42,12.69
B,5,43,15.71
B,5,44,1.01
B,5,45,9.18
B,5,46,11.09
B,5,47,4.02
B,5,48,3.99
B,5,49,4.43
B,5,50,3.52
B,5,51,2.87
B,5,52,3.07
B,5,53,2.23
B,5,54,3.08
B,5,55,1.96
B,5,56,2.32
B,5,57,3.32
B,5,58,9.78
B,5,59,4.44
B,5,60,2.77
B,5,61,10.86
B,5,62,7.80
B,5,63,11.33
B,5,64,3.72
B,5,65,1.76
B,5,66,2.83
B,5,67,3.25
B,5,68,3.50
B,5,69,35.89
B,5,70,5.71
B,5,71,2.80
B,5,72,24.95
B,5,73,3.21
B,5,74,7.99
B,5,75,6.87
B,5,76,2.15
B,5,77,33.80
B,5,78,3.01
B,5,79,2.41
B,5,80,2.32
B,5,81,13.87
B,5,82,5.09
B,5,83,5.50
B,5,84,12.91
B,5,85,5.46
B,5,86,2.27
B,5,87,5.25
B,5,88,8.27
B,5,89,2.97
B,5,90,1.40
B,5,91,2.62
B,5,92,2.17
B,5,93,2.90
B,5,94,2.43
B,5,95,1.40
B,5,96,3.84
B,5,97,2.20
B,5,98,2.25
B,5,99,47.82
B,6,0,13.35
B,6,1,42.46
B,6,2,6.68
B,6,3,31.58
B,6,4,12.11
B,6,5,34.84
B,6,6,5.95
B,6,7,13.50
B,6,8,14.13
B,6,9,15.82
B,6,10,7.47
B,6,11,17.67
B,6,12,19.59
B,6,13,45.18
B,6,14,11.10
B,6,15,55.71
B,6,16,12.73
B,6,17,7.89
B,6,18,9.66
B,6,19,15.96
B,6,20,7.06
B,6,21,32.22
B,6,22,54.96
B,6,23,22.94
B,6,24,29.44
B,6,25,8.63
B,6,26,47.51
B,6,27,10.36
B,6,28,3.11
B,6,29,3.12
B,6,30,2.87
B,6,31,5.44
B,6,32,2.99
B,6,33,2.44
B,6,34,2.61
B,6,35,1.33
B,6,36,2.55
B,6,37,3.32
B,6,38,11.60
B,6,39,17.48
B,6,40,24.41
B,6,41,4.44
B,6,42,8.17
B,6,43,6.19
B,6,44,3.49
B,6,45,3.13
B,6,46,4.51
B,6,47,32.60
B,6,48,3.86
B,6,49,54.64
B,6,50,2.24
B,6,51,2.19
B,6,52,1.67
B,6,53,2.94
B,6,54,1.73
B,6,55,3.18
B,6,56,8.65
B,6,57,9.24
B,6,58,5.57
B,6,59,3.46
B,6,60,5.96
B,6,61,5.29
B,6,62,4.05
B,6,63,3.05
B,6,64,4.26
B,6,65,3.34
B,6,66,6.42
B,6,67,27.63
B,6,68,17.83
B,6,69,2.33
B,6,70,2.75
B,6,71,13.19
B,6,72,7.29
B,6,73,3.48
B,6,74,3.39
B,6,75,11.11
B,6,76,3.32
B,6,77,2.32
B,6,78,1.64
B,6,79,4.02
B,6,80,8.83
B,6,81,27.82
B,6,82,3.26
B,6,83,1.77
B,6,84,28.89
B,6,85,3.75
B,6,86,1.56
B,6,87,1.19
B,6,88,2.35
B,6,89,49.24
B,6,90,6.30
B,6,91,9.83
B,6,92,1.22
B,6,93,9.11
B,6,94,4.68
B,6,95,5.82
B,6,96,3.66
B,6,97,3.24
B,6,98,1.19
B,6,99,1.69
B,7,0,28.62
B,7,1,15.00
B,7,2,9.05
B,7,3,25.21
B,7,4,36.55
B,7,5,12.33
B,7,6,9.58
B,7,7,16.33
B,7,8,11.48
B,7,9,27.46
B,7,10,30.45
B,7,11,64.31
B,7,12,11.91
B,7,13,58.38
B,7,14,22.39
B,7,15,5.19
B,7,16,8.79
B,7,17,44.73
B,7,18,33.53
B,7,19,55.39
B,7,20,22.53
B,7,21,17.89
B,7,22,17.35
B,7,23,15.65
B,7,24,11.38
B,7,25,4.26
B,7,26,1.99
B,7,27,2.57
B,7,28,2.70
B,7,29,1.54
B,7,30,4.36
B,7,31,2.82
B,7,32,1.79
B,7,33,2.11
B,7,34,8.58
B,7,35,10.59
B,7,36,29.00
B,7,37,8.49
B,7,38,4.13
B,7,39,12.49
B,7,40,3.15
B,7,41,4.17
B,7,42,5.49
B,7,43,33.85
B,7,44,5.38
B,7,45,2.04
B,7,46,15.43
B,7,47,11.99
B,7,48,3.51
B,7,49,3.62
B,7,50,2.32
B,7,51,2.83
B,7,52,40.37
B,7,53,5.91
B,7,54,3.47
B,7,55,5.15
B,7,56,3.02
B,7,57,2.28
B,7,58,1.67
B,7,59,2.25
B,7,60,3.59
B,7,61,2.53
B,7,62,1.48
B,7,63,4.10
B,7,64,5.95
B,7,65,2.76
B,7,66,38.81
B,7,67,4.00
B,7,68,3.26
B,7,69,2.83
B,7,70,2.15
B,7,71,12.98
B,7,72,3.92
B,7,73,3.26
B,7,74,4.87
B,7,75,9.74
B,7,76,3.74
B,7,77,4.05
B,7,78,4.19
B,7,79,3.00
B,7,80,8.26
B,7,81,2.49
B,7,82,0.98
B,7,83,3.47
B,7,84,4.62
B,7,85,2.61
B,7,86,2.41
B,7,87,2.72
B,7,88,3.70
B,7,89,2.44
B,7,90,1.96
B,7,91,3.24
B,7,92,4.55
B,7,93,1.70
B,7,94,2.50
B,7,95,3.21
B,7,96,1.79
B,7,97,2.44
B,7,98,3.50
B,7,99,4.87
B,8,0,38.83
B,8,1,24.42
B,8,2,30.67
B,8,3,10.31
B,8,4,9.09
B,8,5,14.62
B,8,6,22.65
B,8,7,5.48
B,8,8,2.68
B,8,9,13.11
B,8,10,19.72
B,8,11,59.18
B,8,12,23.36
B,8,13,6.02
B,8,14,16.89
B,8,15,40.33
B,8,16,16.15
B,8,17,16.25
B,8,18,17.14
B,8,19,4.19
B,8,20,4.90
B,8,21,5.78
B,8,22,4.25
B,8,23,2.26
B,8,24,2.79
B,8,25,6.84
B,8,26,5.50
B,8,27,4.94
B,8,28,1.96
B,8,29,28.21
B,8,30,8.69
B,8,31,15.73
B,8,32,18.72
B,8,33,46.61
B,8,34,10.68
B,8,35,13.49
B,8,36,17.73
B,8,37,11.89
B,8,38,7.48
B,8,39,3.18
B,8,40,2.14
B,8,41,2.56
B,8,42,4.29
B,8,43,3.35
B,8,44,2.95
B,8,45,3.49
B,8,46,2.62
B,8,47,3.54
B,8,48,15.40
B,8,49,41.62
B,8,50,7.73
B,8,51,7.36
B,8,52,1.23
B,8,53,3.42
B,8,54,4.13
B,8,55,2.54
B,8,56,1.02
B,8,57,32.72
B,8,58,2.36
B,8,59,2.41
B,8,60,1.19
B,8,61,1.29
B,8,62,29.43
B,8,63,4.43
B,8,64,32.66
B,8,65,10.38
B,8,66,7.25
B,8,67,3.70
B,8,68,2.17
B,8,69,5.62
B,8,70,2.97
B,8,71,3.63
B,8,72,2.86
B,8,73,3.26
B,8,74,43.08
B,8,75,15.88
B,8,76,2.96
B,8,77,1.88
B,8,78,2.54
B,8,79,0.85
B,8,80,11.85
B,8,81,5.24
B,8,82,4.35
B,8,83,5.73
B,8,84,7.85
B,8,85,2.31
B,8,86,3.09
B,8,87,2.86
B,8,88,4.13
B,8,89,5.28
B,8,90,3.68
B,8,91,3.88
B,8,92,3.63
B,8,93,3.19
B,8,94,2.14
B,8,95,4.14
B,8,96,3.58
B,8,97,1.63
B,8,98,24.36
B,8,99,2.11
B,9,0,45.98
B,9,1,23.22
B,9,2,8.57
B,9,3,6.98
B,9,4,45.12
B,9,5,8.29
B,9,6,4.53
B,9,7,10.55
B,9,8,32.92
B,9,9,11.10
B,9,10,19.63
B,9,11,39.11
B,9,12,18.99
B,9,13,8.90
B,9,14,15.14
B,9,15,46.72
B,9,16,37.92
B,9,17,9.36
B,9,18,10.95
B,9,19,3.02
B,9,20,5.01
B,9,21,26.44
B,9,22,3.16
B,9,23,2.42
B,9,24,10.63
B,9,25,12.52
B,9,26,10.50
B,9,27,9.29
B,9,28,39.60
B,9,29,26.06
B,9,30,56.09
B,9,31,4.02
B,9,32,3.21
B,9,33,5.63
B,9,34,3.39
B,9,35,53.35
B,9,36,18.53
B,9,37,9.67
B,9,38,27.70
B,9,39,1.35
B,9,40,3.68
B,9,41,3.29
B,9,42,8.84
B,9,43,4.66
B,9,44,4.06
B,9,45,1.70
B,9,46,4.69
B,9,47,21.57
B,9,48,3.85
B,9,49,2.61
B,9,50,42.11
B,9,51,8.60
B,9,52,2.73
B,9,53,2.49
B,9,54,4.56
B,9,55,4.75
B,9,56,3.07
B,9,57,4.55
B,9,58,2.21
B,9,59,2.27
B,9,60,2.29
B,9,61,2.16
B,9,62,41.26
B,9,63,21.11
B,9,64,12.49
B,9,65,3.51
B,9,66,4.75
B,9,67,26.97
B,9,68,8.08
B,9,69,3.08
B,9,70,1.63
B,9,71,2.88
B,9,72,1.45
B,9,73,1.95
B,9,74,2.84
B,9,75,2.75
B,9,76,4.31
B,9,77,2.66
B,9,78,4.00
B,9,79,3.85
B,9,80,26.25
B,9,81,4.49
B,9,82,18.36
B,9,83,3.72
B,9,84,2.92
B,9,85,2.75
B,9,86,4.33
B,9,87,7.67
B,9,88,11.30
B,9,89,17.02
B,9,90,19.22
B,9,91,4.34
B,9,92,3.20
B,9,93,29.15
B,9,94,2.05
B,9,95,2.77
B,9,96,2.58
B,9,97,44.32
B,9,98,27.34
B,9,99,20.53
B,10,0,20.07
B,10,1,27.24
B,10,2,38.84
B,10,3,19.34
B,10,4,29.90
B,10,5,5.28
B,10,6,49.22
B,10,7,23.46
B,10,8,20.56
B,10,9,18.25
B,10,10,22.35
B,10,11,19.57
B,10,12,24.44
B,10,13,21.78
B,10,14,29.36
B,10,15,1.25
B,10,16,43.16
B,10,17,36.40
B,10,18,17.35
B,10,19,10.29
B,10,20,20.77
B,10,21,25.88
B,10,22,37.65
B,10,23,15.96
B,10,24,12.46
B,10,25,11.92
B,10,26,5.22
B,10,27,28.77
B,10,28,5.21
B,10,29,7.39
B,10,30,15.09
B,10,31,22.70
B,10,32,12.36
B,10,33,11.25
B,10,34,4.67
B,10,35,27.27
B,10,36,6.17
B,10,37,8.05
B,10,38,2.93
B,10,39,5.46
B,10,40,10.94
B,10,41,3.85
B,10,42,13.49
B,10,43,3.59
B,10,44,24.04
B,10,45,2.48
B,10,46,5.92
B,10,47,8.84
B,10,48,10.91
B,10,49,2.81
B,10,50,24.58
B,10,51,4.33
B,10,52,5.03
B,10,53,5.69
B,10,54,38.18
B,10,55,2.63
B,10,56,2.98
B,10,57,1.81
B,10,58,15.67
B,10,59,26.98
B,10,60,3.49
B,10,61,2.86
B,10,62,10.00
B,10,63,2.98
B,10,64,2.55
B,10,65,3.27
B,10,66,3.22
B,10,67,2.52
B,10,68,3.73
B,10,69,2.95
B,10,70,1.64
B,10,71,2.88
B,10,72,1.46
B,10,73,2.09
B,10,74,3.09
B,10,75,2.28
B,10,76,2.32
B,10,77,1.88
B,10,78,2.46
B,10,79,1.56
B,10,80,31.95
B,10,81,3.36
B,10,82,1.92
B,10,83,2.32
B,10,84,2.47
B,10,85,6.15
B,10,86,5.13
B,10,87,1.19
B,10,88,12.36
B,10,89,14.10
B,10,90,4.25
B,10,91,18.47
B,10,92,21.83
B,10,93,3.81
B,10,94,2.29
B,10,95,2.27
B,10,96,2.46
B,10,97,4.37
B,10,98,2.25
B,10,99,2.40
B,11,0,52.57
B,11,1,12.65
B,11,2,46.20
B,11,3,24.59
B,11,4,5.21
B,11,5,4.76
B,11,6,8.22
B,11,7,11.26
B,11,8,43.81
B,11,9,35.64
B,11,10,27.03
B,11,11,14.58
B,11,12,15.98
B,11,13,23.10
B,11,14,18.03
B,11,15,18.46
B,11,16,6.30
B,11,17,10.91
B,11,18,9.24
B,11,19,14.09
B,11,20,30.18
B,11,21,1.16
B,11,22,2.57
B,11,23,2.90
B,11,24,4.13
B,11,25,11.11
B,11,26,11.21
B,11,27,47.20
B,11,28,13.57
B,11,29,19.08
B,11,30,8.39
B,11,31,22.70
B,11,32,10.83
B,11,33,34.76
B,11,34,2.13
B,11,35,2.84
B,11,36,32.23
B,11,37,7.42
B,11,38,19.86
B,11,39,12.62
B,11,40,8.61
B,11,41,1.92
B,11,42,3.98
B,11,43,3.14
B,11,44,1.64
B,11,45,1.97
B,11,46,3.14
B,11,47,2.59
B,11,48,3.11
B,11,49,2.97
B,11,50,1.95
B,11,51,2.48
B,11,52,1.98
B,11,53,2.05
B,11,54,2.53
B,11,55,3.99
B,11,56,9.33
B,11,57,2.78
B,11,58,5.40
B,11,59,13.89
B,11,60,12.24
B,11,61,4.24
B,11,62,1.36
B,11,63,3.12
B,11,64,1.90
B,11,65,2.14
B,11,66,28.13
B,11,67,8.09
B,11,68,7.80
B,11,69,3.94
B,11,70,5.50
B,11,71,2.83
B,11,72,1.71
B,11,73,2.57
B,11,74,2.78
B,11,75,2.19
B,11,76,3.26
B,11,77,2.39
B,11,78,40.05
B,11,79,13.03
B,11,80,2.00
B,11,81,22.52
B,11,82,20.93
B,11,83,3.42
B,11,84,2.19
B,11,85,29.12
B,11,86,2.22
B,11,87,3.65
B,11,88,3.28
B,11,89,2.42
B,11,90,3.63
B,11,91,3.17
B,11,92,2.51
B,11,93,2.59
B,11,94,4.30
B,11,95,1.75
B,11,96,29.12
B,11,97,3.89
B,11,98,6.30
B,11,99,3.49
