START TIME: Fri Jun 26 07:23:04 CEST 2026
arm,sample_idx,wall_ms
single_small,0,2255.102
single_small,1,1315.374
single_small,2,1283.518
single_small,3,1380.604
single_small,4,1866.585
single_small,5,1389.000
single_small,6,1327.245
single_small,7,1556.108
single_small,8,1463.688
single_small,9,1287.046
single_small,10,1365.533
single_small,11,1408.144
single_small,12,1352.676
single_small,13,1326.643
single_small,14,1357.207
single_small,15,1376.164
single_small,16,1303.299
single_small,17,1289.371
single_small,18,1757.927
single_small,19,1187.288
single_small,20,1298.850
single_small,21,1394.054
single_small,22,1346.162
single_small,23,1387.968
single_small,24,1309.433
single_small,25,1284.418
single_small,26,1389.076
single_small,27,1195.845
single_small,28,1292.669
single_small,29,1268.998
single_small,30,1617.037
single_small,31,1543.251
single_small,32,1339.109
single_small,33,1336.747
single_small,34,1276.719
single_small,35,1277.164
single_small,36,1446.860
single_small,37,1428.936
single_small,38,1308.755
single_small,39,1350.791
single_small,40,1315.328
single_small,41,1296.071
single_small,42,1360.844
single_small,43,1335.650
single_small,44,1288.399
single_small,45,1269.107
single_small,46,1272.288
single_small,47,1344.949
single_small,48,1244.039
single_small,49,1431.900
single_small,50,1661.204
single_small,51,1361.430
single_small,52,1331.438
single_small,53,1348.880
single_small,54,1359.482
single_small,55,1325.413
single_small,56,1229.247
single_small,57,1242.525
single_small,58,1457.294
single_small,59,1267.225
single_small,60,1333.820
single_small,61,1546.917
single_small,62,1445.721
single_small,63,1525.284
single_small,64,1388.499
single_small,65,1296.585
single_small,66,1305.150
single_small,67,1319.060
single_small,68,1335.304
single_small,69,1385.031
single_small,70,1291.795
single_small,71,1320.146
single_small,72,1395.246
single_small,73,1431.851
single_small,74,1264.960
single_small,75,1304.483
single_small,76,1427.219
single_small,77,1371.487
single_small,78,1160.309
single_small,79,1216.573
single_small,80,1780.005
single_small,81,1267.253
single_small,82,1422.899
single_small,83,1272.802
single_small,84,1245.220
single_small,85,1251.750
single_small,86,1301.090
single_small,87,1297.499
single_small,88,1199.275
single_small,89,1219.026
single_small,90,1319.616
single_small,91,1480.833
single_small,92,1281.900
single_small,93,1192.801
single_small,94,1470.150
single_small,95,1335.253
single_small,96,1636.042
single_small,97,1233.445
single_small,98,1243.904
single_small,99,1390.038
single_big,0,5658.132
single_big,1,5426.741
single_big,2,5450.526
single_big,3,5548.709
single_big,4,5547.542
single_big,5,5484.000
single_big,6,5447.186
single_big,7,5558.952
single_big,8,5907.164
single_big,9,5367.256
single_big,10,5404.211
single_big,11,5371.453
single_big,12,5338.160
single_big,13,5610.162
single_big,14,5289.823
single_big,15,5393.215
single_big,16,5317.018
single_big,17,5304.620
single_big,18,5515.932
single_big,19,5188.403
single_big,20,5226.723
single_big,21,5386.947
single_big,22,5266.112
single_big,23,5735.332
single_big,24,5209.990
single_big,25,5370.643
single_big,26,5313.006
single_big,27,5157.591
single_big,28,5183.614
single_big,29,5298.297
single_big,30,5624.536
single_big,31,5646.389
single_big,32,5374.537
single_big,33,5424.449
single_big,34,5297.165
single_big,35,5153.440
single_big,36,5735.078
single_big,37,5447.560
single_big,38,5186.171
single_big,39,5330.218
single_big,40,5376.659
single_big,41,5565.305
single_big,42,5448.008
single_big,43,5288.184
single_big,44,5367.248
single_big,45,5279.017
single_big,46,5328.093
single_big,47,5415.830
single_big,48,5336.602
single_big,49,5562.350
single_big,50,5691.249
single_big,51,5764.973
single_big,52,5577.615
single_big,53,5300.634
single_big,54,5513.585
single_big,55,5651.068
single_big,56,5119.536
single_big,57,5172.160
single_big,58,5284.621
single_big,59,5157.398
single_big,60,5448.003
single_big,61,5567.091
single_big,62,5477.064
single_big,63,5795.553
single_big,64,5744.588
single_big,65,5618.019
single_big,66,5519.018
single_big,67,5653.846
single_big,68,5570.593
single_big,69,5368.141
single_big,70,5235.116
single_big,71,5306.910
single_big,72,5226.934
single_big,73,5296.695
single_big,74,5168.258
single_big,75,5260.728
single_big,76,5245.399
single_big,77,5149.283
single_big,78,5133.278
single_big,79,5186.333
single_big,80,5604.609
single_big,81,5203.650
single_big,82,5320.396
single_big,83,5191.796
single_big,84,5176.740
single_big,85,5159.025
single_big,86,5256.121
single_big,87,5257.346
single_big,88,5122.951
single_big,89,5137.712
single_big,90,5194.540
single_big,91,5433.528
single_big,92,5507.028
single_big,93,5511.146
single_big,94,5993.531
single_big,95,5435.918
single_big,96,5738.812
single_big,97,5457.167
single_big,98,5275.299
single_big,99,5718.355
merged_small,0,163.356
merged_small,1,145.714
merged_small,2,135.835
merged_small,3,144.008
merged_small,4,113.196
merged_small,5,136.823
merged_small,6,107.903
merged_small,7,148.342
merged_small,8,131.605
merged_small,9,110.161
merged_small,10,128.077
merged_small,11,158.453
merged_small,12,177.922
merged_small,13,109.887
merged_small,14,94.095
merged_small,15,146.717
merged_small,16,124.487
merged_small,17,113.717
merged_small,18,167.429
merged_small,19,105.224
merged_small,20,108.859
merged_small,21,157.882
merged_small,22,165.866
merged_small,23,142.756
merged_small,24,119.802
merged_small,25,140.961
merged_small,26,149.352
merged_small,27,95.351
merged_small,28,99.877
merged_small,29,98.123
merged_small,30,169.175
merged_small,31,135.840
merged_small,32,134.301
merged_small,33,151.054
merged_small,34,109.596
merged_small,35,62.837
merged_small,36,120.031
merged_small,37,180.609
merged_small,38,141.331
merged_small,39,120.291
merged_small,40,104.995
merged_small,41,128.518
merged_small,42,134.371
merged_small,43,107.602
merged_small,44,142.041
merged_small,45,142.023
merged_small,46,114.013
merged_small,47,126.974
merged_small,48,117.564
merged_small,49,153.500
merged_small,50,135.768
merged_small,51,144.895
merged_small,52,134.670
merged_small,53,125.797
merged_small,54,120.205
merged_small,55,144.286
merged_small,56,112.812
merged_small,57,135.673
merged_small,58,146.293
merged_small,59,149.629
merged_small,60,151.537
merged_small,61,143.203
merged_small,62,157.403
merged_small,63,100.067
merged_small,64,130.233
merged_small,65,135.557
merged_small,66,147.628
merged_small,67,166.775
merged_small,68,129.798
merged_small,69,140.086
merged_small,70,122.328
merged_small,71,170.554
merged_small,72,147.772
merged_small,73,143.582
merged_small,74,123.839
merged_small,75,143.934
merged_small,76,134.383
merged_small,77,130.255
merged_small,78,85.177
merged_small,79,140.134
merged_small,80,144.579
merged_small,81,117.273
merged_small,82,162.590
merged_small,83,157.041
merged_small,84,138.688
merged_small,85,146.094
merged_small,86,133.185
merged_small,87,126.161
merged_small,88,109.916
merged_small,89,120.288
merged_small,90,122.385
merged_small,91,137.798
merged_small,92,108.449
merged_small,93,85.400
merged_small,94,168.535
merged_small,95,164.295
merged_small,96,173.899
merged_small,97,90.859
merged_small,98,132.222
merged_small,99,170.962
merged_big,0,319.093
merged_big,1,280.853
merged_big,2,273.755
merged_big,3,311.204
merged_big,4,262.548
merged_big,5,281.852
merged_big,6,248.182
merged_big,7,303.279
merged_big,8,252.274
merged_big,9,238.314
merged_big,10,246.684
merged_big,11,286.231
merged_big,12,278.873
merged_big,13,252.538
merged_big,14,246.012
merged_big,15,301.119
merged_big,16,266.878
merged_big,17,256.255
merged_big,18,299.278
merged_big,19,244.641
merged_big,20,254.286
merged_big,21,285.778
merged_big,22,299.235
merged_big,23,299.294
merged_big,24,265.651
merged_big,25,263.938
merged_big,26,288.711
merged_big,27,243.969
merged_big,28,234.264
merged_big,29,245.023
merged_big,30,308.641
merged_big,31,271.525
merged_big,32,264.615
merged_big,33,286.685
merged_big,34,253.350
merged_big,35,203.463
merged_big,36,265.507
merged_big,37,289.882
merged_big,38,283.638
merged_big,39,261.428
merged_big,40,249.733
merged_big,41,259.401
merged_big,42,267.899
merged_big,43,253.538
merged_big,44,284.765
merged_big,45,272.687
merged_big,46,263.955
merged_big,47,268.333
merged_big,48,246.155
merged_big,49,267.293
merged_big,50,278.437
merged_big,51,270.329
merged_big,52,260.443
merged_big,53,256.974
merged_big,54,224.265
merged_big,55,297.267
merged_big,56,252.448
merged_big,57,283.563
merged_big,58,266.479
merged_big,59,278.357
merged_big,60,309.749
merged_big,61,278.533
merged_big,62,305.904
merged_big,63,255.290
merged_big,64,270.635
merged_big,65,280.298
merged_big,66,273.618
merged_big,67,262.912
merged_big,68,276.327
merged_big,69,284.508
merged_big,70,294.888
merged_big,71,272.533
merged_big,72,277.541
merged_big,73,295.422
merged_big,74,264.179
merged_big,75,298.929
merged_big,76,295.578
merged_big,77,286.037
merged_big,78,238.929
merged_big,79,277.158
merged_big,80,283.439
merged_big,81,226.610
merged_big,82,314.008
merged_big,83,313.554
merged_big,84,258.770
merged_big,85,287.158
merged_big,86,291.136
merged_big,87,273.606
merged_big,88,235.141
merged_big,89,261.562
merged_big,90,257.669
merged_big,91,301.352
merged_big,92,261.139
merged_big,93,219.831
merged_big,94,265.334
merged_big,95,302.061
merged_big,96,261.386
merged_big,97,222.423
merged_big,98,275.706
merged_big,99,269.904
merged_big_raw,0,56.603
merged_big_raw,1,37.966
merged_big_raw,2,38.315
merged_big_raw,3,52.845
merged_big_raw,4,40.368
merged_big_raw,5,47.268
merged_big_raw,6,31.063
merged_big_raw,7,48.712
merged_big_raw,8,38.320
merged_big_raw,9,27.635
merged_big_raw,10,32.393
merged_big_raw,11,50.097
merged_big_raw,12,56.473
merged_big_raw,13,33.694
merged_big_raw,14,30.544
merged_big_raw,15,53.462
merged_big_raw,16,36.806
merged_big_raw,17,28.219
merged_big_raw,18,91.678
merged_big_raw,19,29.212
merged_big_raw,20,33.272
merged_big_raw,21,59.533
merged_big_raw,22,53.633
merged_big_raw,23,53.245
merged_big_raw,24,28.860
merged_big_raw,25,37.246
merged_big_raw,26,48.644
merged_big_raw,27,28.041
merged_big_raw,28,29.892
merged_big_raw,29,26.995
merged_big_raw,30,87.582
merged_big_raw,31,51.039
merged_big_raw,32,37.716
merged_big_raw,33,47.218
merged_big_raw,34,30.470
merged_big_raw,35,32.104
merged_big_raw,36,37.258
merged_big_raw,37,81.778
merged_big_raw,38,39.638
merged_big_raw,39,34.910
merged_big_raw,40,30.450
merged_big_raw,41,35.636
merged_big_raw,42,38.068
merged_big_raw,43,30.253
merged_big_raw,44,36.914
merged_big_raw,45,40.520
merged_big_raw,46,36.515
merged_big_raw,47,36.726
merged_big_raw,48,33.492
merged_big_raw,49,53.268
merged_big_raw,50,44.542
merged_big_raw,51,45.874
merged_big_raw,52,32.500
merged_big_raw,53,39.081
merged_big_raw,54,37.876
merged_big_raw,55,56.903
merged_big_raw,56,31.788
merged_big_raw,57,48.255
merged_big_raw,58,69.188
merged_big_raw,59,58.020
merged_big_raw,60,60.805
merged_big_raw,61,51.054
merged_big_raw,62,90.469
merged_big_raw,63,34.739
merged_big_raw,64,31.340
merged_big_raw,65,50.078
merged_big_raw,66,48.663
merged_big_raw,67,36.944
merged_big_raw,68,42.600
merged_big_raw,69,52.048
merged_big_raw,70,29.830
merged_big_raw,71,50.290
merged_big_raw,72,56.673
merged_big_raw,73,55.875
merged_big_raw,74,34.625
merged_big_raw,75,59.438
merged_big_raw,76,41.579
merged_big_raw,77,34.032
merged_big_raw,78,27.916
merged_big_raw,79,41.052
merged_big_raw,80,59.023
merged_big_raw,81,35.614
merged_big_raw,82,82.747
merged_big_raw,83,51.512
merged_big_raw,84,28.661
merged_big_raw,85,35.174
merged_big_raw,86,38.791
merged_big_raw,87,39.681
merged_big_raw,88,27.718
merged_big_raw,89,28.542
merged_big_raw,90,32.530
merged_big_raw,91,59.878
merged_big_raw,92,33.560
merged_big_raw,93,26.532
merged_big_raw,94,81.214
merged_big_raw,95,55.291
merged_big_raw,96,59.779
merged_big_raw,97,36.456
merged_big_raw,98,34.480
merged_big_raw,99,90.168
multi,0,8715.699
multi,1,8113.845
multi,2,8218.726
multi,3,8555.380
multi,4,8552.415
multi,5,8258.664
multi,6,8212.659
multi,7,8325.919
multi,8,8204.131
multi,9,8029.186
multi,10,8137.080
multi,11,8117.538
multi,12,8332.212
multi,13,7919.404
multi,14,7853.794
multi,15,8044.025
multi,16,7918.883
multi,17,7849.715
multi,18,8254.541
multi,19,7876.101
multi,20,7911.328
multi,21,8055.644
multi,22,7972.131
multi,23,8032.642
multi,24,7956.467
multi,25,7935.951
multi,26,8048.569
multi,27,7900.809
multi,28,8376.552
multi,29,7833.770
multi,30,8090.106
multi,31,8038.163
multi,32,7980.411
multi,33,7913.427
multi,34,7934.854
multi,35,7832.076
multi,36,8144.925
multi,37,8158.968
multi,38,7871.765
multi,39,7928.875
multi,40,7992.589
multi,41,8343.061
multi,42,7923.647
multi,43,7891.189
multi,44,7979.348
multi,45,7996.712
multi,46,7932.547
multi,47,7929.771
multi,48,7919.137
multi,49,8033.437
multi,50,8011.238
multi,51,8072.006
multi,52,8000.391
multi,53,7943.125
multi,54,8336.916
multi,55,7783.322
multi,56,7685.497
multi,57,8001.109
multi,58,7863.411
multi,59,7791.602
multi,60,7807.430
multi,61,7775.427
multi,62,7853.899
multi,63,7970.665
multi,64,7683.333
multi,65,7989.625
multi,66,8004.795
multi,67,7931.229
multi,68,8438.704
multi,69,8264.627
multi,70,8062.120
multi,71,8268.972
multi,72,8159.843
multi,73,8081.050
multi,74,8013.271
multi,75,8078.812
multi,76,8081.624
multi,77,8016.055
multi,78,7950.512
multi,79,7937.150
multi,80,8193.227
multi,81,7939.189
multi,82,8096.471
multi,83,8365.059
multi,84,7862.422
multi,85,7825.922
multi,86,8015.650
multi,87,7906.646
multi,88,7970.914
multi,89,7971.764
multi,90,7878.326
multi,91,8038.798
multi,92,7991.065
multi,93,7854.316
multi,94,8132.308
multi,95,7942.407
multi,96,8006.697
multi,97,8030.210
multi,98,8001.267
multi,99,8436.019

--- summary (ms per sample) ---
  single_small   median=  1332.6 ms  mean=  1365.9 ms  min= 1160.3  max=  2255.1  cold(first10)=  1512.4  warm(last10)=  1358.4
