dataset,num_workers,batch_idx,wall_ms
merged,1,32,817.80
merged,1,33,779.01
merged,1,34,775.95
merged,1,35,626.79
merged,1,36,1207.13
merged,1,37,24465.98
merged,1,38,755.49
merged,1,39,840.86
merged,4,0,936.26
merged,4,1,0.19
merged,4,2,31.97
merged,4,3,73.51
merged,4,4,576.87
merged,4,5,0.10
merged,4,6,51.54
merged,4,7,69.14
merged,4,8,645.37
merged,4,9,0.13
merged,4,10,33.22
merged,4,11,47.46
merged,4,12,588.40
merged,4,13,0.09
merged,4,14,74.24
merged,4,15,0.14
merged,4,16,637.74
merged,4,17,0.24
merged,4,18,28.59
merged,4,19,0.07
merged,4,20,683.84
merged,4,21,0.08
merged,4,22,0.03
merged,4,23,0.09
merged,4,24,656.58
merged,4,25,0.10
merged,4,26,1258.04
merged,4,27,0.11
merged,4,28,0.04
merged,4,29,0.19
merged,4,30,620.26
merged,4,31,0.13
merged,4,32,0.13
merged,4,33,0.12
merged,4,34,697.29
merged,4,35,0.08
merged,4,36,0.03
merged,4,37,0.02
merged,4,38,561.56
merged,4,39,0.10
merged,8,0,882.39
merged,8,1,30.97
merged,8,2,88.82
merged,8,3,151.35
merged,8,4,0.10
merged,8,5,0.11
merged,8,6,0.14
merged,8,7,0.17
merged,8,8,541.85
merged,8,9,0.18
merged,8,10,0.13
merged,8,11,128.90
merged,8,12,0.16
merged,8,13,0.10
merged,8,14,48.87
merged,8,15,0.22
merged,8,16,583.17
merged,8,17,0.18
merged,8,18,113.34
merged,8,19,73.75
merged,8,20,0.10
merged,8,21,0.21
merged,8,22,0.05
merged,8,23,0.09
merged,8,24,457.09
merged,8,25,0.14
merged,8,26,162.10
merged,8,27,36.45
merged,8,28,0.09
merged,8,29,0.12
merged,8,30,0.19
merged,8,31,0.07
merged,8,32,528.96
merged,8,33,0.15
merged,8,34,194.99
merged,8,35,31.95
merged,8,36,0.11
merged,8,37,0.03
merged,8,38,0.19
merged,8,39,0.05
merged,12,0,1113.46
merged,12,1,247.83
merged,12,2,52.61
merged,12,3,0.12
merged,12,4,0.20
merged,12,5,0.04
merged,12,6,0.15
merged,12,7,76.45
merged,12,8,0.14
merged,12,9,0.22
merged,12,10,0.26
merged,12,11,0.05
merged,12,12,390.49
merged,12,13,319.86
merged,12,14,0.16
merged,12,15,0.04
merged,12,16,0.12
merged,12,17,0.31
merged,12,18,0.13
merged,12,19,0.03
merged,12,20,0.09
merged,12,21,0.03
merged,12,22,0.31
merged,12,23,60.25
merged,12,24,655.95
merged,12,25,173.96
merged,12,26,0.18
merged,12,27,0.10
merged,12,28,0.11
merged,12,29,0.03
merged,12,30,0.03
merged,12,31,0.15
merged,12,32,0.23
merged,12,33,0.03
merged,12,34,0.02
merged,12,35,0.20
merged,12,36,578.96
merged,12,37,131.00
merged,12,38,0.23
merged,12,39,0.18
merged,20,0,1818.31
merged,20,1,0.09
merged,20,2,0.03
merged,20,3,243.44
merged,20,4,0.08
merged,20,5,178.94
merged,20,6,0.34
merged,20,7,0.20
merged,20,8,0.06
merged,20,9,0.27
merged,20,10,0.18
merged,20,11,0.16
merged,20,12,0.05
merged,20,13,0.17
merged,20,14,0.20
merged,20,15,0.12
merged,20,16,0.12
merged,20,17,0.10
merged,20,18,0.09
merged,20,19,0.29
merged,20,20,793.76
merged,20,21,0.13
merged,20,22,0.12
merged,20,23,0.06
merged,20,24,0.43
merged,20,25,72.28
merged,20,26,0.27
merged,20,27,0.12
merged,20,28,0.17
merged,20,29,0.12
merged,20,30,0.19
merged,20,31,0.07
merged,20,32,0.36
merged,20,33,0.18
merged,20,34,0.15
merged,20,35,0.17
merged,20,36,0.23
merged,20,37,0.15
merged,20,38,0.25
merged,20,39,0.17
