dataset,num_workers,batch_idx,wall_ms
single,1,0,12491.65
single,1,1,11046.50
single,1,2,10938.17
single,1,3,9840.68
single,1,4,10559.69
single,1,5,11733.43
single,1,6,9899.65
single,1,7,10061.59
single,1,8,9889.63
single,1,9,12305.83
single,1,10,9700.61
single,1,11,10497.55
single,1,12,9967.01
single,1,13,10711.10
single,1,14,14824.53
single,1,15,10031.95
single,1,16,22235.23
single,1,17,19355.19
single,1,18,14379.40
single,1,19,9747.92
single,1,20,21580.14
single,1,21,11050.06
single,1,22,9501.43
single,1,23,11635.29
single,1,24,10039.61
single,1,25,10377.50
single,1,26,30676.20
single,1,27,9342.02
single,1,28,9681.75
single,1,29,10011.50
single,1,30,12851.65
single,1,31,9828.67
single,1,32,10103.79
single,1,33,10017.90
single,1,34,10016.51
single,1,35,9440.02
single,1,36,10191.61
single,1,37,9866.36
single,1,38,11212.17
single,1,39,9032.29
single,4,0,15097.96
single,4,1,11032.69
single,4,2,0.09
single,4,3,0.19
single,4,4,8367.79
single,4,5,7971.51
single,4,6,0.19
single,4,7,0.03
single,4,8,3822.68
single,4,9,7490.79
single,4,10,0.16
single,4,11,2935.86
single,4,12,0.27
single,4,13,12794.42
single,4,14,5125.61
single,4,15,0.09
single,4,16,0.02
single,4,17,4402.91
single,4,18,6026.59
single,4,19,0.18
single,4,20,0.03
single,4,21,4094.37
single,4,22,16630.20
single,4,23,0.34
single,4,24,0.13
single,4,25,0.14
single,4,26,11250.29
single,4,27,0.12
single,4,28,0.04
single,4,29,0.03
single,4,30,9738.26
single,4,31,0.28
single,4,32,0.16
single,4,33,0.03
single,4,34,9130.67
single,4,35,0.19
single,4,36,0.12
single,4,37,0.10
single,4,38,10305.78
single,4,39,677.61
single,8,0,11810.02
single,8,1,1238.54
single,8,2,0.18
single,8,3,0.14
single,8,4,877.03
single,8,5,0.18
single,8,6,0.10
single,8,7,0.13
single,8,8,8578.62
single,8,9,1869.39
single,8,10,0.13
single,8,11,0.04
single,8,12,12265.87
single,8,13,0.10
single,8,14,0.02
single,8,15,0.02
single,8,16,13230.56
single,8,17,0.18
single,8,18,0.04
single,8,19,296.26
single,8,20,11165.52
single,8,21,0.08
single,8,22,3666.32
single,8,23,0.23
single,8,24,6871.61
single,8,25,0.19
single,8,26,0.24
single,8,27,0.04
single,8,28,710.81
single,8,29,0.23
single,8,30,3678.76
single,8,31,0.21
single,8,32,6304.25
single,8,33,0.17
single,8,34,0.06
single,8,35,0.35
single,8,36,2137.51
single,8,37,0.10
single,8,38,2190.23
single,8,39,0.18
single,12,0,13883.97
single,12,1,14744.61
single,12,2,0.12
single,12,3,0.24
single,12,4,0.11
single,12,5,0.36
single,12,6,0.14
single,12,7,0.12
single,12,8,0.03
single,12,9,0.08
single,12,10,0.13
single,12,11,8426.29
single,12,12,12087.05
single,12,13,12199.80
single,12,14,0.13
single,12,15,0.34
single,12,16,0.14
single,12,17,0.05
single,12,18,0.22
single,12,19,0.07
single,12,20,0.04
single,12,21,0.18
single,12,22,0.13
single,12,23,0.25
single,12,24,0.13
single,12,25,11853.98
single,12,26,0.16
single,12,27,0.04
single,12,28,0.23
single,12,29,0.25
single,12,30,0.11
single,12,31,0.03
single,12,32,0.10
single,12,33,0.20
single,12,34,0.03
single,12,35,0.03
single,12,36,0.22
single,12,37,14303.98
single,12,38,0.24
single,12,39,0.04
single,20,0,14778.88
single,20,1,609.72
single,20,2,4966.52
single,20,3,0.13
single,20,4,0.15
single,20,5,0.21
