dataset,num_workers,batch_idx,wall_ms
single,20,6,0.16
single,20,7,0.08
single,20,8,0.18
single,20,9,0.13
single,20,10,0.26
single,20,11,3069.58
single,20,12,0.20
single,20,13,0.03
single,20,14,0.18
single,20,15,0.11
single,20,16,0.09
single,20,17,0.14
single,20,18,0.19
single,20,19,0.07
single,20,20,8229.74
single,20,21,0.15
single,20,22,471.92
single,20,23,0.26
single,20,24,0.19
single,20,25,0.23
single,20,26,1770.03
single,20,27,0.27
single,20,28,0.16
single,20,29,0.11
single,20,30,0.07
single,20,31,12280.11
single,20,32,0.31
single,20,33,0.06
single,20,34,0.23
single,20,35,0.15
single,20,36,0.12
single,20,37,0.21
single,20,38,0.11
single,20,39,0.06
merged,1,0,2460.09
merged,1,1,5505.61
merged,1,2,1502.56
merged,1,3,1217.04
merged,1,4,1481.76
merged,1,5,1509.15
merged,1,6,1474.77
merged,1,7,1240.53
merged,1,8,1494.50
merged,1,9,1383.83
merged,1,10,3315.54
merged,1,11,1301.09
merged,1,12,1320.99
merged,1,13,3238.45
merged,1,14,1171.06
merged,1,15,1434.96
merged,1,16,5733.14
merged,1,17,1244.97
merged,1,18,1354.39
merged,1,19,1073.94
merged,1,20,1336.53
merged,1,21,987.52
merged,1,22,1154.21
merged,1,23,1135.78
merged,1,24,1178.33
merged,1,25,1168.01
merged,1,26,1988.48
merged,1,27,2931.61
merged,1,28,1201.05
merged,1,29,1219.74
merged,1,30,1245.57
merged,1,31,1234.79
merged,1,32,1130.00
merged,1,33,8792.65
merged,1,34,966.65
merged,1,35,1072.46
merged,1,36,1922.31
merged,1,37,4210.64
merged,1,38,1077.96
merged,1,39,1246.94
merged,4,0,1152.93
merged,4,1,74.41
merged,4,2,0.14
merged,4,3,0.21
merged,4,4,1468.70
merged,4,5,0.27
merged,4,6,0.08
merged,4,7,0.33
merged,4,8,728.78
merged,4,9,0.10
merged,4,10,0.04
merged,4,11,0.11
merged,4,12,816.39
merged,4,13,300.28
merged,4,14,0.21
merged,4,15,0.12
merged,4,16,577.20
merged,4,17,229.72
merged,4,18,0.25
merged,4,19,0.07
merged,4,20,647.54
merged,4,21,107.41
merged,4,22,0.10
merged,4,23,0.18
merged,4,24,754.21
merged,4,25,189.37
merged,4,26,0.17
merged,4,27,0.19
merged,4,28,619.67
merged,4,29,287.39
merged,4,30,0.16
merged,4,31,0.08
merged,4,32,457.23
merged,4,33,364.73
merged,4,34,19264.63
merged,4,35,0.13
merged,4,36,0.17
merged,4,37,0.11
merged,4,38,2381.02
merged,4,39,0.10
merged,8,0,1163.42
merged,8,1,68.63
merged,8,2,0.18
merged,8,3,0.06
merged,8,4,61.31
merged,8,5,0.14
merged,8,6,36.32
merged,8,7,0.18
merged,8,8,555.31
merged,8,9,104.73
merged,8,10,1654.43
merged,8,11,0.22
merged,8,12,0.03
merged,8,13,3198.22
merged,8,14,0.15
merged,8,15,0.05
merged,8,16,0.52
merged,8,17,0.06
merged,8,18,0.05
merged,8,19,0.32
merged,8,20,0.15
merged,8,21,769.77
merged,8,22,0.09
merged,8,23,0.03
merged,8,24,0.16
merged,8,25,0.08
merged,8,26,0.12
merged,8,27,0.43
merged,8,28,0.09
merged,8,29,701.71
merged,8,30,0.11
merged,8,31,0.03
merged,8,32,0.18
merged,8,33,0.14
merged,8,34,0.14
merged,8,35,0.13
merged,8,36,0.16
merged,8,37,753.42
merged,8,38,0.12
merged,8,39,0.07
merged,12,0,1425.32
merged,12,1,0.26
merged,12,2,0.17
merged,12,3,0.07
merged,12,4,0.12
merged,12,5,0.16
merged,12,6,0.36
merged,12,7,0.25
merged,12,8,0.07
merged,12,9,74.66
merged,12,10,0.23
merged,12,11,0.17
merged,12,12,549.05
merged,12,13,168.75
merged,12,14,0.21
merged,12,15,0.12
merged,12,16,0.07
merged,12,17,0.11
merged,12,18,0.09
merged,12,19,0.13
merged,12,20,31.46
merged,12,21,0.18
merged,12,22,0.10
merged,12,23,77.09
merged,12,24,660.30
merged,12,25,0.19
merged,12,26,0.07
merged,12,27,0.18
merged,12,28,0.10
merged,12,29,0.05
merged,12,30,0.02
merged,12,31,934.14
merged,12,32,0.30
merged,12,33,0.24
merged,12,34,0.16
merged,12,35,0.21
merged,12,36,0.08
merged,12,37,0.18
merged,12,38,0.31
merged,12,39,0.20
merged,20,0,1397.40
merged,20,1,191.11
merged,20,2,184.85
merged,20,3,0.14
merged,20,4,0.12
merged,20,5,0.08
merged,20,6,0.14
merged,20,7,0.36
merged,20,8,0.06
merged,20,9,81.37
merged,20,10,0.34
merged,20,11,0.06
merged,20,12,49.46
merged,20,13,881.55
merged,20,14,0.37
merged,20,15,0.14
merged,20,16,3544.55
merged,20,17,0.62
merged,20,18,0.23
merged,20,19,0.54
merged,20,20,0.04
merged,20,21,0.14
merged,20,22,0.05
merged,20,23,0.28
merged,20,24,0.13
merged,20,25,0.13
merged,20,26,0.25
merged,20,27,0.04
merged,20,28,0.12
merged,20,29,0.24
merged,20,30,0.24
merged,20,31,0.12
merged,20,32,0.32
merged,20,33,0.08
merged,20,34,0.25
merged,20,35,0.06
merged,20,36,2000.11
merged,20,37,0.09
merged,20,38,0.24
merged,20,39,0.04
