dataset,num_workers,batch_idx,wall_ms
single,1,0,12760.73
single,1,1,10707.97
single,1,2,10077.76
single,1,3,10268.05
single,1,4,11362.88
single,1,5,10561.41
single,1,6,11160.17
single,1,7,17394.97
single,1,8,18325.72
single,1,9,9686.14
single,1,10,10595.58
single,1,11,19336.63
single,1,12,10343.98
single,1,13,11929.70
single,1,14,14935.52
single,1,15,18506.18
single,1,16,9983.66
single,1,17,18530.97
single,1,18,10069.63
single,1,19,9767.45
single,1,20,24980.36
single,1,21,9552.90
single,1,22,10477.34
single,1,23,9867.99
single,1,24,29614.27
single,1,25,9513.75
single,1,26,19025.74
single,1,27,9448.66
single,1,28,10733.89
single,1,29,10206.65
single,1,30,10342.03
single,1,31,9780.28
single,1,32,10271.10
single,1,33,10059.66
single,1,34,10278.67
single,1,35,10446.84
single,1,36,11793.74
single,1,37,10378.30
single,1,38,13495.95
single,1,39,10576.95
single,4,0,37113.85
single,4,1,0.18
single,4,2,0.03
single,4,3,0.10
single,4,4,20558.60
single,4,5,0.09
single,4,6,0.03
single,4,7,0.03
single,4,8,11198.50
single,4,9,0.19
single,4,10,0.11
single,4,11,0.11
single,4,12,23874.97
single,4,13,0.22
single,4,14,0.03
single,4,15,0.02
single,4,16,9714.95
single,4,17,0.15
single,4,18,0.05
single,4,19,0.07
single,4,20,10858.63
single,4,21,0.10
single,4,22,0.04
single,4,23,0.29
single,4,24,22899.45
single,4,25,0.08
single,4,26,0.03
single,4,27,0.02
single,4,28,21085.86
single,4,29,6337.03
single,4,30,0.17
single,4,31,0.10
single,4,32,13841.78
single,4,33,0.14
single,4,34,0.04
single,4,35,0.20
single,4,36,10794.25
single,4,37,0.19
single,4,38,0.03
single,4,39,0.13
single,8,0,24390.03
single,8,1,0.12
single,8,2,0.16
single,8,3,0.03
single,8,4,0.17
single,8,5,0.03
single,8,6,0.04
single,8,7,0.23
single,8,8,10175.83
single,8,9,0.23
single,8,10,0.11
single,8,11,0.03
single,8,12,10665.18
single,8,13,0.22
single,8,14,0.08
single,8,15,0.19
single,8,16,576.62
single,8,17,25188.45
single,8,18,0.10
single,8,19,0.04
single,8,20,0.21
single,8,21,0.21
single,8,22,0.03
single,8,23,0.18
single,8,24,0.03
single,8,25,11116.24
single,8,26,0.20
single,8,27,0.11
single,8,28,0.16
single,8,29,0.13
single,8,30,0.09
single,8,31,0.13
single,8,32,0.03
single,8,33,11690.94
single,8,34,0.20
single,8,35,0.18
single,8,36,0.09
single,8,37,0.15
single,8,38,0.15
single,8,39,0.19
single,12,0,14614.59
single,12,1,880.57
single,12,2,0.24
single,12,3,0.06
single,12,4,0.14
single,12,5,0.11
single,12,6,0.13
single,12,7,0.15
single,12,8,0.04
single,12,9,0.13
single,12,10,0.17
single,12,11,0.12
single,12,12,30775.77
single,12,13,0.20
single,12,14,0.12
single,12,15,0.08
single,12,16,0.09
single,12,17,0.22
single,12,18,0.07
single,12,19,0.12
single,12,20,0.14
single,12,21,0.10
single,12,22,0.06
single,12,23,0.46
single,12,24,12511.69
single,12,25,0.26
single,12,26,0.37
single,12,27,0.12
single,12,28,0.06
single,12,29,0.11
single,12,30,0.04
single,12,31,0.03
single,12,32,0.21
single,12,33,0.11
single,12,34,0.07
single,12,35,0.19
single,12,36,12176.36
single,12,37,0.26
single,12,38,0.18
single,12,39,0.11
single,20,0,17260.74
single,20,1,3634.01
single,20,2,0.23
single,20,3,0.20
single,20,4,0.09
single,20,5,0.05
single,20,6,0.24
single,20,7,0.11
single,20,8,0.09
single,20,9,0.08
single,20,10,0.11
single,20,11,0.09
single,20,12,0.10
single,20,13,0.09
single,20,14,0.09
single,20,15,0.06
single,20,16,0.07
single,20,17,0.09
single,20,18,2260.27
single,20,19,0.16
single,20,20,8200.78
single,20,21,2569.44
single,20,22,0.16
single,20,23,0.25
single,20,24,0.10
single,20,25,0.05
single,20,26,0.09
single,20,27,0.06
single,20,28,0.19
single,20,29,1150.22
single,20,30,0.13
single,20,31,0.11
single,20,32,3756.51
single,20,33,0.11
single,20,34,0.24
single,20,35,0.23
single,20,36,0.15
single,20,37,2543.35
single,20,38,0.51
single,20,39,0.18
merged,1,0,3353.87
merged,1,1,1217.41
merged,1,2,1147.76
merged,1,3,1119.57
merged,1,4,1030.43
merged,1,5,1059.26
merged,1,6,1161.90
merged,1,7,6366.97
merged,1,8,1059.95
merged,1,9,1063.90
merged,1,10,1038.38
merged,1,11,1074.04
merged,1,12,1182.75
merged,1,13,1107.66
merged,1,14,1057.57
merged,1,15,2538.86
merged,1,16,1001.96
merged,1,17,1453.39
merged,1,18,1040.43
merged,1,19,947.04
merged,1,20,11578.37
merged,1,21,4413.34
merged,1,22,1041.27
merged,1,23,912.68
merged,1,24,1776.29
merged,1,25,973.48
merged,1,26,991.12
merged,1,27,921.59
merged,1,28,947.34
merged,1,29,1082.31
merged,1,30,1023.45
merged,1,31,932.53
merged,1,32,929.20
merged,1,33,948.25
merged,1,34,4490.38
merged,1,35,1124.54
merged,1,36,1358.84
merged,1,37,1046.10
merged,1,38,982.85
merged,1,39,1122.63
merged,4,0,1034.79
merged,4,1,115.65
merged,4,2,76.79
merged,4,3,0.28
merged,4,4,582.57
merged,4,5,135.74
merged,4,6,104.28
merged,4,7,0.21
merged,4,8,463.65
merged,4,9,101.01
merged,4,10,15876.50
merged,4,11,0.13
merged,4,12,0.24
merged,4,13,0.05
merged,4,14,869.65
merged,4,15,0.21
merged,4,16,0.09
merged,4,17,0.08
merged,4,18,783.44
merged,4,19,0.18
merged,4,20,0.04
merged,4,21,0.16
merged,4,22,786.12
merged,4,23,0.19
merged,4,24,0.10
merged,4,25,0.03
merged,4,26,720.17
merged,4,27,0.10
merged,4,28,6989.62
merged,4,29,0.14
merged,4,30,0.03
merged,4,31,0.04
merged,4,32,753.44
merged,4,33,0.19
merged,4,34,0.03
merged,4,35,0.10
merged,4,36,687.18
merged,4,37,0.09
merged,4,38,0.03
merged,4,39,0.13
merged,8,0,1168.58
merged,8,1,0.12
merged,8,2,0.24
merged,8,3,0.24
merged,8,4,0.19
merged,8,5,34.79
merged,8,6,0.22
merged,8,7,0.25
merged,8,8,756.38
merged,8,9,0.11
merged,8,10,0.12
merged,8,11,0.16
merged,8,12,0.02
merged,8,13,0.17
merged,8,14,0.09
merged,8,15,0.05
merged,8,16,761.42
merged,8,17,0.28
merged,8,18,0.10
merged,8,19,0.14
merged,8,20,0.16
merged,8,21,0.15
merged,8,22,36.71
merged,8,23,0.12
merged,8,24,797.10
merged,8,25,0.23
merged,8,26,0.08
merged,8,27,0.03
merged,8,28,640.51
merged,8,29,0.17
merged,8,30,0.06
merged,8,31,0.12
merged,8,32,216.62
merged,8,33,0.11
merged,8,34,0.25
merged,8,35,0.12
merged,8,36,643.87
merged,8,37,0.30
merged,8,38,0.12
merged,8,39,1910.73
merged,12,0,1356.88
merged,12,1,108.64
merged,12,2,0.12
merged,12,3,60.12
merged,12,4,0.11
merged,12,5,0.04
merged,12,6,0.21
merged,12,7,0.04
merged,12,8,0.19
merged,12,9,0.18
merged,12,10,0.06
merged,12,11,0.24
merged,12,12,788.25
merged,12,13,0.25
merged,12,14,0.05
merged,12,15,66.67
merged,12,16,0.13
merged,12,17,0.04
merged,12,18,0.14
merged,12,19,0.25
merged,12,20,0.08
merged,12,21,0.06
merged,12,22,0.03
merged,12,23,0.09
merged,12,24,710.80
merged,12,25,0.25
merged,12,26,0.06
merged,12,27,125.01
merged,12,28,4143.96
merged,12,29,0.26
merged,12,30,0.05
merged,12,31,0.36
merged,12,32,0.07
merged,12,33,0.04
merged,12,34,0.74
merged,12,35,0.22
merged,12,36,0.17
merged,12,37,0.42
merged,12,38,0.18
merged,12,39,0.16
merged,20,0,1464.60
merged,20,1,847.72
merged,20,2,0.13
merged,20,3,0.06
merged,20,4,0.30
merged,20,5,0.23
merged,20,6,0.04
merged,20,7,0.19
merged,20,8,0.03
merged,20,9,0.04
merged,20,10,0.11
merged,20,11,0.17
merged,20,12,0.16
merged,20,13,0.29
merged,20,14,0.03
merged,20,15,0.17
merged,20,16,0.16
merged,20,17,7834.12
merged,20,18,0.15
merged,20,19,0.03
merged,20,20,0.41
merged,20,21,0.05
merged,20,22,0.04
merged,20,23,0.03
merged,20,24,0.38
merged,20,25,0.17
merged,20,26,0.12
merged,20,27,0.05
merged,20,28,0.10
merged,20,29,0.03
merged,20,30,0.42
merged,20,31,0.11
merged,20,32,0.09
merged,20,33,0.08
merged,20,34,0.03
merged,20,35,0.03
merged,20,36,0.26
merged,20,37,1084.07
merged,20,38,0.28
merged,20,39,0.16
