dataset,sample_idx,var,n_chunks
single,994,weighted_PCT_CLAY,4
single,994,weighted_PCT_SAND,4
single,994,weighted_ORGANIC,4
single,994,SLOPE,4
single,994,elevation,4
single,994,ASPECT,4
single,994,LULC_states,12
single,995,range,4
single,995,secdf,4
single,995,primn,4
single,995,primf,4
single,995,pastr,4
single,995,c4per,4
single,995,c3per,4
single,995,c4ann,4
single,995,urban,4
single,995,secmb,4
single,995,secma,4
single,995,secdn,4
single,995,c3nfx,4
single,995,c3ann,4
single,995,number_of_people,4
single,995,kg_class,4
single,995,weighted_PCT_SAND,2
single,995,weighted_PCT_CLAY,2
single,995,weighted_ORGANIC,2
single,995,SLOPE,2
single,995,elevation,2
single,995,ASPECT,2
single,995,LULC_states,6
single,996,secdf,4
single,996,range,4
single,996,primn,4
single,996,pastr,4
single,996,primf,4
single,996,c4per,4
single,996,c4ann,4
single,996,c3per,4
single,996,urban,4
single,996,secdn,4
single,996,secmb,4
single,996,secma,4
single,996,c3nfx,4
single,996,c3ann,4
single,996,number_of_people,4
single,996,kg_class,4
single,996,weighted_PCT_SAND,2
single,996,weighted_PCT_CLAY,2
single,996,weighted_ORGANIC,2
single,996,SLOPE,2
single,996,elevation,2
single,996,ASPECT,2
single,996,LULC_states,6
single,997,range,4
single,997,secdf,4
single,997,primn,4
single,997,primf,4
single,997,pastr,4
single,997,c4per,4
single,997,c4ann,4
single,997,c3per,4
single,997,secma,4
single,997,urban,4
single,997,secmb,4
single,997,secdn,4
single,997,c3ann,4
single,997,c3nfx,4
single,997,number_of_people,4
single,997,kg_class,4
single,997,weighted_PCT_SAND,2
single,997,weighted_PCT_CLAY,2
single,997,weighted_ORGANIC,2
single,997,SLOPE,2
single,997,ASPECT,2
single,997,elevation,2
single,997,LULC_states,6
single,998,range,8
single,998,primn,8
single,998,secdf,8
single,998,primf,8
single,998,pastr,8
single,998,c4per,8
single,998,c4ann,8
single,998,c3per,8
single,998,urban,8
single,998,secmb,8
single,998,secma,8
single,998,secdn,8
single,998,c3nfx,8
single,998,c3ann,8
single,998,number_of_people,8
single,998,kg_class,8
single,998,weighted_PCT_SAND,4
single,998,weighted_PCT_CLAY,4
single,998,weighted_ORGANIC,4
single,998,SLOPE,4
single,998,elevation,4
single,998,ASPECT,4
single,998,LULC_states,12
single,999,secdf,4
single,999,primn,4
single,999,pastr,4
single,999,range,4
single,999,primf,4
single,999,c4per,4
single,999,c3per,4
single,999,c4ann,4
single,999,urban,4
single,999,secdn,4
single,999,secmb,4
single,999,secma,4
single,999,c3nfx,4
single,999,c3ann,4
single,999,number_of_people,4
single,999,kg_class,4
single,999,weighted_PCT_SAND,2
single,999,weighted_PCT_CLAY,2
single,999,weighted_ORGANIC,2
single,999,SLOPE,2
single,999,ASPECT,2
single,999,elevation,2
single,999,LULC_states,6
merged,0,dynamic/data,12
merged,0,static/data,4
merged,1,dynamic/data,3
merged,1,static/data,1
merged,2,dynamic/data,3
merged,2,static/data,1
merged,3,dynamic/data,6
merged,3,static/data,2
merged,4,dynamic/data,12
merged,4,static/data,4
merged,5,dynamic/data,6
merged,5,static/data,2
merged,6,dynamic/data,6
merged,6,static/data,2
merged,7,dynamic/data,12
merged,7,static/data,4
merged,8,dynamic/data,12
merged,8,static/data,4
merged,9,dynamic/data,3
merged,9,static/data,1
merged,10,dynamic/data,6
merged,10,static/data,2
merged,11,dynamic/data,6
merged,11,static/data,2
merged,12,dynamic/data,6
merged,12,static/data,2
merged,13,dynamic/data,6
merged,13,static/data,2
merged,14,dynamic/data,6
merged,14,static/data,2
merged,15,dynamic/data,6
merged,15,static/data,2
merged,16,dynamic/data,6
merged,16,static/data,2
merged,17,dynamic/data,3
merged,17,static/data,1
merged,18,dynamic/data,12
merged,18,static/data,4
merged,19,dynamic/data,3
merged,19,static/data,1
merged,20,dynamic/data,6
merged,20,static/data,2
merged,21,dynamic/data,6
merged,21,static/data,2
merged,22,dynamic/data,6
merged,22,static/data,2
merged,23,dynamic/data,6
merged,23,static/data,2
merged,24,dynamic/data,3
merged,24,static/data,1
merged,25,dynamic/data,3
merged,25,static/data,1
merged,26,dynamic/data,6
merged,26,static/data,2
merged,27,dynamic/data,3
merged,27,static/data,1
merged,28,dynamic/data,6
merged,28,static/data,2
merged,29,dynamic/data,3
merged,29,static/data,1
merged,30,dynamic/data,12
merged,30,static/data,4
merged,31,dynamic/data,12
merged,31,static/data,4
merged,32,dynamic/data,6
merged,32,static/data,2
merged,33,dynamic/data,6
merged,33,static/data,2
merged,34,dynamic/data,6
merged,34,static/data,2
merged,35,dynamic/data,6
merged,35,static/data,2
merged,36,dynamic/data,12
merged,36,static/data,4
merged,37,dynamic/data,12
merged,37,static/data,4
merged,38,dynamic/data,3
merged,38,static/data,1
merged,39,dynamic/data,6
merged,39,static/data,2
merged,40,dynamic/data,6
merged,40,static/data,2
merged,41,dynamic/data,6
merged,41,static/data,2
merged,42,dynamic/data,12
merged,42,static/data,4
merged,43,dynamic/data,6
merged,43,static/data,2
merged,44,dynamic/data,6
merged,44,static/data,2
merged,45,dynamic/data,3
merged,45,static/data,1
merged,46,dynamic/data,6
merged,46,static/data,2
merged,47,dynamic/data,3
merged,47,static/data,1
merged,48,dynamic/data,6
merged,48,static/data,2
merged,49,dynamic/data,6
merged,49,static/data,2
merged,50,dynamic/data,6
merged,50,static/data,2
merged,51,dynamic/data,6
merged,51,static/data,2
merged,52,dynamic/data,6
merged,52,static/data,2
merged,53,dynamic/data,12
merged,53,static/data,4
merged,54,dynamic/data,12
merged,54,static/data,4
merged,55,dynamic/data,6
merged,55,static/data,2
merged,56,dynamic/data,6
merged,56,static/data,2
merged,57,dynamic/data,6
merged,57,static/data,2
merged,58,dynamic/data,12
merged,58,static/data,4
merged,59,dynamic/data,6
merged,59,static/data,2
merged,60,dynamic/data,6
merged,60,static/data,2
merged,61,dynamic/data,6
merged,61,static/data,2
merged,62,dynamic/data,12
merged,62,static/data,4
merged,63,dynamic/data,6
merged,63,static/data,2
merged,64,dynamic/data,6
merged,64,static/data,2
merged,65,dynamic/data,6
merged,65,static/data,2
merged,66,dynamic/data,6
merged,66,static/data,2
merged,67,dynamic/data,6
merged,67,static/data,2
merged,68,dynamic/data,3
merged,68,static/data,1
merged,69,dynamic/data,6
merged,69,static/data,2
merged,70,dynamic/data,3
merged,70,static/data,1
merged,71,dynamic/data,6
merged,71,static/data,2
merged,72,dynamic/data,6
merged,72,static/data,2
merged,73,dynamic/data,12
merged,73,static/data,4
merged,74,dynamic/data,3
merged,74,static/data,1
merged,75,dynamic/data,6
merged,75,static/data,2
merged,76,dynamic/data,6
merged,76,static/data,2
merged,77,dynamic/data,3
merged,77,static/data,1
merged,78,dynamic/data,3
merged,78,static/data,1
merged,79,dynamic/data,3
merged,79,static/data,1
merged,80,dynamic/data,12
merged,80,static/data,4
merged,81,dynamic/data,6
merged,81,static/data,2
merged,82,dynamic/data,12
merged,82,static/data,4
merged,83,dynamic/data,6
merged,83,static/data,2
merged,84,dynamic/data,3
merged,84,static/data,1
merged,85,dynamic/data,3
merged,85,static/data,1
merged,86,dynamic/data,6
merged,86,static/data,2
merged,87,dynamic/data,6
merged,87,static/data,2
merged,88,dynamic/data,3
merged,88,static/data,1
merged,89,dynamic/data,3
merged,89,static/data,1
merged,90,dynamic/data,6
merged,90,static/data,2
merged,91,dynamic/data,12
merged,91,static/data,4
merged,92,dynamic/data,6
merged,92,static/data,2
merged,93,dynamic/data,3
merged,93,static/data,1
merged,94,dynamic/data,12
merged,94,static/data,4
merged,95,dynamic/data,6
merged,95,static/data,2
merged,96,dynamic/data,6
merged,96,static/data,2
merged,97,dynamic/data,3
merged,97,static/data,1
merged,98,dynamic/data,3
merged,98,static/data,1
merged,99,dynamic/data,12
merged,99,static/data,4
merged,100,dynamic/data,6
merged,100,static/data,2
merged,101,dynamic/data,3
merged,101,static/data,1
merged,102,dynamic/data,6
merged,102,static/data,2
merged,103,dynamic/data,12
merged,103,static/data,4
merged,104,dynamic/data,6
merged,104,static/data,2
merged,105,dynamic/data,12
merged,105,static/data,4
merged,106,dynamic/data,12
merged,106,static/data,4
merged,107,dynamic/data,3
merged,107,static/data,1
merged,108,dynamic/data,3
merged,108,static/data,1
merged,109,dynamic/data,6
merged,109,static/data,2
merged,110,dynamic/data,3
merged,110,static/data,1
merged,111,dynamic/data,12
merged,111,static/data,4
merged,112,dynamic/data,3
merged,112,static/data,1
merged,113,dynamic/data,12
merged,113,static/data,4
merged,114,dynamic/data,3
merged,114,static/data,1
merged,115,dynamic/data,6
merged,115,static/data,2
merged,116,dynamic/data,6
merged,116,static/data,2
merged,117,dynamic/data,3
merged,117,static/data,1
merged,118,dynamic/data,3
merged,118,static/data,1
merged,119,dynamic/data,12
merged,119,static/data,4
merged,120,dynamic/data,3
merged,120,static/data,1
merged,121,dynamic/data,6
merged,121,static/data,2
merged,122,dynamic/data,6
merged,122,static/data,2
merged,123,dynamic/data,12
merged,123,static/data,4
merged,124,dynamic/data,3
merged,124,static/data,1
merged,125,dynamic/data,12
merged,125,static/data,4
merged,126,dynamic/data,6
merged,126,static/data,2
merged,127,dynamic/data,6
merged,127,static/data,2
merged,128,dynamic/data,12
merged,128,static/data,4
merged,129,dynamic/data,6
merged,129,static/data,2
merged,130,dynamic/data,6
merged,130,static/data,2
merged,131,dynamic/data,6
merged,131,static/data,2
merged,132,dynamic/data,6
merged,132,static/data,2
merged,133,dynamic/data,3
merged,133,static/data,1
merged,134,dynamic/data,6
merged,134,static/data,2
merged,135,dynamic/data,3
merged,135,static/data,1
merged,136,dynamic/data,3
merged,136,static/data,1
merged,137,dynamic/data,6
merged,137,static/data,2
merged,138,dynamic/data,6
merged,138,static/data,2
merged,139,dynamic/data,12
merged,139,static/data,4
merged,140,dynamic/data,3
merged,140,static/data,1
merged,141,dynamic/data,12
merged,141,static/data,4
merged,142,dynamic/data,3
merged,142,static/data,1
merged,143,dynamic/data,3
merged,143,static/data,1
merged,144,dynamic/data,3
merged,144,static/data,1
merged,145,dynamic/data,6
merged,145,static/data,2
merged,146,dynamic/data,3
merged,146,static/data,1
merged,147,dynamic/data,3
merged,147,static/data,1
merged,148,dynamic/data,12
merged,148,static/data,4
merged,149,dynamic/data,6
merged,149,static/data,2
merged,150,dynamic/data,12
merged,150,static/data,4
merged,151,dynamic/data,6
merged,151,static/data,2
merged,152,dynamic/data,6
merged,152,static/data,2
merged,153,dynamic/data,6
merged,153,static/data,2
merged,154,dynamic/data,6
merged,154,static/data,2
merged,155,dynamic/data,6
merged,155,static/data,2
merged,156,dynamic/data,6
merged,156,static/data,2
merged,157,dynamic/data,12
merged,157,static/data,4
merged,158,dynamic/data,6
merged,158,static/data,2
merged,159,dynamic/data,6
merged,159,static/data,2
merged,160,dynamic/data,3
merged,160,static/data,1
merged,161,dynamic/data,3
merged,161,static/data,1
merged,162,dynamic/data,3
merged,162,static/data,1
merged,163,dynamic/data,12
merged,163,static/data,4
merged,164,dynamic/data,6
merged,164,static/data,2
merged,165,dynamic/data,12
merged,165,static/data,4
merged,166,dynamic/data,6
merged,166,static/data,2
merged,167,dynamic/data,3
merged,167,static/data,1
merged,168,dynamic/data,3
merged,168,static/data,1
merged,169,dynamic/data,6
merged,169,static/data,2
merged,170,dynamic/data,3
merged,170,static/data,1
merged,171,dynamic/data,6
merged,171,static/data,2
merged,172,dynamic/data,6
merged,172,static/data,2
merged,173,dynamic/data,6
merged,173,static/data,2
merged,174,dynamic/data,12
merged,174,static/data,4
merged,175,dynamic/data,6
merged,175,static/data,2
merged,176,dynamic/data,6
merged,176,static/data,2
merged,177,dynamic/data,6
merged,177,static/data,2
merged,178,dynamic/data,6
merged,178,static/data,2
merged,179,dynamic/data,3
merged,179,static/data,1
merged,180,dynamic/data,3
merged,180,static/data,1
merged,181,dynamic/data,12
merged,181,static/data,4
merged,182,dynamic/data,6
merged,182,static/data,2
merged,183,dynamic/data,6
merged,183,static/data,2
merged,184,dynamic/data,6
merged,184,static/data,2
merged,185,dynamic/data,6
merged,185,static/data,2
merged,186,dynamic/data,6
merged,186,static/data,2
merged,187,dynamic/data,6
merged,187,static/data,2
merged,188,dynamic/data,3
merged,188,static/data,1
merged,189,dynamic/data,12
merged,189,static/data,4
merged,190,dynamic/data,12
merged,190,static/data,4
merged,191,dynamic/data,6
merged,191,static/data,2
merged,192,dynamic/data,6
merged,192,static/data,2
merged,193,dynamic/data,3
merged,193,static/data,1
merged,194,dynamic/data,12
merged,194,static/data,4
merged,195,dynamic/data,12
merged,195,static/data,4
merged,196,dynamic/data,6
merged,196,static/data,2
merged,197,dynamic/data,3
merged,197,static/data,1
merged,198,dynamic/data,12
merged,198,static/data,4
merged,199,dynamic/data,12
merged,199,static/data,4
merged,200,dynamic/data,6
merged,200,static/data,2
merged,201,dynamic/data,6
merged,201,static/data,2
merged,202,dynamic/data,12
merged,202,static/data,4
merged,203,dynamic/data,3
merged,203,static/data,1
merged,204,dynamic/data,3
merged,204,static/data,1
merged,205,dynamic/data,12
merged,205,static/data,4
merged,206,dynamic/data,12
merged,206,static/data,4
merged,207,dynamic/data,3
merged,207,static/data,1
merged,208,dynamic/data,12
merged,208,static/data,4
merged,209,dynamic/data,3
merged,209,static/data,1
merged,210,dynamic/data,6
merged,210,static/data,2
merged,211,dynamic/data,12
merged,211,static/data,4
merged,212,dynamic/data,12
merged,212,static/data,4
merged,213,dynamic/data,3
merged,213,static/data,1
merged,214,dynamic/data,6
merged,214,static/data,2
merged,215,dynamic/data,6
merged,215,static/data,2
merged,216,dynamic/data,3
merged,216,static/data,1
merged,217,dynamic/data,6
merged,217,static/data,2
merged,218,dynamic/data,12
merged,218,static/data,4
merged,219,dynamic/data,6
merged,219,static/data,2
merged,220,dynamic/data,3
merged,220,static/data,1
merged,221,dynamic/data,12
merged,221,static/data,4
merged,222,dynamic/data,3
merged,222,static/data,1
merged,223,dynamic/data,6
merged,223,static/data,2
merged,224,dynamic/data,6
merged,224,static/data,2
merged,225,dynamic/data,12
merged,225,static/data,4
merged,226,dynamic/data,12
merged,226,static/data,4
merged,227,dynamic/data,6
merged,227,static/data,2
merged,228,dynamic/data,12
merged,228,static/data,4
merged,229,dynamic/data,3
merged,229,static/data,1
merged,230,dynamic/data,6
merged,230,static/data,2
merged,231,dynamic/data,3
merged,231,static/data,1
merged,232,dynamic/data,3
merged,232,static/data,1
merged,233,dynamic/data,12
merged,233,static/data,4
merged,234,dynamic/data,6
merged,234,static/data,2
merged,235,dynamic/data,12
merged,235,static/data,4
merged,236,dynamic/data,6
merged,236,static/data,2
merged,237,dynamic/data,6
merged,237,static/data,2
merged,238,dynamic/data,6
merged,238,static/data,2
merged,239,dynamic/data,6
merged,239,static/data,2
merged,240,dynamic/data,6
merged,240,static/data,2
merged,241,dynamic/data,6
merged,241,static/data,2
merged,242,dynamic/data,6
merged,242,static/data,2
merged,243,dynamic/data,6
merged,243,static/data,2
merged,244,dynamic/data,3
merged,244,static/data,1
merged,245,dynamic/data,3
merged,245,static/data,1
merged,246,dynamic/data,3
merged,246,static/data,1
merged,247,dynamic/data,6
merged,247,static/data,2
merged,248,dynamic/data,6
merged,248,static/data,2
merged,249,dynamic/data,6
merged,249,static/data,2
merged,250,dynamic/data,3
merged,250,static/data,1
merged,251,dynamic/data,3
merged,251,static/data,1
merged,252,dynamic/data,12
merged,252,static/data,4
merged,253,dynamic/data,12
merged,253,static/data,4
merged,254,dynamic/data,6
merged,254,static/data,2
merged,255,dynamic/data,12
merged,255,static/data,4
merged,256,dynamic/data,12
merged,256,static/data,4
merged,257,dynamic/data,6
merged,257,static/data,2
merged,258,dynamic/data,12
merged,258,static/data,4
merged,259,dynamic/data,12
merged,259,static/data,4
merged,260,dynamic/data,6
merged,260,static/data,2
merged,261,dynamic/data,6
merged,261,static/data,2
merged,262,dynamic/data,3
merged,262,static/data,1
merged,263,dynamic/data,6
merged,263,static/data,2
merged,264,dynamic/data,3
merged,264,static/data,1
merged,265,dynamic/data,12
merged,265,static/data,4
merged,266,dynamic/data,6
merged,266,static/data,2
merged,267,dynamic/data,12
merged,267,static/data,4
merged,268,dynamic/data,6
merged,268,static/data,2
merged,269,dynamic/data,12
merged,269,static/data,4
merged,270,dynamic/data,3
merged,270,static/data,1
merged,271,dynamic/data,3
merged,271,static/data,1
merged,272,dynamic/data,6
merged,272,static/data,2
merged,273,dynamic/data,6
merged,273,static/data,2
merged,274,dynamic/data,12
merged,274,static/data,4
merged,275,dynamic/data,6
merged,275,static/data,2
merged,276,dynamic/data,3
merged,276,static/data,1
merged,277,dynamic/data,6
merged,277,static/data,2
merged,278,dynamic/data,6
merged,278,static/data,2
merged,279,dynamic/data,12
merged,279,static/data,4
merged,280,dynamic/data,12
merged,280,static/data,4
merged,281,dynamic/data,6
merged,281,static/data,2
merged,282,dynamic/data,12
merged,282,static/data,4
merged,283,dynamic/data,3
merged,283,static/data,1
merged,284,dynamic/data,12
merged,284,static/data,4
merged,285,dynamic/data,12
merged,285,static/data,4
merged,286,dynamic/data,12
merged,286,static/data,4
merged,287,dynamic/data,6
merged,287,static/data,2
merged,288,dynamic/data,3
merged,288,static/data,1
merged,289,dynamic/data,6
merged,289,static/data,2
merged,290,dynamic/data,12
merged,290,static/data,4
merged,291,dynamic/data,3
merged,291,static/data,1
merged,292,dynamic/data,3
merged,292,static/data,1
merged,293,dynamic/data,6
merged,293,static/data,2
merged,294,dynamic/data,6
merged,294,static/data,2
merged,295,dynamic/data,12
merged,295,static/data,4
merged,296,dynamic/data,12
merged,296,static/data,4
merged,297,dynamic/data,3
merged,297,static/data,1
merged,298,dynamic/data,6
merged,298,static/data,2
merged,299,dynamic/data,3
merged,299,static/data,1
merged,300,dynamic/data,6
merged,300,static/data,2
merged,301,dynamic/data,6
merged,301,static/data,2
merged,302,dynamic/data,6
merged,302,static/data,2
merged,303,dynamic/data,12
merged,303,static/data,4
merged,304,dynamic/data,12
merged,304,static/data,4
merged,305,dynamic/data,12
merged,305,static/data,4
merged,306,dynamic/data,6
merged,306,static/data,2
merged,307,dynamic/data,6
merged,307,static/data,2
merged,308,dynamic/data,3
merged,308,static/data,1
merged,309,dynamic/data,6
merged,309,static/data,2
merged,310,dynamic/data,12
merged,310,static/data,4
merged,311,dynamic/data,6
merged,311,static/data,2
merged,312,dynamic/data,12
merged,312,static/data,4
merged,313,dynamic/data,3
merged,313,static/data,1
merged,314,dynamic/data,6
merged,314,static/data,2
merged,315,dynamic/data,3
merged,315,static/data,1
merged,316,dynamic/data,12
merged,316,static/data,4
merged,317,dynamic/data,6
merged,317,static/data,2
merged,318,dynamic/data,12
merged,318,static/data,4
merged,319,dynamic/data,12
merged,319,static/data,4
merged,320,dynamic/data,12
merged,320,static/data,4
merged,321,dynamic/data,6
merged,321,static/data,2
merged,322,dynamic/data,3
merged,322,static/data,1
merged,323,dynamic/data,3
merged,323,static/data,1
merged,324,dynamic/data,6
merged,324,static/data,2
merged,325,dynamic/data,3
merged,325,static/data,1
merged,326,dynamic/data,12
merged,326,static/data,4
merged,327,dynamic/data,6
merged,327,static/data,2
merged,328,dynamic/data,6
merged,328,static/data,2
merged,329,dynamic/data,6
merged,329,static/data,2
merged,330,dynamic/data,3
merged,330,static/data,1
merged,331,dynamic/data,6
merged,331,static/data,2
merged,332,dynamic/data,6
merged,332,static/data,2
merged,333,dynamic/data,12
merged,333,static/data,4
merged,334,dynamic/data,12
merged,334,static/data,4
merged,335,dynamic/data,12
merged,335,static/data,4
merged,336,dynamic/data,6
merged,336,static/data,2
merged,337,dynamic/data,6
merged,337,static/data,2
merged,338,dynamic/data,3
merged,338,static/data,1
merged,339,dynamic/data,6
merged,339,static/data,2
merged,340,dynamic/data,6
merged,340,static/data,2
merged,341,dynamic/data,6
merged,341,static/data,2
merged,342,dynamic/data,6
merged,342,static/data,2
merged,343,dynamic/data,12
merged,343,static/data,4
merged,344,dynamic/data,6
merged,344,static/data,2
merged,345,dynamic/data,3
merged,345,static/data,1
merged,346,dynamic/data,12
merged,346,static/data,4
merged,347,dynamic/data,12
merged,347,static/data,4
merged,348,dynamic/data,6
merged,348,static/data,2
merged,349,dynamic/data,12
merged,349,static/data,4
merged,350,dynamic/data,12
merged,350,static/data,4
merged,351,dynamic/data,6
merged,351,static/data,2
merged,352,dynamic/data,12
merged,352,static/data,4
merged,353,dynamic/data,6
merged,353,static/data,2
merged,354,dynamic/data,6
merged,354,static/data,2
merged,355,dynamic/data,6
merged,355,static/data,2
merged,356,dynamic/data,3
merged,356,static/data,1
merged,357,dynamic/data,6
merged,357,static/data,2
merged,358,dynamic/data,3
merged,358,static/data,1
merged,359,dynamic/data,12
merged,359,static/data,4
merged,360,dynamic/data,3
merged,360,static/data,1
merged,361,dynamic/data,6
merged,361,static/data,2
merged,362,dynamic/data,6
merged,362,static/data,2
merged,363,dynamic/data,12
merged,363,static/data,4
merged,364,dynamic/data,6
merged,364,static/data,2
merged,365,dynamic/data,12
merged,365,static/data,4
merged,366,dynamic/data,3
merged,366,static/data,1
merged,367,dynamic/data,6
merged,367,static/data,2
merged,368,dynamic/data,12
merged,368,static/data,4
merged,369,dynamic/data,6
merged,369,static/data,2
merged,370,dynamic/data,6
merged,370,static/data,2
merged,371,dynamic/data,6
merged,371,static/data,2
merged,372,dynamic/data,3
merged,372,static/data,1
merged,373,dynamic/data,6
merged,373,static/data,2
merged,374,dynamic/data,12
merged,374,static/data,4
merged,375,dynamic/data,3
merged,375,static/data,1
merged,376,dynamic/data,12
merged,376,static/data,4
merged,377,dynamic/data,6
merged,377,static/data,2
merged,378,dynamic/data,6
merged,378,static/data,2
merged,379,dynamic/data,6
merged,379,static/data,2
merged,380,dynamic/data,6
merged,380,static/data,2
merged,381,dynamic/data,12
merged,381,static/data,4
merged,382,dynamic/data,12
merged,382,static/data,4
merged,383,dynamic/data,12
merged,383,static/data,4
merged,384,dynamic/data,6
merged,384,static/data,2
merged,385,dynamic/data,6
merged,385,static/data,2
merged,386,dynamic/data,6
merged,386,static/data,2
merged,387,dynamic/data,3
merged,387,static/data,1
merged,388,dynamic/data,6
merged,388,static/data,2
merged,389,dynamic/data,12
merged,389,static/data,4
merged,390,dynamic/data,12
merged,390,static/data,4
merged,391,dynamic/data,6
merged,391,static/data,2
merged,392,dynamic/data,6
merged,392,static/data,2
merged,393,dynamic/data,6
merged,393,static/data,2
merged,394,dynamic/data,12
merged,394,static/data,4
merged,395,dynamic/data,6
merged,395,static/data,2
merged,396,dynamic/data,6
merged,396,static/data,2
merged,397,dynamic/data,6
merged,397,static/data,2
merged,398,dynamic/data,6
merged,398,static/data,2
merged,399,dynamic/data,12
merged,399,static/data,4
merged,400,dynamic/data,12
merged,400,static/data,4
merged,401,dynamic/data,6
merged,401,static/data,2
merged,402,dynamic/data,6
merged,402,static/data,2
merged,403,dynamic/data,12
merged,403,static/data,4
merged,404,dynamic/data,6
merged,404,static/data,2
merged,405,dynamic/data,12
merged,405,static/data,4
merged,406,dynamic/data,3
merged,406,static/data,1
merged,407,dynamic/data,3
merged,407,static/data,1
merged,408,dynamic/data,6
merged,408,static/data,2
merged,409,dynamic/data,12
merged,409,static/data,4
merged,410,dynamic/data,12
merged,410,static/data,4
merged,411,dynamic/data,6
merged,411,static/data,2
merged,412,dynamic/data,12
merged,412,static/data,4
merged,413,dynamic/data,6
merged,413,static/data,2
merged,414,dynamic/data,3
merged,414,static/data,1
merged,415,dynamic/data,3
merged,415,static/data,1
merged,416,dynamic/data,6
merged,416,static/data,2
merged,417,dynamic/data,6
merged,417,static/data,2
merged,418,dynamic/data,6
merged,418,static/data,2
merged,419,dynamic/data,6
merged,419,static/data,2
merged,420,dynamic/data,6
merged,420,static/data,2
merged,421,dynamic/data,6
merged,421,static/data,2
merged,422,dynamic/data,12
merged,422,static/data,4
merged,423,dynamic/data,6
merged,423,static/data,2
merged,424,dynamic/data,6
merged,424,static/data,2
merged,425,dynamic/data,6
merged,425,static/data,2
merged,426,dynamic/data,3
merged,426,static/data,1
merged,427,dynamic/data,3
merged,427,static/data,1
merged,428,dynamic/data,3
merged,428,static/data,1
merged,429,dynamic/data,12
merged,429,static/data,4
merged,430,dynamic/data,6
merged,430,static/data,2
merged,431,dynamic/data,6
merged,431,static/data,2
merged,432,dynamic/data,12
merged,432,static/data,4
merged,433,dynamic/data,6
merged,433,static/data,2
merged,434,dynamic/data,6
merged,434,static/data,2
merged,435,dynamic/data,12
merged,435,static/data,4
merged,436,dynamic/data,6
merged,436,static/data,2
merged,437,dynamic/data,6
merged,437,static/data,2
merged,438,dynamic/data,6
merged,438,static/data,2
merged,439,dynamic/data,6
merged,439,static/data,2
merged,440,dynamic/data,6
merged,440,static/data,2
merged,441,dynamic/data,6
merged,441,static/data,2
merged,442,dynamic/data,6
merged,442,static/data,2
merged,443,dynamic/data,6
merged,443,static/data,2
merged,444,dynamic/data,6
merged,444,static/data,2
merged,445,dynamic/data,6
merged,445,static/data,2
merged,446,dynamic/data,12
merged,446,static/data,4
merged,447,dynamic/data,6
merged,447,static/data,2
merged,448,dynamic/data,12
merged,448,static/data,4
merged,449,dynamic/data,6
merged,449,static/data,2
merged,450,dynamic/data,3
merged,450,static/data,1
merged,451,dynamic/data,6
merged,451,static/data,2
merged,452,dynamic/data,6
merged,452,static/data,2
merged,453,dynamic/data,6
merged,453,static/data,2
merged,454,dynamic/data,6
merged,454,static/data,2
merged,455,dynamic/data,6
merged,455,static/data,2
merged,456,dynamic/data,6
merged,456,static/data,2
merged,457,dynamic/data,6
merged,457,static/data,2
merged,458,dynamic/data,12
merged,458,static/data,4
merged,459,dynamic/data,6
merged,459,static/data,2
merged,460,dynamic/data,6
merged,460,static/data,2
merged,461,dynamic/data,6
merged,461,static/data,2
merged,462,dynamic/data,3
merged,462,static/data,1
merged,463,dynamic/data,3
merged,463,static/data,1
merged,464,dynamic/data,3
merged,464,static/data,1
merged,465,dynamic/data,6
merged,465,static/data,2
merged,466,dynamic/data,12
merged,466,static/data,4
merged,467,dynamic/data,12
merged,467,static/data,4
merged,468,dynamic/data,12
merged,468,static/data,4
merged,469,dynamic/data,6
merged,469,static/data,2
merged,470,dynamic/data,3
merged,470,static/data,1
merged,471,dynamic/data,6
merged,471,static/data,2
merged,472,dynamic/data,6
merged,472,static/data,2
merged,473,dynamic/data,12
merged,473,static/data,4
merged,474,dynamic/data,6
merged,474,static/data,2
merged,475,dynamic/data,6
merged,475,static/data,2
merged,476,dynamic/data,6
merged,476,static/data,2
merged,477,dynamic/data,6
merged,477,static/data,2
merged,478,dynamic/data,12
merged,478,static/data,4
merged,479,dynamic/data,6
merged,479,static/data,2
merged,480,dynamic/data,12
merged,480,static/data,4
merged,481,dynamic/data,6
merged,481,static/data,2
merged,482,dynamic/data,6
merged,482,static/data,2
merged,483,dynamic/data,6
merged,483,static/data,2
merged,484,dynamic/data,3
merged,484,static/data,1
merged,485,dynamic/data,3
merged,485,static/data,1
merged,486,dynamic/data,3
merged,486,static/data,1
merged,487,dynamic/data,6
merged,487,static/data,2
merged,488,dynamic/data,6
merged,488,static/data,2
merged,489,dynamic/data,12
merged,489,static/data,4
merged,490,dynamic/data,12
merged,490,static/data,4
merged,491,dynamic/data,3
merged,491,static/data,1
merged,492,dynamic/data,6
merged,492,static/data,2
merged,493,dynamic/data,12
merged,493,static/data,4
merged,494,dynamic/data,12
merged,494,static/data,4
merged,495,dynamic/data,12
merged,495,static/data,4
merged,496,dynamic/data,6
merged,496,static/data,2
merged,497,dynamic/data,12
merged,497,static/data,4
merged,498,dynamic/data,6
merged,498,static/data,2
merged,499,dynamic/data,6
merged,499,static/data,2
merged,500,dynamic/data,12
merged,500,static/data,4
merged,501,dynamic/data,3
merged,501,static/data,1
merged,502,dynamic/data,3
merged,502,static/data,1
