dataset,sample_idx,var,n_chunks
single,161,range,2
single,161,primn,2
single,161,primf,2
single,161,pastr,2
single,161,c4per,2
single,161,c4ann,2
single,161,c3per,2
single,161,secmb,2
single,161,urban,2
single,161,secdn,2
single,161,secma,2
single,161,c3nfx,2
single,161,c3ann,2
single,161,number_of_people,2
single,161,kg_class,2
single,161,weighted_PCT_SAND,1
single,161,weighted_ORGANIC,1
single,161,weighted_PCT_CLAY,1
single,161,SLOPE,1
single,161,elevation,1
single,161,ASPECT,1
single,161,LULC_states,3
single,162,primn,2
single,162,secdf,2
single,162,range,2
single,162,primf,2
single,162,pastr,2
single,162,c4ann,2
single,162,c4per,2
single,162,c3per,2
single,162,secmb,2
single,162,secma,2
single,162,urban,2
single,162,secdn,2
single,162,c3nfx,2
single,162,c3ann,2
single,162,number_of_people,2
single,162,kg_class,2
single,162,weighted_PCT_CLAY,1
single,162,weighted_PCT_SAND,1
single,162,weighted_ORGANIC,1
single,162,SLOPE,1
single,162,elevation,1
single,162,ASPECT,1
single,162,LULC_states,3
single,163,range,8
single,163,primn,8
single,163,primf,8
single,163,secdf,8
single,163,pastr,8
single,163,c4per,8
single,163,c3per,8
single,163,c4ann,8
single,163,secmb,8
single,163,urban,8
single,163,secdn,8
single,163,secma,8
single,163,c3nfx,8
single,163,c3ann,8
single,163,number_of_people,8
single,163,kg_class,8
single,163,weighted_PCT_SAND,4
single,163,weighted_PCT_CLAY,4
single,163,weighted_ORGANIC,4
single,163,SLOPE,4
single,163,elevation,4
single,163,ASPECT,4
single,163,LULC_states,12
single,164,secdf,4
single,164,range,4
single,164,primn,4
single,164,primf,4
single,164,pastr,4
single,164,c4per,4
single,164,c3per,4
single,164,c4ann,4
single,164,urban,4
single,164,secmb,4
single,164,secma,4
single,164,secdn,4
single,164,c3ann,4
single,164,c3nfx,4
single,164,number_of_people,4
single,164,kg_class,4
single,164,weighted_PCT_SAND,2
single,164,weighted_ORGANIC,2
single,164,SLOPE,2
single,164,weighted_PCT_CLAY,2
single,164,ASPECT,2
single,164,elevation,2
single,164,LULC_states,6
single,165,secdf,8
single,165,range,8
single,165,primn,8
single,165,primf,8
single,165,pastr,8
single,165,c4ann,8
single,165,c3per,8
single,165,c4per,8
single,165,urban,8
single,165,secmb,8
single,165,secdn,8
single,165,secma,8
single,165,c3nfx,8
single,165,c3ann,8
single,165,number_of_people,8
single,165,kg_class,8
single,165,weighted_PCT_SAND,4
single,165,weighted_PCT_CLAY,4
single,165,weighted_ORGANIC,4
single,165,SLOPE,4
single,165,elevation,4
single,165,ASPECT,4
single,165,LULC_states,12
single,166,range,4
single,166,primn,4
single,166,secdf,4
single,166,primf,4
single,166,pastr,4
single,166,c4per,4
single,166,c4ann,4
single,166,c3per,4
single,166,urban,4
single,166,secma,4
single,166,secmb,4
single,166,secdn,4
single,166,c3nfx,4
single,166,c3ann,4
single,166,number_of_people,4
single,166,kg_class,4
single,166,weighted_PCT_SAND,2
single,166,weighted_PCT_CLAY,2
single,166,weighted_ORGANIC,2
single,166,SLOPE,2
single,166,elevation,2
single,166,ASPECT,2
single,166,LULC_states,6
single,167,secdf,2
single,167,range,2
single,167,primn,2
single,167,pastr,2
single,167,c4per,2
single,167,primf,2
single,167,c4ann,2
single,167,c3per,2
single,167,urban,2
single,167,secmb,2
single,167,secma,2
single,167,secdn,2
single,167,c3nfx,2
single,167,c3ann,2
single,167,number_of_people,2
single,167,kg_class,2
single,167,weighted_PCT_SAND,1
single,167,weighted_PCT_CLAY,1
single,167,weighted_ORGANIC,1
single,167,SLOPE,1
single,167,elevation,1
single,167,ASPECT,1
single,167,LULC_states,3
single,168,secdf,2
single,168,range,2
single,168,primn,2
single,168,primf,2
single,168,c4per,2
single,168,pastr,2
single,168,c4ann,2
single,168,c3per,2
single,168,urban,2
single,168,secmb,2
single,168,secdn,2
single,168,secma,2
single,168,c3nfx,2
single,168,c3ann,2
single,168,number_of_people,2
single,168,kg_class,2
single,168,weighted_PCT_SAND,1
single,168,weighted_PCT_CLAY,1
single,168,weighted_ORGANIC,1
single,168,SLOPE,1
single,168,elevation,1
single,168,ASPECT,1
single,168,LULC_states,3
single,169,secdf,4
single,169,primn,4
single,169,range,4
single,169,primf,4
single,169,pastr,4
single,169,c4per,4
single,169,c4ann,4
single,169,c3per,4
single,169,urban,4
single,169,secmb,4
single,169,secma,4
single,169,secdn,4
single,169,c3nfx,4
single,169,c3ann,4
single,169,number_of_people,4
single,169,kg_class,4
single,169,weighted_PCT_SAND,2
single,169,weighted_PCT_CLAY,2
single,169,weighted_ORGANIC,2
single,169,SLOPE,2
single,169,elevation,2
single,169,ASPECT,2
single,169,LULC_states,6
single,170,secdf,2
single,170,range,2
single,170,primn,2
single,170,primf,2
single,170,pastr,2
single,170,c4per,2
single,170,c4ann,2
single,170,c3per,2
single,170,urban,2
single,170,secmb,2
single,170,secma,2
single,170,secdn,2
single,170,c3nfx,2
single,170,c3ann,2
single,170,number_of_people,2
single,170,kg_class,2
single,170,weighted_PCT_SAND,1
single,170,weighted_PCT_CLAY,1
single,170,weighted_ORGANIC,1
single,170,SLOPE,1
single,170,elevation,1
single,170,ASPECT,1
single,170,LULC_states,3
single,171,secdf,4
single,171,range,4
single,171,primn,4
single,171,primf,4
single,171,pastr,4
single,171,c4per,4
single,171,c4ann,4
single,171,c3per,4
single,171,urban,4
single,171,secmb,4
single,171,secma,4
single,171,secdn,4
single,171,c3ann,4
single,171,c3nfx,4
single,171,number_of_people,4
single,171,kg_class,4
single,171,weighted_PCT_SAND,2
single,171,weighted_PCT_CLAY,2
single,171,weighted_ORGANIC,2
single,171,SLOPE,2
single,171,elevation,2
single,171,ASPECT,2
single,171,LULC_states,6
single,172,secdf,4
single,172,range,4
single,172,primn,4
single,172,pastr,4
single,172,primf,4
single,172,c4per,4
single,172,c4ann,4
single,172,urban,4
single,172,secmb,4
single,172,c3per,4
single,172,secma,4
single,172,secdn,4
single,172,c3nfx,4
single,172,c3ann,4
single,172,number_of_people,4
single,172,kg_class,4
single,172,weighted_PCT_SAND,2
single,172,weighted_PCT_CLAY,2
single,172,weighted_ORGANIC,2
single,172,SLOPE,2
single,172,elevation,2
single,172,ASPECT,2
single,172,LULC_states,6
single,173,secdf,4
single,173,range,4
single,173,primn,4
single,173,primf,4
single,173,pastr,4
single,173,c4per,4
single,173,c3per,4
single,173,c4ann,4
single,173,urban,4
single,173,secmb,4
single,173,secma,4
single,173,secdn,4
single,173,c3ann,4
single,173,c3nfx,4
single,173,number_of_people,4
single,173,kg_class,4
single,173,weighted_PCT_SAND,2
single,173,weighted_PCT_CLAY,2
single,173,weighted_ORGANIC,2
single,173,SLOPE,2
single,173,ASPECT,2
single,173,elevation,2
single,173,LULC_states,6
single,174,range,8
single,174,primn,8
single,174,secdf,8
single,174,pastr,8
single,174,c4per,8
single,174,primf,8
single,174,c4ann,8
single,174,c3per,8
single,174,urban,8
single,174,secma,8
single,174,secmb,8
single,174,secdn,8
single,174,c3nfx,8
single,174,c3ann,8
single,174,number_of_people,8
single,174,kg_class,8
single,174,weighted_PCT_SAND,4
single,174,weighted_ORGANIC,4
single,174,weighted_PCT_CLAY,4
single,174,elevation,4
single,174,ASPECT,4
single,174,SLOPE,4
single,174,LULC_states,12
single,175,secdf,4
single,175,range,4
single,175,primf,4
single,175,primn,4
single,175,pastr,4
single,175,c4per,4
single,175,c4ann,4
single,175,c3per,4
single,175,urban,4
single,175,secma,4
single,175,secmb,4
single,175,secdn,4
single,175,c3nfx,4
single,175,c3ann,4
single,175,number_of_people,4
single,175,kg_class,4
single,175,weighted_PCT_SAND,2
single,175,weighted_PCT_CLAY,2
single,175,weighted_ORGANIC,2
single,175,SLOPE,2
single,175,elevation,2
single,175,ASPECT,2
single,175,LULC_states,6
single,176,range,4
single,176,secdf,4
single,176,primn,4
single,176,pastr,4
single,176,primf,4
single,176,c4ann,4
single,176,c4per,4
single,176,c3per,4
single,176,urban,4
single,176,secmb,4
single,176,secma,4
single,176,c3nfx,4
single,176,c3ann,4
single,176,secdn,4
single,176,number_of_people,4
single,176,kg_class,4
single,176,weighted_PCT_SAND,2
single,176,weighted_PCT_CLAY,2
single,176,weighted_ORGANIC,2
single,176,SLOPE,2
single,176,elevation,2
single,176,ASPECT,2
single,176,LULC_states,6
single,177,secdf,4
single,177,range,4
single,177,primn,4
single,177,primf,4
single,177,pastr,4
single,177,c4ann,4
single,177,c3per,4
single,177,c4per,4
single,177,urban,4
single,177,secmb,4
single,177,secma,4
single,177,secdn,4
single,177,c3ann,4
single,177,c3nfx,4
single,177,number_of_people,4
single,177,kg_class,4
single,177,weighted_PCT_SAND,2
single,177,weighted_PCT_CLAY,2
single,177,weighted_ORGANIC,2
single,177,SLOPE,2
single,177,elevation,2
single,177,ASPECT,2
single,177,LULC_states,6
single,178,secdf,4
single,178,range,4
single,178,primn,4
single,178,primf,4
single,178,pastr,4
single,178,c4per,4
single,178,c4ann,4
single,178,c3per,4
single,178,urban,4
single,178,secmb,4
single,178,secma,4
single,178,secdn,4
single,178,c3nfx,4
single,178,c3ann,4
single,178,number_of_people,4
single,178,kg_class,4
single,178,weighted_PCT_SAND,2
single,178,weighted_PCT_CLAY,2
single,178,weighted_ORGANIC,2
single,178,SLOPE,2
single,178,elevation,2
single,178,ASPECT,2
single,178,LULC_states,6
single,179,secdf,2
single,179,range,2
single,179,primn,2
single,179,primf,2
single,179,pastr,2
single,179,c4per,2
single,179,c4ann,2
single,179,c3per,2
single,179,secmb,2
single,179,urban,2
single,179,secma,2
single,179,secdn,2
single,179,c3nfx,2
single,179,c3ann,2
single,179,number_of_people,2
single,179,kg_class,2
single,179,weighted_PCT_SAND,1
single,179,weighted_PCT_CLAY,1
single,179,weighted_ORGANIC,1
single,179,SLOPE,1
single,179,elevation,1
single,179,ASPECT,1
single,179,LULC_states,3
single,180,secdf,2
single,180,c4per,2
single,180,range,2
single,180,primf,2
single,180,pastr,2
single,180,primn,2
single,180,c4ann,2
single,180,c3per,2
single,180,urban,2
single,180,secma,2
single,180,secmb,2
single,180,secdn,2
single,180,c3ann,2
single,180,c3nfx,2
single,180,number_of_people,2
single,180,kg_class,2
single,180,weighted_PCT_SAND,1
single,180,weighted_PCT_CLAY,1
single,180,weighted_ORGANIC,1
single,180,SLOPE,1
single,180,elevation,1
single,180,ASPECT,1
single,180,LULC_states,3
single,181,secdf,8
single,181,range,8
single,181,primn,8
single,181,primf,8
single,181,c4per,8
single,181,pastr,8
single,181,c4ann,8
single,181,c3per,8
single,181,urban,8
single,181,secma,8
single,181,c3nfx,8
single,181,secmb,8
single,181,c3ann,8
single,181,secdn,8
single,181,number_of_people,8
single,181,kg_class,8
single,181,weighted_PCT_SAND,4
single,181,weighted_PCT_CLAY,4
single,181,weighted_ORGANIC,4
single,181,SLOPE,4
single,181,elevation,4
single,181,ASPECT,4
single,181,LULC_states,12
single,182,secdf,4
single,182,range,4
single,182,primn,4
single,182,primf,4
single,182,c4per,4
single,182,pastr,4
single,182,c4ann,4
single,182,c3per,4
single,182,urban,4
single,182,secmb,4
single,182,secma,4
single,182,secdn,4
single,182,c3ann,4
single,182,c3nfx,4
single,182,number_of_people,4
single,182,kg_class,4
single,182,weighted_PCT_SAND,2
single,182,weighted_PCT_CLAY,2
single,182,weighted_ORGANIC,2
single,182,SLOPE,2
single,182,elevation,2
single,182,ASPECT,2
single,182,LULC_states,6
single,183,secdf,4
single,183,range,4
single,183,primn,4
single,183,primf,4
single,183,pastr,4
single,183,c4per,4
single,183,c4ann,4
single,183,urban,4
single,183,c3per,4
single,183,secmb,4
single,183,secdn,4
single,183,c3nfx,4
single,183,c3ann,4
single,183,secma,4
single,183,number_of_people,4
single,183,kg_class,4
single,183,weighted_PCT_SAND,2
single,183,weighted_ORGANIC,2
single,183,weighted_PCT_CLAY,2
single,183,SLOPE,2
single,183,elevation,2
single,183,ASPECT,2
single,183,LULC_states,6
single,184,secdf,4
single,184,primn,4
single,184,range,4
single,184,primf,4
single,184,pastr,4
single,184,c4per,4
single,184,c3per,4
single,184,c4ann,4
single,184,secma,4
single,184,secmb,4
single,184,secdn,4
single,184,c3nfx,4
single,184,urban,4
single,184,c3ann,4
single,184,number_of_people,4
single,184,kg_class,4
single,184,weighted_PCT_SAND,2
single,184,weighted_PCT_CLAY,2
single,184,weighted_ORGANIC,2
single,184,SLOPE,2
single,184,elevation,2
single,184,ASPECT,2
single,184,LULC_states,6
single,185,secdf,4
single,185,range,4
single,185,primn,4
single,185,primf,4
single,185,c4per,4
single,185,pastr,4
single,185,c4ann,4
single,185,c3per,4
single,185,urban,4
single,185,secmb,4
single,185,secma,4
single,185,secdn,4
single,185,c3nfx,4
single,185,c3ann,4
single,185,number_of_people,4
single,185,kg_class,4
single,185,weighted_PCT_SAND,2
single,185,weighted_PCT_CLAY,2
single,185,weighted_ORGANIC,2
single,185,SLOPE,2
single,185,elevation,2
single,185,ASPECT,2
single,185,LULC_states,6
single,186,primn,4
single,186,range,4
single,186,pastr,4
single,186,primf,4
single,186,secdf,4
single,186,c4ann,4
single,186,c4per,4
single,186,c3per,4
single,186,urban,4
single,186,secmb,4
single,186,secma,4
single,186,secdn,4
single,186,c3nfx,4
single,186,c3ann,4
single,186,number_of_people,4
single,186,kg_class,4
single,186,weighted_ORGANIC,2
single,186,weighted_PCT_SAND,2
single,186,SLOPE,2
single,186,weighted_PCT_CLAY,2
single,186,elevation,2
single,186,ASPECT,2
single,186,LULC_states,6
single,187,secdf,4
single,187,range,4
single,187,primn,4
single,187,primf,4
single,187,c4ann,4
single,187,pastr,4
single,187,c4per,4
single,187,urban,4
single,187,c3per,4
single,187,secmb,4
single,187,secma,4
single,187,c3nfx,4
single,187,secdn,4
single,187,c3ann,4
single,187,number_of_people,4
single,187,kg_class,4
single,187,weighted_PCT_SAND,2
single,187,weighted_ORGANIC,2
single,187,weighted_PCT_CLAY,2
single,187,SLOPE,2
single,187,elevation,2
single,187,ASPECT,2
single,187,LULC_states,6
single,188,secdf,2
single,188,primn,2
single,188,range,2
single,188,primf,2
single,188,pastr,2
single,188,c4ann,2
single,188,c3per,2
single,188,urban,2
single,188,c4per,2
single,188,secma,2
single,188,secmb,2
single,188,secdn,2
single,188,c3nfx,2
single,188,c3ann,2
single,188,number_of_people,2
single,188,kg_class,2
single,188,weighted_PCT_SAND,1
single,188,weighted_PCT_CLAY,1
single,188,weighted_ORGANIC,1
single,188,SLOPE,1
single,188,elevation,1
single,188,ASPECT,1
single,188,LULC_states,3
single,189,secdf,8
single,189,range,8
single,189,primn,8
single,189,primf,8
single,189,pastr,8
single,189,c4ann,8
single,189,c4per,8
single,189,secmb,8
single,189,c3per,8
single,189,secma,8
single,189,urban,8
single,189,secdn,8
single,189,c3nfx,8
single,189,c3ann,8
single,189,number_of_people,8
single,189,kg_class,8
single,189,weighted_PCT_SAND,4
single,189,weighted_PCT_CLAY,4
single,189,weighted_ORGANIC,4
single,189,SLOPE,4
single,189,ASPECT,4
single,189,elevation,4
single,189,LULC_states,12
single,190,secdf,8
single,190,range,8
single,190,primn,8
single,190,pastr,8
single,190,primf,8
single,190,c4ann,8
single,190,c4per,8
single,190,c3per,8
single,190,urban,8
single,190,secmb,8
single,190,secma,8
single,190,secdn,8
single,190,c3nfx,8
single,190,c3ann,8
single,190,number_of_people,8
single,190,kg_class,8
single,190,weighted_PCT_SAND,4
single,190,weighted_PCT_CLAY,4
single,190,weighted_ORGANIC,4
single,190,SLOPE,4
single,190,elevation,4
single,190,ASPECT,4
single,190,LULC_states,12
single,191,secdf,4
single,191,range,4
single,191,primn,4
single,191,primf,4
single,191,pastr,4
single,191,c4per,4
single,191,c4ann,4
single,191,c3per,4
single,191,urban,4
single,191,secmb,4
single,191,secdn,4
single,191,c3nfx,4
single,191,secma,4
single,191,c3ann,4
single,191,number_of_people,4
single,191,kg_class,4
single,191,weighted_PCT_SAND,2
single,191,weighted_PCT_CLAY,2
single,191,weighted_ORGANIC,2
single,191,SLOPE,2
single,191,elevation,2
single,191,ASPECT,2
single,191,LULC_states,6
single,192,secdf,4
single,192,range,4
single,192,primn,4
single,192,primf,4
single,192,pastr,4
single,192,c4per,4
single,192,c4ann,4
single,192,c3per,4
single,192,urban,4
single,192,secma,4
single,192,secmb,4
single,192,secdn,4
single,192,c3nfx,4
single,192,c3ann,4
single,192,number_of_people,4
single,192,kg_class,4
single,192,weighted_PCT_SAND,2
single,192,weighted_ORGANIC,2
single,192,weighted_PCT_CLAY,2
single,192,SLOPE,2
single,192,ASPECT,2
single,192,elevation,2
single,192,LULC_states,6
single,193,secdf,2
single,193,range,2
single,193,primn,2
single,193,primf,2
single,193,pastr,2
single,193,c4ann,2
single,193,c4per,2
single,193,c3per,2
single,193,urban,2
single,193,secmb,2
single,193,secma,2
single,193,secdn,2
single,193,c3nfx,2
single,193,c3ann,2
single,193,number_of_people,2
single,193,kg_class,2
single,193,weighted_PCT_SAND,1
single,193,weighted_PCT_CLAY,1
single,193,weighted_ORGANIC,1
single,193,elevation,1
single,193,SLOPE,1
single,193,ASPECT,1
single,193,LULC_states,3
single,194,secdf,8
single,194,range,8
single,194,primn,8
single,194,primf,8
single,194,pastr,8
single,194,c4per,8
single,194,c4ann,8
single,194,c3per,8
single,194,secmb,8
single,194,urban,8
single,194,secma,8
single,194,secdn,8
single,194,c3nfx,8
single,194,c3ann,8
single,194,number_of_people,8
single,194,kg_class,8
single,194,weighted_PCT_SAND,4
single,194,weighted_PCT_CLAY,4
single,194,weighted_ORGANIC,4
single,194,SLOPE,4
single,194,elevation,4
single,194,ASPECT,4
single,194,LULC_states,12
single,195,secdf,8
single,195,range,8
single,195,c4per,8
single,195,primn,8
single,195,primf,8
single,195,pastr,8
single,195,c4ann,8
single,195,c3per,8
single,195,urban,8
single,195,secma,8
single,195,secmb,8
single,195,c3ann,8
single,195,secdn,8
single,195,c3nfx,8
single,195,number_of_people,8
single,195,kg_class,8
single,195,weighted_PCT_SAND,4
single,195,weighted_PCT_CLAY,4
single,195,weighted_ORGANIC,4
single,195,SLOPE,4
single,195,elevation,4
single,195,ASPECT,4
single,195,LULC_states,12
single,196,secdf,4
single,196,range,4
single,196,primn,4
single,196,primf,4
single,196,pastr,4
single,196,c4per,4
single,196,c4ann,4
single,196,urban,4
single,196,c3per,4
single,196,secmb,4
single,196,secma,4
single,196,secdn,4
single,196,c3nfx,4
single,196,c3ann,4
single,196,number_of_people,4
single,196,kg_class,4
single,196,weighted_PCT_SAND,2
single,196,weighted_PCT_CLAY,2
single,196,weighted_ORGANIC,2
single,196,SLOPE,2
single,196,ASPECT,2
single,196,elevation,2
single,196,LULC_states,6
single,197,range,2
single,197,secdf,2
single,197,primn,2
single,197,pastr,2
single,197,primf,2
single,197,c4per,2
single,197,c4ann,2
single,197,c3per,2
single,197,secmb,2
single,197,urban,2
single,197,secdn,2
single,197,secma,2
single,197,c3nfx,2
single,197,c3ann,2
single,197,number_of_people,2
single,197,kg_class,2
single,197,weighted_PCT_SAND,1
single,197,weighted_PCT_CLAY,1
single,197,weighted_ORGANIC,1
single,197,SLOPE,1
single,197,elevation,1
single,197,ASPECT,1
single,197,LULC_states,3
single,198,secdf,8
single,198,range,8
single,198,primn,8
single,198,primf,8
single,198,pastr,8
single,198,c4per,8
single,198,c4ann,8
single,198,c3per,8
single,198,urban,8
single,198,secmb,8
single,198,secdn,8
single,198,secma,8
single,198,c3nfx,8
single,198,c3ann,8
single,198,number_of_people,8
single,198,kg_class,8
single,198,weighted_PCT_SAND,4
single,198,weighted_PCT_CLAY,4
single,198,weighted_ORGANIC,4
single,198,SLOPE,4
single,198,ASPECT,4
single,198,elevation,4
single,198,LULC_states,12
single,199,secdf,8
single,199,range,8
single,199,primn,8
single,199,pastr,8
single,199,c4ann,8
single,199,c3per,8
single,199,primf,8
single,199,c4per,8
single,199,urban,8
single,199,secdn,8
single,199,c3nfx,8
single,199,secmb,8
single,199,secma,8
single,199,c3ann,8
single,199,number_of_people,8
single,199,kg_class,8
single,199,weighted_PCT_SAND,4
single,199,weighted_PCT_CLAY,4
single,199,weighted_ORGANIC,4
single,199,SLOPE,4
single,199,elevation,4
single,199,ASPECT,4
single,199,LULC_states,12
single,200,range,4
single,200,secdf,4
single,200,primn,4
single,200,primf,4
single,200,pastr,4
single,200,c4per,4
single,200,c4ann,4
single,200,c3per,4
single,200,secmb,4
single,200,secma,4
single,200,urban,4
single,200,secdn,4
single,200,c3nfx,4
single,200,c3ann,4
single,200,number_of_people,4
single,200,kg_class,4
single,200,weighted_PCT_SAND,2
single,200,weighted_PCT_CLAY,2
single,200,weighted_ORGANIC,2
single,200,SLOPE,2
single,200,elevation,2
single,200,ASPECT,2
single,200,LULC_states,6
single,201,range,4
single,201,primn,4
single,201,secdf,4
single,201,primf,4
single,201,pastr,4
single,201,c4per,4
single,201,c4ann,4
single,201,c3per,4
single,201,secmb,4
single,201,urban,4
single,201,secma,4
single,201,secdn,4
single,201,c3nfx,4
single,201,c3ann,4
single,201,number_of_people,4
single,201,kg_class,4
single,201,weighted_PCT_SAND,2
single,201,weighted_PCT_CLAY,2
single,201,weighted_ORGANIC,2
single,201,SLOPE,2
single,201,elevation,2
single,201,ASPECT,2
single,201,LULC_states,6
single,202,secdf,8
single,202,range,8
single,202,primn,8
single,202,primf,8
single,202,pastr,8
single,202,c4per,8
single,202,c4ann,8
single,202,c3per,8
single,202,urban,8
single,202,secmb,8
single,202,secma,8
single,202,c3nfx,8
single,202,c3ann,8
single,202,secdn,8
single,202,number_of_people,8
single,202,kg_class,8
single,202,weighted_PCT_SAND,4
single,202,weighted_PCT_CLAY,4
single,202,weighted_ORGANIC,4
single,202,elevation,4
single,202,SLOPE,4
single,202,ASPECT,4
single,202,LULC_states,12
single,203,secdf,2
single,203,range,2
single,203,primn,2
single,203,primf,2
single,203,pastr,2
single,203,c4per,2
single,203,c4ann,2
single,203,c3per,2
single,203,urban,2
single,203,secmb,2
single,203,secma,2
single,203,secdn,2
single,203,c3nfx,2
single,203,c3ann,2
single,203,number_of_people,2
single,203,kg_class,2
single,203,weighted_PCT_SAND,1
single,203,weighted_PCT_CLAY,1
single,203,weighted_ORGANIC,1
single,203,SLOPE,1
single,203,elevation,1
single,203,ASPECT,1
single,203,LULC_states,3
single,204,secdf,2
single,204,primn,2
single,204,range,2
single,204,pastr,2
single,204,primf,2
single,204,c4per,2
single,204,c3per,2
single,204,c4ann,2
single,204,urban,2
single,204,secmb,2
single,204,secma,2
single,204,c3nfx,2
single,204,secdn,2
single,204,c3ann,2
single,204,number_of_people,2
single,204,kg_class,2
single,204,weighted_PCT_SAND,1
single,204,weighted_PCT_CLAY,1
single,204,weighted_ORGANIC,1
single,204,SLOPE,1
single,204,elevation,1
single,204,ASPECT,1
single,204,LULC_states,3
single,205,range,8
single,205,secdf,8
single,205,primn,8
single,205,primf,8
single,205,c4per,8
single,205,pastr,8
single,205,c4ann,8
single,205,c3per,8
single,205,urban,8
single,205,secmb,8
single,205,secma,8
single,205,secdn,8
single,205,c3nfx,8
single,205,c3ann,8
single,205,number_of_people,8
single,205,kg_class,8
single,205,weighted_PCT_SAND,4
single,205,weighted_ORGANIC,4
single,205,weighted_PCT_CLAY,4
single,205,elevation,4
single,205,SLOPE,4
single,205,ASPECT,4
single,205,LULC_states,12
single,206,range,8
single,206,secdf,8
single,206,primn,8
single,206,primf,8
single,206,pastr,8
single,206,c3per,8
single,206,c4per,8
single,206,c4ann,8
single,206,urban,8
single,206,secmb,8
single,206,secma,8
single,206,secdn,8
single,206,c3nfx,8
single,206,c3ann,8
single,206,number_of_people,8
single,206,kg_class,8
single,206,weighted_PCT_SAND,4
single,206,weighted_ORGANIC,4
single,206,SLOPE,4
single,206,weighted_PCT_CLAY,4
single,206,elevation,4
single,206,ASPECT,4
single,206,LULC_states,12
single,207,secdf,2
single,207,range,2
single,207,primn,2
single,207,primf,2
single,207,pastr,2
single,207,c4per,2
single,207,c4ann,2
single,207,c3per,2
single,207,urban,2
single,207,secmb,2
single,207,secma,2
single,207,c3nfx,2
single,207,secdn,2
single,207,c3ann,2
single,207,number_of_people,2
single,207,kg_class,2
single,207,weighted_PCT_SAND,1
single,207,weighted_PCT_CLAY,1
single,207,weighted_ORGANIC,1
single,207,SLOPE,1
single,207,elevation,1
single,207,ASPECT,1
single,207,LULC_states,3
single,208,secdf,8
single,208,range,8
single,208,primn,8
single,208,primf,8
single,208,c4per,8
single,208,pastr,8
single,208,c4ann,8
single,208,c3per,8
single,208,urban,8
single,208,secmb,8
single,208,secma,8
single,208,c3nfx,8
single,208,c3ann,8
single,208,secdn,8
single,208,number_of_people,8
single,208,kg_class,8
single,208,weighted_PCT_SAND,4
single,208,weighted_PCT_CLAY,4
single,208,weighted_ORGANIC,4
single,208,SLOPE,4
single,208,elevation,4
single,208,ASPECT,4
single,208,LULC_states,12
single,209,secdf,2
single,209,range,2
single,209,primn,2
single,209,primf,2
single,209,pastr,2
single,209,c4per,2
single,209,c3per,2
single,209,c4ann,2
single,209,urban,2
single,209,secmb,2
single,209,secdn,2
single,209,c3nfx,2
single,209,secma,2
single,209,c3ann,2
single,209,number_of_people,2
single,209,kg_class,2
single,209,weighted_PCT_SAND,1
single,209,weighted_PCT_CLAY,1
single,209,SLOPE,1
single,209,weighted_ORGANIC,1
single,209,elevation,1
single,209,ASPECT,1
single,209,LULC_states,3
single,210,secdf,4
single,210,range,4
single,210,primn,4
single,210,pastr,4
single,210,primf,4
single,210,c4per,4
single,210,c4ann,4
single,210,c3per,4
single,210,urban,4
single,210,secmb,4
single,210,secma,4
single,210,secdn,4
single,210,c3nfx,4
single,210,c3ann,4
single,210,number_of_people,4
single,210,kg_class,4
single,210,weighted_PCT_SAND,2
single,210,weighted_PCT_CLAY,2
single,210,weighted_ORGANIC,2
single,210,SLOPE,2
single,210,ASPECT,2
single,210,elevation,2
single,210,LULC_states,6
single,211,secdf,8
single,211,range,8
single,211,primn,8
single,211,primf,8
single,211,c4per,8
single,211,pastr,8
single,211,c4ann,8
single,211,c3per,8
single,211,urban,8
single,211,secmb,8
single,211,secma,8
single,211,secdn,8
single,211,c3nfx,8
single,211,c3ann,8
single,211,number_of_people,8
single,211,kg_class,8
single,211,weighted_PCT_SAND,4
single,211,weighted_PCT_CLAY,4
single,211,weighted_ORGANIC,4
single,211,SLOPE,4
single,211,elevation,4
single,211,ASPECT,4
single,211,LULC_states,12
single,212,secdf,8
single,212,range,8
single,212,primn,8
single,212,primf,8
single,212,pastr,8
single,212,c4per,8
single,212,c4ann,8
single,212,urban,8
single,212,c3per,8
single,212,secma,8
single,212,secmb,8
single,212,secdn,8
single,212,c3ann,8
single,212,c3nfx,8
single,212,number_of_people,8
single,212,kg_class,8
single,212,weighted_PCT_SAND,4
single,212,weighted_PCT_CLAY,4
single,212,weighted_ORGANIC,4
single,212,SLOPE,4
single,212,elevation,4
single,212,ASPECT,4
single,212,LULC_states,12
single,213,secdf,2
single,213,range,2
single,213,primn,2
single,213,primf,2
single,213,pastr,2
single,213,c4per,2
single,213,c4ann,2
single,213,c3per,2
single,213,urban,2
single,213,secmb,2
single,213,secma,2
single,213,c3ann,2
single,213,secdn,2
single,213,c3nfx,2
single,213,number_of_people,2
single,213,kg_class,2
single,213,weighted_PCT_SAND,1
single,213,weighted_ORGANIC,1
single,213,weighted_PCT_CLAY,1
single,213,SLOPE,1
single,213,elevation,1
single,213,ASPECT,1
single,213,LULC_states,3
single,214,secdf,4
single,214,range,4
single,214,primn,4
single,214,primf,4
single,214,pastr,4
single,214,c4ann,4
single,214,c4per,4
single,214,c3per,4
single,214,secma,4
single,214,urban,4
single,214,secmb,4
single,214,secdn,4
single,214,c3nfx,4
single,214,c3ann,4
single,214,number_of_people,4
