var,chunk_file,size_bytes
LULC_states,10.33.69,5400
LULC_states,11.9.47,81938
LULC_states,3.23.62,82581
LULC_states,1.21.18,4248
LULC_states,2.17.70,4312
LULC_states,5.24.31,4248
LULC_states,14.17.29,4248
LULC_states,14.15.52,4248
LULC_states,5.4.57,41296
LULC_states,2.15.56,51025
LULC_states,11.8.30,4248
LULC_states,4.34.33,4248
LULC_states,11.5.43,110331
LULC_states,2.20.39,88690
LULC_states,4.34.14,4248
LULC_states,12.22.0,4248
LULC_states,2.16.11,4248
LULC_states,3.35.39,4248
LULC_states,13.10.32,4248
LULC_states,15.10.13,82723
LULC_states,4.25.56,4248
LULC_states,2.17.60,38523
LULC_states,4.35.13,4248
LULC_states,4.18.61,48604
LULC_states,3.12.51,113772
LULC_states,2.10.59,57587
LULC_states,11.33.41,4248
LULC_states,11.30.28,4248
LULC_states,13.25.50,4290
LULC_states,15.27.39,4248
LULC_states,12.2.18,30208
LULC_states,3.24.42,4248
LULC_states,7.3.62,49652
LULC_states,10.3.17,24018
LULC_states,7.24.49,4248
LULC_states,11.19.45,4346
LULC_states,10.16.40,93473
LULC_states,8.5.28,4248
LULC_states,8.0.30,4248
LULC_states,4.0.25,4248
LULC_states,4.15.70,4312
LULC_states,1.19.66,19486
LULC_states,14.28.41,4248
LULC_states,8.33.61,4248
LULC_states,1.20.69,6251
SLOPE,22.30,4248
SLOPE,3.21,228531
SLOPE,31.21,4248
SLOPE,7.25,4248
SLOPE,33.17,4248
SLOPE,14.63,10114
SLOPE,4.64,882525
SLOPE,3.32,4248
SLOPE,4.51,887464
SLOPE,21.52,4248
SLOPE,2.40,30202
SLOPE,6.39,536170
SLOPE,23.13,4248
SLOPE,8.12,889517
SLOPE,20.10,4248
SLOPE,5.64,852486
SLOPE,13.33,879770
SLOPE,17.57,882135
SLOPE,33.9,4248
SLOPE,9.49,863038
SLOPE,17.37,882381
SLOPE,16.64,5161
SLOPE,6.12,878478
SLOPE,2.8,4248
SLOPE,35.69,4258
SLOPE,14.41,872122
SLOPE,35.44,4258
SLOPE,13.6,4248
SLOPE,16.56,12682
SLOPE,18.59,99305
SLOPE,1.21,467371
SLOPE,8.18,607010
SLOPE,6.23,273609
SLOPE,10.52,878584
SLOPE,32.54,4248
SLOPE,34.16,4248
SLOPE,22.32,4248
SLOPE,23.64,873344
SLOPE,23.42,4248
SLOPE,4.23,27137
SLOPE,17.42,876270
SLOPE,4.26,823327
SLOPE,35.16,4258
SLOPE,6.49,880640
SLOPE,4.11,747988
SLOPE,1.14,4248
SLOPE,18.42,800850
SLOPE,16.8,4248
SLOPE,4.33,4248
SLOPE,9.12,889154
SLOPE,26.50,4248
SLOPE,25.39,4248
SLOPE,0.25,4248
SLOPE,18.45,5556
SLOPE,3.13,573114
SLOPE,21.8,6442
SLOPE,22.33,4248
SLOPE,23.10,4248
SLOPE,5.42,840159
SLOPE,17.0,4248
SLOPE,5.51,879944
SLOPE,27.61,4248
SLOPE,33.27,4248
SLOPE,24.17,4248
SLOPE,24.18,4248
SLOPE,34.12,4248
SLOPE,10.47,876176
SLOPE,3.20,487619
SLOPE,28.55,4248
SLOPE,2.25,832053
SLOPE,12.26,4248
SLOPE,0.20,4248
SLOPE,3.60,443168
SLOPE,12.38,879861
SLOPE,6.60,881512
SLOPE,19.9,4248
SLOPE,18.46,5242
SLOPE,11.0,4248
SLOPE,19.44,11483
SLOPE,3.56,791295
SLOPE,32.43,4248
SLOPE,30.28,4248
SLOPE,22.20,4248
SLOPE,15.31,32307
SLOPE,11.47,880273
SLOPE,18.24,891256
SLOPE,10.34,648564
SLOPE,29.64,4248
SLOPE,9.9,4248
SLOPE,22.52,4248
SLOPE,24.6,4248
SLOPE,20.66,4248
SLOPE,32.10,4248
SLOPE,17.41,768985
SLOPE,24.50,4735
SLOPE,6.34,497452
SLOPE,15.61,4248
SLOPE,18.38,887858
SLOPE,10.13,883117
SLOPE,25.48,4248
c3ann,1.15.45,61297
c3ann,11.13.53,605077
c3ann,6.16.19,55759
c3ann,10.32.59,4248
c3ann,2.25.20,188293
c3ann,12.9.10,85676
c3ann,11.35.25,4248
c3ann,4.9.63,120800
c3ann,2.26.20,208674
c3ann,7.27.8,4248
c3ann,4.12.2,4248
c3ann,9.15.34,784912
c3ann,5.31.50,4248
c3ann,8.17.0,4248
c3ann,9.29.13,4248
c3ann,10.32.32,4248
c3ann,5.3.48,7718
c3ann,6.24.7,4248
c3ann,10.26.23,4248
c3ann,13.12.54,794707
c3ann,14.15.15,4248
c3ann,8.16.68,4248
c3ann,15.4.45,5966
c3ann,12.26.40,4248
c3ann,3.6.43,775488
c3ann,12.26.21,520202
c3ann,4.34.48,4248
c3ann,4.21.16,4248
c3ann,1.31.38,4248
c3ann,5.25.2,4248
c3ann,9.22.9,4248
c3ann,2.17.46,4248
c3ann,2.24.48,4248
c3ann,13.19.57,125279
c3ann,2.20.56,4248
c3ann,11.29.3,4248
c3ann,5.5.62,4248
c3ann,2.29.4,4248
c3ann,14.27.13,4248
c3ann,6.26.67,50188
c3ann,15.3.49,15414
c3ann,0.13.39,4248
c3ann,2.20.0,7549
c3ann,8.21.8,4248
c3ann,6.15.65,4248
c3ann,10.27.6,4248
c3ann,0.1.28,4278
c3ann,1.9.2,4248
c3ann,2.14.62,4248
c3ann,12.0.57,4248
c3ann,12.1.38,6712
c3ann,11.5.60,4248
c3ann,7.22.41,625840
c3ann,15.35.32,4248
c3ann,12.29.43,4248
c3ann,6.12.38,140957
c3ann,2.9.14,791278
c3ann,9.16.66,4248
c3ann,7.1.33,4248
c3ann,2.33.49,4248
c3ann,12.33.28,4248
c3ann,15.29.62,4248
c3ann,10.1.24,5376
c3ann,3.17.57,779684
c3ann,14.20.8,4248
c3ann,6.18.1,4248
c3ann,8.6.8,70609
c3ann,14.13.45,119670
c3ann,1.7.60,654000
c3ann,14.10.25,4248
c3ann,6.3.32,4248
c3ann,2.4.2,6644
c3ann,0.11.14,806803
c3ann,14.31.25,4248
c3ann,1.2.21,5878
c3ann,6.24.27,4248
c3ann,2.23.60,4376
c3ann,10.6.43,773050
c3ann,4.1.12,4248
c3ann,10.22.67,4248
c3ann,1.3.46,6874
c3ann,4.16.60,4248
c3ann,8.34.64,4248
c3ann,8.35.32,4248
c3ann,9.33.60,4248
c3ann,10.16.66,4248
c3ann,12.32.51,4248
c3ann,4.21.15,4248
c3ann,8.21.44,553270
c3ann,8.20.27,456144
c3ann,4.14.2,4248
c3ann,2.5.19,10082
c3ann,12.0.68,4248
c3ann,15.9.32,4248
c3ann,13.6.37,513849
c3ann,2.14.5,4248
c3ann,12.28.44,4248
c3ann,4.24.56,4248
c3ann,11.15.43,659307
c3ann,11.2.16,13368
c3nfx,12.4.34,4248
c3nfx,6.17.9,4248
c3nfx,10.3.54,4248
c3nfx,14.17.50,4248
c3nfx,7.23.13,4248
c3nfx,12.5.56,4248
c3nfx,13.11.51,153731
c3nfx,2.26.45,4248
c3nfx,12.5.62,4248
c3nfx,10.25.39,4248
c3nfx,10.30.6,4248
c3nfx,12.5.26,4608
c3nfx,14.1.21,5574
c3nfx,3.26.39,4248
c3nfx,2.15.9,4248
c3nfx,7.6.10,509779
c3nfx,11.15.61,4248
c3nfx,15.14.36,487514
c3nfx,4.5.37,756775
c3nfx,10.7.38,718972
c3nfx,3.30.46,4248
c3nfx,9.17.19,349817
c3nfx,5.12.59,8737
c3nfx,4.35.9,4248
c3nfx,2.21.18,4248
c3nfx,6.1.1,4248
c3nfx,10.15.61,4248
c3nfx,12.23.34,4248
c3nfx,6.21.65,4248
c3nfx,5.17.6,4248
c3nfx,0.26.14,4248
c3nfx,11.24.27,4248
c3nfx,10.26.12,4248
c3nfx,8.18.28,110243
c3nfx,9.26.23,4248
c3nfx,11.35.4,4248
c3nfx,9.2.69,4248
c3nfx,14.33.50,4248
c3nfx,0.32.44,4248
c3nfx,14.29.58,4248
c3nfx,6.22.10,4248
c3nfx,2.14.27,4248
c3nfx,0.4.11,4348
c3nfx,12.32.48,4248
c3nfx,6.17.2,4248
c3nfx,4.26.12,4248
c3nfx,11.25.50,4248
c3nfx,4.24.7,4248
c3nfx,9.28.43,4248
c3nfx,4.32.47,4248
c3nfx,14.34.36,4248
c3nfx,12.1.30,6248
c3nfx,9.35.39,4248
c3nfx,12.17.33,4248
c3nfx,5.35.51,4248
c3nfx,6.8.20,727471
c3nfx,9.9.9,4248
c3nfx,6.5.0,4248
c3nfx,10.3.21,5536
c3nfx,2.12.0,4248
c3nfx,2.6.37,510661
c3nfx,5.2.34,4248
c3nfx,11.19.28,138156
c3nfx,10.34.54,4248
c3nfx,15.4.20,14282
c3nfx,10.13.48,126303
c3nfx,15.18.48,4248
c3nfx,8.26.37,4248
c3nfx,5.30.65,4248
c3nfx,7.25.37,4248
c3nfx,15.35.54,4248
c3nfx,13.23.18,4248
c3nfx,14.31.13,4248
c3nfx,3.21.35,4248
c3nfx,5.1.53,7122
c3nfx,6.7.65,7421
c3nfx,3.5.31,4362
c3nfx,10.35.68,4248
c3nfx,3.24.30,4248
c3nfx,13.1.15,4296
c3nfx,0.10.62,354032
c3nfx,12.27.56,4248
c3nfx,6.14.6,4248
c3nfx,2.3.25,4326
c3nfx,2.15.36,709914
c3nfx,7.20.28,4248
c3nfx,5.27.62,4248
c3nfx,10.33.68,4248
c3nfx,12.28.63,4248
c3nfx,2.31.67,4248
c3nfx,0.27.47,4248
c3nfx,1.34.58,4248
c3nfx,5.16.41,811468
c3nfx,6.12.30,4248
c3nfx,13.9.53,497833
c3nfx,12.22.1,4248
c3nfx,3.7.43,674891
c3nfx,0.1.60,4248
c3nfx,5.7.62,438481
c3nfx,11.15.65,4248
c3per,7.7.37,743506
c3per,9.9.11,391989
c3per,9.8.22,380111
c3per,2.23.17,4248
c3per,4.28.35,4248
c3per,4.19.31,4248
c3per,5.2.18,8948
c3per,13.23.55,4248
c3per,2.10.26,4248
c3per,4.0.4,4248
c3per,2.3.27,4248
c3per,14.30.56,4248
c3per,11.9.59,703285
c3per,8.8.64,10037
c3per,8.26.38,4248
c3per,10.30.3,4248
c3per,0.18.10,4248
c3per,6.6.30,4248
c3per,7.11.1,4248
c3per,13.19.55,5427
c3per,8.27.44,4248
c3per,12.13.33,38734
c3per,9.27.38,4248
c3per,4.35.33,4248
c3per,2.18.46,4248
c3per,5.10.63,4248
c3per,15.12.5,4248
c3per,1.21.13,4248
c3per,11.2.53,6496
c3per,10.20.31,4248
c3per,0.2.21,5878
c3per,12.0.50,4248
c3per,14.9.50,727346
c3per,8.13.66,4248
c3per,8.2.41,4248
c3per,0.20.31,4248
c3per,8.8.41,454334
c3per,14.5.16,4576
c3per,10.29.24,4248
c3per,0.35.14,4248
c3per,10.35.55,4248
c3per,14.33.30,4248
c3per,13.30.68,4248
c3per,11.15.56,198430
c3per,15.5.34,7566
c3per,0.6.27,4248
c3per,15.23.32,4248
c3per,10.21.32,4248
c3per,15.30.12,4248
c3per,11.33.10,4248
c3per,9.15.24,4248
c3per,9.32.59,4248
c3per,15.4.30,8374
c3per,0.19.33,4248
c3per,1.21.19,4248
c3per,9.27.33,4248
c3per,14.17.3,4248
c3per,4.32.52,4248
c3per,1.34.63,4248
c3per,13.19.45,4248
c3per,0.13.12,4248
c3per,9.0.53,4248
c3per,8.7.18,122274
c3per,15.33.54,4248
c3per,14.27.40,4248
c3per,1.10.6,4248
c3per,6.1.33,4248
c3per,3.9.16,33526
c3per,13.15.47,4248
c3per,10.1.42,4248
c3per,0.7.28,4248
c3per,2.8.21,425818
c3per,3.34.66,4248
c3per,15.33.61,4248
c3per,12.23.67,4248
c3per,13.7.22,114228
c3per,13.30.28,4248
c3per,9.35.29,4248
c3per,1.35.22,4248
c3per,4.19.44,9077
c3per,4.29.62,4248
c3per,15.14.58,263309
c3per,13.0.19,4248
c3per,15.6.61,35308
c3per,0.6.12,389225
c3per,7.25.13,4248
c3per,4.26.31,4248
c3per,11.23.64,720343
c3per,10.1.13,4248
c3per,5.0.27,4248
c3per,4.23.32,4248
c3per,9.3.26,4248
c3per,8.14.70,4248
c3per,1.18.57,226678
c3per,13.34.5,4248
c3per,4.1.13,4248
c3per,9.25.23,108131
c3per,4.11.18,233319
c3per,11.30.31,4248
c3per,8.18.25,770635
c4ann,13.17.37,762748
c4ann,9.14.18,353878
c4ann,15.8.13,319466
c4ann,4.22.9,4248
c4ann,14.14.29,4248
c4ann,0.5.21,12790
c4ann,12.35.33,4248
c4ann,2.7.16,467511
c4ann,12.16.6,4248
c4ann,15.13.26,4248
c4ann,4.28.33,4248
c4ann,13.29.3,4248
c4ann,3.12.15,789308
c4ann,1.1.38,6712
c4ann,2.23.2,4248
c4ann,8.5.51,26706
c4ann,4.4.34,4248
c4ann,14.3.52,4318
c4ann,14.8.38,747224
c4ann,8.22.55,4248
c4ann,0.12.64,4248
c4ann,7.34.6,4248
c4ann,4.34.52,4248
c4ann,2.24.11,4248
c4ann,13.25.10,4248
c4ann,12.19.36,4248
c4ann,8.18.37,482332
c4ann,4.13.24,4248
c4ann,12.10.53,43248
c4ann,15.34.20,4248
c4ann,0.27.21,268481
c4ann,12.3.22,4248
c4ann,11.18.24,525190
c4ann,0.14.54,656374
c4ann,11.24.57,31152
c4ann,11.0.19,4248
c4ann,12.26.42,4248
c4ann,4.27.48,4360
c4ann,13.8.54,4248
c4ann,4.21.49,4248
c4ann,4.9.43,669986
c4ann,15.8.39,743560
c4ann,13.20.44,477566
c4ann,3.14.70,4248
c4ann,11.28.11,4248
c4ann,14.13.39,4248
c4ann,14.24.23,691572
c4ann,14.21.68,11043
c4ann,4.4.13,7024
c4ann,3.25.5,4248
c4ann,8.16.57,172245
c4ann,9.22.11,4248
c4ann,5.23.32,4248
c4ann,7.7.13,247465
c4ann,3.19.69,4248
c4ann,10.34.11,4248
c4ann,2.7.46,757036
c4ann,11.9.5,4248
c4ann,8.29.22,4248
c4ann,15.1.57,4248
c4ann,11.19.16,4248
c4ann,13.11.51,159054
c4ann,11.13.55,738583
c4ann,8.19.37,190354
c4ann,9.13.29,4248
c4ann,1.11.32,13664
c4ann,14.21.32,4248
c4ann,8.26.3,4248
c4ann,12.31.54,4248
c4ann,1.33.13,4248
c4ann,4.9.38,348367
c4ann,0.29.5,4248
c4ann,14.0.3,4248
c4ann,0.25.37,4248
c4ann,3.20.10,4248
c4ann,15.10.18,775207
c4ann,9.27.12,4248
c4ann,1.19.12,4248
c4ann,9.34.65,4248
c4ann,10.33.29,4248
c4ann,9.8.51,744784
c4ann,11.23.57,118920
c4ann,9.0.10,4248
c4ann,2.27.11,4248
c4ann,4.33.15,4248
c4ann,13.10.44,706757
c4ann,7.34.49,4248
c4ann,12.26.60,4248
c4ann,6.23.9,4248
c4ann,12.21.58,305180
c4ann,14.18.64,116051
c4ann,5.21.26,760041
c4ann,3.21.37,96461
c4ann,7.35.8,4248
c4ann,0.0.16,4248
c4ann,1.22.38,196700
c4ann,8.9.17,682425
c4ann,11.32.62,4248
c4ann,6.19.39,800586
c4ann,15.2.27,4248
c4per,15.25.10,4248
c4per,4.2.13,4658
c4per,12.35.37,4248
c4per,13.24.50,4248
c4per,13.10.4,4248
c4per,9.2.11,6208
c4per,10.26.32,4248
c4per,3.28.8,4248
c4per,14.2.44,4248
c4per,6.6.33,6672
c4per,5.0.50,4248
c4per,15.7.30,4248
c4per,6.26.19,4248
c4per,6.16.30,4248
c4per,11.30.69,4248
c4per,8.8.68,4248
c4per,10.24.0,4248
c4per,12.10.16,4248
c4per,9.18.27,312284
c4per,0.1.49,4248
c4per,2.34.16,4248
c4per,4.1.41,4248
c4per,10.27.34,4248
c4per,9.15.55,332252
c4per,4.13.8,4248
c4per,11.25.43,4248
c4per,7.33.69,4248
c4per,11.25.8,4248
c4per,1.16.4,4248
c4per,9.9.7,4248
c4per,12.29.36,4248
c4per,5.21.60,168856
c4per,4.20.26,731188
c4per,6.8.39,4248
c4per,5.12.54,603044
c4per,9.8.62,16072
c4per,2.21.48,4248
c4per,10.16.15,4248
c4per,6.33.34,4248
c4per,14.18.24,221555
c4per,9.26.51,4248
c4per,7.12.56,562250
c4per,9.0.49,4248
c4per,8.19.6,4248
c4per,13.24.6,4248
c4per,12.19.14,4248
c4per,0.9.55,114240
c4per,1.12.36,4248
c4per,11.9.14,17748
c4per,4.7.23,4998
c4per,15.2.63,6308
c4per,11.2.45,4248
c4per,7.25.14,4248
c4per,3.33.49,4248
c4per,2.25.70,4248
c4per,9.12.34,39502
c4per,12.31.22,4248
c4per,15.21.49,4248
c4per,0.0.37,4248
c4per,1.35.47,4248
c4per,12.28.58,4248
c4per,7.24.9,4248
c4per,11.18.20,561814
c4per,14.21.64,143689
c4per,9.33.58,4248
c4per,4.13.40,51130
c4per,14.23.38,163997
c4per,7.15.60,4248
c4per,15.12.27,4248
c4per,4.4.61,4248
c4per,0.32.48,4248
c4per,6.31.19,4248
c4per,12.33.18,4248
c4per,1.18.15,4248
c4per,11.4.69,4328
c4per,0.26.53,4248
c4per,12.7.6,4248
c4per,11.22.7,4248
c4per,7.9.13,46116
c4per,14.33.9,4248
c4per,12.34.40,4248
c4per,4.18.48,4248
c4per,6.10.57,100421
c4per,14.19.58,120192
c4per,0.24.38,8158
c4per,3.25.31,4248
c4per,3.22.38,4500
c4per,11.21.40,472674
c4per,0.30.14,4248
c4per,15.17.44,6122
c4per,1.13.17,188616
c4per,4.26.42,4248
c4per,2.9.46,5172
c4per,2.13.20,160419
c4per,14.19.42,136897
c4per,7.12.54,603054
c4per,11.30.3,4248
c4per,3.2.26,4248
c4per,0.25.50,4248
c4per,8.27.11,4248
elevation,3.1,123212
elevation,11.6,331458
elevation,34.18,117739
elevation,11.34,306975
elevation,31.54,194009
elevation,35.50,7488
elevation,32.44,144774
elevation,35.70,3899
elevation,22.28,289329
elevation,32.48,235707
elevation,9.46,247903
elevation,2.18,319441
elevation,34.47,68272
elevation,26.70,94880
elevation,25.30,296734
elevation,7.66,332185
elevation,2.66,103186
elevation,28.18,316862
elevation,10.69,319955
elevation,33.46,113550
elevation,8.39,309384
elevation,33.60,151759
elevation,3.18,297571
elevation,29.54,270812
elevation,4.35,291707
elevation,17.70,100848
elevation,26.23,275752
elevation,4.56,298490
elevation,21.54,322239
elevation,17.1,310945
elevation,31.12,265996
elevation,32.27,179058
elevation,32.29,245073
elevation,20.63,307873
elevation,2.63,115198
elevation,30.41,293072
elevation,34.15,125094
elevation,3.9,258961
elevation,28.47,301493
elevation,5.44,263498
elevation,21.25,306873
elevation,8.69,320202
elevation,12.4,328939
elevation,2.38,302079
elevation,10.45,290749
elevation,8.21,317140
elevation,21.45,304029
elevation,20.54,333601
elevation,15.53,345715
elevation,17.58,342582
elevation,25.0,291856
elevation,4.42,274054
elevation,24.37,289455
elevation,32.69,184138
elevation,20.67,353585
elevation,29.4,310179
elevation,14.13,350313
elevation,23.32,342737
elevation,9.42,319186
elevation,35.31,4262
elevation,18.21,263383
elevation,20.23,294159
elevation,20.50,313783
elevation,29.6,303770
elevation,18.3,333774
elevation,9.14,326616
elevation,3.63,173822
elevation,30.64,269706
elevation,18.19,368320
elevation,1.56,243774
elevation,0.53,254765
elevation,1.0,283049
elevation,0.28,252209
elevation,10.34,337267
elevation,28.16,330986
elevation,32.61,173350
elevation,30.65,257848
elevation,33.16,170627
elevation,8.33,304206
elevation,33.22,134566
elevation,26.57,287372
elevation,8.53,326779
elevation,6.62,272582
elevation,18.13,316430
elevation,24.35,305042
elevation,9.60,343060
elevation,16.38,300525
elevation,24.9,324445
elevation,0.67,214793
elevation,10.22,288106
elevation,29.5,312770
elevation,16.50,310950
elevation,14.0,330925
elevation,8.31,330333
elevation,20.70,115662
elevation,26.34,318161
elevation,19.25,299404
elevation,16.29,340792
elevation,13.58,339041
elevation,21.31,345209
kg_class,2.2.37,17990
kg_class,12.31.69,4248
kg_class,6.4.56,41062
kg_class,7.7.48,40821
kg_class,10.28.0,4248
kg_class,15.35.35,4258
kg_class,3.14.16,46751
kg_class,1.13.2,4248
kg_class,5.0.13,4248
kg_class,12.10.21,4248
kg_class,3.27.61,4248
kg_class,6.18.26,20779
kg_class,13.4.9,42777
kg_class,2.2.64,7069
kg_class,1.18.66,4408
kg_class,14.13.16,29891
kg_class,6.0.2,4248
kg_class,12.21.44,64717
kg_class,14.0.61,4248
kg_class,5.35.56,4258
kg_class,14.14.70,4312
kg_class,2.12.11,4248
kg_class,1.32.14,5238
kg_class,10.10.13,59976
kg_class,15.9.9,4248
kg_class,15.17.13,4248
kg_class,11.11.17,14208
kg_class,5.3.47,5194
kg_class,4.29.70,4312
kg_class,10.2.64,7043
kg_class,8.24.41,4248
kg_class,5.18.65,13812
kg_class,12.23.19,4248
kg_class,8.31.46,4248
kg_class,15.22.39,19718
kg_class,15.13.57,20225
kg_class,14.10.17,29491
kg_class,10.15.5,4248
kg_class,3.9.38,52116
kg_class,5.35.23,4258
kg_class,4.8.69,4248
kg_class,3.7.34,22308
kg_class,15.19.6,4248
kg_class,12.2.26,4248
kg_class,3.27.54,4248
kg_class,3.18.47,4248
kg_class,11.10.16,28587
kg_class,6.16.38,18523
kg_class,2.13.39,4248
kg_class,12.18.68,4248
kg_class,14.5.69,31467
kg_class,12.32.61,4248
kg_class,8.0.12,4248
kg_class,15.8.7,4248
kg_class,2.1.3,4248
kg_class,9.6.63,5362
kg_class,2.4.63,84700
kg_class,14.14.22,8330
kg_class,2.25.11,4248
kg_class,10.17.0,4280
kg_class,4.24.21,71134
kg_class,0.3.11,11258
kg_class,11.11.51,99368
kg_class,13.21.20,4248
kg_class,3.24.42,4248
kg_class,11.5.69,33539
kg_class,14.0.2,4248
kg_class,12.3.39,24008
kg_class,14.17.5,4248
kg_class,4.6.11,47781
kg_class,4.35.25,4258
kg_class,3.7.61,37930
kg_class,0.13.52,33952
kg_class,9.5.47,21186
kg_class,7.21.70,6534
kg_class,13.27.59,4248
kg_class,9.5.25,28006
kg_class,1.27.21,49010
kg_class,10.34.46,4248
kg_class,15.26.24,4248
kg_class,0.16.63,4354
kg_class,10.25.38,4248
kg_class,4.28.23,4248
kg_class,9.20.69,5555
kg_class,13.2.58,4248
kg_class,1.18.68,4248
kg_class,13.7.19,63650
kg_class,1.13.44,4248
kg_class,0.0.62,4248
kg_class,2.22.35,4248
kg_class,8.31.56,4248
kg_class,13.10.14,53345
kg_class,4.34.50,4248
kg_class,1.17.3,4272
kg_class,11.13.10,4248
kg_class,7.24.64,40991
kg_class,5.24.11,4248
kg_class,12.1.69,4248
kg_class,10.8.27,4248
kg_class,2.29.32,4248
latitude,0,6743
longitude,0,8634
number_of_people,15.4.47,158830
number_of_people,6.9.21,180190
number_of_people,15.3.27,4248
number_of_people,6.32.47,4248
number_of_people,2.9.11,521102
number_of_people,14.9.20,523972
number_of_people,14.4.65,4248
number_of_people,8.24.13,4248
number_of_people,7.14.23,57823
number_of_people,12.28.52,4248
number_of_people,6.2.33,4248
number_of_people,3.25.19,4248
number_of_people,8.25.8,4248
number_of_people,7.33.16,4248
number_of_people,6.21.43,206761
number_of_people,8.18.41,599335
number_of_people,1.19.38,640910
number_of_people,0.35.15,4258
number_of_people,15.15.7,4248
number_of_people,11.31.53,4248
number_of_people,1.1.34,4248
number_of_people,3.1.53,4248
number_of_people,13.12.18,12837
number_of_people,5.8.52,555659
number_of_people,8.0.31,4248
number_of_people,12.26.56,4248
number_of_people,8.21.65,4248
number_of_people,0.4.60,129912
number_of_people,9.10.69,4248
number_of_people,12.7.49,490193
