[2026-06-16 17:33:08,397][root][INFO] - Recurrent UNet Model Successfully Configured and Initialized.
[2026-06-16 17:33:08,398][root][INFO] - Starting from scratch (no valid checkpoint provided).
[2026-06-16 17:33:08,871][root][INFO] - Train: 4480000 samples, Val: 640000 samples
[2026-06-16 17:33:10,305][root][INFO] - Starting training from epoch 1
[2026-06-16 17:33:14,180][root][INFO] - Epoch [1/5], Batch [1/300], Loss: 2.2219 (Overall: 2.1330, Change: 2.3108), TF Ratio: 1.000
[2026-06-16 17:33:14,333][root][INFO] - Epoch [1/5], Batch [2/300], Loss: 2.2089 (Overall: 2.1874, Change: 2.2045), TF Ratio: 1.000
[2026-06-16 17:33:14,485][root][INFO] - Epoch [1/5], Batch [3/300], Loss: 2.2039 (Overall: 2.1510, Change: 2.2371), TF Ratio: 0.999
[2026-06-16 17:33:14,892][root][INFO] - Epoch [1/5], Batch [4/300], Loss: 2.1890 (Overall: 2.1748, Change: 2.1135), TF Ratio: 0.999
[2026-06-16 17:33:15,105][root][INFO] - Epoch [1/5], Batch [5/300], Loss: 2.1635 (Overall: 2.0129, Change: 2.1105), TF Ratio: 0.999
[2026-06-16 17:33:15,257][root][INFO] - Epoch [1/5], Batch [6/300], Loss: 2.0802 (Overall: 1.7467, Change: 1.5805), TF Ratio: 0.999
[2026-06-16 17:33:15,410][root][INFO] - Epoch [1/5], Batch [7/300], Loss: 2.0669 (Overall: 1.8236, Change: 2.1508), TF Ratio: 0.999
[2026-06-16 17:33:15,587][root][INFO] - Epoch [1/5], Batch [8/300], Loss: 2.0431 (Overall: 1.7092, Change: 2.0438), TF Ratio: 0.998
[2026-06-16 17:33:15,741][root][INFO] - Epoch [1/5], Batch [9/300], Loss: 2.0455 (Overall: 1.8238, Change: 2.3055), TF Ratio: 0.998
[2026-06-16 17:33:15,894][root][INFO] - Epoch [1/5], Batch [10/300], Loss: 2.0315 (Overall: 1.6746, Change: 2.1354), TF Ratio: 0.998
[2026-06-16 17:33:16,080][root][INFO] - Epoch [1/5], Batch [11/300], Loss: 2.0067 (Overall: 1.5256, Change: 1.9917), TF Ratio: 0.998
[2026-06-16 17:33:16,234][root][INFO] - Epoch [1/5], Batch [12/300], Loss: 1.9902 (Overall: 1.6595, Change: 1.9595), TF Ratio: 0.998
[2026-06-16 17:33:16,387][root][INFO] - Epoch [1/5], Batch [13/300], Loss: 1.9660 (Overall: 1.4816, Change: 1.8691), TF Ratio: 0.997
[2026-06-16 17:33:16,551][root][INFO] - Epoch [1/5], Batch [14/300], Loss: 1.9366 (Overall: 1.5041, Change: 1.6054), TF Ratio: 0.997
[2026-06-16 17:33:16,702][root][INFO] - Epoch [1/5], Batch [15/300], Loss: 1.9109 (Overall: 1.4820, Change: 1.6197), TF Ratio: 0.997
[2026-06-16 17:33:16,870][root][INFO] - Epoch [1/5], Batch [16/300], Loss: 1.8894 (Overall: 1.4628, Change: 1.6700), TF Ratio: 0.997
[2026-06-16 17:33:17,023][root][INFO] - Epoch [1/5], Batch [17/300], Loss: 1.8758 (Overall: 1.4629, Change: 1.8554), TF Ratio: 0.997
[2026-06-16 17:33:17,175][root][INFO] - Epoch [1/5], Batch [18/300], Loss: 1.8647 (Overall: 1.5014, Change: 1.8489), TF Ratio: 0.996
[2026-06-16 17:33:17,726][root][INFO] - Epoch [1/5], Batch [19/300], Loss: 1.8556 (Overall: 1.4430, Change: 1.9408), TF Ratio: 0.996
[2026-06-16 17:33:17,880][root][INFO] - Epoch [1/5], Batch [20/300], Loss: 1.8478 (Overall: 1.5345, Change: 1.8638), TF Ratio: 0.996
[2026-06-16 17:33:18,037][root][INFO] - Epoch [1/5], Batch [21/300], Loss: 1.8238 (Overall: 1.2506, Change: 1.4393), TF Ratio: 0.996
[2026-06-16 17:33:18,189][root][INFO] - Epoch [1/5], Batch [22/300], Loss: 1.8107 (Overall: 1.3379, Change: 1.7316), TF Ratio: 0.996
[2026-06-16 17:33:18,342][root][INFO] - Epoch [1/5], Batch [23/300], Loss: 1.7959 (Overall: 1.2840, Change: 1.6588), TF Ratio: 0.995
[2026-06-16 17:33:18,876][root][INFO] - Epoch [1/5], Batch [24/300], Loss: 1.7895 (Overall: 1.4101, Change: 1.8715), TF Ratio: 0.995
[2026-06-16 17:33:19,129][root][INFO] - Epoch [1/5], Batch [25/300], Loss: 1.7780 (Overall: 1.1840, Change: 1.8187), TF Ratio: 0.995
[2026-06-16 17:33:19,281][root][INFO] - Epoch [1/5], Batch [26/300], Loss: 1.7705 (Overall: 1.4548, Change: 1.7112), TF Ratio: 0.995
[2026-06-16 17:33:19,449][root][INFO] - Epoch [1/5], Batch [27/300], Loss: 1.7622 (Overall: 1.4283, Change: 1.6686), TF Ratio: 0.995
[2026-06-16 17:33:19,612][root][INFO] - Epoch [1/5], Batch [28/300], Loss: 1.7596 (Overall: 1.5751, Change: 1.8037), TF Ratio: 0.994
[2026-06-16 17:33:19,765][root][INFO] - Epoch [1/5], Batch [29/300], Loss: 1.7496 (Overall: 1.1833, Change: 1.7535), TF Ratio: 0.994
[2026-06-16 17:33:19,917][root][INFO] - Epoch [1/5], Batch [30/300], Loss: 1.7420 (Overall: 1.3221, Change: 1.7189), TF Ratio: 0.994
[2026-06-16 17:33:20,072][root][INFO] - Epoch [1/5], Batch [31/300], Loss: 1.7356 (Overall: 1.2949, Change: 1.7967), TF Ratio: 0.994
[2026-06-16 17:33:20,513][root][INFO] - Epoch [1/5], Batch [32/300], Loss: 1.7294 (Overall: 1.2423, Change: 1.8278), TF Ratio: 0.994
