pool_size,file_size,file_index,wall_us
10000,102400,6408,128.34
10000,102400,4416,118.60
10000,1048576,7887,693.62
10000,102400,2919,121.59
10000,10240,2792,111.47
10000,1048576,9338,696.34
1000,10485760,229,3990.88
10000,102400,1309,128.03
10000,102400,3295,111.67
10000,1048576,7282,821.34
10000,1048576,1063,499.43
10000,102400,4331,119.23
10000,10240,66,95.42
10000,102400,7672,116.54
10000,102400,3290,122.18
10000,102400,2283,116.75
10000,1048576,2743,740.46
10000,1048576,7568,532.41
10000,102400,6011,120.03
1000,10240,727,91.19
1000,10485760,305,3809.64
10000,10240,3100,113.08
10000,10240,826,91.06
10000,102400,8324,109.92
10000,1048576,7322,738.18
10000,102400,265,121.64
10000,1048576,4672,707.75
10000,1048576,2194,662.79
10000,1048576,2459,765.19
10000,10240,7109,113.50
10000,1048576,607,690.80
10000,102400,697,122.37
10000,1048576,4603,814.62
10000,10240,1154,116.69
10000,10240,8329,102.89
1000,1048576,766,769.05
10000,1048576,3601,723.64
10000,1048576,1404,825.84
1000,10240,663,116.77
10000,1048576,8652,699.07
10000,102400,675,135.16
10000,10240,604,98.04
1000,10485760,63,3950.18
10000,10240,8522,111.03
10000,102400,2756,109.66
10000,1048576,9884,755.09
10000,102400,9379,121.58
10000,1048576,679,519.75
10000,10240,3696,100.61
10000,10240,9631,107.65
1000,102400,418,121.47
10000,10240,3403,99.70
10000,1048576,4693,739.91
10000,10240,1756,348.07
10000,102400,6818,303.06
10000,102400,949,185.11
10000,1048576,2211,765.41
1000,102400,605,124.41
100,1048576,72,761.55
1000,10240,904,107.99
10000,102400,8781,116.08
10000,102400,8144,106.73
10000,1048576,604,817.09
10000,1048576,9404,742.50
10000,102400,1638,124.49
10000,10240,3859,105.96
10000,1048576,132,778.81
10000,102400,4659,133.47
10000,1048576,4303,923.56
10000,102400,8793,126.59
10000,1048576,823,726.22
10000,1048576,3754,715.78
10000,10240,4459,112.99
10000,10240,6917,103.05
10000,1048576,4281,778.32
10000,1048576,9718,556.41
10000,102400,5502,123.12
10000,102400,2889,118.06
10000,10240,2611,99.09
10000,102400,1284,118.56
10000,1048576,9678,734.12
10000,102400,5919,126.76
10000,102400,7034,122.92
10000,1048576,6641,660.50
10000,1048576,2922,789.05
10000,10240,476,108.81
10000,10240,2394,95.88
10000,1048576,4750,763.45
10000,1048576,5085,688.71
10000,10240,6852,111.21
10000,1048576,4404,748.71
10000,1048576,5922,754.62
10000,1048576,8715,892.00
10000,10240,1819,106.57
10000,10240,7708,107.61
10000,102400,8830,118.45
10000,102400,267,143.46
10000,102400,6981,115.63
10000,10240,5851,109.86
10000,102400,4087,113.15
10000,1048576,4550,698.22
10000,1048576,6982,476.73
10000,1048576,374,793.44
10000,102400,1511,118.73
1000,1048576,440,872.88
10000,1048576,1538,546.96
1000,10485760,444,3269.78
10000,102400,8139,127.17
10000,1048576,9187,686.00
10000,10240,3842,102.18
10000,1048576,3194,810.52
10000,102400,5125,119.35
10000,10240,811,99.09
1000,10240,499,101.69
10000,10240,5229,102.34
10000,10240,6974,96.88
10000,1048576,5079,704.94
10000,1048576,7476,709.16
10000,1048576,280,784.96
10000,1048576,7256,890.07
10000,102400,3620,123.02
10000,10240,2894,103.40
10000,102400,702,114.26
10000,10240,9282,104.11
10000,10240,8442,98.58
10000,102400,4805,114.16
10000,1048576,4543,745.37
10000,10240,8533,108.25
10000,1048576,762,649.71
10000,102400,69,120.23
10000,102400,3167,115.48
1000,10240,177,89.00
10000,10240,411,95.72
10000,102400,5438,121.56
10000,10240,4004,96.75
10000,102400,9288,119.73
10000,1048576,1672,853.85
10000,102400,784,124.42
10000,102400,4627,121.13
10000,10240,4366,102.35
10000,1048576,7957,849.86
10000,102400,8502,126.58
10000,1048576,2503,725.27
1000,102400,595,119.11
10000,10240,2524,99.01
10000,102400,9039,115.20
10000,102400,8647,123.19
1000,102400,668,115.02
1000,10485760,453,3464.25
10000,1048576,3760,748.10
1000,102400,788,128.74
10000,1048576,8491,641.94
10000,10240,1827,98.91
10000,102400,1827,114.87
10000,102400,8933,111.64
10000,10240,6021,102.45
10000,102400,7068,115.47
10000,102400,9300,133.42
10000,102400,7498,111.98
100,10240,97,106.88
10000,10240,9608,109.75
10000,102400,7589,120.72
10000,10240,240,95.80
1000,10240,137,102.54
1000,10240,439,97.40
10000,102400,6271,145.60
1000,10240,325,104.23
1000,10485760,75,3166.75
10000,102400,2525,124.88
10000,10240,6174,99.22
10000,102400,5421,126.92
10000,1048576,3759,723.58
1000,102400,750,124.20
10000,10240,3119,103.33
10000,102400,4618,124.03
10000,102400,3227,126.97
10000,1048576,4762,790.55
10000,102400,4610,130.27
10000,1048576,4131,631.29
1000,10485760,130,3096.08
10000,1048576,3392,802.69
10000,1048576,8946,771.05
10000,1048576,6006,744.36
10000,10240,6713,233.41
10000,1048576,295,666.53
10000,10240,1219,104.77
10000,1048576,2934,669.25
10000,1048576,3487,798.44
1000,1048576,2,781.53
10000,1048576,2146,527.05
1000,1048576,27,729.78
1000,102400,675,123.77
1000,10240,202,120.64
10000,10240,7157,100.52
10000,1048576,6610,765.49
10000,1048576,6301,517.62
10000,102400,6340,110.09
1000,10240,959,101.30
10000,10240,8722,99.61
10000,1048576,8285,679.59
10000,1048576,3507,538.67
10000,1048576,4037,763.03
10000,102400,7591,119.35
1000,10485760,516,3980.44
1000,102400,367,125.17
10000,102400,4898,119.76
10000,10240,8883,100.18
10000,102400,953,107.33
10000,102400,6988,126.29
100,104857600,55,28641.37
1000,10240,277,277.28
10000,102400,9539,396.77
10000,1048576,4068,1081.79
1000,102400,230,237.41
10000,10240,9487,115.44
10000,1048576,8390,689.21
10000,1048576,1600,660.51
10000,102400,8994,128.33
10000,102400,1346,123.39
10000,102400,1944,125.56
10000,10240,3081,103.69
10000,10240,2835,98.69
10000,10240,7434,98.40
10000,10240,7225,103.19
100,104857600,27,32340.69
10000,1048576,6954,1028.95
10000,1048576,352,986.44
10000,1048576,8956,739.11
10000,10240,8170,245.78
10000,10240,9086,99.36
10000,102400,7475,118.18
10000,102400,7055,115.59
10000,1048576,322,900.83
10000,102400,9045,132.92
10000,10240,9706,109.88
10000,10240,5585,101.74
10000,102400,9110,119.69
10000,102400,7338,113.34
10000,1048576,1988,696.51
10000,102400,5784,129.16
1000,10240,545,107.39
10000,1048576,651,716.58
10000,1048576,4315,651.21
10000,10240,186,112.87
1000,10240,402,95.70
100,10485760,99,4281.06
10000,10240,7502,117.73
10000,10240,9862,106.33
10000,102400,7775,109.94
1000,10240,750,108.22
10000,102400,8443,120.85
10000,102400,6865,117.39
10000,10240,5261,98.45
10000,102400,4924,121.28
10000,1048576,6321,719.17
10000,1048576,1008,760.24
10000,10240,346,107.56
10000,1048576,7852,727.99
1000,10485760,893,4399.49
10000,102400,6572,136.47
10000,10240,2975,116.22
10000,10240,5127,103.47
10000,10240,1770,101.25
1000,10240,993,100.12
100,104857600,66,28039.80
10000,1048576,6566,939.29
10000,102400,7026,330.05
10000,1048576,4487,930.10
1000,10240,664,109.10
10000,1048576,5868,781.17
10000,1048576,5101,771.50
1000,102400,683,127.41
10000,102400,9845,108.37
1000,1048576,244,752.29
10000,10240,1541,239.40
10000,102400,2642,117.16
10000,1048576,9443,688.68
10000,10240,8563,114.07
10000,1048576,9013,694.28
1000,10485760,775,2072.17
10000,10240,8598,111.65
10000,1048576,5550,851.82
10000,102400,4920,127.95
10000,102400,5414,112.78
1000,102400,288,125.11
10000,10240,6418,113.53
10000,1048576,4183,883.21
10000,10240,8463,122.02
10000,102400,4812,232.57
10000,102400,6812,121.36
10000,1048576,9861,768.04
10000,1048576,554,754.76
10000,102400,9014,134.88
10000,1048576,1213,752.73
100,10240,75,113.35
10000,102400,3874,121.81
10000,10240,3162,96.78
10000,1048576,9830,771.54
10000,10240,3893,122.02
1000,1048576,650,716.90
10000,102400,6840,124.35
10000,10240,2516,107.26
10000,1048576,9879,856.38
10000,1048576,6611,775.82
10000,1048576,7379,693.34
10000,102400,2963,131.20
10000,10240,2107,103.13
10000,102400,2613,113.78
10000,10240,1283,104.39
10000,102400,4626,113.57
100,10485760,33,3496.26
10000,1048576,7588,632.54
100,102400,88,126.42
10000,10240,2858,98.56
10000,1048576,7412,758.87
10000,10240,2360,118.22
10000,10240,6196,103.63
10000,10240,3482,99.75
10000,102400,3830,118.50
10000,1048576,396,863.89
10000,1048576,5595,709.49
10000,102400,6717,123.49
10000,1048576,2084,736.33
10000,10240,1080,114.62
10000,102400,5321,117.54
10000,1048576,4007,718.86
10000,102400,321,127.00
10000,1048576,1268,698.23
10000,102400,5055,129.88
10000,102400,6852,118.53
10000,102400,4711,119.45
10000,102400,1767,112.63
10000,1048576,3837,715.98
10000,102400,3112,135.11
10000,102400,1088,114.96
10000,102400,1648,120.72
10000,102400,9473,114.53
10000,10240,7493,100.45
10000,1048576,2680,849.22
1000,10485760,877,4089.67
10000,1048576,5810,560.72
10000,1048576,1157,627.70
10000,10240,5353,109.14
10000,1048576,6559,647.52
10000,102400,6537,124.70
1000,1048576,198,864.52
10000,1048576,8302,593.88
10000,1048576,3853,790.34
10000,10240,6755,110.12
10000,10240,439,97.28
10000,10240,5671,98.09
10000,10240,6630,102.64
10000,102400,2010,119.79
10000,1048576,2422,702.26
10000,10240,6325,109.59
10000,10240,3861,102.49
10000,1048576,3327,784.14
10000,10240,1124,104.80
10000,102400,4619,123.41
10000,1048576,1439,746.70
10000,1048576,908,692.80
10000,10240,7808,111.58
10000,1048576,7941,764.47
10000,1048576,1665,574.03
10000,102400,7966,131.95
10000,102400,5157,105.61
10000,102400,86,115.57
10000,102400,4371,117.74
10000,102400,7919,113.19
1000,10485760,868,3660.40
10000,1048576,9912,686.70
10000,10240,1007,116.58
10000,10240,8035,100.31
10000,1048576,7802,721.61
10000,1048576,6809,768.09
10000,102400,9194,130.59
10000,1048576,3180,532.46
10000,1048576,7607,528.14
100,104857600,3,35404.13
10000,102400,2192,364.20
10000,10240,4523,226.40
10000,1048576,155,603.31
10000,10240,1241,101.28
10000,102400,5581,112.53
10000,10240,8949,231.18
10000,102400,4750,267.12
10000,1048576,8121,658.13
10000,102400,8099,128.50
10000,10240,5798,92.08
10000,1048576,7002,712.64
10000,102400,2943,122.85
10000,10240,4771,105.74
10000,1048576,370,768.59
10000,1048576,6778,645.24
10000,10240,3232,101.82
10000,1048576,837,617.57
10000,10240,5970,98.79
1000,1048576,905,599.27
1000,102400,381,121.96
10000,1048576,4997,773.30
10000,1048576,4382,538.29
10000,1048576,7378,558.90
10000,10240,160,106.74
10000,10240,8967,96.08
10000,10240,5055,102.55
10000,10240,9005,109.70
10000,102400,6381,122.58
10000,10240,2577,99.39
100,102400,9,122.95
10000,102400,3198,121.39
100,10485760,93,4031.39
10000,1048576,7795,615.05
10000,1048576,5776,561.23
10000,10240,1663,106.16
1000,1048576,912,697.95
10000,10240,1659,104.14
10000,10240,8008,95.22
1000,102400,742,120.28
1000,10240,598,109.39
10000,10240,220,102.55
10000,10240,7186,95.37
10000,102400,8071,118.11
10000,102400,1696,112.72
10000,10240,8320,96.49
10000,102400,4613,118.32
10000,1048576,9039,718.28
1000,10485760,192,3792.62
10000,102400,7159,120.25
10000,10240,2049,97.78
10000,102400,6143,114.06
10000,1048576,1875,710.17
10000,10240,1944,107.05
10000,1048576,6024,490.14
10000,1048576,9572,754.59
10000,1048576,8699,541.30
10000,10240,6670,98.69
10000,10240,6025,95.54
10000,10240,5941,99.49
10000,10240,2090,99.85
10000,1048576,2156,666.72
10000,1048576,6262,538.38
10000,1048576,2313,523.91
10000,102400,1457,120.83
1000,10485760,762,3791.22
10000,102400,8845,127.90
10000,102400,1658,113.94
10000,1048576,772,721.22
10000,102400,2581,129.88
10000,10240,4663,101.88
10000,102400,4930,115.08
1000,1048576,156,763.60
10000,1048576,4788,692.66
1000,102400,626,318.64
10000,102400,103,211.58
10000,1048576,939,727.99
10000,10240,653,116.50
10000,1048576,7115,774.50
10000,10240,4917,380.05
10000,102400,8560,123.05
10000,102400,6068,110.50
1000,10240,295,104.42
10000,10240,8050,102.78
10000,102400,4041,114.33
10000,10240,7761,97.06
10000,10240,7785,108.59
10000,1048576,4425,793.17
10000,10240,5663,103.10
10000,102400,7540,106.47
10000,10240,4926,95.98
10000,1048576,5730,760.88
10000,10240,6275,103.90
1000,1048576,343,540.84
10000,102400,1735,116.50
10000,10240,3169,98.99
10000,10240,60,101.38
10000,10240,9905,103.99
10000,102400,2854,118.56
10000,10240,8507,97.61
10000,1048576,8086,701.07
10000,10240,7548,103.10
10000,1048576,9045,561.31
10000,10240,421,102.14
10000,1048576,5464,819.67
10000,1048576,3390,528.31
100,10485760,21,3084.49
10000,10240,5065,114.08
1000,1048576,883,562.09
10000,10240,6190,100.27
1000,10485760,1,3850.04
10000,102400,194,122.84
10000,1048576,6293,515.15
10000,1048576,2780,725.25
1000,10240,273,111.52
10000,102400,1565,115.42
10000,10240,3961,95.50
1000,1048576,317,741.01
10000,102400,958,125.06
10000,102400,3471,110.98
1000,1048576,542,881.63
10000,1048576,8881,715.39
10000,102400,6629,124.69
1000,10240,822,93.29
10000,1048576,1624,662.73
10000,102400,6333,119.02
10000,102400,530,111.91
10000,10240,4190,106.81
10000,1048576,3815,803.04
10000,102400,7684,121.69
10000,102400,5723,111.09
1000,10240,740,88.47
10000,1048576,7080,837.95
10000,102400,1896,124.83
1000,10240,336,97.79
10000,102400,6510,116.86
10000,10240,8054,98.70
1000,10485760,832,3188.77
10000,10240,2502,111.39
100,104857600,44,32018.05
10000,10240,5769,252.42
10000,1048576,3255,784.85
10000,102400,3368,448.38
10000,10240,3912,132.82
10000,10240,6696,316.21
1000,102400,409,126.62
1000,10485760,472,3369.98
1000,10485760,508,3052.95
10000,102400,7259,122.24
10000,10240,6762,110.54
10000,1048576,6792,876.57
10000,10240,713,112.96
10000,1048576,3637,638.95
10000,10240,9604,100.60
10000,10240,7001,100.17
10000,1048576,215,745.13
1000,10485760,254,3252.10
1000,10485760,564,3964.61
10000,102400,93,122.72
10000,10240,9122,106.35
10000,10240,444,103.30
10000,1048576,9556,900.95
10000,102400,4178,132.25
10000,1048576,9041,823.43
10000,10240,9042,114.34
10000,1048576,3011,716.63
10000,1048576,6070,726.96
10000,102400,1455,121.29
1000,102400,277,110.11
10000,102400,6414,117.66
10000,1048576,3106,712.48
10000,1048576,7674,721.45
10000,1048576,1431,531.47
10000,1048576,8396,705.00
10000,102400,2648,118.16
1000,10485760,554,4264.14
10000,1048576,3220,658.61
10000,1048576,8777,754.64
10000,10240,140,103.55
10000,10240,4314,97.86
10000,10240,8384,92.36
1000,1048576,277,772.87
10000,102400,2735,140.73
10000,10240,314,100.08
10000,1048576,3396,760.18
10000,10240,7087,106.20
10000,10240,6009,106.11
10000,102400,1812,118.37
10000,102400,3781,113.96
10000,1048576,3722,692.92
10000,1048576,3256,736.43
10000,10240,6509,116.00
10000,102400,3231,116.48
10000,102400,7131,346.92
10000,1048576,864,694.78
10000,102400,8559,130.79
10000,10240,3026,101.58
10000,10240,4253,97.27
10000,102400,8969,116.89
10000,102400,4793,110.35
1000,10240,12,105.73
1000,1048576,119,826.13
10000,102400,172,128.11
10000,1048576,9741,568.33
10000,102400,9760,125.34
10000,1048576,8599,761.01
10000,102400,7010,120.57
10000,1048576,3228,763.91
10000,10240,4543,294.90
10000,1048576,7663,833.05
10000,102400,9811,127.71
10000,1048576,7855,763.06
10000,102400,540,133.36
10000,102400,2070,132.60
10000,1048576,5515,802.22
10000,1048576,468,780.36
10000,1048576,9398,687.45
10000,102400,2101,125.83
10000,102400,9904,123.35
10000,102400,8954,116.89
10000,102400,3384,122.51
100,104857600,0,33365.98
10000,10240,8180,388.10
10000,10240,2673,264.50
10000,10240,4154,93.84
10000,10240,1873,392.27
10000,102400,7874,113.31
10000,10240,465,102.44
10000,102400,4228,120.89
10000,102400,1598,240.09
10000,1048576,5179,770.12
10000,1048576,7600,1293.80
10000,10240,3511,112.89
10000,1048576,6434,605.72
10000,1048576,5167,694.01
10000,1048576,7511,600.91
1000,10240,837,111.65
10000,10240,4989,97.45
10000,1048576,1762,685.36
10000,10240,4883,109.80
10000,102400,2676,118.23
10000,102400,5262,117.24
1000,1048576,215,723.62
10000,1048576,294,693.18
1000,10485760,627,4416.81
10000,10240,5188,114.67
10000,10240,207,99.06
1000,1048576,390,705.40
10000,10240,8135,112.25
10000,10240,9391,113.54
10000,102400,4048,119.06
10000,10240,8013,99.05
10000,10240,782,105.34
1000,102400,970,119.59
10000,1048576,6681,769.43
10000,10240,2205,108.46
10000,102400,448,119.50
10000,1048576,8689,758.63
10000,1048576,8346,671.90
100,10240,3,107.41
10000,10240,6228,98.00
10000,10240,595,102.83
10000,1048576,871,686.09
10000,10240,9657,104.00
1000,10240,680,91.81
10000,1048576,6575,736.02
10000,1048576,9738,624.35
10000,102400,1069,123.90
10000,1048576,9322,728.05
10000,10240,4409,109.50
10000,102400,7432,110.82
10000,1048576,6361,620.50
10000,1048576,8607,553.33
10000,102400,1570,122.28
10000,10240,1162,97.93
10000,1048576,5574,746.62
1000,102400,767,129.80
10000,1048576,4427,625.06
10000,102400,3385,121.30
10000,1048576,9488,645.44
10000,102400,6856,118.21
10000,102400,5825,128.72
10000,1048576,6295,671.70
10000,1048576,1224,576.33
10000,10240,9702,115.53
10000,10240,9068,92.44
10000,102400,1557,121.61
10000,102400,1698,112.19
10000,1048576,7559,766.01
1000,10485760,524,3095.15
10000,10240,835,121.48
10000,10240,8108,90.00
10000,10240,1015,93.81
10000,102400,205,128.39
1000,1048576,127,739.46
10000,102400,1529,126.29
1000,10240,606,111.59
10000,102400,4393,109.64
10000,10240,7641,100.09
10000,102400,2167,115.14
10000,10240,2995,103.01
1000,102400,231,115.83
10000,10240,9469,97.67
10000,102400,2468,111.62
10000,1048576,1212,844.79
1000,10240,951,107.88
10000,102400,2737,125.65
10000,102400,493,109.53
10000,1048576,3109,829.43
10000,1048576,7435,699.47
10000,10240,709,111.49
10000,1048576,5299,694.48
10000,10240,6573,113.21
10000,10240,7447,101.19
10000,1048576,7581,787.91
10000,102400,4565,130.17
1000,10485760,889,3730.53
10000,10240,7880,104.56
10000,1048576,2663,538.28
1000,10485760,440,3066.43
10000,1048576,1018,575.78
10000,102400,5694,120.72
10000,1048576,7377,690.42
10000,1048576,8422,655.82
10000,102400,2071,117.95
10,102400,4,118.75
10000,102400,4273,126.93
10000,1048576,7826,680.03
10000,102400,2981,129.10
10000,1048576,5667,752.47
10000,102400,8268,121.15
10000,102400,1314,112.86
10000,102400,3318,116.41
10000,102400,5495,119.09
10000,1048576,9147,741.27
10000,1048576,7656,693.38
10000,1048576,2683,809.13
10000,102400,2434,132.31
10000,102400,3278,120.11
10000,1048576,1173,762.05
1000,10485760,45,3874.61
10000,10240,8743,111.02
10000,102400,2452,110.28
10000,1048576,2979,671.61
10000,1048576,1973,576.85
10000,10240,8195,108.19
1000,10240,268,111.93
10000,102400,7821,123.90
10000,10240,3312,103.92
10000,1048576,4866,635.15
1000,10240,804,111.50
10000,102400,2914,126.96
10000,1048576,5435,731.85
10000,102400,6624,125.75
10000,10240,4792,106.42
10000,10240,300,102.64
10000,102400,2681,118.68
10000,10240,9710,101.89
10000,1048576,3656,734.73
1000,10485760,22,3327.39
10000,10240,1779,115.09
10000,10240,97,97.34
10000,102400,8400,119.20
10000,1048576,5425,731.51
1000,102400,751,125.15
10000,102400,6837,119.53
10000,1048576,1214,746.01
10000,102400,8187,123.57
10000,10240,6796,103.20
10000,1048576,365,691.60
10000,10240,8356,115.08
10000,1048576,6219,718.35
10000,10240,6006,108.02
100,10485760,70,3732.44
10000,102400,1359,117.41
10000,10240,1359,99.35
10000,10240,8227,97.36
10000,1048576,4522,745.92
10000,102400,785,121.53
10000,102400,8602,112.94
10000,1048576,1050,749.47
10000,102400,4159,130.21
10000,10240,5326,97.64
1000,102400,806,114.04
10000,10240,9882,103.04
10000,10240,3724,97.14
10000,102400,9910,114.41
10000,1048576,2936,681.67
10000,1048576,527,822.31
10000,1048576,6281,742.36
10000,1048576,3147,774.47
10000,10240,6817,110.67
10000,102400,5731,121.65
10000,10240,7627,98.67
10000,10240,1397,101.37
10000,10240,5067,104.44
10000,1048576,4970,698.77
10000,1048576,2505,619.47
10000,1048576,5484,715.83
1000,10240,489,114.01
10000,102400,3469,124.57
10000,1048576,8983,843.79
10000,10240,8542,118.91
10000,10240,2812,108.78
10000,102400,3932,117.16
10000,10240,9732,98.77
10000,1048576,7627,813.97
10,10240,1,113.61
10000,1048576,8661,835.49
10000,1048576,5489,791.86
100,10240,36,112.43
10000,10240,3056,110.42
10000,10240,3683,97.37
10000,1048576,2111,716.87
10000,10240,9378,105.46
10000,102400,9826,115.50
10000,1048576,1564,670.62
10000,102400,9549,126.83
10000,10240,6680,95.28
10000,102400,4743,139.60
10000,10240,5093,102.64
10000,1048576,8776,728.81
10000,102400,7718,122.19
10000,102400,3921,122.13
10000,10240,1666,103.27
10000,102400,1045,114.08
10000,10240,5420,96.52
10000,102400,2052,112.09
10000,102400,5054,112.73
10000,102400,8002,111.02
10000,1048576,2063,884.00
10000,1048576,7765,695.31
10000,1048576,6097,761.58
10000,1048576,603,822.96
1000,1048576,467,749.99
10000,10240,5783,111.89
10000,10240,460,107.32
10000,10240,4192,105.26
10000,1048576,9645,708.79
1000,1048576,381,701.32
1000,10485760,477,3866.97
10000,102400,1659,124.43
10000,1048576,6589,547.24
10000,102400,5099,117.04
10000,102400,3965,122.20
10000,102400,1197,115.89
10000,1048576,2131,680.14
10000,102400,6508,123.39
10000,10240,1761,91.37
10000,10240,9511,100.06
10000,102400,1073,113.10
10000,102400,8555,118.27
10000,10240,9696,103.83
10000,102400,5672,117.41
10000,1048576,8441,731.09
10000,102400,8941,120.17
1000,102400,853,116.72
10000,102400,9310,115.70
10000,1048576,7789,750.40
10000,10240,1976,102.56
1000,1048576,646,1201.39
10000,10240,2756,113.18
10000,10240,2747,105.41
10000,102400,9404,111.74
10000,10240,6220,102.45
10000,1048576,1089,1859.00
10000,10240,7196,98.10
10000,102400,9750,111.48
10000,10240,8508,95.24
10000,102400,1331,113.49
10000,10240,3607,100.15
10000,102400,18,115.91
10000,10240,1690,103.61
10000,1048576,853,829.18
10000,1048576,3850,586.61
10000,102400,9180,111.44
10000,1048576,3694,643.54
10000,10240,2421,99.16
10000,10240,1337,96.47
10000,102400,8741,115.68
1000,102400,781,116.49
10000,10240,5331,99.84
1000,10240,688,106.19
10000,102400,9354,131.48
10000,10240,5113,100.98
10000,102400,5123,111.92
10000,10240,9131,103.20
10000,102400,1468,108.51
10000,102400,2333,127.35
1000,1048576,204,721.75
10000,102400,5574,127.01
10000,102400,315,109.95
10000,1048576,3021,818.56
10000,1048576,5276,520.62
10000,102400,2507,121.07
10000,10240,618,92.30
10000,1048576,5863,829.28
10000,10240,2617,107.69
10000,10240,1244,100.22
10000,102400,3760,110.69
10000,1048576,7643,820.95
1000,102400,433,116.33
10000,1048576,2301,601.06
10000,10240,8526,102.27
10000,10240,6641,94.80
10000,10240,4628,94.59
10000,10240,9074,99.61
10000,10240,326,95.48
10000,1048576,4244,704.37
10000,10240,7775,102.83
10000,10240,6542,89.19
10000,10240,7382,99.72
10000,1048576,4411,732.15
10000,102400,7474,116.76
10000,10240,5366,86.48
10000,1048576,5577,844.07
10000,1048576,9009,500.26
10000,10240,5249,99.67
10000,10240,286,98.22
10000,102400,325,123.70
10000,102400,6748,118.46
10000,10240,4688,96.75
10000,102400,8343,116.33
10000,1048576,2602,711.62
10000,1048576,7216,739.14
10000,10240,9141,112.93
1000,10240,288,95.36
10,102400,0,113.76
10000,102400,7997,117.06
10000,1048576,8428,684.99
1000,102400,364,121.10
1000,1048576,728,696.56
10000,10240,2574,105.08
10000,102400,2242,121.20
10000,10240,9746,98.46
10000,102400,5532,115.41
10000,10240,9673,102.26
10000,10240,3576,97.12
10000,1048576,476,812.55
10000,10240,389,109.80
10000,102400,8133,115.98
10000,102400,538,115.41
10000,102400,2984,120.52
10000,1048576,2648,739.03
10000,1048576,4072,714.05
10000,102400,2203,126.62
10000,1048576,5374,740.05
10000,10240,2225,100.19
10000,1048576,4657,743.39
10000,102400,7604,129.78
10000,1048576,1415,744.31
10000,10240,3036,106.90
10000,1048576,9098,767.48
1000,10485760,866,2999.79
10000,1048576,7793,789.73
10000,102400,6483,129.85
1000,1048576,8,741.08
10000,10240,7418,114.81
10000,102400,3839,119.78
10000,102400,6312,118.71
10000,102400,5268,116.18
10000,1048576,4218,738.10
10000,102400,5967,131.90
1000,102400,536,113.06
10000,102400,4890,116.51
10000,10240,3526,104.90
10000,1048576,110,682.16
10000,102400,9410,126.46
10000,102400,3533,120.31
10000,102400,6063,108.14
10000,10240,2614,99.01
10000,10240,489,100.44
10000,102400,9182,116.70
1000,102400,821,115.26
1000,1048576,423,767.39
10000,1048576,9372,737.59
10000,1048576,2671,815.21
10000,102400,32,128.47
10000,102400,1987,114.02
1000,102400,169,116.30
10000,10240,9153,100.75
10000,102400,218,115.39
10000,10240,5298,99.96
10000,10240,3843,98.72
10000,1048576,3546,715.58
10000,102400,7614,126.29
10000,1048576,5668,716.03
10000,10240,3235,103.33
10000,102400,344,116.46
10000,102400,4549,107.10
10000,10240,7791,105.01
10000,1048576,1894,754.57
10000,102400,4803,125.27
10000,1048576,5945,562.85
10000,10240,9524,98.55
1000,10240,718,99.46
10000,102400,9850,123.65
10000,10240,1865,99.94
10000,10240,4821,96.47
10000,10240,3848,102.58
10000,1048576,5314,682.61
10000,10240,4707,110.26
10000,1048576,9359,770.01
10000,10240,2303,115.27
10000,102400,6877,111.84
10000,10240,7545,109.97
10000,1048576,7076,796.95
1000,10485760,299,3436.33
100,104857600,88,28489.54
10000,10240,2629,370.85
10000,102400,3614,116.73
10000,10240,2901,96.94
10000,1048576,7488,815.18
10000,10240,312,317.83
10000,10240,4973,135.69
10000,1048576,1216,820.54
1000,10485760,694,3946.03
10000,10240,7937,287.46
10000,1048576,5180,621.98
10000,102400,9763,132.41
10000,10240,5264,96.92
10000,102400,121,109.38
10000,10240,4176,101.39
10000,1048576,7030,818.49
10000,102400,2036,121.86
1000,1048576,240,640.54
10000,1048576,550,704.23
10000,10240,2709,107.81
10000,1048576,9125,646.20
1000,102400,839,131.44
10000,10240,669,104.64
10000,10240,935,98.46
10000,10240,5469,103.37
10000,1048576,3810,689.80
10000,1048576,373,555.49
10000,102400,5810,121.78
10000,1048576,897,792.87
10000,10240,6749,114.94
10000,10240,4723,101.78
10000,1048576,1380,694.67
10000,10240,6650,114.20
10000,102400,5083,120.14
10000,1048576,9853,730.04
10000,102400,8277,123.05
10000,10240,4845,93.91
10000,10240,523,92.41
10000,102400,8584,109.29
10000,10240,1604,95.96
10000,102400,2896,110.46
10000,10240,7598,106.31
1000,10485760,8,4164.60
10000,1048576,371,538.37
10000,102400,1515,113.55
10,104857600,8,32296.62
10000,102400,1700,311.09
10000,10240,5894,233.18
1000,1048576,360,581.42
10000,102400,6622,158.36
100,1048576,0,879.05
10000,102400,1997,128.19
10000,102400,9201,112.50
10000,102400,264,110.83
10000,10240,6498,96.32
1000,10240,625,96.90
10000,1048576,1815,705.86
10000,102400,9929,122.86
10000,1048576,1052,524.23
10000,102400,3108,111.36
10000,102400,66,117.88
10000,102400,864,110.53
10000,1048576,6739,718.97
10000,10240,4655,111.08
10000,1048576,2612,576.43
10000,10240,7875,103.72
10000,10240,2749,105.35
1000,10485760,529,3159.39
10000,102400,3678,146.53
10000,1048576,8291,488.65
1000,102400,34,113.38
10000,1048576,6523,785.98
10000,1048576,4195,596.46
100,1048576,54,784.00
10000,10240,6808,117.53
10000,1048576,3974,781.77
10000,102400,2392,119.78
